gene	source	n_strong_consensus_pathways	example_pathways	crispr_effect	crispr_p	crispr_fdr	crispr_direction
RAB11FIP3	resistance_consensus_leading_edge	3	go_bp:GOBP_REGULATION_OF_HORMONE_LEVELS;go_bp:GOBP_REGULATION_OF_SECRETION;go_bp:GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	0.324415432170297	0.4191210239494829	0.883131361185415	nonsignificant_tolerance_direction
NHS	resistance_consensus_leading_edge	3	go_bp:GOBP_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE;go_bp:GOBP_SENSORY_ORGAN_DEVELOPMENT;go_bp:GOBP_SENSORY_SYSTEM_DEVELOPMENT	0.3665332538995054	0.4194550920657381	0.8831475917771955	nonsignificant_tolerance_direction
PRKAA1	resistance_consensus_leading_edge	13	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	0.4580131741170339	0.4194427322683162	0.8831475917771955	nonsignificant_tolerance_direction
LYAR	resistance_consensus_leading_edge	3	go_bp:GOBP_MYELOID_CELL_DIFFERENTIATION;go_bp:GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT;hallmark:HALLMARK_E2F_TARGETS	0.3761402098730704	0.4225783954503349	0.8834010371125959	nonsignificant_tolerance_direction
NOVA2	resistance_consensus_leading_edge	5	go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_NEURON_PROJECTION_GUIDANCE;go_bp:GOBP_REGULATION_OF_CHEMOTAXIS;go_bp:GOBP_TAXIS	0.228550627708099	0.4221774268214515	0.8834010371125959	nonsignificant_tolerance_direction
TNC	resistance_consensus_leading_edge	21	go_bp:GOBP_AXIS_ELONGATION;go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_EPITHELIAL_TUBE_MORPHOGENESIS	0.2723578755984803	0.4230736066718047	0.8834010371125959	nonsignificant_tolerance_direction
TWF2	resistance_consensus_leading_edge	12	go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	0.1969816565148754	0.4232913030644374	0.8836171207397853	nonsignificant_tolerance_direction
ARL3	resistance_consensus_leading_edge	2	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY;hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	0.3440860647430286	0.4242900621764942	0.8839182743334895	nonsignificant_tolerance_direction
BBS5	resistance_consensus_leading_edge	8	go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_EMBRYONIC_ORGAN_DEVELOPMENT;go_bp:GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS;go_bp:GOBP_EPITHELIAL_TUBE_MORPHOGENESIS;go_bp:GOBP_HEART_DEVELOPMENT	0.2919289783366583	0.4247463442439995	0.8839182743334895	nonsignificant_tolerance_direction
BRD1	resistance_consensus_leading_edge	1	go_bp:GOBP_MYELOID_CELL_DIFFERENTIATION	0.192291200685764	0.4252169247689297	0.8839182743334895	nonsignificant_tolerance_direction
MATN3	resistance_consensus_leading_edge	8	go_bp:GOBP_CARTILAGE_DEVELOPMENT;go_bp:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT;go_bp:GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION;go_bp:GOBP_SKELETAL_SYSTEM_DEVELOPMENT;hallmark:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.2292665131235587	0.4245707832067462	0.8839182743334895	nonsignificant_tolerance_direction
SYF2	resistance_consensus_leading_edge	4	go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_EMBRYONIC_ORGAN_DEVELOPMENT;go_bp:GOBP_GASTRULATION;go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	0.3222653938176671	0.4241317072303757	0.8839182743334895	nonsignificant_tolerance_direction
NEK9	resistance_consensus_leading_edge	3	reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_MITOTIC_PROMETAPHASE;reactome:REACTOME_M_PHASE	0.3084419367181557	0.4259258155842051	0.8839801123784374	nonsignificant_tolerance_direction
WRAP53	resistance_consensus_leading_edge	1	reactome:REACTOME_CHROMOSOME_MAINTENANCE	0.2588085144432543	0.4262353812451452	0.8840797489604788	nonsignificant_tolerance_direction
COLGALT1	resistance_consensus_leading_edge	3	go_bp:GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION;hallmark:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;reactome:REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.2463456526602758	0.4262983826174809	0.8840913323022154	nonsignificant_tolerance_direction
MST1	resistance_consensus_leading_edge	3	go_bp:GOBP_REGULATION_OF_KINASE_ACTIVITY;go_bp:GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY;reactome:REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	0.2714232721716048	0.4268513357817899	0.8847020439400474	nonsignificant_tolerance_direction
CEMIP	resistance_consensus_leading_edge	8	go_bp:GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT;go_bp:GOBP_POSITIVE_REGULATION_OF_LOCOMOTION;go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS;go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION;go_bp:GOBP_REGULATION_OF_KINASE_ACTIVITY	0.2118711570652838	0.4281748214418194	0.8848707613512676	nonsignificant_tolerance_direction
CLEC3A	resistance_consensus_leading_edge	2	go_bp:GOBP_OSSIFICATION;go_bp:GOBP_SKELETAL_SYSTEM_DEVELOPMENT	0.3296388578190381	0.4292848790433649	0.8849165868614797	nonsignificant_tolerance_direction
RBMS3	resistance_consensus_leading_edge	4	go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY;go_bp:GOBP_WNT_SIGNALING_PATHWAY	0.2317358173362311	0.4289843592251628	0.8849165868614797	nonsignificant_tolerance_direction
SNX6	resistance_consensus_leading_edge	16	go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY;go_bp:GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY;go_bp:GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	0.3241992430876319	0.4302631416344822	0.8852710523940536	nonsignificant_tolerance_direction
UBAC2	resistance_consensus_leading_edge	4	go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY;go_bp:GOBP_WNT_SIGNALING_PATHWAY	0.2821532204243899	0.4308167854155962	0.8856594560949838	nonsignificant_tolerance_direction
ADGRL2	resistance_consensus_leading_edge	1	hallmark:HALLMARK_UV_RESPONSE_DN	0.2320483568931299	0.4318551892032118	0.8863522552419206	nonsignificant_tolerance_direction
DTX2	resistance_consensus_leading_edge	1	go_bp:GOBP_NOTCH_SIGNALING_PATHWAY	0.2055410820598417	0.4319402666786076	0.8863522552419206	nonsignificant_tolerance_direction
GINS1	resistance_consensus_leading_edge	2	hallmark:HALLMARK_E2F_TARGETS;reactome:REACTOME_CELL_CYCLE_MITOTIC	0.3027466627259558	0.4317804011592139	0.8863522552419206	nonsignificant_tolerance_direction
OPN3	resistance_consensus_leading_edge	1	go_bp:GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	0.1942621804687005	0.4322166901005556	0.8864678258025306	nonsignificant_tolerance_direction
AGO1	resistance_consensus_leading_edge	2	go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT	0.2665104949532697	0.4334411406792567	0.8866073573611567	nonsignificant_tolerance_direction
KCNG1	resistance_consensus_leading_edge	1	go_bp:GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	0.2398015323839128	0.4335866724330544	0.8866304299015846	nonsignificant_tolerance_direction
KCNMA1	resistance_consensus_leading_edge	5	go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH;go_bp:GOBP_RESPONSE_TO_OXYGEN_LEVELS;hallmark:HALLMARK_UV_RESPONSE_DN;reactome:REACTOME_HEMOSTASIS	0.3354410636031053	0.4350652377683515	0.886947473489474	nonsignificant_tolerance_direction
LEPR	resistance_consensus_leading_edge	2	go_bp:GOBP_BONE_DEVELOPMENT;go_bp:GOBP_GLIOGENESIS	0.3178684409808321	0.4351297248884359	0.886947473489474	nonsignificant_tolerance_direction
ABRACL	resistance_consensus_leading_edge	1	go_bp:GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	0.2575817423752635	0.4409487864495114	0.8871718998654791	nonsignificant_tolerance_direction
DDX11	resistance_consensus_leading_edge	1	go_bp:GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	0.3433475618384527	0.4380941995252513	0.8871718998654791	nonsignificant_tolerance_direction
EMX1	resistance_consensus_leading_edge	6	go_bp:GOBP_GLIAL_CELL_DIFFERENTIATION;go_bp:GOBP_GLIOGENESIS;go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT;go_bp:GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION;go_bp:GOBP_PATTERN_SPECIFICATION_PROCESS	0.2543515737558453	0.4411779615355203	0.8871718998654791	nonsignificant_tolerance_direction
FBXO32	resistance_consensus_leading_edge	2	go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_REGULATION_OF_SYSTEM_PROCESS	0.2252204714998589	0.4392660380697746	0.8871718998654791	nonsignificant_tolerance_direction
GTF2F2	resistance_consensus_leading_edge	1	reactome:REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	0.3388167138403224	0.4409652036346101	0.8871718998654791	nonsignificant_tolerance_direction
MTRF1L	resistance_consensus_leading_edge	1	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY	0.2832529303728011	0.4380979393893736	0.8871718998654791	nonsignificant_tolerance_direction
NKIRAS1	resistance_consensus_leading_edge	1	go_bp:GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT	0.2302085502951536	0.4403091007256979	0.8871718998654791	nonsignificant_tolerance_direction
PRRT1	resistance_consensus_leading_edge	2	go_bp:GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT;go_bp:GOBP_SYNAPSE_ORGANIZATION	0.2517897311447035	0.4410367232927121	0.8871718998654791	nonsignificant_tolerance_direction
S100A8	resistance_consensus_leading_edge	12	go_bp:GOBP_CELL_CHEMOTAXIS;go_bp:GOBP_DEFENSE_RESPONSE_TO_FUNGUS;go_bp:GOBP_GLIAL_CELL_DIFFERENTIATION;go_bp:GOBP_GLIOGENESIS;go_bp:GOBP_LEUKOCYTE_CHEMOTAXIS	0.2511083988603104	0.43966608201114	0.8871718998654791	nonsignificant_tolerance_direction
SLC16A6	resistance_consensus_leading_edge	1	hallmark:HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.2866735476112136	0.438567244985306	0.8871718998654791	nonsignificant_tolerance_direction
SLITRK5	resistance_consensus_leading_edge	8	go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_FOREBRAIN_DEVELOPMENT;go_bp:GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS;go_bp:GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	0.2236606225294259	0.4410975619342849	0.8871718998654791	nonsignificant_tolerance_direction
STEAP3	resistance_consensus_leading_edge	1	hallmark:HALLMARK_P53_PATHWAY	0.191515840504806	0.4369638488796912	0.8871718998654791	nonsignificant_tolerance_direction
TP73	resistance_consensus_leading_edge	16	go_bp:GOBP_GLIAL_CELL_DIFFERENTIATION;go_bp:GOBP_GLIOGENESIS;go_bp:GOBP_HEART_DEVELOPMENT;go_bp:GOBP_MUSCLE_TISSUE_DEVELOPMENT;go_bp:GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	0.271585030300927	0.4381223036004438	0.8871718998654791	nonsignificant_tolerance_direction
ARHGAP42	resistance_consensus_leading_edge	6	go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY;go_bp:GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY;go_bp:GOBP_REGULATION_OF_BLOOD_CIRCULATION;go_bp:GOBP_REGULATION_OF_SYSTEM_PROCESS	0.2235792362300985	0.442167449047555	0.8872615145625534	nonsignificant_tolerance_direction
GPRC5A	resistance_consensus_leading_edge	7	go_bp:GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY;go_bp:GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY;go_bp:GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS;go_bp:GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION;go_bp:GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	0.271484075850851	0.4422174730300231	0.8872615145625534	nonsignificant_tolerance_direction
TESK1	resistance_consensus_leading_edge	13	go_bp:GOBP_CELL_SUBSTRATE_ADHESION;go_bp:GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY;go_bp:GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY;go_bp:GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS;go_bp:GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	0.1860533291081374	0.442260594758134	0.8872615145625534	nonsignificant_tolerance_direction
DISP1	resistance_consensus_leading_edge	4	go_bp:GOBP_PATTERN_SPECIFICATION_PROCESS;go_bp:GOBP_PROTEIN_PROCESSING;go_bp:GOBP_REGULATION_OF_HORMONE_LEVELS;go_bp:GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT	0.2179322532369347	0.4431746550399887	0.8877096844007284	nonsignificant_tolerance_direction
KIF26B	resistance_consensus_leading_edge	11	go_bp:GOBP_EPITHELIAL_TUBE_MORPHOGENESIS;go_bp:GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT;go_bp:GOBP_MESONEPHROS_DEVELOPMENT;go_bp:GOBP_METANEPHROS_DEVELOPMENT;go_bp:GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	0.2573860908810665	0.4428843494949215	0.8877096844007284	nonsignificant_tolerance_direction
B4GAT1	resistance_consensus_leading_edge	3	go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_NEURON_PROJECTION_GUIDANCE	0.2326970557648255	0.4433012158532127	0.8877642443069422	nonsignificant_tolerance_direction
INPP5K	resistance_consensus_leading_edge	4	go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT;go_bp:GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS;go_bp:GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION;go_bp:GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.2089224707742083	0.443540811090341	0.8879642190354999	nonsignificant_tolerance_direction
CISH	resistance_consensus_leading_edge	2	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY;hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	0.2545434473249983	0.4436622861673687	0.888021862180977	nonsignificant_tolerance_direction
F2RL3	resistance_consensus_leading_edge	6	go_bp:GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT;go_bp:GOBP_HEMOSTASIS;go_bp:GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT;go_bp:GOBP_RESPONSE_TO_WOUNDING;go_bp:GOBP_WOUND_HEALING	0.2751035134960107	0.4447286602616211	0.8881693132289376	nonsignificant_tolerance_direction
KDF1	resistance_consensus_leading_edge	6	go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_EPITHELIAL_CELL_PROLIFERATION;go_bp:GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM;go_bp:GOBP_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM;go_bp:GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	0.2282510966725599	0.444991283929967	0.8881693132289376	nonsignificant_tolerance_direction
CACNG6	resistance_consensus_leading_edge	2	go_bp:GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT;go_bp:GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	0.2053797642796961	0.4486304080833878	0.8882857432844812	nonsignificant_tolerance_direction
CHD5	resistance_consensus_leading_edge	1	go_bp:GOBP_FOREBRAIN_DEVELOPMENT	0.2426617481508923	0.4478890153007934	0.8882857432844812	nonsignificant_tolerance_direction
DACT3	resistance_consensus_leading_edge	9	go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION;go_bp:GOBP_MESENCHYMAL_CELL_DIFFERENTIATION;go_bp:GOBP_MESENCHYME_DEVELOPMENT;go_bp:GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	0.2220232454022745	0.4487180699299755	0.8882857432844812	nonsignificant_tolerance_direction
ENO2	resistance_consensus_leading_edge	1	hallmark:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.2649627341476757	0.4460366552697772	0.8882857432844812	nonsignificant_tolerance_direction
LTN1	resistance_consensus_leading_edge	1	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY	0.251608336147469	0.4478820694262077	0.8882857432844812	nonsignificant_tolerance_direction
NAT10	resistance_consensus_leading_edge	1	go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	0.3058681343366505	0.4460905135522759	0.8882857432844812	nonsignificant_tolerance_direction
RHBDF1	resistance_consensus_leading_edge	1	go_bp:GOBP_REGULATION_OF_SECRETION	0.2562380951966316	0.4472496408763698	0.8882857432844812	nonsignificant_tolerance_direction
EHD2	resistance_consensus_leading_edge	1	go_bp:GOBP_MUSCLE_CELL_DIFFERENTIATION	0.24473459741594	0.449137864931287	0.8884192303853827	nonsignificant_tolerance_direction
CXXC4	resistance_consensus_leading_edge	3	go_bp:GOBP_PATTERN_SPECIFICATION_PROCESS;go_bp:GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY;go_bp:GOBP_WNT_SIGNALING_PATHWAY	0.2791996330622019	0.4493147625659701	0.8884217482418982	nonsignificant_tolerance_direction
ALCAM	resistance_consensus_leading_edge	4	go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_NEURON_PROJECTION_GUIDANCE;hallmark:HALLMARK_IL2_STAT5_SIGNALING	0.2012446761041832	0.4503316410939986	0.8888223934469182	nonsignificant_tolerance_direction
LIMA1	resistance_consensus_leading_edge	7	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY;go_bp:GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS;go_bp:GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION;go_bp:GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION	0.3474566734731779	0.4507662896814561	0.8888303501016573	nonsignificant_tolerance_direction
C1RL	resistance_consensus_leading_edge	2	go_bp:GOBP_PROTEIN_PROCESSING;go_bp:GOBP_ZYMOGEN_ACTIVATION	0.1857139952668571	0.4535825627458995	0.8888930165507959	nonsignificant_tolerance_direction
MINPP1	resistance_consensus_leading_edge	5	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_BONE_MINERALIZATION;go_bp:GOBP_OSSIFICATION;hallmark:HALLMARK_HEME_METABOLISM	0.2054404431590857	0.4539075719836818	0.8888930165507959	nonsignificant_tolerance_direction
NFATC1	resistance_consensus_leading_edge	8	go_bp:GOBP_HEART_DEVELOPMENT;go_bp:GOBP_HEART_VALVE_DEVELOPMENT;go_bp:GOBP_HEART_VALVE_MORPHOGENESIS;go_bp:GOBP_MUSCLE_CELL_DIFFERENTIATION;go_bp:GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	0.3352444265904637	0.453186098276525	0.8888930165507959	nonsignificant_tolerance_direction
NFIL3	resistance_consensus_leading_edge	1	hallmark:HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.2370892924570808	0.4537651204176334	0.8888930165507959	nonsignificant_tolerance_direction
ROBO2	resistance_consensus_leading_edge	36	go_bp:GOBP_AORTA_DEVELOPMENT;go_bp:GOBP_ARTERY_DEVELOPMENT;go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_CARDIAC_CHAMBER_DEVELOPMENT;go_bp:GOBP_CARDIAC_CHAMBER_MORPHOGENESIS	0.2511096469733012	0.4525755509547691	0.8888930165507959	nonsignificant_tolerance_direction
RTCA	resistance_consensus_leading_edge	2	go_bp:GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING;go_bp:GOBP_RESPONSE_TO_WOUNDING	0.2336795011261667	0.4529105268312125	0.8888930165507959	nonsignificant_tolerance_direction
ERC1	resistance_consensus_leading_edge	3	go_bp:GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY;go_bp:GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY;go_bp:GOBP_SYNAPSE_ORGANIZATION	0.2418842732719301	0.4553190355911574	0.8889038184757935	nonsignificant_tolerance_direction
SNX25	resistance_consensus_leading_edge	6	go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS;go_bp:GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS;go_bp:GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	0.2969487677751958	0.45521005831277	0.8889038184757935	nonsignificant_tolerance_direction
OLFM1	resistance_consensus_leading_edge	2	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY;hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	0.1866988068244097	0.4558038099101696	0.8889300933000631	nonsignificant_tolerance_direction
TMEM39A	resistance_consensus_leading_edge	1	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY	0.2467474517622303	0.45588960808789	0.8889300933000631	nonsignificant_tolerance_direction
ATG16L1	resistance_consensus_leading_edge	1	go_bp:GOBP_FOREBRAIN_DEVELOPMENT	0.1960101750784115	0.4564777495130744	0.8894425182525766	nonsignificant_tolerance_direction
MARK1	resistance_consensus_leading_edge	6	go_bp:GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION;go_bp:GOBP_MESENCHYMAL_CELL_DIFFERENTIATION;go_bp:GOBP_MESENCHYME_DEVELOPMENT;go_bp:GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION;go_bp:GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.2075974374170304	0.4582868033671796	0.8900272203661492	nonsignificant_tolerance_direction
UBE2V1	resistance_consensus_leading_edge	2	go_bp:GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY;go_bp:GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	0.3109250010107045	0.4588558226005759	0.8902909710308066	nonsignificant_tolerance_direction
GLI2	resistance_consensus_leading_edge	24	go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CELL_FATE_COMMITMENT;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_DIENCEPHALON_DEVELOPMENT	0.2484490381014401	0.4592971711692498	0.8904855232767867	nonsignificant_tolerance_direction
BCOR	resistance_consensus_leading_edge	11	go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_BONE_MINERALIZATION;go_bp:GOBP_HEART_DEVELOPMENT;go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT;go_bp:GOBP_ODONTOGENESIS	0.2154558182432797	0.4603056988797694	0.8910908480649811	nonsignificant_tolerance_direction
RTF1	resistance_consensus_leading_edge	1	go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	0.3009051656441865	0.4612127215319432	0.891219112291385	nonsignificant_tolerance_direction
SNED1	resistance_consensus_leading_edge	2	go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION	0.2344025041556081	0.4612486287164299	0.891219112291385	nonsignificant_tolerance_direction
KISS1	resistance_consensus_leading_edge	4	go_bp:GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE;go_bp:GOBP_REGULATION_OF_HORMONE_LEVELS;go_bp:GOBP_REGULATION_OF_SECRETION;go_bp:GOBP_REGULATION_OF_SYSTEM_PROCESS	0.3221890143788011	0.461746982053558	0.8913286382355223	nonsignificant_tolerance_direction
