gene	source	n_strong_consensus_pathways	example_pathways	crispr_effect	crispr_p	crispr_fdr	crispr_direction
FZD2	resistance_consensus_leading_edge	28	go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CARDIAC_CHAMBER_DEVELOPMENT;go_bp:GOBP_CARDIAC_CHAMBER_MORPHOGENESIS;go_bp:GOBP_CARDIAC_SEPTUM_DEVELOPMENT;go_bp:GOBP_CARDIAC_SEPTUM_MORPHOGENESIS	-0.4862931864239712	0.1422528077415943	0.7819995924254903	nonsignificant_sensitising_direction
HSD3B7	resistance_consensus_leading_edge	3	go_bp:GOBP_CELL_CHEMOTAXIS;go_bp:GOBP_LEUKOCYTE_CHEMOTAXIS;go_bp:GOBP_TAXIS	-0.5115426660159503	0.1414090627646079	0.7819995924254903	nonsignificant_sensitising_direction
NPTN	resistance_consensus_leading_edge	7	go_bp:GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT;go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION;go_bp:GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS;go_bp:GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT;go_bp:GOBP_REGULATION_OF_NEUROGENESIS	-0.3889485157349863	0.1423092230859207	0.7819995924254903	nonsignificant_sensitising_direction
SPEG	resistance_consensus_leading_edge	2	go_bp:GOBP_MUSCLE_CELL_DIFFERENTIATION;hallmark:HALLMARK_APICAL_JUNCTION	-0.5247192996199637	0.1421689251003753	0.7819995924254903	nonsignificant_sensitising_direction
TMBIM1	resistance_consensus_leading_edge	6	go_bp:GOBP_BLOOD_VESSEL_REMODELING;go_bp:GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY;go_bp:GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY;go_bp:GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE;go_bp:GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	-0.4789852734603741	0.1424076457741828	0.7819995924254903	nonsignificant_sensitising_direction
TPBG	resistance_consensus_leading_edge	1	hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	-0.6392455044723873	0.1423888588098046	0.7819995924254903	nonsignificant_sensitising_direction
TBC1D3H	resistance_consensus_leading_edge	2	go_bp:GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY;go_bp:GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	-0.493223523015418	0.1431679312939342	0.7825284668120245	nonsignificant_sensitising_direction
DEGS2	resistance_consensus_leading_edge	1	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS	-0.4693739608571139	0.1446473296207723	0.7837021710470701	nonsignificant_sensitising_direction
CENPN	resistance_consensus_leading_edge	7	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_CHROMOSOME_MAINTENANCE;reactome:REACTOME_MITOTIC_PROMETAPHASE;reactome:REACTOME_MITOTIC_SPINDLE_CHECKPOINT	-0.6984607637397326	0.146501670628358	0.7847495820608489	nonsignificant_sensitising_direction
LRFN1	resistance_consensus_leading_edge	2	go_bp:GOBP_SYNAPSE_ASSEMBLY;go_bp:GOBP_SYNAPSE_ORGANIZATION	-0.371212469992157	0.1464092751674585	0.7847495820608489	nonsignificant_sensitising_direction
CDKN1C	resistance_consensus_leading_edge	18	go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_EPITHELIAL_CELL_PROLIFERATION;go_bp:GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY;go_bp:GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY;go_bp:GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	-0.3933647333225307	0.14665805975749	0.7847644021140988	nonsignificant_sensitising_direction
LZTS1	resistance_consensus_leading_edge	3	go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_SYNAPSE_ASSEMBLY;go_bp:GOBP_SYNAPSE_ORGANIZATION	-0.5712834279657848	0.146615799447922	0.7847644021140988	nonsignificant_sensitising_direction
CAB39	resistance_consensus_leading_edge	5	go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS;go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION;go_bp:GOBP_REGULATION_OF_KINASE_ACTIVITY;go_bp:GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY;go_bp:GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	-0.5636581991541574	0.1471932480963854	0.7855656033831431	nonsignificant_sensitising_direction
ITGA2	resistance_consensus_leading_edge	7	go_bp:GOBP_MESODERM_DEVELOPMENT;go_bp:GOBP_MESODERM_MORPHOGENESIS;go_bp:GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS;go_bp:GOBP_REGULATION_OF_SYSTEM_PROCESS;go_bp:GOBP_RESPONSE_TO_OXYGEN_LEVELS	-0.8213660945889565	0.1481161670762181	0.7859619832380542	nonsignificant_sensitising_direction
ETAA1	resistance_consensus_leading_edge	4	go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS;go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION;go_bp:GOBP_REGULATION_OF_KINASE_ACTIVITY;go_bp:GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	-0.4533515401695904	0.148949407899383	0.786157911893554	nonsignificant_sensitising_direction
PRC1	resistance_consensus_leading_edge	4	go_bp:GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION;go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;go_bp:GOBP_SISTER_CHROMATID_SEGREGATION;hallmark:HALLMARK_G2M_CHECKPOINT	-0.5693393193935892	0.1490620550517624	0.786157911893554	nonsignificant_sensitising_direction
SDC1	resistance_consensus_leading_edge	14	go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT;go_bp:GOBP_MESONEPHROS_DEVELOPMENT;go_bp:GOBP_MUSCLE_CELL_DIFFERENTIATION;go_bp:GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	-0.3391664456602523	0.1488588683224928	0.786157911893554	nonsignificant_sensitising_direction
ZNF304	resistance_consensus_leading_edge	6	go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_EPITHELIAL_CELL_PROLIFERATION;go_bp:GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS;go_bp:GOBP_POSITIVE_REGULATION_OF_LOCOMOTION;go_bp:GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	-0.491620569290685	0.1483418677708865	0.786157911893554	nonsignificant_sensitising_direction
HSPA8	resistance_consensus_leading_edge	1	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY	-0.439516188708577	0.1503756331098408	0.7878534403246928	nonsignificant_sensitising_direction
RFC5	resistance_consensus_leading_edge	3	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_CHROMOSOME_MAINTENANCE	-0.9754698509886496	0.1503850131857939	0.7878534403246928	nonsignificant_sensitising_direction
GRIK2	resistance_consensus_leading_edge	2	go_bp:GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH;go_bp:GOBP_REGULATION_OF_SYSTEM_PROCESS	-0.3746477277974325	0.1514899808439576	0.7879115687101929	nonsignificant_sensitising_direction
HYOU1	resistance_consensus_leading_edge	1	go_bp:GOBP_RESPONSE_TO_OXYGEN_LEVELS	-0.4696763930966483	0.1509708707400374	0.7879115687101929	nonsignificant_sensitising_direction
TRIM5	resistance_consensus_leading_edge	5	go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY;go_bp:GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE;go_bp:GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY;go_bp:GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	-0.4707415947391311	0.1513772929885	0.7879115687101929	nonsignificant_sensitising_direction
APOL1	resistance_consensus_leading_edge	3	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION;reactome:REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	-0.473659731503524	0.1522690666004912	0.7885052803657316	nonsignificant_sensitising_direction
CTBP1	resistance_consensus_leading_edge	1	go_bp:GOBP_FAT_CELL_DIFFERENTIATION	-0.4063668510544165	0.1533477962790211	0.7893096654426276	nonsignificant_sensitising_direction
CYP27C1	resistance_consensus_leading_edge	5	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS;go_bp:GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_REGULATION_OF_HORMONE_LEVELS;go_bp:GOBP_RETINOL_METABOLIC_PROCESS	-0.4665689342687891	0.1540683791339577	0.7893096654426276	nonsignificant_sensitising_direction
PMF1	resistance_consensus_leading_edge	8	go_bp:GOBP_METAPHASE_CHROMOSOME_ALIGNMENT;go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_MITOTIC_PROMETAPHASE	-0.6189004470477215	0.1553372867705783	0.7893096654426276	nonsignificant_sensitising_direction
PTPN6	resistance_consensus_leading_edge	5	go_bp:GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE;go_bp:GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS;go_bp:GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION;go_bp:GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS;go_bp:GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	-0.4269330053207278	0.1553826499748663	0.7893096654426276	nonsignificant_sensitising_direction
SGSM1	resistance_consensus_leading_edge	1	go_bp:GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	-0.4204474272053025	0.1559273561121777	0.7893096654426276	nonsignificant_sensitising_direction
TMPO	resistance_consensus_leading_edge	4	hallmark:HALLMARK_E2F_TARGETS;hallmark:HALLMARK_G2M_CHECKPOINT;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	-0.4595942624672871	0.1568454949494956	0.7893096654426276	nonsignificant_sensitising_direction
AURKB	resistance_consensus_leading_edge	16	go_bp:GOBP_CHROMOSOME_SEPARATION;go_bp:GOBP_METAPHASE_CHROMOSOME_ALIGNMENT;go_bp:GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION;go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	-0.423494193013421	0.1589875892903141	0.789718750981059	nonsignificant_sensitising_direction
LAMP3	resistance_consensus_leading_edge	4	go_bp:GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION;go_bp:GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY;go_bp:GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY;hallmark:HALLMARK_INFLAMMATORY_RESPONSE	-0.497082335969969	0.1589876363128113	0.789718750981059	nonsignificant_sensitising_direction
MDM2	resistance_consensus_leading_edge	1	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS	-0.4980918036786885	0.1575081431485269	0.789718750981059	nonsignificant_sensitising_direction
AMIGO1	resistance_consensus_leading_edge	9	go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_ENSHEATHMENT_OF_NEURONS;go_bp:GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS;go_bp:GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	-0.433205739283661	0.1655725701813933	0.7907256351888757	nonsignificant_sensitising_direction
ARHGAP22	resistance_consensus_leading_edge	3	go_bp:GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY;go_bp:GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY;go_bp:GOBP_SYNAPSE_ORGANIZATION	-0.61496726065152	0.1657088040323847	0.7907256351888757	nonsignificant_sensitising_direction
ATP8A1	resistance_consensus_leading_edge	2	go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_POSITIVE_REGULATION_OF_LOCOMOTION	-0.3972166451230361	0.1656545973626899	0.7907256351888757	nonsignificant_sensitising_direction
CNN2	resistance_consensus_leading_edge	6	go_bp:GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION;go_bp:GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS;go_bp:GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT;go_bp:GOBP_RESPONSE_TO_WOUNDING;go_bp:GOBP_WOUND_HEALING	-0.3290804876462587	0.1653489948151655	0.7907256351888757	nonsignificant_sensitising_direction
CXADR	resistance_consensus_leading_edge	13	go_bp:GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION;go_bp:GOBP_CARDIOCYTE_DIFFERENTIATION;go_bp:GOBP_CELL_CHEMOTAXIS;go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_HEART_DEVELOPMENT	-0.4738710397591799	0.1649686633618005	0.7907256351888757	nonsignificant_sensitising_direction
IFNGR2	resistance_consensus_leading_edge	3	hallmark:HALLMARK_INFLAMMATORY_RESPONSE;hallmark:HALLMARK_TGF_BETA_SIGNALING;hallmark:HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.7305758392292354	0.1651630510573329	0.7907256351888757	nonsignificant_sensitising_direction
ITPK1	resistance_consensus_leading_edge	2	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY;hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	-0.4014640904864892	0.1608755256664008	0.7907256351888757	nonsignificant_sensitising_direction
KLF5	resistance_consensus_leading_edge	7	go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT;go_bp:GOBP_FAT_CELL_DIFFERENTIATION;go_bp:GOBP_MUSCLE_CELL_DIFFERENTIATION;go_bp:GOBP_MUSCLE_TISSUE_DEVELOPMENT	-0.6410229311456996	0.1648775428702123	0.7907256351888757	nonsignificant_sensitising_direction
LGMN	resistance_consensus_leading_edge	18	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_CELL_CHEMOTAXIS;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_LEUKOCYTE_CHEMOTAXIS;go_bp:GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS	-0.4433437626898504	0.163463551117151	0.7907256351888757	nonsignificant_sensitising_direction
LPAR1	resistance_consensus_leading_edge	26	go_bp:GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CELL_CHEMOTAXIS;go_bp:GOBP_ENSHEATHMENT_OF_NEURONS;go_bp:GOBP_FOREBRAIN_DEVELOPMENT	-0.4333545400923277	0.1638695922384986	0.7907256351888757	nonsignificant_sensitising_direction
MALL	resistance_consensus_leading_edge	2	go_bp:GOBP_ENSHEATHMENT_OF_NEURONS;hallmark:HALLMARK_KRAS_SIGNALING_UP	-0.3743460673895624	0.1646284271665982	0.7907256351888757	nonsignificant_sensitising_direction
MAPK14	resistance_consensus_leading_edge	1	hallmark:HALLMARK_G2M_CHECKPOINT	-0.3897225768211569	0.1643325582473949	0.7907256351888757	nonsignificant_sensitising_direction
MOB3B	resistance_consensus_leading_edge	2	go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS;go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION	-0.4581015763504581	0.1606916808450983	0.7907256351888757	nonsignificant_sensitising_direction
NPY1R	resistance_consensus_leading_edge	2	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY;hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	-0.4726646715105511	0.1640153397570059	0.7907256351888757	nonsignificant_sensitising_direction
RNF144B	resistance_consensus_leading_edge	1	hallmark:HALLMARK_INFLAMMATORY_RESPONSE	-0.4283844816375284	0.165227299380875	0.7907256351888757	nonsignificant_sensitising_direction
SLC29A2	resistance_consensus_leading_edge	2	go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;hallmark:HALLMARK_IL2_STAT5_SIGNALING	-0.4533908721706954	0.1635406528862341	0.7907256351888757	nonsignificant_sensitising_direction
STIM1	resistance_consensus_leading_edge	7	go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT;go_bp:GOBP_ODONTOGENESIS;go_bp:GOBP_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH;go_bp:GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	-0.4936162135116149	0.1656793498922458	0.7907256351888757	nonsignificant_sensitising_direction
UGDH	resistance_consensus_leading_edge	2	go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_GASTRULATION	-0.4154852138106673	0.1602166646403004	0.7907256351888757	nonsignificant_sensitising_direction
ZDHHC7	resistance_consensus_leading_edge	6	go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM;go_bp:GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY;go_bp:GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE;go_bp:GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	-0.4314180360470647	0.1608213702006666	0.7907256351888757	nonsignificant_sensitising_direction
