gene	ranking_stat	log2fc	p_value	fdr	ranking_stat_method
SMIM31	8.08058127163339	8.19557080839577	8.306512603562521e-09	3.92493369893462e-06	sign(log2fc)*-log10(p_value)
MAF	8.058501783659418	10.8613560400184	8.73973403150341e-09	3.99118731385687e-06	sign(log2fc)*-log10(p_value)
CSGALNACT1	8.051592236349384	6.68086892265784	8.879893632957e-09	3.99118731385687e-06	sign(log2fc)*-log10(p_value)
MALL	7.936835621664977	7.67129405801181	1.15654990783718e-08	4.73620037813855e-06	sign(log2fc)*-log10(p_value)
MCTP1	7.916306583982341	5.8900568494186	1.2125325782205e-08	4.85751094596681e-06	sign(log2fc)*-log10(p_value)
EYA4	7.874708205785859	8.96830843675013	1.33441770094623e-08	5.12305195688274e-06	sign(log2fc)*-log10(p_value)
COL4A4	7.821317225084845	5.4024594710774	1.50897753735727e-08	5.61434588086665e-06	sign(log2fc)*-log10(p_value)
PRICKLE1	7.809539962970236	5.92822173573114	1.55045810995921e-08	5.61434588086665e-06	sign(log2fc)*-log10(p_value)
PDGFC	7.808608862945491	6.78908254287889	1.55378576038745e-08	5.61434588086665e-06	sign(log2fc)*-log10(p_value)
TSHZ3	7.786149943694914	6.94521726593643	1.63625149478387e-08	5.64890743493613e-06	sign(log2fc)*-log10(p_value)
PAK1	7.754296296271462	5.48013978311142	1.76077435284701e-08	5.79420531683297e-06	sign(log2fc)*-log10(p_value)
CATSPER1	7.739033322670864	9.12912641016292	1.82375576329874e-08	5.89617038702968e-06	sign(log2fc)*-log10(p_value)
MDFIC	7.722661940546346	9.12457920177935	1.89381721254352e-08	5.9011379769774e-06	sign(log2fc)*-log10(p_value)
ANKRD29	7.721747635611417	5.28251106740366	1.89780839925244e-08	5.9011379769774e-06	sign(log2fc)*-log10(p_value)
LMO7	7.716391184018197	4.40531442871637	1.92136031375431e-08	5.9011379769774e-06	sign(log2fc)*-log10(p_value)
HMGA2	7.695271622518071	9.10980869650844	2.01710440348943e-08	6.00746585040715e-06	sign(log2fc)*-log10(p_value)
LOX	7.677582940979716	9.47455931943787	2.10095649286731e-08	6.14546448421569e-06	sign(log2fc)*-log10(p_value)
MEF2C	7.653364297002925	7.7154827622963	2.22144570504144e-08	6.18927009713501e-06	sign(log2fc)*-log10(p_value)
CCDC68	7.647763965345546	6.90948788653438	2.25027727647083e-08	6.18927009713501e-06	sign(log2fc)*-log10(p_value)
ROBO1	7.635394576694631	7.17278160008193	2.31529014553162e-08	6.19896158540574e-06	sign(log2fc)*-log10(p_value)
SIX2	7.633607776535009	6.02404524296945	2.3248354723144e-08	6.19896158540574e-06	sign(log2fc)*-log10(p_value)
RAB32	7.62174227503832	4.48959847710602	2.38922871102308e-08	6.20122629390609e-06	sign(log2fc)*-log10(p_value)
PID1	7.565314299592399	6.67057215164158	2.7207315977314e-08	6.9635613726381e-06	sign(log2fc)*-log10(p_value)
DLX5	7.555922438845755	7.34093681217251	2.7802097443013e-08	7.01831577643622e-06	sign(log2fc)*-log10(p_value)
AL138826.1	7.5498602503975665	8.83764853132977	2.81928999153766e-08	7.02079404919675e-06	sign(log2fc)*-log10(p_value)
CYBRD1	7.526775764147481	9.16966838045979	2.97320076485136e-08	7.20922943351064e-06	sign(log2fc)*-log10(p_value)
ROBO2	7.502717716541187	5.61787726167232	3.14255063054533e-08	7.41522368951514e-06	sign(log2fc)*-log10(p_value)
NR2F1-AS1	7.49423328292139	7.45968585669466	3.20454752730329e-08	7.41522368951514e-06	sign(log2fc)*-log10(p_value)
TMTC1	7.493283141438227	6.35945062296448	3.21156605216947e-08	7.41522368951514e-06	sign(log2fc)*-log10(p_value)
MARCKS	7.444641948152144	6.51240939440526	3.59217967999458e-08	7.97550447505303e-06	sign(log2fc)*-log10(p_value)
FN1	7.414356992556028	5.21105140386651	3.85161622440886e-08	8.35030397451841e-06	sign(log2fc)*-log10(p_value)
GPRIN3	7.401391054403994	6.62362895243169	3.96834064853214e-08	8.50332342687793e-06	sign(log2fc)*-log10(p_value)
SATB1	7.373933977652229	9.3909973429228	4.227328741092e-08	8.95416253343026e-06	sign(log2fc)*-log10(p_value)
SSTR5-AS1	7.362304598959733	6.89912341923745	4.34205580743368e-08	8.9904948785829e-06	sign(log2fc)*-log10(p_value)
SDR16C5	7.333956961510336	7.20846353518445	4.63492849502043e-08	9.23929691220522e-06	sign(log2fc)*-log10(p_value)
BCL11A	7.331356331292245	8.92470887524342	4.66276651202022e-08	9.23929691220522e-06	sign(log2fc)*-log10(p_value)
GPR37	7.319937236364004	6.73642230441875	4.78699268278028e-08	9.38454267641224e-06	sign(log2fc)*-log10(p_value)
TNFRSF21	7.310321599310349	4.3767670808732	4.89416267616808e-08	9.49364524172898e-06	sign(log2fc)*-log10(p_value)
WNT5A	7.3009687667669025	6.27016983392109	5.00070497342245e-08	9.59926992189885e-06	sign(log2fc)*-log10(p_value)
AC112493.1	7.271718780345845	7.19025579419149	5.34910619118899e-08	1.00585029480848e-05	sign(log2fc)*-log10(p_value)
PTPRB	7.2385915886345344	5.56185201042159	5.77309110796269e-08	1.06386522937536e-05	sign(log2fc)*-log10(p_value)
CPLANE1	7.2105765503604555	6.7278072537082	6.15776980408474e-08	1.12351863316509e-05	sign(log2fc)*-log10(p_value)
NOVA1	7.125583459347329	8.42389781664284	7.48887429300041e-08	1.28976612590104e-05	sign(log2fc)*-log10(p_value)
PRICKLE2	7.121489459269535	5.3252512742151	7.55980408462954e-08	1.2899265710329e-05	sign(log2fc)*-log10(p_value)
RIPK4	7.088012042196849	4.48514561462105	8.16559729327117e-08	1.36796024473092e-05	sign(log2fc)*-log10(p_value)
GUCY1B1	7.0438389288830265	6.40592148364555	9.03984681353566e-08	1.44857649634639e-05	sign(log2fc)*-log10(p_value)
VEGFC	7.0351889146966196	5.52443257273824	9.22170203083949e-08	1.45154771226282e-05	sign(log2fc)*-log10(p_value)
SOX11	7.0317648806456425	12.6990189178622	9.29469448920188e-08	1.45154771226282e-05	sign(log2fc)*-log10(p_value)
MOB3B	7.007224087297927	6.07939291981105	9.8350350660698e-08	1.49785145617797e-05	sign(log2fc)*-log10(p_value)
CXCL8	6.986564412393824	11.0018558231439	1.03142009300522e-07	1.5247827526976e-05	sign(log2fc)*-log10(p_value)
INAVA	6.986309796312301	5.63726670132577	1.03202496631387e-07	1.5247827526976e-05	sign(log2fc)*-log10(p_value)
COL4A3	6.985360219693489	4.36010509720153	1.03428393795962e-07	1.5247827526976e-05	sign(log2fc)*-log10(p_value)
SLC44A5	6.968275527328334	5.71069480030653	1.0757824936489e-07	1.56098581046944e-05	sign(log2fc)*-log10(p_value)
AL365181.2	6.953661715921182	5.75992785033804	1.11259802346313e-07	1.60179346690458e-05	sign(log2fc)*-log10(p_value)
PLEKHH2	6.943030041576791	5.11408556030696	1.14017091546344e-07	1.61823228206499e-05	sign(log2fc)*-log10(p_value)
GJB2	6.941373982374611	7.19666756148338	1.14452693479149e-07	1.61823228206499e-05	sign(log2fc)*-log10(p_value)
FEZF1-AS1	6.939166047274942	7.08901484716843	1.15036047835095e-07	1.61823228206499e-05	sign(log2fc)*-log10(p_value)
CA14	6.9061989768812815	6.04409033440159	1.24108356097909e-07	1.71960059110697e-05	sign(log2fc)*-log10(p_value)
MBP	6.888063155236479	4.47886960272627	1.29400765277818e-07	1.76636837225158e-05	sign(log2fc)*-log10(p_value)
L3MBTL3	6.873527709203683	6.08293179505313	1.33804984110498e-07	1.79982353809361e-05	sign(log2fc)*-log10(p_value)
ANTXR2	6.860390970438065	8.1034110425061	1.37914214293142e-07	1.84165444999566e-05	sign(log2fc)*-log10(p_value)
AL160408.1	6.834137760477766	8.79710536221486	1.46508303525022e-07	1.92846786954222e-05	sign(log2fc)*-log10(p_value)
EYA2	6.8203852128069595	4.628708841464	1.512219337124e-07	1.9624773200367e-05	sign(log2fc)*-log10(p_value)
PRKD1	6.788175941879675	6.50933373768172	1.62863610404285e-07	2.04149980813828e-05	sign(log2fc)*-log10(p_value)
AC009119.1	6.7852671447419945	3.53560750333503	1.63958091819224e-07	2.04149980813828e-05	sign(log2fc)*-log10(p_value)
AASS	6.764961824196342	10.4264481560438	1.71805940315839e-07	2.12485897190622e-05	sign(log2fc)*-log10(p_value)
SLC18B1	6.7501692435031275	5.38245665756884	1.77758655388964e-07	2.15249326405769e-05	sign(log2fc)*-log10(p_value)
ZNF334	6.747387626762306	7.68148625330164	1.78900837324872e-07	2.15249326405769e-05	sign(log2fc)*-log10(p_value)
LONRF3	6.7428291020512	6.49737683216575	1.80788540174186e-07	2.15249326405769e-05	sign(log2fc)*-log10(p_value)
AL138701.2	6.742315502829841	8.40611787417969	1.8100246824178e-07	2.15249326405769e-05	sign(log2fc)*-log10(p_value)
NEDD9	6.741646303255044	3.09003862235217	1.81281587938765e-07	2.15249326405769e-05	sign(log2fc)*-log10(p_value)
LEF1	6.739411804165368	5.7625925776954	1.82216707832103e-07	2.15249326405769e-05	sign(log2fc)*-log10(p_value)
TSPAN8	6.732269424768431	10.079131867283	1.8523820982011e-07	2.15258880852754e-05	sign(log2fc)*-log10(p_value)
AL365181.3	6.732255260506854	6.56263624257421	1.85244251354953e-07	2.15258880852754e-05	sign(log2fc)*-log10(p_value)
LARP6	6.727783251500302	4.35977048344305	1.87161599691204e-07	2.15258880852754e-05	sign(log2fc)*-log10(p_value)
GAREM1	6.727578671435126	3.08088956326443	1.87249785366285e-07	2.15258880852754e-05	sign(log2fc)*-log10(p_value)
ST3GAL6	6.723002111022501	8.62660682084998	1.89233442034655e-07	2.15258880852754e-05	sign(log2fc)*-log10(p_value)
EGFR	6.714051131508584	6.01963030212142	1.93174087079379e-07	2.17061711993829e-05	sign(log2fc)*-log10(p_value)
ITGA5	6.686147492534594	4.29165896949809	2.05993021309366e-07	2.25081450191427e-05	sign(log2fc)*-log10(p_value)
ZNF256	6.670507416321813	7.73375687546472	2.1354656190046e-07	2.26760108346599e-05	sign(log2fc)*-log10(p_value)
AC092040.1	6.652868083144413	5.04255749553163	2.22398532312914e-07	2.27686675192355e-05	sign(log2fc)*-log10(p_value)
AC012378.2	6.6402319252706805	5.72266304197902	2.28964459265373e-07	2.32922833280327e-05	sign(log2fc)*-log10(p_value)
PIK3CD-AS2	6.623115161978312	6.6273555635555	2.38168783284791e-07	2.38531214041963e-05	sign(log2fc)*-log10(p_value)
WLS	6.615274388417734	6.1480997234595	2.42507744053875e-07	2.38990028384709e-05	sign(log2fc)*-log10(p_value)
FIGN	6.5733985919184095	8.12806749009871	2.67055427072284e-07	2.5765955026639e-05	sign(log2fc)*-log10(p_value)
NKX2-8	6.554337510870384	3.82703180419035	2.79037446584715e-07	2.64645903473384e-05	sign(log2fc)*-log10(p_value)
AC090192.2	6.553904784892492	7.08382776751114	2.79315614814547e-07	2.64645903473384e-05	sign(log2fc)*-log10(p_value)
RNASE4	6.5506933113123615	5.30717009914742	2.81388723082264e-07	2.64645903473384e-05	sign(log2fc)*-log10(p_value)
SLFN5	6.541806548636544	4.08840620984674	2.87205962227912e-07	2.66236559123198e-05	sign(log2fc)*-log10(p_value)
ADGRL2	6.541357435403848	5.26366641631132	2.87503121692622e-07	2.66236559123198e-05	sign(log2fc)*-log10(p_value)
NPAS2	6.533964604301887	4.23155613496843	2.92439071067287e-07	2.69248437712294e-05	sign(log2fc)*-log10(p_value)
SOX21-AS1	6.52439349291902	7.19617408685409	2.98955472029926e-07	2.72730269236014e-05	sign(log2fc)*-log10(p_value)
SYT16	6.5220348185325605	6.70620213391131	3.00583530723369e-07	2.72864694786711e-05	sign(log2fc)*-log10(p_value)
GJA3	6.500891976412759	6.84434327317244	3.15578947632796e-07	2.8021003475429e-05	sign(log2fc)*-log10(p_value)
ATP13A5	6.487744431185851	11.8040215445192	3.25278657462494e-07	2.84086971550656e-05	sign(log2fc)*-log10(p_value)
ARHGAP42	6.479806781579545	3.76765772314032	3.31278475109185e-07	2.86395423862714e-05	sign(log2fc)*-log10(p_value)
PRKG1	6.47907232692124	6.2528947283823	3.31839188820155e-07	2.86395423862714e-05	sign(log2fc)*-log10(p_value)
BX284668.5	6.478098355866058	5.31666291770375	3.32584223500221e-07	2.86395423862714e-05	sign(log2fc)*-log10(p_value)
LINC02300	6.458732100469946	7.16388991742356	3.47750609244151e-07	2.95315586504664e-05	sign(log2fc)*-log10(p_value)
HS3ST5	6.448810666904043	7.68719282498468	3.55786391821244e-07	3.00753744425774e-05	sign(log2fc)*-log10(p_value)
LRP1B	6.441363611941138	5.33575966846717	3.61939838323034e-07	3.0244617864617e-05	sign(log2fc)*-log10(p_value)
AL391832.2	6.4373806101756115	5.19918193321977	3.65274529332137e-07	3.02657982951498e-05	sign(log2fc)*-log10(p_value)
PPARGC1A	6.432969530391942	6.12043564402335	3.69003486527913e-07	3.0318286136596e-05	sign(log2fc)*-log10(p_value)
SDK2	6.43009064385546	3.18669292911207	3.7145769214296e-07	3.0318286136596e-05	sign(log2fc)*-log10(p_value)
DACH1	6.424403875231215	5.14303197195298	3.76353643456452e-07	3.0318286136596e-05	sign(log2fc)*-log10(p_value)
MDGA2	6.418723614973088	3.90642517095992	3.81308410883283e-07	3.05510930250311e-05	sign(log2fc)*-log10(p_value)
RHOQ	6.409255574288553	2.91015769502423	3.89712580520259e-07	3.06906984351596e-05	sign(log2fc)*-log10(p_value)
LINC01750	6.385087365576106	5.94916500100964	4.12014627148215e-07	3.21720574113869e-05	sign(log2fc)*-log10(p_value)
AC004130.2	6.377650333510566	6.0805133850179	4.19130887025026e-07	3.24527058239377e-05	sign(log2fc)*-log10(p_value)
DNM3	6.375067135427677	3.22084496095484	4.21631320498131e-07	3.25097153729688e-05	sign(log2fc)*-log10(p_value)
LAMC2	6.370856363595126	4.86719730107914	4.25739196723674e-07	3.26896746550994e-05	sign(log2fc)*-log10(p_value)
AL357375.1	6.360484232662732	5.30717421392143	4.36029394037393e-07	3.32736980327625e-05	sign(log2fc)*-log10(p_value)
HOXC-AS1	6.359561766639049	7.21104689314927	4.36956529407886e-07	3.32736980327625e-05	sign(log2fc)*-log10(p_value)
KCNF1	6.355663497315414	3.59270268595828	4.40896349176899e-07	3.34355470067157e-05	sign(log2fc)*-log10(p_value)
SBK1	6.352234445251365	3.24495368915319	4.44391306884141e-07	3.35624713248399e-05	sign(log2fc)*-log10(p_value)
AL133335.1	6.341927397053411	4.79725851547722	4.55064128892657e-07	3.42282521111587e-05	sign(log2fc)*-log10(p_value)
U52111.1	6.333903515459119	5.09666791591016	4.63549892333419e-07	3.45842000644545e-05	sign(log2fc)*-log10(p_value)
AGAP1-IT1	6.319501329809193	5.86716503761667	4.79179985657425e-07	3.53611229417539e-05	sign(log2fc)*-log10(p_value)
GBX2	6.319012146721882	6.33891678765224	4.79720031226311e-07	3.53611229417539e-05	sign(log2fc)*-log10(p_value)
TRIB2	6.31255134324961	4.48806353137816	4.8690995819605e-07	3.55439381682779e-05	sign(log2fc)*-log10(p_value)
BMP7	6.311524124615374	5.30426269253065	4.88062989093466e-07	3.55439381682779e-05	sign(log2fc)*-log10(p_value)
PON3	6.3098789422196475	7.27586393642534	4.89915362206566e-07	3.55439381682779e-05	sign(log2fc)*-log10(p_value)
AL136102.1	6.3019926997038915	4.76616264382914	4.98892873555725e-07	3.58051549108301e-05	sign(log2fc)*-log10(p_value)
CDC42EP3	6.301599523209865	3.98129022803774	4.99344736926597e-07	3.58051549108301e-05	sign(log2fc)*-log10(p_value)
PHLDA1	6.299796563469371	5.390393875449	5.01422059719917e-07	3.58147508392195e-05	sign(log2fc)*-log10(p_value)
JAG1	6.28201858374828	5.83759530365689	5.22373835798749e-07	3.67882575298203e-05	sign(log2fc)*-log10(p_value)
AL356413.1	6.282002277470141	6.10633426156594	5.22393449524748e-07	3.67882575298203e-05	sign(log2fc)*-log10(p_value)
HMGA2-AS1	6.258664594434377	9.73588390009815	5.51233249415864e-07	3.86240544495648e-05	sign(log2fc)*-log10(p_value)
AC073050.1	6.253719096213166	4.95897966659903	5.57546255965305e-07	3.89184182004873e-05	sign(log2fc)*-log10(p_value)
KLHL5	6.242766877811013	2.59013396689941	5.71785479422628e-07	3.95490466088946e-05	sign(log2fc)*-log10(p_value)
LNCAROD	6.2337888388988665	3.18096893753787	5.8372885383035e-07	3.99886814809877e-05	sign(log2fc)*-log10(p_value)
HEY1	6.200463473727011	4.63545496334256	6.30284353733808e-07	4.22359275294786e-05	sign(log2fc)*-log10(p_value)
ARMCX2	6.182469079047254	4.81458997924159	6.56947888268986e-07	4.35476103777729e-05	sign(log2fc)*-log10(p_value)
ADGRD1	6.179971264245583	5.25430143050621	6.60737165239969e-07	4.36418081757783e-05	sign(log2fc)*-log10(p_value)
PXDN	6.168086702418591	3.13029554177354	6.79068050144329e-07	4.40775211986147e-05	sign(log2fc)*-log10(p_value)
CLSTN3	6.163851919912712	3.65345162687531	6.85721995169282e-07	4.41835137306977e-05	sign(log2fc)*-log10(p_value)
HDX	6.161296503037056	5.5056440681175	6.89768721751755e-07	4.42894007123392e-05	sign(log2fc)*-log10(p_value)
MEIS1	6.148137959720725	3.96291071766004	7.10987622606932e-07	4.51316487499486e-05	sign(log2fc)*-log10(p_value)
DUSP6	6.1471040151334115	7.238524294268	7.12682319635069e-07	4.51316487499486e-05	sign(log2fc)*-log10(p_value)
MCTP2	6.118943591191859	5.34174619427971	7.60425039154157e-07	4.75020766831621e-05	sign(log2fc)*-log10(p_value)
MUCL1	6.113063277123355	6.28449725204722	7.70791155870446e-07	4.79869575012857e-05	sign(log2fc)*-log10(p_value)
ADAMTS3	6.103551424534644	5.69483802354523	7.87859136026421e-07	4.84196164179147e-05	sign(log2fc)*-log10(p_value)
ANG	6.102590713819672	5.30942732857158	7.89603902640863e-07	4.84196164179147e-05	sign(log2fc)*-log10(p_value)
DOCK11	6.102506496457464	4.34427155598851	7.89757035615516e-07	4.84196164179147e-05	sign(log2fc)*-log10(p_value)
ARNT2	6.101890363365242	3.88958401492791	7.90878258182782e-07	4.84196164179147e-05	sign(log2fc)*-log10(p_value)
RGL1	6.0968493959848935	3.60899037861791	8.00111668476063e-07	4.87020489852476e-05	sign(log2fc)*-log10(p_value)
PLOD2	6.096488341907498	3.18979073725424	8.0077712407912e-07	4.87020489852476e-05	sign(log2fc)*-log10(p_value)
KIF13B	6.079981051865726	2.56009211746574	8.31800061491084e-07	4.99040352029883e-05	sign(log2fc)*-log10(p_value)
MAPRE2	6.075650522180594	4.53273010457982	8.40135773867161e-07	4.99420065833034e-05	sign(log2fc)*-log10(p_value)
SLC25A18	6.071166119609727	5.27044803443572	8.4885572176563e-07	5.01490045737158e-05	sign(log2fc)*-log10(p_value)
ATP8A1	6.069799197942374	3.33623970565378	8.51531664633222e-07	5.01490045737158e-05	sign(log2fc)*-log10(p_value)
FBXL7	6.04780583303502	5.66691118352113	8.9576516006327e-07	5.24036837131617e-05	sign(log2fc)*-log10(p_value)
EPAS1	6.0388694350212075	7.49755691339593	9.14388099023009e-07	5.33238730658102e-05	sign(log2fc)*-log10(p_value)
CALY	6.0097814023911935	6.14682499172789	9.77729226955881e-07	5.56098586245154e-05	sign(log2fc)*-log10(p_value)
GLRB	6.006785813548513	10.6045124305904	9.84496522537829e-07	5.58224674379296e-05	sign(log2fc)*-log10(p_value)
MEF2C-AS1	6.003599695015284	4.39334620428158	9.91745651687786e-07	5.59971704623335e-05	sign(log2fc)*-log10(p_value)
KHDRBS3	6.000633845847087	5.22568315451855	9.98541580530061e-07	5.59971704623335e-05	sign(log2fc)*-log10(p_value)
SOX2	5.999252633304433	7.44086437435914	1.00172235696804e-06	5.59971704623335e-05	sign(log2fc)*-log10(p_value)
MBOAT2	5.998798181047291	2.44578586344546	1.00277112288746e-06	5.59971704623335e-05	sign(log2fc)*-log10(p_value)
LNCSRLR	5.986228769507957	3.78570018819887	1.03221753032214e-06	5.72738478146495e-05	sign(log2fc)*-log10(p_value)
MAGED1	5.985077608882864	3.06174788254112	1.03495720220742e-06	5.72738478146495e-05	sign(log2fc)*-log10(p_value)
DGKI	5.981303826397703	5.84560361402449	1.04398960303558e-06	5.76007197746699e-05	sign(log2fc)*-log10(p_value)
SNX7	5.976070900256311	2.72730053651348	1.05664499374423e-06	5.79519462640434e-05	sign(log2fc)*-log10(p_value)
AC099344.1	5.946009994867117	6.88598299459912	1.13237430243721e-06	6.12081682705693e-05	sign(log2fc)*-log10(p_value)
ZNF284	5.942609507970446	4.69868067609403	1.14127549409765e-06	6.13161073038818e-05	sign(log2fc)*-log10(p_value)
TMEM178B	5.940501410087998	3.58742061629961	1.1468287978381e-06	6.14353519958153e-05	sign(log2fc)*-log10(p_value)
ZNF732	5.932418579022555	9.28275200089084	1.16837275436836e-06	6.24080380217394e-05	sign(log2fc)*-log10(p_value)
LAMA3	5.926793101499142	2.76047620973447	1.18360529265498e-06	6.2858650619875e-05	sign(log2fc)*-log10(p_value)
GALNT12	5.9236707585665345	3.43808607966628	1.1921454386425e-06	6.2858650619875e-05	sign(log2fc)*-log10(p_value)
KLHL29	5.922411063329949	3.23550646235298	1.19560834236406e-06	6.2858650619875e-05	sign(log2fc)*-log10(p_value)
ARHGAP20	5.921802676780111	10.9569260334552	1.1972843981063e-06	6.2858650619875e-05	sign(log2fc)*-log10(p_value)
AJAP1	5.92032100094781	4.6429347037125	1.20137613083193e-06	6.2858650619875e-05	sign(log2fc)*-log10(p_value)
ZC3HAV1L	5.919912717344704	10.6821038363404	1.2025060848851e-06	6.2858650619875e-05	sign(log2fc)*-log10(p_value)
SIRPA	5.919338444365732	5.12218698075684	1.20409722535359e-06	6.2858650619875e-05	sign(log2fc)*-log10(p_value)
SLITRK6	5.914981356239489	5.22696851032725	1.21623821122738e-06	6.32761089409505e-05	sign(log2fc)*-log10(p_value)
RASSF5	5.91401008543148	4.71046129328851	1.21896129118936e-06	6.32761089409505e-05	sign(log2fc)*-log10(p_value)
FAM114A1	5.907006671029164	2.39521170125351	1.23877755800242e-06	6.37093351165478e-05	sign(log2fc)*-log10(p_value)
LRP12	5.905536480587282	3.41889290415552	1.2429782217157e-06	6.37093351165478e-05	sign(log2fc)*-log10(p_value)
LINC02253	5.904972630092341	4.83774518698414	1.24459304547196e-06	6.37093351165478e-05	sign(log2fc)*-log10(p_value)
FOLR1	5.899381760758524	6.72198138998234	1.26071882933258e-06	6.41782502401678e-05	sign(log2fc)*-log10(p_value)
SH3PXD2A	5.892785290077482	3.7743395384395	1.28001397113e-06	6.46249245479005e-05	sign(log2fc)*-log10(p_value)
PEG10	5.881411891428199	7.73658786615638	1.31397804448039e-06	6.59901261028711e-05	sign(log2fc)*-log10(p_value)
NAV2	5.881333181056917	2.84044775043511	1.31421620793107e-06	6.59901261028711e-05	sign(log2fc)*-log10(p_value)
NECTIN3	5.870212582208157	10.3393421003942	1.34830274218584e-06	6.71527646837855e-05	sign(log2fc)*-log10(p_value)
CPE	5.861631781846402	2.46062090886712	1.3752074554994e-06	6.77223345597774e-05	sign(log2fc)*-log10(p_value)
PMEPA1	5.843004214507758	4.23204953979365	1.43547550305463e-06	7.01669564198691e-05	sign(log2fc)*-log10(p_value)
PCDHB3	5.826424055899384	3.59205506449789	1.4913375194949e-06	7.24863457817344e-05	sign(log2fc)*-log10(p_value)
AC012645.3	5.824194444215727	5.61508171605583	1.49901354036917e-06	7.25034685614777e-05	sign(log2fc)*-log10(p_value)
ELL2	5.814647072935499	2.42968874458142	1.53233219733162e-06	7.39209888283433e-05	sign(log2fc)*-log10(p_value)
ATP1B1	5.802204129728973	3.46072237750856	1.57686992551193e-06	7.49172390634079e-05	sign(log2fc)*-log10(p_value)
CACNB4	5.802064714109999	5.37959633883482	1.57737620776005e-06	7.49172390634079e-05	sign(log2fc)*-log10(p_value)
OTULINL	5.795916949266201	5.57448877046019	1.59986394355578e-06	7.57492636665346e-05	sign(log2fc)*-log10(p_value)
NATD1	5.792838782180136	4.79806276706547	1.61124364641431e-06	7.59386135962221e-05	sign(log2fc)*-log10(p_value)
LINC00623	5.787645919029119	4.48170389183736	1.6306249419027e-06	7.65534863993302e-05	sign(log2fc)*-log10(p_value)
CDK6	5.779836232920496	2.8646782762828	1.66021283514859e-06	7.7650766817559e-05	sign(log2fc)*-log10(p_value)
ADGRV1	5.777710682960377	6.51682401639973	1.66835826450601e-06	7.78341926539664e-05	sign(log2fc)*-log10(p_value)
GRHL1	5.770772112703621	2.58407096047439	1.69522710343909e-06	7.88879925812513e-05	sign(log2fc)*-log10(p_value)
ANKS6	5.760141631015685	2.47041071195405	1.73723419394747e-06	8.06391731135111e-05	sign(log2fc)*-log10(p_value)
LRATD1	5.756343859819047	5.30219718730273	1.75249238763062e-06	8.09396734818474e-05	sign(log2fc)*-log10(p_value)
NOVA2	5.754202099993389	4.79137430430362	1.76115629732409e-06	8.1136470617721e-05	sign(log2fc)*-log10(p_value)
AC005256.1	5.752068463733627	13.2623652912145	1.76982993401136e-06	8.12191989179123e-05	sign(log2fc)*-log10(p_value)
KRT81	5.747792412216312	6.68875583913032	1.78734169954755e-06	8.17298581619412e-05	sign(log2fc)*-log10(p_value)
QPCT	5.741217484494273	3.76272261590942	1.81460672270188e-06	8.21533391622373e-05	sign(log2fc)*-log10(p_value)
CAMK2D	5.740574842979798	2.94420301153325	1.81729385062572e-06	8.21533391622373e-05	sign(log2fc)*-log10(p_value)
AC019117.1	5.739885798299719	6.17870599898647	1.82017942848887e-06	8.21533391622373e-05	sign(log2fc)*-log10(p_value)
CTHRC1	5.735343633203473	3.86620176358872	1.83931607646645e-06	8.26705284320091e-05	sign(log2fc)*-log10(p_value)
