dataset	collection	pathway	NES	nom_pvalue	fdr	gene_set_size_in_data	n_leading_edge	leading_edge_genes
gse240112	hallmark	HALLMARK_INTERFERON_ALPHA_RESPONSE	-2.6394682371197824	5.034324483066755e-16	8.390540805111258e-15	83	38	IFI30;BST2;IFITM3;LGALS3BP;IFI27;IFIH1;PSMB9;OAS1;IFI35;IRF7;PARP14;IFITM2;DDX60;PARP9;ISG15;UBE2L6;SAMD9;HERC6;GBP2;PARP12;CD47;IFITM1;USP18;RSAD2;IFI44;IFIT3;IRF9;CMPK2;TAP1;IFI44L;PLSCR1;GMPR;B2M;CSF1;DHX58;PSME2;CASP8;IL15
gse240112	hallmark	HALLMARK_INTERFERON_GAMMA_RESPONSE	-2.50623630105524	6.940316233339983e-18	3.4701581166699915e-16	151	68	IFI30;BST2;IFITM3;TAPBP;LGALS3BP;OAS3;IFI27;IFIH1;PSMB9;IFI35;IRF7;IFIT1;PARP14;IFITM2;DDX60;ISG15;OAS2;UBE2L6;ST8SIA4;HERC6;PARP12;PDE4B;SAMHD1;JAK2;XAF1;USP18;SECTM1;NLRC5;RSAD2;IFI44;SOCS1;IFIT3;IRF9;CMPK2;ISOC1;IL15RA;APOL6;TAP1;HLA-DRB1;IFI44L;ARL4A;PLSCR1;MX2;CD274;ICAM1;B2M;NOD1;DHX58;BANK1;PSME2;CASP8;IL15;GCH1;HLA-B;STAT1;TRIM14;SOD2;GPR18;OASL;STAT4;TDRD7;CIITA;CCL5;PNPT1;PSME1;NMI;MX1;EIF2AK2
gse240112	hallmark	HALLMARK_ESTROGEN_RESPONSE_EARLY	-2.43147440064335	3.3810788849684964e-17	8.452697212421241e-16	196	78	CA12;FRK;HSPB8;GREB1;NPY1R;CCN5;SEMA3B;GFRA1;SYBU;MYBL1;MUC1;BCL2;KCNK5;SLC7A2;P2RY2;PDZK1;TSKU;OLFM1;SULT2B1;ITPK1;JAK2;LRIG1;ADCY9;TMEM164;PLAAT3;MYOF;SIAH2;RHOBTB3;CXCL12;ABCA3;ELOVL5;SLC16A1;RET;CLIC3;GLA;UGCG;DLC1;MPPED2;DYNLT3;FCMR;PGR;PDLIM3;ELOVL2;SVIL;NRIP1;SFN;TPD52L1;SOX3;MAPT;CALB2;MED13L;GJA1;ANXA9;ELF3;IGFBP4;THSD4;SLC26A2;MYB;FLNB;TGM2;PTGES;OVOL2;RASGRP1;INPP5F;SLC19A2;SLC1A4;BCL11B;TGIF2;DHRS2;SYNGR1;TUBB2B;KCNK15;KRT18;BLVRB;IL17RB;KRT8;SNX24;MAST4
gse240112	hallmark	HALLMARK_ESTROGEN_RESPONSE_LATE	-2.0873776713734533	4.655719964019658e-10	5.819649955024572e-09	185	75	CA12;FRK;HSPB8;MAPK13;NPY1R;CCN5;SERPINA3;PCP4;SEMA3B;BATF;CAV1;BCL2;KCNK5;FABP5;PDZK1;OLFM1;SULT2B1;IGSF1;ITPK1;JAK2;PLAAT3;MYOF;SIAH2;ASS1;CXCL12;ABCA3;EMP2;PDCD4;ELOVL5;SLC16A1;PRLR;RET;CLIC3;GLA;HPRT1;DYNLT3;PGR;PDLIM3;NRIP1;SFN;TH;TPD52L1;SOX3;MAPT;ANXA9;IGFBP4;SLC26A2;MYB;FLNB;CYP4F11;PTGES;OVOL2;RNASEH2A;SLC1A4;DHRS2;ST6GALNAC2;BLVRB;MOCS2;ACOX2;GAL;IL17RB;UNC13B;SLC29A1;CDC20;GPER1;MEST;EGR3;CD44;SLC22A5;ATP2B4;CALCR;LARGE1;PLAC1;RBBP8;COX6C
gse240112	hallmark	HALLMARK_TNFA_SIGNALING_VIA_NFKB	1.887926793746693	1.4110772697582285e-06	1.4110772697582285e-05	162	67	MARCKS;PHLDA1;JAG1;PMEPA1;PTPRE;BMP2;EDN1;IL18;FOSL1;DRAM1;ETS2;DUSP4;PTGER4;ID2;MXD1;F3;SMAD3;SAT1;EGR1;AREG;MAFF;TSC22D1;CCN1;LAMB3;IFNGR2;BTG3;KLF4;SERPINB8;B4GALT5;TANK;TRIB1;TRIP10;F2RL1;HES1;ZFP36;VEGFA;TNFAIP8;ATF3;GFPT2;ZC3H12A;LIF;TNIP1;KDM6B;FOSL2;RCAN1;PHLDA2;PANX1;GADD45A;NR4A2;CLCF1;PNRC1;MCL1;DUSP1;JUNB;BTG1;MAP2K3;LITAF;BIRC2;IER5;NR4A3;NFIL3;TNFSF9;PDLIM5;EFNA1;SERPINE1;CEBPB;EGR2
gse240112	hallmark	HALLMARK_KRAS_SIGNALING_UP	1.8245095931206008	1.3702931997666161e-05	0.00011419109998055134	127	34	GUCY1A1;DCBLD2;CA2;MALL;SATB1;TRIB2;DUSP6;CPE;GPNMB;BMP2;PEG3;SOX9;SPRY2;BTC;EMP1;SCN1B;ETV5;ITGB2;BTBD3;VWA5A;ID2;SLPI;PLEK2;ETV4;MAP7;ADAM17;FLT4;KLF4;TRIB1;F2RL1;KIF5C;GFPT2;LIF;GADD45G
gse240112	hallmark	HALLMARK_ANDROGEN_RESPONSE	1.68866577394372	0.0007863394680608138	0.0043685526003378545	94	32	GUCY1A1;MAF;PMEPA1;ELL2;CDK6;NDRG1;CDC14B;SAT1;MAP7;ITGAV;TSC22D1;ABHD2;BMPR1B;RAB4A;ELK4;ACSL3;CCND3;TNFAIP8;ARID5B;HMGCS1;GSR;ANKH;PGM3;DHCR24;SEC24D;TMEM50A;INSIG1;PTPN21;ABCC4;PDLIM5;UAP1;LMAN1
gse240112	hallmark	HALLMARK_HEME_METABOLISM	1.6305954220582812	0.0003084534857105381	0.0022032391836467008	161	50	CA2;MBOAT2;ELL2;KLF3;DMTN;SLC6A8;TSPAN5;MFHAS1;SEC14L1;SDCBP;CTSB;LMO2;RNF19A;BNIP3L;CPOX;KAT2B;LPIN2;SELENBP1;CCND3;LRP10;TFDP2;CCDC28A;BMP2K;KHNYN;CLIC2;VEZF1;CIR1;PPP2R5B;YPEL5;RNF123;GCLC;CAT;RIOK3;NARF;DCUN1D1;XPO7;SMOX;FOXJ2;MAP2K3;TNRC6B;SPTB;MGST3;ADIPOR1;SLC25A37;UROD;AGPAT4;CAST;MPP1;BCAM;HTRA2
gse240112	hallmark	HALLMARK_HEDGEHOG_SIGNALING	1.6173876460352157	0.011266402117226113	0.04023715041866469	29	8	HEY1;CDK6;ETS2;SHH;HEY2;TLE1;ADGRG1;VEGFA
gse240112	hallmark	HALLMARK_IL2_STAT5_SIGNALING	1.6063592032560299	0.00046237610200286006	0.0028898506375178755	150	37	SPRY4;CA2;TNFRSF21;GUCY1B1;WLS;PHLDA1;SOCS2;GABARAPL1;BMP2;ITGA6;NDRG1;SWAP70;EMP1;AHR;HOPX;ENPP1;ALCAM;BATF3;MXD1;FURIN;COCH;ETV4;ITGAV;MAFF;DHRS3;SH3BGRL2;RRAGD;GLIPR2;GPX4;IFNGR1;SLC39A8;PRNP;CCND3;EEF1AKMT1;TWSG1;PIM1;LIF
