gene	leading_edge_dataset_count	max_same_pathway_dataset_count	leading_edge_datasets	pathway_count	resistance_direction	example_pathways	crispr_effect	crispr_p	crispr_fdr	crispr_direction
WNT5A	3	3	gse111151,gse118713,gse240112	111	consistently_up_in_resistance_pathways	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_AXIS_ELONGATION;go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CARDIAC_CHAMBER_DEVELOPMENT;go_bp:GOBP_CARDIAC_CHAMBER_MORPHOGENESIS;go_bp:GOBP_CARDIAC_SEPTUM_DEVELOPMENT;go_bp:GOBP_CARDIAC_SEPTUM_MORPHOGENESIS	0.0178990186557443	0.9661155205940974	0.9974116242487912	nonsignificant_tolerance_direction
CTNNB1	3	3	gse111151,gse118713,gse240112	93	consistently_up_in_resistance_pathways	go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CARTILAGE_DEVELOPMENT;go_bp:GOBP_CELL_FATE_COMMITMENT;go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_CHONDROCYTE_DIFFERENTIATION;go_bp:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	-0.7079105508147325	0.0356046547032704	0.6338823101552432	nonsignificant_sensitising_direction
SMAD3	3	3	gse111151,gse118713,gse240112	93	consistently_up_in_resistance_pathways	go_bp:GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION;go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_BONE_MINERALIZATION;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CARTILAGE_DEVELOPMENT;go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_CHONDROCYTE_DIFFERENTIATION;go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS	0.8122212460926619	0.0524387901945676	0.6847632537957313	nonsignificant_tolerance_direction
VEGFA	3	2	gse111151,gse118713,gse240112	89	consistently_up_in_resistance_pathways	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_ARTERY_DEVELOPMENT;go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CARDIOCYTE_DIFFERENTIATION;go_bp:GOBP_CELL_CHEMOTAXIS;go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION	-0.1126058433843297	0.7272656433694846	0.9566141051410708	nonsignificant_sensitising_direction
BMP7	3	3	gse111151,gse118713,gse240112	88	consistently_up_in_resistance_pathways	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_BONE_MINERALIZATION;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CARDIAC_CHAMBER_DEVELOPMENT;go_bp:GOBP_CARDIAC_CHAMBER_MORPHOGENESIS;go_bp:GOBP_CARDIAC_SEPTUM_DEVELOPMENT;go_bp:GOBP_CARDIAC_SEPTUM_MORPHOGENESIS;go_bp:GOBP_CARDIOCYTE_DIFFERENTIATION	-0.5935923019690099	0.2791599513598668	0.8242337791078108	nonsignificant_sensitising_direction
WNT4	3	3	gse111151,gse118713,gse240112	68	consistently_up_in_resistance_pathways	go_bp:GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION;go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BONE_MINERALIZATION;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CELL_FATE_COMMITMENT;go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION	-0.0905840239912434	0.7674855492502107	0.9631086420967102	nonsignificant_sensitising_direction
HIF1A	3	3	gse111151,gse118713,gse240112	67	consistently_up_in_resistance_pathways	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BONE_MINERALIZATION;go_bp:GOBP_CARDIAC_CHAMBER_DEVELOPMENT;go_bp:GOBP_CARDIAC_CHAMBER_MORPHOGENESIS;go_bp:GOBP_CARTILAGE_DEVELOPMENT;go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY;go_bp:GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	0.0887308591190914	0.7795773338199731	0.9654441649938414	nonsignificant_tolerance_direction
FGFR1	3	3	gse111151,gse118713,gse240112	65	consistently_up_in_resistance_pathways	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_CARTILAGE_DEVELOPMENT;go_bp:GOBP_CELL_CHEMOTAXIS;go_bp:GOBP_CELL_FATE_COMMITMENT;go_bp:GOBP_CHONDROCYTE_DIFFERENTIATION;go_bp:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT;go_bp:GOBP_DEVELOPMENTAL_INDUCTION;go_bp:GOBP_EAR_DEVELOPMENT	0.4890075673028571	0.3714708218170789	0.8634975052990252	nonsignificant_tolerance_direction
SRC	3	2	gse111151,gse118713,gse240112	65	mixed	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION;go_bp:GOBP_BONE_DEVELOPMENT;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	-0.5979267823846772	0.1164618444572562	0.7616616496167914	nonsignificant_sensitising_direction
ACVR1	3	3	gse111151,gse118713,gse240112	56	consistently_up_in_resistance_pathways	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BONE_MINERALIZATION;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CARDIAC_CHAMBER_DEVELOPMENT;go_bp:GOBP_CARDIAC_CHAMBER_MORPHOGENESIS;go_bp:GOBP_CARDIAC_SEPTUM_DEVELOPMENT;go_bp:GOBP_CARDIAC_SEPTUM_MORPHOGENESIS;go_bp:GOBP_CARDIOCYTE_DIFFERENTIATION	-0.4241984326590478	0.245879296653547	0.812261542677148	nonsignificant_sensitising_direction
EGFR	3	2	gse111151,gse118713,gse240112	55	mixed	go_bp:GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CARDIOCYTE_DIFFERENTIATION;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT;go_bp:GOBP_EMBRYONIC_ORGAN_DEVELOPMENT;go_bp:GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT;go_bp:GOBP_EPITHELIAL_CELL_PROLIFERATION	-0.6231275911847991	0.021233172986244	0.6009826181172715	nonsignificant_sensitising_direction
LYN	3	3	gse111151,gse118713,gse240112	54	consistently_up_in_resistance_pathways	go_bp:GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CELL_CHEMOTAXIS;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_DENDRITIC_CELL_DIFFERENTIATION;go_bp:GOBP_ERK1_AND_ERK2_CASCADE;go_bp:GOBP_GLIAL_CELL_DIFFERENTIATION;go_bp:GOBP_GLIOGENESIS;go_bp:GOBP_HEMOSTASIS;go_bp:GOBP_LEUKOCYTE_CHEMOTAXIS	-0.5191648382099592	0.0518052242032398	0.6843950193322895	nonsignificant_sensitising_direction
PPARG	3	3	gse111151,gse118713,gse240112	53	consistently_up_in_resistance_pathways	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_CELL_FATE_COMMITMENT;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT;go_bp:GOBP_EPITHELIAL_CELL_PROLIFERATION;go_bp:GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION;go_bp:GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY;go_bp:GOBP_FAT_CELL_DIFFERENTIATION	-0.2851673524884317	0.4284232671170954	0.8848707613512676	nonsignificant_sensitising_direction
LEF1	3	3	gse111151,gse118713,gse240112	52	consistently_up_in_resistance_pathways	go_bp:GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BODY_MORPHOGENESIS;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CELL_CHEMOTAXIS;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_EMBRYONIC_ORGAN_DEVELOPMENT;go_bp:GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT	0.2106001627157754	0.4618160289329646	0.8913286382355223	nonsignificant_tolerance_direction
TGFBR2	3	3	gse111151,gse118713,gse240112	52	consistently_up_in_resistance_pathways	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_AORTA_DEVELOPMENT;go_bp:GOBP_ARTERY_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BONE_DEVELOPMENT;go_bp:GOBP_BONE_MORPHOGENESIS;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CARDIAC_SEPTUM_MORPHOGENESIS;go_bp:GOBP_CARTILAGE_DEVELOPMENT;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	0.1552278609612258	0.6229877065922738	0.936326778050455	nonsignificant_tolerance_direction
JAG1	3	3	gse111151,gse118713,gse240112	49	consistently_up_in_resistance_pathways	go_bp:GOBP_AORTA_DEVELOPMENT;go_bp:GOBP_ARTERY_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BLOOD_VESSEL_REMODELING;go_bp:GOBP_CARDIAC_CHAMBER_DEVELOPMENT;go_bp:GOBP_CARDIAC_CHAMBER_MORPHOGENESIS;go_bp:GOBP_CARDIAC_SEPTUM_DEVELOPMENT;go_bp:GOBP_CARDIAC_SEPTUM_MORPHOGENESIS;go_bp:GOBP_CARDIOCYTE_DIFFERENTIATION;go_bp:GOBP_CELL_FATE_COMMITMENT	-0.0391026032930152	0.8966583398980945	0.986290543790328	nonsignificant_sensitising_direction
SPRY2	3	3	gse111151,gse118713,gse240112	49	consistently_up_in_resistance_pathways	go_bp:GOBP_AXIS_ELONGATION;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CELL_FATE_COMMITMENT;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_EAR_DEVELOPMENT;go_bp:GOBP_EAR_MORPHOGENESIS;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_EMBRYONIC_ORGAN_DEVELOPMENT	-0.0246644676351497	0.9480942165970736	0.996196999634656	nonsignificant_sensitising_direction
DKK1	3	2	gse111151,gse118713,gse240112	45	consistently_up_in_resistance_pathways	go_bp:GOBP_BODY_MORPHOGENESIS;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CARDIOCYTE_DIFFERENTIATION;go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY;go_bp:GOBP_CELL_FATE_COMMITMENT;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_DEVELOPMENTAL_INDUCTION;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_FACE_MORPHOGENESIS;go_bp:GOBP_FOREBRAIN_DEVELOPMENT	-0.1974009033039863	0.6244753925601502	0.936326778050455	nonsignificant_sensitising_direction
SPRY1	3	3	gse111151,gse118713,gse240112	45	consistently_up_in_resistance_pathways	go_bp:GOBP_AXIS_ELONGATION;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CARDIOCYTE_DIFFERENTIATION;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_DEVELOPMENTAL_INDUCTION;go_bp:GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION;go_bp:GOBP_EPITHELIAL_TUBE_MORPHOGENESIS;go_bp:GOBP_ERK1_AND_ERK2_CASCADE;go_bp:GOBP_HEART_DEVELOPMENT	-0.6363364710803623	0.2431274197518811	0.8121550190740409	nonsignificant_sensitising_direction
COL1A1	3	3	gse111151,gse118713,gse240112	42	consistently_up_in_resistance_pathways	go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_BODY_MORPHOGENESIS;go_bp:GOBP_BONE_DEVELOPMENT;go_bp:GOBP_BONE_MORPHOGENESIS;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CARTILAGE_DEVELOPMENT;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CELL_SUBSTRATE_ADHESION;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	-0.2716037675446916	0.2803150271920116	0.8247485940043205	nonsignificant_sensitising_direction
MSX1	3	3	gse111151,gse118713,gse240112	41	consistently_up_in_resistance_pathways	go_bp:GOBP_BODY_MORPHOGENESIS;go_bp:GOBP_BONE_DEVELOPMENT;go_bp:GOBP_BONE_MORPHOGENESIS;go_bp:GOBP_CARTILAGE_DEVELOPMENT;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT;go_bp:GOBP_EAR_DEVELOPMENT;go_bp:GOBP_EAR_MORPHOGENESIS;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_EMBRYONIC_ORGAN_DEVELOPMENT	-0.1715356242436012	0.6151121410956278	0.9331425545278652	nonsignificant_sensitising_direction
LRP5	3	3	gse111151,gse118713,gse240112	39	consistently_up_in_resistance_pathways	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BONE_DEVELOPMENT;go_bp:GOBP_BONE_MORPHOGENESIS;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS	-0.2193493873844509	0.4742622993303422	0.8943932209368671	nonsignificant_sensitising_direction
SIX2	3	3	gse111151,gse118713,gse240112	39	consistently_up_in_resistance_pathways	go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CARTILAGE_DEVELOPMENT;go_bp:GOBP_CELL_FATE_COMMITMENT;go_bp:GOBP_CHONDROCYTE_DIFFERENTIATION;go_bp:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT;go_bp:GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT;go_bp:GOBP_EAR_DEVELOPMENT;go_bp:GOBP_EAR_MORPHOGENESIS;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_EMBRYONIC_ORGAN_DEVELOPMENT	0.3845220772550233	0.2187730080782189	0.8014286065646663	nonsignificant_tolerance_direction
ADAM17	3	3	gse111151,gse118713,gse240112	38	consistently_up_in_resistance_pathways	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_CELL_CHEMOTAXIS;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_EPITHELIAL_CELL_PROLIFERATION;go_bp:GOBP_LEUKOCYTE_CHEMOTAXIS;go_bp:GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM;go_bp:GOBP_NEURON_PROJECTION_GUIDANCE	-0.1230534167455781	0.7883680509684869	0.9672815242745634	nonsignificant_sensitising_direction
FN1	3	3	gse111151,gse118713,gse240112	38	consistently_up_in_resistance_pathways	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_ERK1_AND_ERK2_CASCADE;go_bp:GOBP_FORMATION_OF_PRIMARY_GERM_LAYER	-0.7221835494319304	0.1066615672723351	0.7616616496167914	nonsignificant_sensitising_direction
ITGA3	3	3	gse111151,gse118713,gse240112	38	consistently_up_in_resistance_pathways	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_FORMATION_OF_PRIMARY_GERM_LAYER;go_bp:GOBP_GASTRULATION;go_bp:GOBP_HEART_DEVELOPMENT;go_bp:GOBP_MESODERM_DEVELOPMENT;go_bp:GOBP_MESODERM_MORPHOGENESIS	0.0008117288623346	0.9977698039170484	0.9996793647130284	nonsignificant_tolerance_direction
TBX3	3	3	gse111151,gse118713,gse240112	37	consistently_up_in_resistance_pathways	go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CARDIAC_CHAMBER_DEVELOPMENT;go_bp:GOBP_CARDIAC_CHAMBER_MORPHOGENESIS;go_bp:GOBP_CARDIAC_SEPTUM_DEVELOPMENT;go_bp:GOBP_CARDIAC_SEPTUM_MORPHOGENESIS;go_bp:GOBP_CARDIOCYTE_DIFFERENTIATION;go_bp:GOBP_CELL_FATE_COMMITMENT;go_bp:GOBP_EAR_DEVELOPMENT;go_bp:GOBP_EAR_MORPHOGENESIS;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS	-0.2984288534554702	0.5803513006261004	0.9265425012974084	nonsignificant_sensitising_direction
F2RL1	3	3	gse111151,gse118713,gse240112	36	consistently_up_in_resistance_pathways	go_bp:GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION;go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY;go_bp:GOBP_CELL_CHEMOTAXIS;go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_DENDRITIC_CELL_DIFFERENTIATION;go_bp:GOBP_ERK1_AND_ERK2_CASCADE;go_bp:GOBP_HEMOSTASIS;go_bp:GOBP_LEUKOCYTE_CHEMOTAXIS;go_bp:GOBP_MYELOID_CELL_DIFFERENTIATION;go_bp:GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION	0.5537622949888217	0.1078512513642679	0.7616616496167914	nonsignificant_tolerance_direction
NF2	3	3	gse111151,gse118713,gse240112	36	consistently_up_in_resistance_pathways	go_bp:GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION;go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_FOREBRAIN_DEVELOPMENT;go_bp:GOBP_FORMATION_OF_PRIMARY_GERM_LAYER;go_bp:GOBP_GASTRULATION;go_bp:GOBP_GLIOGENESIS;go_bp:GOBP_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE;go_bp:GOBP_MESODERM_DEVELOPMENT	0.1778532419824223	0.5831078729884025	0.9265425012974084	nonsignificant_tolerance_direction
PRKD1	3	3	gse111151,gse118713,gse240112	35	consistently_up_in_resistance_pathways	go_bp:GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION;go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CELL_CHEMOTAXIS;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_EPITHELIAL_CELL_PROLIFERATION;go_bp:GOBP_MUSCLE_CELL_DIFFERENTIATION;go_bp:GOBP_OSSIFICATION	-0.1844115614520882	0.540568025969225	0.9165235643995834	nonsignificant_sensitising_direction
PTK7	3	3	gse111151,gse118713,gse240112	35	consistently_up_in_resistance_pathways	go_bp:GOBP_AXIS_ELONGATION;go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CARDIAC_CHAMBER_DEVELOPMENT;go_bp:GOBP_CARDIAC_SEPTUM_DEVELOPMENT;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_COCHLEA_DEVELOPMENT;go_bp:GOBP_COCHLEA_MORPHOGENESIS;go_bp:GOBP_EAR_DEVELOPMENT	-0.1572607322047892	0.6867754391678549	0.9480782641185298	nonsignificant_sensitising_direction
HEY1	3	3	gse111151,gse118713,gse240112	34	consistently_up_in_resistance_pathways	go_bp:GOBP_AORTA_DEVELOPMENT;go_bp:GOBP_ARTERY_DEVELOPMENT;go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_CARDIAC_CHAMBER_DEVELOPMENT;go_bp:GOBP_CARDIAC_CHAMBER_MORPHOGENESIS;go_bp:GOBP_CARDIAC_SEPTUM_DEVELOPMENT;go_bp:GOBP_CARDIAC_SEPTUM_MORPHOGENESIS;go_bp:GOBP_EMBRYONIC_ORGAN_DEVELOPMENT;go_bp:GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT	0.2248013370832087	0.4810024659752731	0.8952454886459621	nonsignificant_tolerance_direction
