gene	leading_edge_dataset_count	max_same_pathway_dataset_count	leading_edge_datasets	pathway_count	resistance_direction	example_pathways	crispr_effect	crispr_p	crispr_fdr	crispr_direction
BTG3	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	hallmark:HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.2526760464749493	0.3834093147538844	0.8677493107683467	nonsignificant_sensitising_direction
CABLES1	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	reactome:REACTOME_CELL_CYCLE_MITOTIC	0.2568124095280861	0.4127465001660285	0.880582294797618	nonsignificant_tolerance_direction
CADM2	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	hallmark:HALLMARK_APICAL_JUNCTION	0.357277220685388	0.4996437874526819	0.9012931658283324	nonsignificant_tolerance_direction
CBFA2T3	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY	0.476868946090704	0.095969852465141	0.7579924253765409	nonsignificant_tolerance_direction
CBLN3	2	2	gse111151,gse118713	1	consistently_up_in_resistance_pathways	go_bp:GOBP_SYNAPSE_ORGANIZATION	0.0203630065563729	0.950296438997626	0.9964318667949212	nonsignificant_tolerance_direction
CBX5	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS	0.6026577134351339	0.1104837686432773	0.7616616496167914	nonsignificant_tolerance_direction
CDCA3	2	2	gse118713,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS	-0.9273215090966378	0.0235234873739692	0.6083323450475413	nonsignificant_sensitising_direction
CDKN2D	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	reactome:REACTOME_CELL_CYCLE_MITOTIC	-0.2393247033064991	0.4505440709239887	0.8888301710576875	nonsignificant_sensitising_direction
CDSN	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	hallmark:HALLMARK_APICAL_JUNCTION	0.3574591919445371	0.2845497554714142	0.8265530258562142	nonsignificant_tolerance_direction
CHD5	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_FOREBRAIN_DEVELOPMENT	0.2426617481508923	0.4478890153007934	0.8882857432844812	nonsignificant_tolerance_direction
CPOX	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	hallmark:HALLMARK_HEME_METABOLISM	-0.6617270058723248	0.0266044088498895	0.6218313825478712	nonsignificant_sensitising_direction
CROT	2	2	gse111151,gse118713	1	consistently_up_in_resistance_pathways	hallmark:HALLMARK_KRAS_SIGNALING_UP	0.1463441212872274	0.6648950062150739	0.9437872866493204	nonsignificant_tolerance_direction
CTPS1	2	2	gse111151,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS	-0.1391426933121486	0.6144441111058365	0.9329141947214756	nonsignificant_sensitising_direction
CUL4A	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_G2M_CHECKPOINT	-1.7085106697887813	0.0071211493288708	0.5291756289843208	nonsignificant_sensitising_direction
CXCL14	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	-0.1312943115657656	0.6705305873831322	0.9446969400973504	nonsignificant_sensitising_direction
CYP2U1	2	2	gse111151,gse118713	1	consistently_up_in_resistance_pathways	go_bp:GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS	0.2591587302286582	0.4624570921512396	0.8917720002780372	nonsignificant_tolerance_direction
DCTPP1	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS	0.4197037494196278	0.1759539803199472	0.7909727675032434	nonsignificant_tolerance_direction
DCXR	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	-0.1407392993155198	0.6830369087952834	0.9474254054118076	nonsignificant_sensitising_direction
DDI2	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_PROTEIN_PROCESSING	-0.174613739080204	0.4993905068967576	0.9012931658283324	nonsignificant_sensitising_direction
DEPDC1	2	2	gse118713,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS	0.4418572804462286	0.1997330064532342	0.7974991412428396	nonsignificant_tolerance_direction
DHFR	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	reactome:REACTOME_CELL_CYCLE_MITOTIC	0.2604844327014888	0.5177825771206888	0.9087402087374472	nonsignificant_tolerance_direction
DIAPH3	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS	0.140925722340083	0.5167641656835414	0.9085822233826684	nonsignificant_tolerance_direction
DLC1	2	2	gse118713,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.1033628268315585	0.7215614605505086	0.9559697282110222	nonsignificant_sensitising_direction
DMC1	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	-0.3396751358016976	0.2041151600343793	0.8000619805613477	nonsignificant_sensitising_direction
DNMT3A	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_RESPONSE_TO_OXYGEN_LEVELS	0.2464996550606901	0.5009794379253784	0.9015994132147084	nonsignificant_tolerance_direction
DSTN	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY	0.1933936407691519	0.589134222481456	0.9278779002443114	nonsignificant_tolerance_direction
DTX3	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_NOTCH_SIGNALING_PATHWAY	-0.0504722081171111	0.8312815718809633	0.978674464910763	nonsignificant_sensitising_direction
DTX4	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_NOTCH_SIGNALING_PATHWAY	0.2520737923491198	0.3303351796890091	0.8479733823201587	nonsignificant_tolerance_direction
E2F3	2	2	gse111151,gse118713	1	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH	-0.4224985748581122	0.1683317278193112	0.7909727675032434	nonsignificant_sensitising_direction
E2F6	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	reactome:REACTOME_CELL_CYCLE_MITOTIC	-0.2702108725181489	0.4296441377615579	0.8849595891613786	nonsignificant_sensitising_direction
E2F8	2	2	gse111151,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS	0.6520544769967094	0.0287988846654633	0.627455155691706	nonsignificant_tolerance_direction
EED	2	2	gse118713,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS	-1.0370945371664178	0.0020009620775376	0.322224623243472	nonsignificant_sensitising_direction
EFNA5	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_G2M_CHECKPOINT	-0.1471884683630122	0.5959366060455838	0.9286224691056232	nonsignificant_sensitising_direction
EGFL8	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	-0.0250420842969347	0.9262071292411236	0.9915009688928654	nonsignificant_sensitising_direction
EIF2S1	2	2	gse111151,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS	-0.0265325801572728	0.9202013582613084	0.9905150659249128	nonsignificant_sensitising_direction
ELAC1	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY	-0.1916245473422311	0.5004812273176342	0.90152691046193	nonsignificant_sensitising_direction
ELF3	2	2	gse118713,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.0665753019975072	0.8440104084937732	0.9807748951105264	nonsignificant_sensitising_direction
ELFN1	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_SYNAPSE_ORGANIZATION	-0.0150670891593804	0.9589692470933656	0.9974116242487912	nonsignificant_sensitising_direction
ELL2	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	hallmark:HALLMARK_HEME_METABOLISM	0.2043921048669155	0.4844185753593169	0.8968106406833335	nonsignificant_tolerance_direction
EMP2	2	2	gse118713,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE				not_tested
FBXO4	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	-0.0713580988961748	0.8204916986757202	0.9757382780856272	nonsignificant_sensitising_direction
FER1L4	2	2	gse111151,gse118713	1	consistently_up_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_SECRETION				not_tested
FGD6	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_CELL_SHAPE	-0.1142398264370516	0.6330148995343303	0.938368995805578	nonsignificant_sensitising_direction
FGF11	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	0.5364011088165572	0.044134225883369	0.6707208568416857	nonsignificant_tolerance_direction
FNBP1L	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	0.5965265476792752	0.0657976511617646	0.7104023823054633	nonsignificant_tolerance_direction
FOXM1	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	reactome:REACTOME_CELL_CYCLE_MITOTIC	0.2242426004810562	0.5377098160188013	0.9154883920364268	nonsignificant_tolerance_direction
GABBR2	2	2	gse111151,gse118713	1	consistently_up_in_resistance_pathways	go_bp:GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	0.1842574992020509	0.5949968823073009	0.9285299753064464	nonsignificant_tolerance_direction
GLRB	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_SYNAPSE_ORGANIZATION	0.0778108236590755	0.7883940703159511	0.9672815242745634	nonsignificant_tolerance_direction
GM2A	2	2	gse111151,gse118713	1	consistently_up_in_resistance_pathways	hallmark:HALLMARK_P53_PATHWAY	-0.143296035722324	0.6443040412914737	0.9413295209974551	nonsignificant_sensitising_direction
GNG4	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	reactome:REACTOME_HEMOSTASIS	0.1617387411218889	0.5558739764722418	0.9211549388162684	nonsignificant_tolerance_direction
GOLM1	2	2	gse111151,gse118713	1	consistently_up_in_resistance_pathways	reactome:REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.320598937175097	0.2652867483873211	0.8182721892307765	nonsignificant_tolerance_direction
GPER1	2	2	gse118713,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	-0.05170215981894	0.8700017227125129	0.98463570784176	nonsignificant_sensitising_direction
GPR37	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE	-0.96485911291591	0.1160721017657213	0.7616616496167914	nonsignificant_sensitising_direction
GRID1	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_SYNAPSE_ORGANIZATION	0.2336003727978974	0.4628679586618776	0.8917945193967844	nonsignificant_tolerance_direction
HEATR3	2	2	gse111151,gse118713	1	consistently_up_in_resistance_pathways	go_bp:GOBP_MYELOID_CELL_DIFFERENTIATION	-0.2148025258504544	0.5896829314885549	0.9279770195424552	nonsignificant_sensitising_direction
HES4	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_PATTERN_SPECIFICATION_PROCESS	0.2984098399710992	0.3139967675597148	0.8430887151318937	nonsignificant_tolerance_direction
HMGA1	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY	-0.3803816580761792	0.1922746577091197	0.7956932679350437	nonsignificant_sensitising_direction
HMGB2	2	2	gse118713,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS	0.1182875057782668	0.8268915968141567	0.9771139199486226	nonsignificant_tolerance_direction
HNRNPA2B1	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	0.3189440575769184	0.3142500943666097	0.8430887151318937	nonsignificant_tolerance_direction
HPRT1	2	2	gse118713,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	-0.238085217658412	0.4274332414815119	0.884793189520328	nonsignificant_sensitising_direction
HPSE2	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	-0.1284097035815214	0.6667185998422834	0.9442246511467666	nonsignificant_sensitising_direction
HSPB1	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	reactome:REACTOME_ESR_MEDIATED_SIGNALING	-0.0489093283987038	0.8682430433405364	0.9846082114521768	nonsignificant_sensitising_direction
IDH1	2	2	gse111151,gse118713	1	consistently_up_in_resistance_pathways	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS	-0.0139665977637477	0.9642987069826616	0.9974116242487912	nonsignificant_sensitising_direction
INO80C	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	-0.3721357904115319	0.1674720949830631	0.7909727675032434	nonsignificant_sensitising_direction
INO80E	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	0.015589490978991	0.96097649358798	0.9974116242487912	nonsignificant_tolerance_direction
IP6K2	2	2	gse111151,gse118713	1	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH	0.1766828206591233	0.4724124477389118	0.8940454714836966	nonsignificant_tolerance_direction
JMJD4	2	2	gse111151,gse118713	1	consistently_up_in_resistance_pathways	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY	0.4938297290423303	0.204359603086773	0.80012954224715	nonsignificant_tolerance_direction
KCTD11	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION	0.4222315791498836	0.2436935091010386	0.8121550190740409	nonsignificant_tolerance_direction
KHNYN	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	hallmark:HALLMARK_HEME_METABOLISM	0.4936958962721016	0.1203415874533404	0.7643450682247368	nonsignificant_tolerance_direction
KLF3	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	hallmark:HALLMARK_HEME_METABOLISM	-0.5189126745638646	0.3525316827492984	0.8543077075085473	nonsignificant_sensitising_direction
LAG3	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	0.1168976206350489	0.6684634845679152	0.9443139829144374	nonsignificant_tolerance_direction
LHFPL2	2	2	gse111151,gse118713	1	consistently_up_in_resistance_pathways	reactome:REACTOME_HEMOSTASIS	0.0772435328248537	0.7545085477075882	0.9617244567841584	nonsignificant_tolerance_direction
LMO2	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	hallmark:HALLMARK_HEME_METABOLISM	-0.084851190197293	0.7717281056556365	0.9635504576692564	nonsignificant_sensitising_direction
LONP2	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_PROTEIN_PROCESSING	0.1788687256412124	0.612212254720832	0.932606174212982	nonsignificant_tolerance_direction
LRIG1	2	2	gse118713,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.1361298552807017	0.6116433307707843	0.932606174212982	nonsignificant_sensitising_direction
MAFG	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	-0.4029749945516183	0.2479524637779522	0.812261542677148	nonsignificant_sensitising_direction
MAP1LC3B2	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY	0.4610549739197589	0.2742032568071755	0.820836463107049	nonsignificant_tolerance_direction
MAP9	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION	0.3270921072286414	0.3623758915882726	0.858431182038278	nonsignificant_tolerance_direction
MAST4	2	2	gse118713,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.2803984237969992	0.3733210625910113	0.8643394005033929	nonsignificant_sensitising_direction
MBIP	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE	-0.1551439865651263	0.7583787941731447	0.9617244567841584	nonsignificant_sensitising_direction
MCTP2	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_SECRETION	-0.0123138335533461	0.9674118556646232	0.9975866860852872	nonsignificant_sensitising_direction
MDC1	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS	-0.38999729562582	0.3238914199880164	0.8451559910235762	nonsignificant_sensitising_direction
MECOM	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE	1.2543517462969112	0.002151567585004	0.3296906900039673	nonsignificant_tolerance_direction
MFGE8	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS	-0.4092561806979455	0.3760093252865316	0.8651312378368847	nonsignificant_sensitising_direction
MIB2	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_NOTCH_SIGNALING_PATHWAY	0.1721626710993291	0.6259688583960431	0.9375055352363474	nonsignificant_tolerance_direction
MIEF2	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.3055070870488183	0.2181825274863141	0.8014286065646663	nonsignificant_tolerance_direction
MLLT11	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH	0.8280758177038221	0.0440386424822674	0.6707208568416857	nonsignificant_tolerance_direction
MTCL1	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.1372142143519124	0.6482598811437621	0.9413295209974551	nonsignificant_tolerance_direction
MTHFD2	2	2	gse111151,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS	0.1588915136918531	0.7027703816352557	0.9514295650576384	nonsignificant_tolerance_direction
MTRF1L	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY	0.2832529303728011	0.4380979393893736	0.8871718998654791	nonsignificant_tolerance_direction
MUC1	2	2	gse118713,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY	0.4360329434164898	0.1766452586525453	0.7910113399061355	nonsignificant_tolerance_direction
MXD3	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS	-0.2004653487929122	0.4551260535317188	0.8889038184757935	nonsignificant_sensitising_direction
MYO10	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_CELL_SHAPE	-0.3723727506920351	0.2751924661669047	0.8212546949383176	nonsignificant_sensitising_direction
MYRFL	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_PROTEIN_PROCESSING				not_tested
NCDN	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_TISSUE_REMODELING	0.4544563838653745	0.130645394137181	0.7733675003913411	nonsignificant_tolerance_direction
NCF2	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	reactome:REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	0.3491331597503908	0.2372946413324611	0.8116415415593644	nonsignificant_tolerance_direction
NCKAP5L	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY	0.2926771445697582	0.2626870160759136	0.8182721892307765	nonsignificant_tolerance_direction
NEK6	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY	0.4818053738906229	0.103002141031784	0.7587390845797637	nonsignificant_tolerance_direction
NIPSNAP1	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY	0.2079712173710071	0.4119571471982407	0.8805023907694804	nonsignificant_tolerance_direction
NME1	2	2	gse111151,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS	-0.3860214675443307	0.2196875225220926	0.8014286065646663	nonsignificant_sensitising_direction
NMNAT3	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_RESPONSE_TO_WOUNDING	0.0419992667048108	0.8938890247245016	0.986290543790328	nonsignificant_tolerance_direction
NSMCE1	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	-0.5517573774181788	0.0725724451370342	0.7197307004630021	nonsignificant_sensitising_direction
NSMCE4A	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	-0.9982147766536648	0.0248300334751672	0.6107307410570448	nonsignificant_sensitising_direction
NUDT21	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS	0.0850050584384023	0.8399110526703423	0.980331360757345	nonsignificant_tolerance_direction
OIP5	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	reactome:REACTOME_CHROMOSOME_MAINTENANCE	0.1290320095124824	0.7013264203033021	0.9510487708988806	nonsignificant_tolerance_direction
OLFML2A	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	-0.0269261574561561	0.9245041956407444	0.9911010300376374	nonsignificant_sensitising_direction
OLFML2B	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	-0.6345001825542793	0.2022402776457121	0.7999611810621501	nonsignificant_sensitising_direction
OPN3	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	0.1942621804687005	0.4322166901005556	0.8864678258025306	nonsignificant_tolerance_direction
OPRL1	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS	-0.1186368949820666	0.6615029821768116	0.942651577539066	nonsignificant_sensitising_direction
OSBPL5	2	2	gse111151,gse118713	1	consistently_up_in_resistance_pathways	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS	-0.5290563529261023	0.1895548880182412	0.7956932679350437	nonsignificant_sensitising_direction
OTUD7B	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	0.3328735650400238	0.2589669745120957	0.816456565649644	nonsignificant_tolerance_direction
PAICS	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS	-0.2968412855925857	0.3470019986477656	0.8527230919186876	nonsignificant_sensitising_direction
PAPSS1	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_SKELETAL_SYSTEM_DEVELOPMENT	0.1925703766949169	0.744386549246235	0.961051577067726	nonsignificant_tolerance_direction
PAQR8	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID	-0.3221965176567103	0.3663233801172488	0.8608009788920408	nonsignificant_sensitising_direction
PBK	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_G2M_CHECKPOINT	0.0384246107152073	0.938183064864618	0.9941012600195046	nonsignificant_tolerance_direction
PCP4	2	2	gse118713,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	0.2121507255951069	0.5295051405862009	0.912753717796264	nonsignificant_tolerance_direction
PDCD4	2	2	gse111151,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	-0.1063693776258016	0.6799534008714692	0.9469954003492922	nonsignificant_sensitising_direction
PEG3	2	2	gse111151,gse240112	1	consistently_up_in_resistance_pathways	hallmark:HALLMARK_KRAS_SIGNALING_UP	-0.1884327278944848	0.4595589991564087	0.8907126643630774	nonsignificant_sensitising_direction
PEX11A	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY	0.1526343425436476	0.6091032366071069	0.9323738947099428	nonsignificant_tolerance_direction
PHF20	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS	-0.5192927359142363	0.210752471178527	0.8014286065646663	nonsignificant_sensitising_direction
PIAS4	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS	0.5868973178462804	0.0203488932885815	0.6009826181172715	nonsignificant_tolerance_direction
PIK3C2B	2	2	gse118713,gse240112	1	consistently_up_in_resistance_pathways	go_bp:GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	0.3345853996332817	0.1428176473076497	0.7819995924254903	nonsignificant_tolerance_direction
PKIB	2	2	gse111151,gse118713	1	consistently_down_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	0.2038737049070453	0.5048971075020723	0.903094517285776	nonsignificant_tolerance_direction
PLAC1	2	2	gse118713,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	-0.1966877675707063	0.4463160874839645	0.8882857432844812	nonsignificant_sensitising_direction
POLD2	2	2	gse111151,gse240112	1	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS	-0.3627330556649735	0.4509738541773321	0.8888930165507959	nonsignificant_sensitising_direction
