dataset	collection	pathway	NES	nom_pvalue	fdr	gene_set_size_in_data	n_leading_edge	leading_edge_genes
gse245601	hallmark	HALLMARK_CHOLESTEROL_HOMEOSTASIS	2.8577291958478757	3.691630312842746e-20	1.8458151564213733e-18	70	34	ACAT2;DHCR7;SCD;MVD;MVK;IDI1;LDLR;FDFT1;EBP;FDPS;SREBF2;SQLE;STARD4;HSD17B7;LSS;HMGCR;ACSS2;TRIB3;SC5D;FADS2;NSDHL;HMGCS1;GPX8;TMEM97;STX5;PCYT2;LGMN;NFIL3;FASN;CBS;ALDOC;CHKA;PNRC1;TP53INP1
gse245601	hallmark	HALLMARK_MTORC1_SIGNALING	2.4968828566808186	4.5159146228388685e-18	1.1289786557097172e-16	195	63	INSIG1;DHCR7;SCD;IDI1;LDLR;EBP;DDIT4;SQLE;STARD4;RDH11;IDH1;PHGDH;FADS1;HMGCR;SHMT2;PSAT1;NUPR1;SDF2L1;TRIB3;SC5D;FADS2;GOT1;SERP1;VLDLR;ASNS;HK2;SLC1A4;BHLHE40;SLC6A6;EDEM1;SSR1;CALR;HSPA5;PGM1;HMGCS1;DDIT3;HSP90B1;SQSTM1;TMEM97;MTHFD2;SLC2A1;LGMN;RPN1;NFIL3;CDKN1A;DHCR24;ADIPOR2;SLC7A11;SLC1A5;USO1;CANX;SLC7A5;YKT6;FGL2;FKBP2;TXNRD1;RAB1A;PPP1R15A;CTH;GGA2;EIF2S2;UFM1;CCNG1
gse245601	hallmark	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	2.471025563856073	8.597229116818535e-13	1.4328715194697558e-11	108	41	DDIT4;PSAT1;CHAC1;WFS1;WIPI1;SERP1;DNAJB9;EIF4EBP1;ASNS;SLC1A4;HYOU1;SPCS3;CKS1B;EDEM1;HERPUD1;SSR1;PDIA6;CALR;SRPRB;CEBPB;HSPA5;HSP90B1;PREB;ARFGAP1;SLC30A5;XPOT;MTHFD2;PDIA5;GOSR2;CEBPG;ATF4;KDELR3;SRPRA;EIF2AK3;SLC7A5;EXOSC1;SHC1;DNAJC3;ATP6V0D1;SEC31A;TSPYL2
gse245601	hallmark	HALLMARK_ESTROGEN_RESPONSE_EARLY	-2.0703039530786436	8.458733813467867e-10	1.0573417266834834e-08	195	66	MYBL1;MREG;KLF10;CISH;GREB1;MED13L;PGR;SEMA3B;RARA;MYOF;ABAT;CELSR2;ZNF185;AQP3;SEC14L2;ELOVL2;RHOBTB3;TGIF2;FLNB;FHL2;TFAP2C;SLC27A2;TGM2;SLC22A5;PEX11A;FRK;DHRS2;CCND1;PRSS23;FARP1;SYBU;PODXL;MYB;PDZK1;KRT8;PDLIM3;INHBB;IGFBP4;NAV2;SYT12;TFF1;IGF1R;SULT2B1;LAD1;MUC1;KRT18;MED24;MLPH;CBFA2T3;RASGRP1;IL17RB;TIAM1;MAST4;DLC1;KCNK15;MAPT;TFF3;KRT19;THSD4;ALDH3B1;FKBP4;CA12;FKBP5;OPN3;DEPTOR;KDM4B
gse245601	hallmark	HALLMARK_HEME_METABOLISM	1.9041077946411114	1.3361613405488134e-06	1.3361613405488134e-05	169	60	SLC30A1;SLC6A9;DCAF11;KAT2B;EPOR;ASNS;SLC6A8;BNIP3L;TFDP2;HAGH;CCDC28A;MKRN1;SLC2A1;FOXO3;RAP1GAP;EPB41;SLC25A38;KHNYN;ALDH6A1;MXI1;SLC7A11;CAT;MOCOS;OPTN;LPIN2;KDM7A;YPEL5;TNRC6B;CIR1;NFE2L1;LMO2;BPGM;ISCA1;CTNS;ABCG2;ADIPOR1;UROD;GCLC;TMCC2;NARF;LAMP2;SDCBP;PPP2R5B;TCEA1;SMOX;TRAK2;GCLM;SLC11A2;PPOX;PSMD9;MOSPD1;PC;NEK7;ACKR1;FBXO34;GLRX5;GYPC;FOXJ2;RHCE;ARL2BP
gse245601	hallmark	HALLMARK_PROTEIN_SECRETION	1.896714590028284	1.7479675174217343e-05	0.00011505009893632866	93	31	BET1;LMAN1;SEC24D;TMED10;TMED2;ARFGAP3;RAB9A;GOSR2;SEC22B;NAPA;USO1;YKT6;GOLGA4;TOM1L1;COPE;SEC31A;RAB2A;COPB2;ICA1;RAB22A;SNX2;BNIP3;ARF1;YIPF6;GBF1;AP3S1;COPB1;VAMP4;LAMP2;ARCN1;RAB5A
gse245601	hallmark	HALLMARK_MYC_TARGETS_V1	-1.8285898360027606	1.633343850716504e-06	1.3611198755970867e-05	195	73	CTPS1;HDGF;SRPK1;NCBP1;CCT3;CCT2;NOP56;EIF4G2;LDHA;FAM120A;MCM5;PA2G4;HNRNPR;SRSF3;GSPT1;SRSF7;SYNCRIP;PRPS2;HNRNPD;HNRNPU;RANBP1;SRSF2;TCP1;GOT2;ORC2;VDAC3;SRSF1;EIF3B;SET;DHX15;PPM1G;AIMP2;CDC45;SERBP1;STARD7;HSP90AB1;MCM4;C1QBP;XPO1;YWHAE;SNRPD1;VDAC1;MRPL9;IMPDH2;CCT5;HDAC2;TYMS;PGK1;RUVBL2;EIF4A1;ABCE1;PSMA4;PSMD1;SF3B3;LSM2;RAN;PTGES3;NME1;KPNB1;PSMA6;PSMA7;PRDX3;HPRT1;MCM2;NOLC1;EIF2S1;HSPD1;PPIA;UBA2;SSBP1;ETF1;CCT7;CUL1
gse245601	hallmark	HALLMARK_HYPOXIA	1.7361630915505288	1.8408015829812586e-05	0.00011505009893632866	186	57	RRAGD;DDIT4;HMOX1;MT1E;CDKN1C;VLDLR;HK2;BHLHE40;MT2A;SLC6A6;HSPA5;BNIP3L;BTG1;PGM1;KLHL24;HDLBP;RORA;DDIT3;NDRG1;SLC2A1;FOXO3;NFIL3;CDKN1A;ANKZF1;KDELR3;MXI1;ALDOC;CSRP2;PNRC1;CHST2;SLC25A1;PPP1R15A;SIAH2;PHKG1;NEDD4L;SAP30;EFNA1;NDST2;CITED2;CCNG2;MAFF;PRKCA;VEGFA;ERO1A;IRS2;GBE1;SLC2A3;TPBG;CXCR4;NAGK;PLAC8;ZNF292;ENO2;HOXB9;JMJD6;ZFP36;RBPJ
gse245601	hallmark	HALLMARK_APICAL_JUNCTION	-1.6463986699399602	0.0002524117661445737	0.0012620588307228685	183	59	IRS1;VCL;ZYX;ACTN1;ACTA1;LAMA3;WNK4;LAMC2;MYH9;ACTB;YWHAH;CD274;ACTG1;CD34;ADAMTS5;MSN;CAP1;PBX2;ADAM9;MYL9;PIK3R3;NF2;CNN2;ACTG2;RASA1;VASP;ITGA3;LIMA1;AMIGO2;CDH3;CDH4;PLCG1;RSU1;ACTN4;CDH1;TSPAN4;ITGA2;TGFBI;VAV2;LAMB3;SPEG;PTEN;HADH;NF1;TAOK2;NEGR1;NEXN;HRAS;NECTIN1;SYK;FSCN1;EVL;MAPK14;DSC3;CDSN;ITGB1;GNAI1;PFN1;SGCE
gse245601	hallmark	HALLMARK_ANDROGEN_RESPONSE	1.6305821292057725	0.0027093300056409697	0.00846665626762803	97	23	INSIG1;SCD;IDI1;FADS1;HMGCR;DNAJB9;PGM3;SPCS3;LMAN1;SEC24D;HMGCS1;SRP19;NDRG1;UBE2J1;DHCR24;GPD1L;SGK1;TSC22D1;HSD17B14;CENPN;MAF;DBI;SLC38A2
