gene	ranking_stat	log2fc	p_value	fdr	ranking_stat_method
CADPS2	15.4444475895319	2.35133447691831	1.90146609042876e-08	1.7616044595028e-06	moderated_t
DUSP6	15.4019089885968	4.25550460745099	1.95404823828935e-08	1.77878329814339e-06	moderated_t
RIPK4	15.3360993249681	3.27360022408961	2.03855525329384e-08	1.8332171423257e-06	moderated_t
ELF5	15.3096189406689	2.50864151064925	2.07367964126552e-08	1.85356979018661e-06	moderated_t
PDGFC	15.2897323765011	2.70278424286021	2.10049281476948e-08	1.86629415482332e-06	moderated_t
GPX2	15.2506115990719	3.66586049665136	2.15435274821262e-08	1.88610753405998e-06	moderated_t
BTC	15.1899548375583	2.46067901606057	2.24087206516421e-08	1.919974505732e-06	moderated_t
SGPP2	15.0464292316753	1.95313726222168	2.46111274503966e-08	2.04011122407254e-06	moderated_t
FOSL1	15.0204493646506	2.7595394352315	2.50345342929832e-08	2.05227856264798e-06	moderated_t
FAM105A	14.8606135636063	2.63419984105792	2.7821255534666e-08	2.24857252108774e-06	moderated_t
STATH	14.8572389719873	1.91941406429067	2.78836328265362e-08	2.24857252108774e-06	moderated_t
MMP9	14.8116156768197	2.19975292538871	2.87421282575144e-08	2.3052740491081e-06	moderated_t
TNFRSF21	14.6303466926541	4.11091734861752	3.24499639574979e-08	2.51376008054227e-06	moderated_t
PARM1	14.4683457546238	3.31658152922018	3.62090261031137e-08	2.74173520350245e-06	moderated_t
TSPAN3	14.468043164152	1.98638273870284	3.62164779543388e-08	2.74173520350245e-06	moderated_t
FOXO1	14.4496465893692	2.66715717981243	3.66726917316903e-08	2.76217969499909e-06	moderated_t
SOCS2	14.4420425446698	2.39293183236628	3.68630946377461e-08	2.76249797088322e-06	moderated_t
CH17-189H20.1	14.3914235585379	1.9814264027562	3.81584482243962e-08	2.81689081966961e-06	moderated_t
BAZ1A	14.3715366334239	1.77156471977275	3.86809017166267e-08	2.82327430651952e-06	moderated_t
AKR1C2	14.3664517011793	5.67022255064094	3.88157405667867e-08	2.82327430651952e-06	moderated_t
DCLK1	14.3277543603274	2.59370134704329	3.98588802964161e-08	2.87100031960302e-06	moderated_t
PI4KAP1	14.2063426050041	2.46505452987447	4.33356312805898e-08	3.09141392760285e-06	moderated_t
CACNB4	14.1784696060928	1.91023289519867	4.41797436669805e-08	3.1216144596698e-06	moderated_t
ARHGAP26	14.0182584190174	3.12290664887741	4.9393776906451e-08	3.3455772985944e-06	moderated_t
RASGEF1B	13.9752300148904	1.81195068031347	5.09061336787824e-08	3.41785163586323e-06	moderated_t
FAM171A1	13.9566921433264	1.92672537026288	5.15732322630848e-08	3.44704333477321e-06	moderated_t
C1orf106	13.9166329192939	1.77452742982591	5.30476495791809e-08	3.46749349980567e-06	moderated_t
SIX2	13.7846961493926	4.07888620605526	5.82387875531155e-08	3.7430625255199e-06	moderated_t
PYGL	13.7838817437414	1.76165391417038	5.82725059573459e-08	3.7430625255199e-06	moderated_t
GACAT2	13.7756256931181	2.17574849652151	5.86155334110902e-08	3.74886760669722e-06	moderated_t
SAT1	13.7631252178331	3.35947066930974	5.91391167979874e-08	3.76612109462891e-06	moderated_t
TSPAN12	13.6637328709237	2.16474219381333	6.34886855155469e-08	3.97932044088377e-06	moderated_t
CRYBG3	13.6621722710419	1.89825403076197	6.35597078103149e-08	3.97932044088377e-06	moderated_t
PAK1	13.6382868056363	2.150513014008	6.46576255676554e-08	4.01418346515846e-06	moderated_t
CDC42EP3	13.6316447617762	2.57869280365433	6.4966602684902e-08	4.01656021099406e-06	moderated_t
TUBA4A	13.6013459247181	2.77971727669247	6.63966625719441e-08	4.08794057776974e-06	moderated_t
CHRNA1	13.5777992898677	1.91356698040184	6.7531776300419e-08	4.12360698249225e-06	moderated_t
BMP7	13.5501118820538	2.76145111328723	6.88936964633964e-08	4.14018335602582e-06	moderated_t
CD302	13.5495961421536	2.19966320161599	6.89193482233709e-08	4.14018335602582e-06	moderated_t
TSC22D1	13.5284294431845	2.50774977316769	6.99811870652181e-08	4.18701957126494e-06	moderated_t
FEZF1-AS1	13.4300789227127	2.12539925247183	7.51550310204683e-08	4.47851546297875e-06	moderated_t
DIO3	13.4232222065375	2.03333512057761	7.55310093112743e-08	4.48291646464275e-06	moderated_t
GABBR2	13.3780872227351	1.73433298110773	7.80577855331271e-08	4.61442797506191e-06	moderated_t
LMO7	13.3476353874409	2.56705936294534	7.98146547945499e-08	4.69956288826004e-06	moderated_t
TNFAIP8	13.3259950727876	2.17730549323436	8.10893949562631e-08	4.73702536362611e-06	moderated_t
NOVA1	13.3070395956568	1.80817581814597	8.22242636751073e-08	4.77089492613142e-06	moderated_t
THEG	13.2949797743938	1.75771821600527	8.29553100783061e-08	4.77089492613142e-06	moderated_t
TBC1D8	13.2614936759179	2.09380746823525	8.50226644275796e-08	4.85217805683241e-06	moderated_t
ARID5A	13.2504268252221	1.66595611273108	8.57182242979328e-08	4.87313031468478e-06	moderated_t
GLRB	13.2387833518184	2.15608066955518	8.64567399569949e-08	4.89635537206829e-06	moderated_t
LYPD1	13.2142867880919	2.86948706037371	8.80332857324707e-08	4.9666840064578e-06	moderated_t
WNT6	13.1900081465975	2.8751417247235	8.96268339864451e-08	5.03528357915455e-06	moderated_t
OLFML2B	13.1837554244013	1.8076038758027	9.00423191234851e-08	5.03528357915455e-06	moderated_t
SERPINE1	13.1803835486615	1.8487754049698	9.02672484199427e-08	5.03528357915455e-06	moderated_t
RNF145	13.1480859929848	2.63120493243669	9.24530950272852e-08	5.11929201854706e-06	moderated_t
CRHR1	13.1222103266153	2.42972134352583	9.42460368817588e-08	5.19859738011724e-06	moderated_t
UPP1	13.0402185241494	2.72797072973314	1.00182733009154e-07	5.50559774959193e-06	moderated_t
TSPAN8	13.02158819757	2.17895110390879	1.01587869308424e-07	5.5417676647e-06	moderated_t
LAMB1	12.9985054672845	2.33394702283628	1.03358741000241e-07	5.61771794491419e-06	moderated_t
F2R	12.9831136526528	3.83128321186444	1.04558296096139e-07	5.66217517326463e-06	moderated_t
EYA4	12.9554552112386	1.67708100216463	1.06752226222122e-07	5.7183737642016e-06	moderated_t
IGFBP5	12.9306823269479	3.14401329019753	1.08759984131534e-07	5.78416001628566e-06	moderated_t
RASSF5	12.8871283266631	2.13847673227231	1.12390587362662e-07	5.93597901646355e-06	moderated_t
RND3	12.8868435993386	2.63417050016725	1.12414752906474e-07	5.93597901646355e-06	moderated_t
PID1	12.8740435807838	1.82660083626308	1.13507005520677e-07	5.96925036435877e-06	moderated_t
ARHGAP5	12.8700583984557	1.9354454247944	1.13849430726077e-07	5.96925036435877e-06	moderated_t
TGFBI	12.8107520820066	2.12748958754743	1.19080849113276e-07	6.19972504962383e-06	moderated_t
F3	12.7898977320306	3.32493100862682	1.20982319715053e-07	6.27669811165017e-06	moderated_t
PPP1R14C	12.7601055901735	1.8007366448365	1.23756466313833e-07	6.37814178427326e-06	moderated_t
RP3-406A7.7	12.7596721759727	1.96437756375922	1.23797333459408e-07	6.37814178427326e-06	moderated_t
CDK14	12.7531458648975	2.21299988565727	1.24414491653e-07	6.38257803074602e-06	moderated_t
PTK7	12.7250996411674	2.14005017876907	1.27105170185069e-07	6.4329312635661e-06	moderated_t
RGL1	12.7214285324815	3.08783646040489	1.27462042828443e-07	6.4329312635661e-06	moderated_t
ENO1P1	12.6871823940143	2.37498188897155	1.30844347154013e-07	6.5369307174116e-06	moderated_t
SHC4	12.6528076551887	2.97306362468124	1.34338124692698e-07	6.65213939612857e-06	moderated_t
DMRTA1	12.638253936472	1.66612525298514	1.35847909609319e-07	6.69671522519295e-06	moderated_t
NQO1	12.5650711498698	1.74416896220008	1.43725906969188e-07	6.99214756593051e-06	moderated_t
SEMA4B	12.5041945346255	2.45599750619107	1.50659669317336e-07	7.30551690630925e-06	moderated_t
ETV5	12.4886516134449	2.16621996081598	1.52487936297323e-07	7.37008468657876e-06	moderated_t
NCMAP	12.4781787084804	1.75517684467311	1.53733481582893e-07	7.40616038872392e-06	moderated_t
EPHB6	12.4627070037696	2.71852902368637	1.55593900944248e-07	7.47152848611894e-06	moderated_t
ACP6	12.454150994864	2.18294175785249	1.56633272646345e-07	7.48273734626962e-06	moderated_t
MRC2	12.4424532591824	2.28315824090768	1.58066578557871e-07	7.49797672805436e-06	moderated_t
HS3ST5	12.4416463564442	1.4314944242522	1.58165973573326e-07	7.49797672805436e-06	moderated_t
CECR2	12.4355168461642	2.05634990811945	1.58923243240447e-07	7.50988243057884e-06	moderated_t
GUCY1B3	12.4245538219216	1.82715819187314	1.60287555837136e-07	7.55030715400454e-06	moderated_t
IQCJ-SCHIP1	12.3948664675525	2.22020602494043	1.6404664787306e-07	7.67596617602998e-06	moderated_t
SEPT10	12.3599902367602	2.01583942843277	1.68586139145925e-07	7.84163364466219e-06	moderated_t
RDH10	12.3119670952938	2.69981815925855	1.75062668452025e-07	8.04962551320771e-06	moderated_t
AUTS2	12.2857381461332	2.32449202176128	1.78714241601802e-07	8.18445036076401e-06	moderated_t
LINC00839	12.2542523466592	1.42519858479163	1.83207834303353e-07	8.28792026034497e-06	moderated_t
CAPN8	12.2481956009656	3.88651735773308	1.84086301570785e-07	8.30234815412556e-06	moderated_t
GCNT1	12.2105170796627	3.57328553966985	1.8965548320377e-07	8.47622909571548e-06	moderated_t
ACAA2	12.1114578107712	2.16431577282787	2.05193961122431e-07	9.08856117950637e-06	moderated_t
MFSD6	12.087029231131	2.31113297333069	2.09235869215066e-07	9.24000543872963e-06	moderated_t
LRP5L	12.0584288125324	1.42432404668877	2.1407877342157e-07	9.42581851640729e-06	moderated_t
TSHZ3	12.046569009522	1.66510235594073	2.16122748402074e-07	9.43185100232344e-06	moderated_t
SH3PXD2A	11.9956321285138	1.86118557271792	2.25146790890842e-07	9.71141884662299e-06	moderated_t
LINC01138	11.9638661365326	1.97879525479011	2.30982121722099e-07	9.88371112868007e-06	moderated_t
MCTP2	11.9630216269743	1.98557869837394	2.31139490608706e-07	9.88371112868007e-06	moderated_t
S100A2	11.9358323848415	2.44820240357698	2.36269062609169e-07	1.00713407230251e-05	moderated_t
OPN3	11.8932198109833	2.03521683871524	2.44560011104451e-07	1.02978905957755e-05	moderated_t
ISX	11.8403888125606	1.66004561169585	2.55282640055554e-07	1.06401230706301e-05	moderated_t
ABCC4	11.7823188770595	1.67900839821414	2.67663558565983e-07	1.10938320726314e-05	moderated_t
KCNS3	11.7780249080396	2.07605883683319	2.68604730956947e-07	1.1101830077825e-05	moderated_t
BTG3	11.7658134670188	1.59668970251818	2.71301078414786e-07	1.11821261153295e-05	moderated_t
PMEPA1	11.7438397979376	3.11781235631179	2.76227636115809e-07	1.13536445005163e-05	moderated_t
EPB41L2	11.727549790575	1.85409098900677	2.79942870452965e-07	1.14687983147055e-05	moderated_t
GUCY1A3	11.7248010392342	2.74582847804369	2.8057513062664e-07	1.14687983147055e-05	moderated_t
WNT5A	11.6954827933868	1.62050104371346	2.87416588204307e-07	1.17161739993833e-05	moderated_t
LINC01116	11.6684259027443	1.64965148543531	2.93892025880938e-07	1.19473147397845e-05	moderated_t
ATP13A5	11.640387638626	2.24545926420423	3.00770601147434e-07	1.21045639657383e-05	moderated_t
DRAM1	11.6391606452882	1.96586783008745	3.0107560052105e-07	1.21045639657383e-05	moderated_t
CASP4	11.611226475662	2.35003096426408	3.08111384839871e-07	1.22896686243387e-05	moderated_t
BAIAP2L1	11.5893853893513	2.32657304718245	3.13737423712967e-07	1.24076409799043e-05	moderated_t
DEFB1	11.587540246452	1.77263847808187	3.14217820421261e-07	1.24076409799043e-05	moderated_t
SGMS1	11.5870762886756	2.35680885085435	3.14338741459718e-07	1.24076409799043e-05	moderated_t
OBSL1	11.5765702382724	1.80247904941673	3.17090557479937e-07	1.24800787583217e-05	moderated_t
GPR37	11.5692414373811	2.87664814145213	3.19025717744146e-07	1.25230253965282e-05	moderated_t
CD109	11.5453980997761	1.57046615785353	3.25411160787167e-07	1.27399757355145e-05	moderated_t
CACNG6	11.537036826838	1.45254142916118	3.27683277323379e-07	1.27951696550639e-05	moderated_t
ME2	11.4681607420703	1.61339115138117	3.47071774800819e-07	1.3481285325902e-05	moderated_t
HDLBP	11.4566620675926	1.59571598487383	3.50428811868587e-07	1.35761428472744e-05	moderated_t
BCAR3	11.4475897296483	1.96683500962716	3.53102469228273e-07	1.36441001000237e-05	moderated_t
ATP6V1C2	11.4219436897046	2.02361766726815	3.60781521355501e-07	1.39046135425271e-05	moderated_t
EGLN3	11.4055825710918	2.24553425771496	3.65775469084031e-07	1.39890371919586e-05	moderated_t
PPP1R7	11.4055014840294	1.51912485277059	3.65800406421347e-07	1.39890371919586e-05	moderated_t
SLC45A3	11.3906950963078	1.82208358754413	3.70385154788819e-07	1.41273836648168e-05	moderated_t
KLHL2	11.3142437272712	1.86621467482699	3.95076886919728e-07	1.48408882230758e-05	moderated_t
CYP27C1	11.2928110044705	1.47146773507459	4.02317119108348e-07	1.50747005387113e-05	moderated_t
MARK1	11.2893017524426	1.81149355752607	4.03516308011119e-07	1.50815490636498e-05	moderated_t
TMEM63C	11.285724091967	3.04840862791761	4.04742886188008e-07	1.5089384284567e-05	moderated_t
TENC1	11.2147785118865	1.76420120464063	4.29925068795479e-07	1.58361059808196e-05	moderated_t
NR2F1	11.2010712030042	2.08910763779931	4.34984649449286e-07	1.59365487124161e-05	moderated_t
MMP13	11.1727380142046	2.37399265413305	4.45649845171691e-07	1.61676097864488e-05	moderated_t
EDN1	11.1696062146369	2.30493677495661	4.46846103435195e-07	1.61714694701742e-05	moderated_t
SH3GL3	11.0742398773835	1.71194370327747	4.85003204167477e-07	1.72163509811718e-05	moderated_t
SESN3	11.0728507089867	1.81152618724418	4.85584626724041e-07	1.72163509811718e-05	moderated_t
RAI14	11.0714763340561	1.9435496793529	4.86160605277732e-07	1.72163509811718e-05	moderated_t
FABP5	11.044222192968	1.38320379123234	4.97737543450247e-07	1.75425882891087e-05	moderated_t
SYT16	11.0145554747557	1.28999583169893	5.10681829432274e-07	1.78714551535757e-05	moderated_t
EEPD1	11.0041115098189	1.4913383688607	5.15325717245802e-07	1.79574850223878e-05	moderated_t
TNC	11.0021035767684	1.31027857375995	5.16223804298398e-07	1.79574850223878e-05	moderated_t
CAPN13	10.9902854113053	2.06264266832263	5.21544393667588e-07	1.80388711264328e-05	moderated_t
CARD14	10.9726513744775	2.53052601102393	5.29594750470812e-07	1.82747137383393e-05	moderated_t
VEGFC	10.918179388072	1.50177332406386	5.55329854225583e-07	1.90740379097204e-05	moderated_t
SUSD4	10.8966728798302	1.80989840311358	5.65863111917652e-07	1.93909396180927e-05	moderated_t
ANXA1	10.8715780068664	1.84577544637173	5.78429875690603e-07	1.96851892098559e-05	moderated_t
TGFBR2	10.8684834204174	1.54679392813292	5.80000496514358e-07	1.96934722363388e-05	moderated_t
ITM2C	10.8638457761028	2.11653879949969	5.82362985205152e-07	1.9728543320717e-05	moderated_t
F5	10.8423721098402	1.31925970608768	5.93439530990968e-07	2.00123994564636e-05	moderated_t
HNF4G	10.8340130142917	1.49974420889842	5.97813214149777e-07	2.00686707501231e-05	moderated_t
SCGB2A2	10.8223960212443	1.61612719131527	6.03949935028258e-07	2.01833539097957e-05	moderated_t
LINC00607	10.8044316089824	1.28607814979864	6.13575262838636e-07	2.04083445173516e-05	moderated_t
ASPH	10.7978515610291	2.79072889192594	6.1714256677765e-07	2.04400924237651e-05	moderated_t
ETS2	10.7699174805316	2.49572487079355	6.32540329699305e-07	2.09034151716666e-05	moderated_t
SIRPA	10.7509139788234	1.93239899208135	6.43254411523687e-07	2.12102421293077e-05	moderated_t
STX1A	10.7305396779608	1.90721522807202	6.549613999096e-07	2.1548375281283e-05	moderated_t
S100A9	10.7224191862269	4.03931625190572	6.59691922459523e-07	2.16559927996779e-05	moderated_t
FBXO32	10.7016420742932	2.06321317158524	6.71965763515084e-07	2.19617356806978e-05	moderated_t
TMEM92	10.6946851960472	2.88417158692427	6.76130877552589e-07	2.19941061696923e-05	moderated_t
PRKD1	10.6937323558931	2.1034196337943	6.76703533641969e-07	2.19941061696923e-05	moderated_t
GRB10	10.6831293241243	1.84149550408931	6.83111722486331e-07	2.21310299961838e-05	moderated_t
VSIG10L	10.647657833253	2.389445094424	7.05034865421776e-07	2.27419724633224e-05	moderated_t
DNAJC12	10.6308317814415	1.39121798599785	7.15701210521922e-07	2.29860921249443e-05	moderated_t
GAREM	10.6076212057852	2.04061142240359	7.30704340037696e-07	2.34172591738214e-05	moderated_t
SPATS2L	10.5865439457429	2.17956923685135	7.4462563761069e-07	2.36614850833596e-05	moderated_t
RGPD6	10.5792836483417	2.06139095596386	7.49487666072182e-07	2.36614850833596e-05	moderated_t
SHISA3	10.5705107235635	1.63760080216416	7.55408847800148e-07	2.37473654314801e-05	moderated_t
CH17-219N22.1	10.5562568066092	4.75061244545412	7.65138291896222e-07	2.3951734124802e-05	moderated_t
LONRF3	10.5530742626112	1.34012811383135	7.67329221646296e-07	2.396974945429e-05	moderated_t
SORCS2	10.5482838992729	1.59250202166234	7.70639901443684e-07	2.40225942387004e-05	moderated_t
RBPMS2	10.5249101865452	2.27597768530155	7.87018476038138e-07	2.42781292046859e-05	moderated_t
RP11-483P21.2	10.5177432586386	1.67110000416771	7.92116184026784e-07	2.43846886692727e-05	moderated_t
FURIN	10.5103484937675	2.3806788019778	7.97413667749776e-07	2.4496944103667e-05	moderated_t
COL4A4	10.4907496667814	1.77157015802381	8.11641507194855e-07	2.48312096572315e-05	moderated_t
RP11-384L8.1	10.4850239348381	1.59344428189019	8.15850132369846e-07	2.49086095969214e-05	moderated_t
LIF	10.4564375736514	1.79746097981073	8.37220772731557e-07	2.54970729609673e-05	moderated_t
ANTXR2	10.4546710687175	2.71683930195976	8.38561235001486e-07	2.54970729609673e-05	moderated_t
