collection	pathway	resistance_consensus_class	resistance_median_NES	resistance_datasets_FDR05	gse245601_NES	gse245601_fdr	crispr_NES	crispr_fdr	candidates_connected	convergence_category
go_bp	GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	MIXED	0.844455633861041	0	1.38011182809057	0.3163906180524677	0.8684257111571762	0.8646645340786707		NONE
go_bp	GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	MIXED	-0.9077714528822723	0	0.9860427879160272	0.7438363644000168	1.1451531126045569	0.6156750226517668		NONE
reactome	REACTOME_GLUCURONIDATION	LOW_EVIDENCE	-1.5036057581157831	0			1.2211632880901115	0.4427856352948024		NONE
go_bp	GOBP_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	LOW_EVIDENCE	1.052360428028496	0	-0.8170840678988901	0.8695660522273425	-1.0691528028440374	0.7013331056698404		NONE
go_bp	GOBP_PIGMENT_METABOLIC_PROCESS	MIXED	-0.7825356401103883	0	0.9479963195062318	0.7837024128148615	-1.0334805404727008	0.7376371901073597		NONE
hallmark	HALLMARK_NOTCH_SIGNALING	LOW_EVIDENCE	1.2867240110378106	0	-1.029894444652866	0.5218446601941747	0.7413791052510169	0.8650160571842951		NONE
reactome	REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS	MIXED	0.6882303543967863	0	-0.9591969389977004	0.7897947576354318	1.3571058270954828	0.3195590341516551		NONE
go_bp	GOBP_MITOCHONDRIAL_DEPOLARIZATION	LOW_EVIDENCE	-1.1619780665225934	0	-0.8101594999910623	0.8772653237944044	-1.0577003842520427	0.7093671194989017		NONE
go_bp	GOBP_CALCIUM_INDEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	LOW_EVIDENCE	0.7180634264813974	0	0.9827914132862082	0.7523790642347343	1.5674155614416043	0.1829754793536366		NONE
go_bp	GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	LOW_EVIDENCE	1.0416874048670004	0	-1.45705064459329	0.2985837922895358	1.2163193299430126	0.5825097574574853		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE	LOW_EVIDENCE	1.3791715874466	0			0.8899722013543514	0.8450714487021419		NONE
go_bp	GOBP_INNERVATION	MIXED	1.0151276466304315	0	-1.1515820163642598	0.5716975802655118	1.3718290871461511	0.4538876024225152		NONE
go_bp	GOBP_MRNA_SPLICE_SITE_RECOGNITION	MIXED	-1.0246553565562448	0	1.246658789955396	0.4600605841098416	-1.507091568965918	0.2271544533305654		NONE
go_bp	GOBP_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE	MIXED	0.9969412724988108	0	-1.0035820498404622	0.7084896321767219	-1.2662704658022763	0.5094001881822563		NONE
reactome	REACTOME_KERATAN_SULFATE_DEGRADATION	not_tested_in_resistance		0			1.2688895796493094	0.4034801068600324		NONE
go_bp	GOBP_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_FORMATION	LOW_EVIDENCE	0.8108129648237168	0	-1.3461501162040947	0.3558586105675146	-1.9169704039742208	0.0561035405960202		NONE
go_bp	GOBP_REGULATION_OF_VASCULOGENESIS	not_tested_in_resistance		0			0.8908057508045769	0.8420690980951281		NONE
go_bp	GOBP_MITOTIC_CYTOKINESIS	MIXED	-1.0622803323285237	0	-0.9751691433819798	0.7575045394253925	-1.274684150903606	0.4348147777833325		NONE
reactome	REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	MIXED	-1.3570579870140689	0	-0.8593951873265314	0.8560585834700027	-0.9257442759189428	0.7326531382625905		NONE
go_bp	GOBP_GAMMA_DELTA_T_CELL_ACTIVATION	MIXED	-0.054126369241335	0	1.089615660673964	0.654965310137724	0.6361983941209716	0.9740437443312726		NONE
go_bp	GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION	MIXED	-0.4908042347069299	0	0.8079987463442712	0.8793546700081811	-0.8882307887626903	0.8410578721531521		NONE
go_bp	GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER	LOW_EVIDENCE	0.928620992428922	0	0.925903278162427	0.7893716993195015	-0.8390001357594952	0.883253819215348		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS	not_tested_in_resistance		0	1.3158477242749054	0.429460580912863	-1.2266505667284984	0.5784691746467164		NONE
go_bp	GOBP_AMINE_METABOLIC_PROCESS	MIXED	-1.0647304843731524	0	-0.9622164292775036	0.7696944610317935	0.8645953621811785	0.8897131977083262		NONE
go_bp	GOBP_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY	LOW_EVIDENCE	0.8751836334775046	0	0.9360844409935818	0.785656192236599	0.9616120310919593	0.8027904556290832		NONE
go_bp	GOBP_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION	MIXED	0.9643653086300528	0	-1.0358380802683809	0.6703372212872757	0.7769580042621413	0.923783788320004		NONE
go_bp	GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION	MIXED	0.9511641538885972	0	-0.840671049486693	0.8926665098521722	0.6401770324934964	0.9775172124989222		NONE
go_bp	GOBP_DORSAL_SPINAL_CORD_DEVELOPMENT	not_tested_in_resistance		0			1.6400653425760532	0.1828835080679578		NONE
go_bp	GOBP_NEGATIVE_REGULATION_OF_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	LOW_EVIDENCE	0.7814426911229281	0	-1.3141798849938129	0.3500862424055195	-0.9780122986130636	0.7919611815215798		NONE
go_bp	GOBP_TORC1_SIGNALING	MIXED	1.0680005955708285	0	1.6130049054576303	0.0531472957404757	1.0417408066953002	0.7294649001441517		NONE
go_bp	GOBP_RNA_3_END_PROCESSING	LOW_EVIDENCE	-0.7499609906972187	0	-1.339559894277052	0.2813254543143982	-1.4963772900208894	0.1574953288413028		NONE
go_bp	GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	MIXED	-0.9654405296185448	0	-0.9916163518332324	0.7350230414746544	-0.8560514480206048	0.8902810905031208		NONE
reactome	REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	MIXED	1.0030388929442051	0	-1.0298959724393415	0.6911546791291462	0.8799873336578885	0.8819668745744773		NONE
reactome	REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	MIXED	-1.0544030939752322	0	0.9855214500411088	0.7504	0.612273926087145	0.990311777625521		NONE
reactome	REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	not_tested_in_resistance		0			-0.7973430316899983	0.8617961092362447		NONE
go_bp	GOBP_ARGININE_METABOLIC_PROCESS	LOW_EVIDENCE	0.8330087720178003	0			-0.8707035305486751	0.844598141665627		NONE
reactome	REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS	not_tested_in_resistance		0			0.8841133421603589	0.7707733569547994		NONE
reactome	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	LOW_EVIDENCE	0.9760717467672742	0	1.5819253502680932	0.1837711118147605	1.1187904830939783	0.5480316001233463		NONE
go_bp	GOBP_EXPLORATION_BEHAVIOR	LOW_EVIDENCE	0.8812789280754896	0	-1.0993392586194402	0.6307090243741827	1.094308374159439	0.682570309356544		NONE
go_bp	GOBP_NEGATIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	LOW_EVIDENCE	1.4520962648956677	0	1.28873782079342	0.4461770507019376	0.4299911132702114	0.9973725572703308		NONE
go_bp	GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	LOW_EVIDENCE	0.4454860696402816	0			-0.9265130904905602	0.8164606763476799		NONE
go_bp	GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_CATABOLIC_PROCESS	LOW_EVIDENCE	0.9775460219352204	0	1.1066692883335116	0.6199743706161661	0.8902478346025328	0.841717065136269		NONE
go_bp	GOBP_INNATE_IMMUNE_RESPONSE_IN_MUCOSA	not_tested_in_resistance		0			0.6784487436159935	0.9534595146469804		NONE
go_bp	GOBP_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	not_tested_in_resistance		0			1.2966216396794947	0.5206724576411137		NONE
reactome	REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	LOW_EVIDENCE	-1.0273603883968916	0	-0.7720543426887212	0.9376515184907656	-1.4663824819909348	0.2418918918918919		NONE
go_bp	GOBP_GLOMERULAR_MESANGIUM_DEVELOPMENT	not_tested_in_resistance		0	-1.3658184545945031	0.3907871115152362	1.1826403613165153	0.645654748975174		NONE
go_bp	GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ORGANIZATION	not_tested_in_resistance		0			-0.9521292316077122	0.7804438797958885		NONE
go_bp	GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	LOW_EVIDENCE	-0.5691531152897363	0	0.7201219605488307	0.9303043298418996	-0.7063795307432502	0.9331436768297168		NONE
reactome	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	MIXED	0.9948052783272188	0	-1.4667340212650108	0.2045194822036731	-0.968456246889838	0.6856792204894255		NONE
go_bp	GOBP_ATRIAL_SEPTUM_DEVELOPMENT	LOW_EVIDENCE	1.5573100177403671	0	-1.3475863378632773	0.3935844940039487	-1.0384183423519004	0.7161927877947296		NONE
go_bp	GOBP_RESPONSE_TO_CAMP	LOW_EVIDENCE	1.3537258738373696	0	-1.300850742312768	0.3275306269068923	-1.017042110154982	0.7453729257641921		NONE
go_bp	GOBP_REGULATION_OF_MAST_CELL_DEGRANULATION	MIXED	-0.84024156485726	0	0.993821801375335	0.7289911435234487	0.7496360234665986	0.9331436768297168		NONE
go_bp	GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	MIXED	1.1539168982339754	0	-0.9456358791157664	0.7696944610317935	1.463332588682919	0.353825758029184		NONE
go_bp	GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	MIXED	-0.8842843574570691	0	-0.9321621118855083	0.8020066119852695	1.2485929120551391	0.5142469512570297		NONE
go_bp	GOBP_MEDIUM_CHAIN_FATTY_ACID_METABOLIC_PROCESS	not_tested_in_resistance		0			1.0321462340236265	0.7443419893026914		NONE
go_bp	GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	MIXED	-0.0254641273608465	0	-1.2330287661665829	0.4876256983240223	1.242046534544957	0.5784691746467164		NONE
go_bp	GOBP_SENSORY_PERCEPTION_OF_TEMPERATURE_STIMULUS	MIXED	-0.3723248292264497	0	-1.1191026669807285	0.6116381788719879	1.1268551540696397	0.6740434577231932		NONE
go_bp	GOBP_MITOCHONDRIAL_TRANSCRIPTION	MIXED	0.7268352974949257	0	0.6857859567178773	0.9575918352308316	-1.607434801854447	0.2430626375090253		NONE
go_bp	GOBP_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE	not_tested_in_resistance		0			1.401568252444847	0.4538876024225152		NONE
go_bp	GOBP_RESPONSE_TO_DEXAMETHASONE	MIXED	1.0902478635370558	0	1.1241588665725804	0.5862068965517241	0.8070859366106684	0.8951721310896098		NONE
go_bp	GOBP_SECRETORY_GRANULE_LOCALIZATION	MIXED	0.8205749582656746	0	1.3028198430480546	0.4394869598324766	0.9410067595489991	0.8250381752242795		NONE
reactome	REACTOME_ACTIVATION_OF_SMO	not_tested_in_resistance		0	-1.388104542123067	0.343330626136056	0.833323705026889	0.8241851447958318		NONE
go_bp	GOBP_PURINE_NUCLEOTIDE_TRANSPORT	MIXED	0.6877228982258068	0	1.3330736342300369	0.3509177493180452	0.8119618859275021	0.8902810905031208		NONE
reactome	REACTOME_REPRODUCTION	MIXED	-1.3147978099949225	0	-0.9380575496363625	0.8426541427138763	0.7522785513089465	0.9630854640002164		NONE
go_bp	GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS	LOW_EVIDENCE	1.1269666624243817	0	0.8634126506833321	0.8692177742345729	1.1526316139782729	0.6494623655913978	CITED2	NONE
go_bp	GOBP_RHYTHMIC_PROCESS	MIXED	-1.0771000268719022	0	-1.3380346008378126	0.108486159635302	0.9566712884604432	0.8283776691704661		NONE
go_bp	GOBP_STABILIZATION_OF_MEMBRANE_POTENTIAL	not_tested_in_resistance		0			1.1708526728122093	0.6525011446886447		NONE
reactome	REACTOME_P75NTR_SIGNALS_VIA_NF_KB	LOW_EVIDENCE	1.13080637719385	0	1.204104889160447	0.5250783699059561	1.2672010639296047	0.4034801068600324		NONE
go_bp	GOBP_PROTEIN_STABILIZATION	MIXED	1.0105600632769924	0	1.1306099238692089	0.4614698294238384	1.1261151020945344	0.5926739918851166		NONE
go_bp	GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	not_tested_in_resistance		0			0.8845068562796582	0.8444161021150033		NONE
go_bp	GOBP_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	LOW_EVIDENCE	1.0822707754613765	0	1.5019457335603448	0.1783769732818184	0.7982399249524232	0.9042730622159718		NONE
go_bp	GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT	LOW_EVIDENCE	1.3001417943333844	0	0.6201011495328865	0.9768158695439172	0.8027124292184431	0.8951721310896098		NONE
go_bp	GOBP_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING	MIXED	1.078398163163636	0	-1.168208718628112	0.5363280757097793	-1.0027854367682012	0.7594572740697264		NONE
go_bp	GOBP_REGULATION_OF_BONE_REMODELING	MIXED	1.137290708926437	0	1.013860053046975	0.706673448451253	1.4154374382484909	0.4274720051446226		NONE
go_bp	GOBP_REGULATION_OF_REGULATORY_NCRNA_PROCESSING	LOW_EVIDENCE	-0.6345557790551083	0	-0.741668257069888	0.9192041522491348	1.263713811047808	0.5768950879320801		NONE
go_bp	GOBP_MITOTIC_RECOMBINATION	MIXED	-0.8988218829307822	0	-1.7070429328466026	0.0733082577295781	-1.307492580804985	0.5115299665499584		NONE
go_bp	GOBP_AXIS_SPECIFICATION	MIXED	1.2196967362536082	0	-0.9853882051779136	0.7506232815293674	0.914238550556718	0.8465471637121263	CITED2	NONE
reactome	REACTOME_SIGNALING_BY_CSF3_G_CSF	LOW_EVIDENCE	-0.9464391826474062	0	0.9725082643324074	0.7722262861217489	1.0260167963766562	0.6093145598019496		NONE
go_bp	GOBP_REGULATORY_NCRNA_MEDIATED_GENE_SILENCING	MIXED	0.7346644007443094	0	-0.8898524145897653	0.8764423149532569	-1.204564369245451	0.4889128728414442		NONE
go_bp	GOBP_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION	LOW_EVIDENCE	1.2613549786973437	0	0.6410920175452366	0.9659993302007726	-1.0188066615781357	0.7376371901073597		NONE
go_bp	GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	MIXED	0.9177966778010828	0	-1.013298323713678	0.7145247327913706	1.3954160973610052	0.3885659046659496		NONE
go_bp	GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	LOW_EVIDENCE	1.2014959879595226	0	-0.8695138784005993	0.8764423149532569	1.1865986758836564	0.5825097574574853		NONE
go_bp	GOBP_CELL_KILLING	MIXED	-1.0021389885080294	0	-1.0430415769274906	0.654965310137724	0.8741981179975267	0.9068551126287248		NONE
reactome	REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION	MIXED	-0.6368991166472123	0	1.353106726614676	0.370093044951268	1.1804414604189648	0.4730577578728641		NONE
go_bp	GOBP_DENDRITE_DEVELOPMENT	LOW_EVIDENCE	1.2259883144554835	0	-0.9750760467359824	0.762302305640244	1.1089899453484189	0.6136991745091309		NONE
go_bp	GOBP_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	not_tested_in_resistance		0	-1.2236421705991032	0.5107971097541798	0.8191082643566657	0.8798672957124076		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	not_tested_in_resistance		0			1.0165821907854968	0.762091550077527		NONE
go_bp	GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	LOW_EVIDENCE	1.1631366693126448	0	1.29045878252787	0.1203136253618362	-1.2935144630161526	0.1391022749610636		NONE
go_bp	GOBP_EMBRYONIC_HINDLIMB_MORPHOGENESIS	MIXED	-0.9160086841099824	0	-1.6257665841102298	0.1203136253618362	-0.9683859121095206	0.7846758417428623		NONE
go_bp	GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING	MIXED	-0.671832624980149	0	1.3352078628435622	0.297113419818522	-0.7841983754632028	0.935012775061226		NONE
go_bp	GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	MIXED	-0.7803835092316601	0	1.1985400328007	0.5189756980505029	-1.0790773487078376	0.6947615964009406		NONE
go_bp	GOBP_MITOCHONDRIAL_RNA_PROCESSING	LOW_EVIDENCE	-0.9245811857798356	0	-1.7200164896792385	0.0621661690027429	-1.2401705479251486	0.5714688940092165		NONE
go_bp	GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	LOW_EVIDENCE	1.2163324909556594	0	0.729721665396089	0.9320539813804825	-1.0873938284397426	0.699001660921901		NONE
go_bp	GOBP_NON_PROTEINOGENIC_AMINO_ACID_METABOLIC_PROCESS	MIXED	-1.26180374575077	0	-1.1534259184839184	0.5107971097541798	-0.8861709395779116	0.8587288205843665		NONE
go_bp	GOBP_RETINAL_ROD_CELL_DIFFERENTIATION	not_tested_in_resistance		0			-0.9033658412843164	0.8164606763476799		NONE
go_bp	GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS	MIXED	-0.7609871224978051	0	-1.307173883835208	0.3365647001036948	-1.2694955670036636	0.486764455057138		NONE
go_bp	GOBP_PYRIMIDINE_RIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	MIXED	-0.8351103603836596	0	-0.8788207905299156	0.8305460581735296	-1.2042882086599558	0.5825097574574853		NONE
go_bp	GOBP_PHOSPHATIDYLSERINE_METABOLIC_PROCESS	LOW_EVIDENCE	1.2645378812200614	0	0.7119896396231071	0.9522490358869	0.6786416548435769	0.9587122254674302		NONE
go_bp	GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	MIXED	-0.7256303937456091	0	-1.1803776991616834	0.5030790923004616	-1.094175987482187	0.688253881595075		NONE
go_bp	GOBP_LYMPHOCYTE_MIGRATION	MIXED	-1.283521812572136	0	-1.190948061539303	0.4461770507019376	-1.0914348455628144	0.6633646308898268		NONE
reactome	REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	MIXED	-0.6882848326716363	0	-1.170494893640042	0.5502737680438029	-0.9330912718499982	0.7170100074523582		NONE
go_bp	GOBP_REGULATION_OF_FATTY_ACID_TRANSPORT	LOW_EVIDENCE	-1.1628629092020952	0	-1.2661505752183366	0.4463151655423523	-0.8048484741161257	0.9103737918502668		NONE
go_bp	GOBP_REGULATION_OF_GLIAL_CELL_PROLIFERATION	LOW_EVIDENCE	1.1783101144886583	0	-0.8961899157973008	0.8202319326512286	1.185509022620019	0.6269784938604586		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION	MIXED	0.6713981907077489	0	1.1271893072316437	0.6330268460609845	0.9947013604926924	0.7817781733994945		NONE
go_bp	GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS	MIXED	-1.258095021091833	0	1.4775322044560313	0.0913156443107613	-0.9569144226066164	0.8266649861079904		NONE
go_bp	GOBP_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	LOW_EVIDENCE	0.8790715286537425	0	1.4218192677015	0.2502948463254341	0.7799888270556949	0.9091645394503204		NONE
reactome	REACTOME_SIGNAL_AMPLIFICATION	MIXED	0.9901889438988272	0	-0.7365454122839591	0.9570390455531452	0.9637488506024474	0.6983094928478544		NONE
go_bp	GOBP_NECROPTOTIC_PROCESS	MIXED	0.5892563302976088	0	-0.8559664540159199	0.8696548879417022	0.7823289021785721	0.9078347643614436		NONE
reactome	REACTOME_TRIGLYCERIDE_CATABOLISM	LOW_EVIDENCE	-0.8958455337333359	0	-1.2508639583194	0.4439740980159706	0.9334714188227498	0.7211650413666073		NONE
go_bp	GOBP_GLUTAMATE_SECRETION	LOW_EVIDENCE	-1.142978876104645	0	0.8628361590186816	0.8507478723178472	1.6084132429519131	0.1485639621478776		NONE
reactome	REACTOME_SLC_TRANSPORTER_DISORDERS	MIXED	-0.8561790391742807	0	1.0956304675708497	0.6024081746716402	-0.7329394750749477	0.9789130540553692		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	MIXED	0.923352114468677	0	-0.9857449680590455	0.7208918166458718	-1.213574555036868	0.5588592883962096		NONE
go_bp	GOBP_PROTEIN_TETRAMERIZATION	MIXED	-1.3239780018861491	0	-0.7702412327449244	0.964083287114432	0.8148144371278367	0.9118569809124052		NONE
reactome	REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R	MIXED	-1.297166676468867	0	0.9399157275618568	0.8101781433664716	-1.1008071654580556	0.5167132767692089		NONE
go_bp	GOBP_LIPOPROTEIN_LOCALIZATION	LOW_EVIDENCE	1.3667593216914644	0	1.7089092949815017	0.0963494907367521	1.245754146365722	0.5714688940092165		NONE
go_bp	GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	MIXED	0.2476343693033921	0	-1.5432113378279266	0.1685323979429052	-0.6852268856516213	0.9683609618660723		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY	LOW_EVIDENCE	1.1623177851109907	0	-0.5213893776088399	0.9972133757961784	1.2333051212138988	0.5714688940092165		NONE
reactome	REACTOME_M_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_MATERNALLY_STORED_FACTORS	MIXED	1.3462983667663653	0	-0.9376355220391448	0.8101781433664716	-1.4356600245174165	0.2402932672449401		NONE
go_bp	GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	MIXED	0.8430285612562466	0	0.9490838111271892	0.802815401652611	0.9139182489012168	0.8684697021567956		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT	LOW_EVIDENCE	1.209896613516694	0			-0.7191488424647076	0.9410755573061066		NONE
go_bp	GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS	MIXED	1.0705171076291409	0	0.8820319779245349	0.8851110001292911	-1.185746504496514	0.5727355338885206		NONE
reactome	REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS	MIXED	1.1256332841490588	0	0.8865999711239192	0.8450228702707178	-1.3870594379560277	0.2571064519865632		NONE
go_bp	GOBP_ANATOMICAL_STRUCTURE_REGRESSION	not_tested_in_resistance		0			0.570707043746962	0.9762351848747082		NONE
go_bp	GOBP_LEUKOTRIENE_METABOLIC_PROCESS	MIXED	0.3145647051436672	0	-1.1655011001113182	0.5579281411359724	0.7729070047982947	0.9277099332745814		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	LOW_EVIDENCE	1.1513273673200912	0	1.13705919032361	0.4846947368421052	1.2970246641429657	0.4074962518740629		NONE
go_bp	GOBP_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE	LOW_EVIDENCE	1.301389865945331	0	1.354963445424963	0.4027777777777778	-0.9460631116983708	0.7901783723049278		NONE
go_bp	GOBP_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT	LOW_EVIDENCE	1.532978826095777	0	-1.1232497870934106	0.6294146341463415	1.0013989860075063	0.7799735991276233		NONE
go_bp	GOBP_REGULATION_OF_PEPTIDE_TRANSPORT	MIXED	1.070800787071709	0	-1.1882803412774987	0.3982853075703308	0.8340165588407323	0.9380241186369438		NONE
go_bp	GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS	MIXED	0.9149612114191936	0	1.3340430199096702	0.1654581657025725	0.9465561156017392	0.8346221901308428		NONE
reactome	REACTOME_SARS_COV_2_INFECTION	MIXED	0.6810733020494412	0	1.0405756676022784	0.6474793837410152	-1.209130733731187	0.1898890367515774		NONE
go_bp	GOBP_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	LOW_EVIDENCE	1.3161019390819115	0	0.7560889807280095	0.932289540271703	1.0103556669109204	0.7544836464577384		NONE
go_bp	GOBP_CEREBELLAR_CORTEX_MORPHOGENESIS	MIXED	1.3288911806190982	0	1.0237734411298038	0.706673448451253	-0.7409338461684063	0.9433820522817394		NONE
go_bp	GOBP_MICROAUTOPHAGY	LOW_EVIDENCE	1.1363623406609362	0	1.6151882036318912	0.1060749251021486	0.7329019143739427	0.9335647629986532		NONE
go_bp	GOBP_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE	not_tested_in_resistance		0			1.2495114675612329	0.5791863536394154		NONE
go_bp	GOBP_HISTONE_MRNA_METABOLIC_PROCESS	MIXED	0.6726475756908208	0	-0.7981137294344994	0.8936354962066114	-1.246658886490776	0.5714688940092165		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_MIGRATION	MIXED	-0.1193340908538239	0	0.9586629736761269	0.7575045394253925	0.815567235737261	0.8902810905031208		NONE
go_bp	GOBP_EPIDERMAL_CELL_DIFFERENTIATION	MIXED	-1.0395238400165	0	-1.3055623378443697	0.170255039624679	0.9860862759955672	0.7817781733994945		NONE
go_bp	GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	LOW_EVIDENCE	1.3263879405917118	0	0.9844607148938732	0.744637798462161	1.0387740007519255	0.7126095966339976		NONE
go_bp	GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION	MIXED	-1.1172644916283156	0	-0.9524140502498606	0.785656192236599	1.2752119997152718	0.4995536417581264		NONE
go_bp	GOBP_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	MIXED	1.2605400384797811	0	-1.5526150482233698	0.1596317010383577	1.3492448885524309	0.4889128728414442		NONE
go_bp	GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	LOW_EVIDENCE	0.927492605150262	0	1.5781061458192842	0.1050630416474297	1.4002791883039014	0.4443475654614315		NONE
go_bp	GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	LOW_EVIDENCE	-1.18472858291002	0	-1.4414780794736557	0.2813254543143982	0.5822153625932831	0.995942633890655		NONE
reactome	REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	MIXED	1.1123070677836508	0	1.4142834466032432	0.2971592998853335	-1.2462035293921538	0.4260313608362889		NONE
