collection	pathway	datasets_tested	datasets_tested_names	datasets_FDR05	datasets_nominal	NES_positive_count	NES_negative_count	direction_consistency	median_NES	mean_NES	leading_edge_overlap	consensus_category
reactome	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.1886786174891395	-0.9092134239584778	3.0	LOW_EVIDENCE
go_bp	GOBP_AMP_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.190208552359406	-1.1061312723368018	3.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_TRANSLATION	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.1903611803613796	-1.1557894462930027	0.0	LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.1927794001048486	-1.146040453621536	1.0	LOW_EVIDENCE
reactome	REACTOME_INFLAMMASOMES	2	gse111151,gse240112	0	1	0	2	all_negative	-1.1948324573531577	-1.1948324573531577	2.0	LOW_EVIDENCE
reactome	REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.1956406632512435	-1.1378643574073337	0.0	LOW_EVIDENCE
reactome	REACTOME_METABOLISM_OF_PORPHYRINS	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.1962444975655293	-1.183861459906822	3.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION	2	gse111151,gse240112	0	0	0	2	all_negative	-1.1978895009682238	-1.1978895009682238	1.0	LOW_EVIDENCE
reactome	REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.198603415047032	-1.1959811193045773	0.0	LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.198888579899762	-1.2283867171420326	2.0	LOW_EVIDENCE
go_bp	GOBP_OOCYTE_DIFFERENTIATION	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.2001369576209897	-1.2031881780219955	4.0	LOW_EVIDENCE
go_bp	GOBP_POST_TRANSLATIONAL_PROTEIN_TARGETING_TO_ENDOPLASMIC_RETICULUM_MEMBRANE	1	gse111151	0	0	0	1	all_negative	-1.2031553876869423	-1.2031553876869423		LOW_EVIDENCE
go_bp	GOBP_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.2061185739987796	-1.170356650302382	2.0	LOW_EVIDENCE
go_bp	GOBP_SKELETAL_MUSCLE_SATELLITE_CELL_PROLIFERATION	1	gse111151	0	0	0	1	all_negative	-1.207191183122337	-1.207191183122337		LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.2075643117368926	-1.070287146482655	2.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.2076359033361237	-1.1596803915456848	2.0	LOW_EVIDENCE
go_bp	GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	2	gse118713,gse240112	0	1	0	2	all_negative	-1.2082771317127348	-1.2082771317127348	52.0	LOW_EVIDENCE
reactome	REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.2089752798907558	-1.1554276374398451	10.0	LOW_EVIDENCE
go_bp	GOBP_TRNA_WOBBLE_BASE_MODIFICATION	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.20904984676224	-1.0575930937972213	2.0	LOW_EVIDENCE
go_bp	GOBP_TRNA_THREONYLCARBAMOYLADENOSINE_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.2095982126027325	-1.213229159107576	0.0	LOW_EVIDENCE
reactome	REACTOME_BIOLOGICAL_OXIDATIONS	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.2103755979284871	-1.1783933345343212	2.0	LOW_EVIDENCE
reactome	REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.2107094402650451	-1.221008604448319	1.0	LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_CATABOLIC_PROCESS	2	gse111151,gse240112	0	0	0	2	all_negative	-1.2125576119414765	-1.2125576119414765	2.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.2130309017901573	-1.1169760317664863	1.0	LOW_EVIDENCE
go_bp	GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.2172702819486931	-1.2020215819896547	0.0	LOW_EVIDENCE
go_bp	GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	2	gse118713,gse240112	0	1	0	2	all_negative	-1.217583666036989	-1.217583666036989	34.0	LOW_EVIDENCE
reactome	REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_APOPTOSIS	1	gse111151	0	0	0	1	all_negative	-1.219301728161503	-1.219301728161503		LOW_EVIDENCE
go_bp	GOBP_MALE_MEIOSIS_I	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.2219996122504786	-1.204716756105665	1.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	1	gse111151	0	0	0	1	all_negative	-1.2230704494764577	-1.2230704494764577		LOW_EVIDENCE
go_bp	GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_NUCLEUS	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.223309667354752	-1.2064815929911532	3.0	LOW_EVIDENCE
reactome	REACTOME_METABOLISM_OF_COFACTORS	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.2237322647696725	-1.3368326541339244	2.0	LOW_EVIDENCE
go_bp	GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_INTESTINAL_BARRIER	1	gse240112	0	0	0	1	all_negative	-1.224597859270223	-1.224597859270223		LOW_EVIDENCE
go_bp	GOBP_INTRACILIARY_TRANSPORT	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.2266660219200776	-1.157369432212471	3.0	LOW_EVIDENCE
go_bp	GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.226778961498556	-1.1671201562165319	2.0	LOW_EVIDENCE
reactome	REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.2285866382073989	-1.129440741055877	4.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	2	gse111151,gse240112	0	1	0	2	all_negative	-1.2306140964237824	-1.2306140964237824	1.0	LOW_EVIDENCE
go_bp	GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.2366271151226185	-1.0881246289004602	2.0	LOW_EVIDENCE
reactome	REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.23749136596579	-1.1990786033446923	4.0	LOW_EVIDENCE
go_bp	GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.2375105788294332	-1.0617932844002944	3.0	LOW_EVIDENCE
go_bp	GOBP_PROTEIN_HOMOTETRAMERIZATION	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.2391791628436737	-1.1633259129904356	2.0	LOW_EVIDENCE
go_bp	GOBP_CELLULAR_RESPONSE_TO_ALDEHYDE	2	gse111151,gse240112	0	0	0	2	all_negative	-1.2404032647783625	-1.2404032647783625	1.0	LOW_EVIDENCE
reactome	REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.241168307658002	-1.2253471039427828	6.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.2518081300836226	-1.1476345432458623	2.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_TELOMERE_CAPPING	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.2605624658587475	-1.0372751033781782	2.0	LOW_EVIDENCE
reactome	REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.2612535258828608	-1.2214042746683378	0.0	LOW_EVIDENCE
go_bp	GOBP_MITOTIC_SPINDLE_ASSEMBLY	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.2699070339932583	-1.0550457573517782	11.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.2733597938057146	-1.1297374073051152	1.0	LOW_EVIDENCE
go_bp	GOBP_INTRACILIARY_ANTEROGRADE_TRANSPORT	2	gse111151,gse240112	0	0	0	2	all_negative	-1.2752336539600084	-1.2752336539600084	3.0	LOW_EVIDENCE
go_bp	GOBP_EMBRYONIC_HEMOPOIESIS	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.2778513990899074	-1.2471563059955553	0.0	LOW_EVIDENCE
go_bp	GOBP_OVULATION_CYCLE_PROCESS	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.2976982500133245	-1.2416644081827768	4.0	LOW_EVIDENCE
go_bp	GOBP_PROTEIN_LOCALIZATION_TO_CILIUM	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.303807627681706	-1.2787710325477022	3.0	LOW_EVIDENCE
reactome	REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.306477810573328	-1.2417867238867049	6.0	LOW_EVIDENCE
go_bp	GOBP_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.308457116791904	-1.266800995478464	1.0	LOW_EVIDENCE
reactome	REACTOME_GLUTATHIONE_CONJUGATION	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.312508435084911	-1.3706912885336147	1.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_MITOCHONDRIAL_TRANSLATION	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.314554699260474	-1.2358825071127528	5.0	LOW_EVIDENCE
go_bp	GOBP_LAMELLIPODIUM_MORPHOGENESIS	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.3245276574384588	-1.194127974212228	0.0	LOW_EVIDENCE
reactome	REACTOME_PHOSPHORYLATION_OF_THE_APC_C	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.3247889029130882	-1.2165205900961995	3.0	LOW_EVIDENCE
go_bp	GOBP_NATURAL_KILLER_CELL_DIFFERENTIATION	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.3360302454016006	-1.2703265798505912	1.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.3418614154107296	-1.3968876939637405	1.0	LOW_EVIDENCE
reactome	REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.3453751007219663	-1.2441010010489704	0.0	LOW_EVIDENCE
go_bp	GOBP_HOMOLOGOUS_RECOMBINATION	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.3455148136007091	-1.2299346683153811	6.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.348031669591761	-1.2833940732361613	1.0	LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.348941517229353	-1.386408528379153	1.0	LOW_EVIDENCE
reactome	REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	1	gse111151	0	0	0	1	all_negative	-1.35916924960444	-1.35916924960444		LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_CENTRIOLE_REPLICATION	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.363477860292568	-1.265709952429084	5.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.3702366510667705	-1.2542641351293506	2.0	LOW_EVIDENCE
go_bp	GOBP_T_CELL_HOMEOSTASIS	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.3725814576360564	-1.3290219355205006	1.0	LOW_EVIDENCE
reactome	REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.380012997475859	-1.4999182573453778	4.0	LOW_EVIDENCE
go_bp	GOBP_PHOTOTRANSDUCTION	2	gse111151,gse240112	0	1	0	2	all_negative	-1.3818400663058585	-1.3818400663058585	4.0	LOW_EVIDENCE
go_bp	GOBP_DEMETHYLATION	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.3851699518235832	-1.4213768993630502	1.0	LOW_EVIDENCE
go_bp	GOBP_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS	1	gse111151	0	0	0	1	all_negative	-1.3890196196114837	-1.3890196196114837		LOW_EVIDENCE
reactome	REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.392447560489	-1.5217469695493444	3.0	LOW_EVIDENCE
go_bp	GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.3927803130786622	-1.2325468050708233	3.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_ICOSANOID_SECRETION	1	gse111151	0	0	0	1	all_negative	-1.394643066312996	-1.394643066312996		LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION	2	gse111151,gse240112	0	0	0	2	all_negative	-1.3964060995276288	-1.3964060995276288	2.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_TELOMERE_CAPPING	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.402401659289178	-1.1486419579357612	3.0	LOW_EVIDENCE
go_bp	GOBP_NUCLEOBASE_BIOSYNTHETIC_PROCESS	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.40713002450542	-1.2741958788814185	2.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	2	gse111151,gse240112	0	0	0	2	all_negative	-1.419295360699809	-1.419295360699809	1.0	LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	2	gse111151,gse240112	0	1	0	2	all_negative	-1.4196460881259358	-1.4196460881259358	2.0	LOW_EVIDENCE
go_bp	GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_POSTURE	1	gse240112	0	0	0	1	all_negative	-1.4277619094086371	-1.4277619094086371		LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.436588620013437	-1.2761602599352997	1.0	LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.441114207649003	-1.242437444300064	1.0	LOW_EVIDENCE
go_bp	GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.450231456870344	-1.244839383639081	2.0	LOW_EVIDENCE
go_bp	GOBP_MRNA_5_SPLICE_SITE_RECOGNITION	1	gse111151	0	0	0	1	all_negative	-1.457167040642	-1.457167040642		LOW_EVIDENCE
go_bp	GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.4625708919465008	-1.4578457379356042	4.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	3	gse111151,gse118713,gse240112	0	0	0	3	all_negative	-1.4631675041154415	-1.2700120095676393	2.0	LOW_EVIDENCE
go_bp	GOBP_ALANINE_TRANSPORT	1	gse111151	0	0	0	1	all_negative	-1.4700447365795024	-1.4700447365795024		LOW_EVIDENCE
go_bp	GOBP_AGGREPHAGY	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.4922528666905288	-1.4114065697737341	0.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.4924535274333266	-1.420912162690544	10.0	LOW_EVIDENCE
go_bp	GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.4952754436277027	-1.4357372658792402	1.0	LOW_EVIDENCE
reactome	REACTOME_GLUCURONIDATION	1	gse111151	0	1	0	1	all_negative	-1.5036057581157831	-1.5036057581157831		LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	3	gse111151,gse118713,gse240112	0	1	0	3	all_negative	-1.5050340574044871	-1.3890752704281397	1.0	LOW_EVIDENCE
hallmark	HALLMARK_INTERFERON_GAMMA_RESPONSE	3	gse111151,gse118713,gse240112	3	3	1	2	mixed	-1.3976459346361438	-0.7324922381348976	3.0	MIXED
go_bp	GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION	3	gse111151,gse118713,gse240112	2	2	2	1	mixed	1.6731697955574794	0.9021040543741483	1.0	MIXED
go_bp	GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	3	gse111151,gse118713,gse240112	2	2	2	1	mixed	1.657884836346276	0.6833852750885342	0.0	MIXED
go_bp	GOBP_CARDIAC_VENTRICLE_DEVELOPMENT	3	gse111151,gse118713,gse240112	2	2	2	1	mixed	1.6501028999168812	0.7129458909629912	0.0	MIXED
go_bp	GOBP_REGULATION_OF_PROTEIN_DEPOLYMERIZATION	3	gse111151,gse118713,gse240112	2	2	2	1	mixed	1.6400960972934095	0.871660936777323	2.0	MIXED
hallmark	HALLMARK_HEDGEHOG_SIGNALING	3	gse111151,gse118713,gse240112	2	2	2	1	mixed	1.6173876460352157	0.7998982987782942	0.0	MIXED
go_bp	GOBP_RESPONSE_TO_RETINOIC_ACID	3	gse111151,gse118713,gse240112	2	2	2	1	mixed	1.557893681875433	0.6714780858155242	1.0	MIXED
go_bp	GOBP_HEART_MORPHOGENESIS	3	gse111151,gse118713,gse240112	2	2	2	1	mixed	1.5372940526789096	0.6905069249842102	0.0	MIXED
go_bp	GOBP_PROTEIN_DEPOLYMERIZATION	3	gse111151,gse118713,gse240112	2	2	2	1	mixed	1.5367966575604548	0.7618294442222747	2.0	MIXED
go_bp	GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION	3	gse111151,gse118713,gse240112	2	2	2	1	mixed	1.5350592047754124	0.6225788644171221	0.0	MIXED
go_bp	GOBP_REGULATION_OF_NEURON_DIFFERENTIATION	3	gse111151,gse118713,gse240112	2	3	2	1	mixed	1.528831904131687	0.6002730615887385	0.0	MIXED
go_bp	GOBP_RESPONSE_TO_BACTERIUM	3	gse111151,gse118713,gse240112	2	3	2	1	mixed	1.4947805542748511	0.5935233752048029	2.0	MIXED
go_bp	GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	3	gse111151,gse118713,gse240112	2	2	2	1	mixed	1.2007391375466494	0.3869275253248854	0.0	MIXED
go_bp	GOBP_ORGANIC_ACID_TRANSPORT	3	gse111151,gse118713,gse240112	2	2	2	1	mixed	1.1787214060126354	0.42301898336587596	0.0	MIXED
go_bp	GOBP_ORGAN_GROWTH	3	gse111151,gse118713,gse240112	2	2	2	1	mixed	1.1138795215585269	0.3070049205584799	0.0	MIXED
go_bp	GOBP_VIRAL_PROCESS	3	gse111151,gse118713,gse240112	2	2	2	1	mixed	1.0791218253773718	0.4155083305373302	2.0	MIXED
go_bp	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	3	gse111151,gse118713,gse240112	2	2	2	1	mixed	1.072822258611046	0.3447308208789821	0.0	MIXED
reactome	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	3	gse111151,gse118713,gse240112	2	2	2	1	mixed	0.689814394643991	0.16755709584421133	22.0	MIXED
go_bp	GOBP_ORGANIC_ANION_TRANSPORT	3	gse111151,gse118713,gse240112	2	2	1	2	mixed	-1.1790585166901653	-0.3732547968379005	5.0	MIXED
hallmark	HALLMARK_INTERFERON_ALPHA_RESPONSE	3	gse111151,gse118713,gse240112	2	3	1	2	mixed	-1.416361288469055	-0.85754709721482	1.0	MIXED
go_bp	GOBP_MEIOSIS_I_CELL_CYCLE_PROCESS	3	gse111151,gse118713,gse240112	2	2	1	2	mixed	-1.5950600085392477	-0.7829684629428147	5.0	MIXED
reactome	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	3	gse111151,gse118713,gse240112	2	3	1	2	mixed	-1.6890851282377553	-0.8331075022012145	3.0	MIXED
go_bp	GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION	3	gse111151,gse118713,gse240112	2	2	1	2	mixed	-1.713076619242796	-0.9502896201548344	1.0	MIXED
go_bp	GOBP_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY	3	gse111151,gse118713,gse240112	2	2	1	2	mixed	-1.7681593050489752	-0.914712138911698	2.0	MIXED
go_bp	GOBP_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	3	gse111151,gse118713,gse240112	1	2	2	1	mixed	1.6353914969046417	0.8580903943460992	0.0	MIXED
go_bp	GOBP_POSITIVE_REGULATION_OF_COAGULATION	3	gse111151,gse118713,gse240112	1	2	2	1	mixed	1.6314468864049596	0.8082724182234129	2.0	MIXED
go_bp	GOBP_DORSAL_VENTRAL_PATTERN_FORMATION	3	gse111151,gse118713,gse240112	1	2	2	1	mixed	1.605783713955354	0.766360612306289	0.0	MIXED
go_bp	GOBP_CELL_FATE_DETERMINATION	3	gse111151,gse118713,gse240112	1	3	2	1	mixed	1.5938905915738737	0.5237903727792123	0.0	MIXED
go_bp	GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	3	gse111151,gse118713,gse240112	1	2	2	1	mixed	1.561096074681655	0.8562929379456504	2.0	MIXED
go_bp	GOBP_RESPONSE_TO_AMYLOID_BETA	3	gse111151,gse118713,gse240112	1	2	2	1	mixed	1.545065610874633	0.7474257219992827	0.0	MIXED
go_bp	GOBP_REGULATION_OF_TISSUE_REMODELING	3	gse111151,gse118713,gse240112	1	2	2	1	mixed	1.5394898133884345	0.7420834198470855	3.0	MIXED
go_bp	GOBP_CELLULAR_RESPONSE_TO_AMYLOID_BETA	3	gse111151,gse118713,gse240112	1	2	2	1	mixed	1.5326074835786136	0.8393830925412838	0.0	MIXED
reactome	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	3	gse111151,gse118713,gse240112	1	2	2	1	mixed	1.5036326642921305	0.5884904934684954	2.0	MIXED
go_bp	GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER	3	gse111151,gse118713,gse240112	1	1	2	1	mixed	1.498090710481971	0.7583761825810237	0.0	MIXED
go_bp	GOBP_SPINAL_CORD_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	2	2	1	mixed	1.476393385813472	0.6163371248936382	0.0	MIXED
go_bp	GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	3	gse111151,gse118713,gse240112	1	1	2	1	mixed	1.473996390616657	0.7372368893096825	0.0	MIXED
go_bp	GOBP_REGULATION_OF_JUN_KINASE_ACTIVITY	3	gse111151,gse118713,gse240112	1	2	2	1	mixed	1.46849852995826	0.7073901595546926	1.0	MIXED
go_bp	GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_CHEMICAL_HOMEOSTASIS	3	gse111151,gse118713,gse240112	1	2	2	1	mixed	1.4663054932314985	0.7164265799542422	0.0	MIXED
go_bp	GOBP_SYMBIONT_ENTRY_INTO_HOST	3	gse111151,gse118713,gse240112	1	2	2	1	mixed	1.4531248220151112	0.7385647619979125	1.0	MIXED
go_bp	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	3	gse111151,gse118713,gse240112	1	2	2	1	mixed	1.4486581400589087	0.7686818656472904	3.0	MIXED
go_bp	GOBP_STEM_CELL_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	2	2	1	mixed	1.4247556295799424	0.6155076026101037	0.0	MIXED
go_bp	GOBP_JNK_CASCADE	3	gse111151,gse118713,gse240112	1	2	2	1	mixed	1.4225942015520636	0.6575111181020007	3.0	MIXED
go_bp	GOBP_EMBRYONIC_HEART_TUBE_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	2	2	1	mixed	1.4165302405171074	0.5863380162465929	0.0	MIXED
reactome	REACTOME_DISEASES_OF_IMMUNE_SYSTEM	3	gse111151,gse118713,gse240112	1	1	2	1	mixed	1.414150023523543	0.6416701053979927	1.0	MIXED
go_bp	GOBP_LEUKOCYTE_MIGRATION	3	gse111151,gse118713,gse240112	1	2	2	1	mixed	1.4041546426406977	0.5396031822680979	0.0	MIXED
