collection	pathway	datasets_tested	datasets_tested_names	datasets_FDR05	datasets_nominal	NES_positive_count	NES_negative_count	direction_consistency	median_NES	mean_NES	leading_edge_overlap	consensus_category
reactome	REACTOME_SYNDECAN_INTERACTIONS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.7903110659445505	1.5671902964269655	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.759806982527042	1.7578621864624502	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.7410183933727978	1.6551208596486973	3.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.7216518225589763	1.6680129947797948	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.7079392748328248	1.6788770303592777	2.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_INTERLEUKIN_10_SIGNALING	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.7036848441344714	1.587962912574085	0.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_SIGNALING_BY_MET	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6997565098900134	1.520000213070402	7.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6978551698431572	1.5901178657783603	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.6898321458773005	1.6776495332150814	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_RETINAL_GANGLION_CELL_AXON_GUIDANCE	2	gse111151,gse240112	1	2	2	0	all_positive	1.6894467682417815	1.6894467682417815	3.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_MESENCHYMAL_CELL_PROLIFERATION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.684562683514376	1.7485581546464732	5.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6783675651871246	1.4489779580466067	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	2	gse111151,gse240112	1	2	2	0	all_positive	1.67610609785951	1.67610609785951	6.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_ELASTIC_FIBRE_FORMATION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.6727349785725196	1.7683205422017085	7.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_SECONDARY_PALATE_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.6725983572973102	1.6914886052963116	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6639484105990563	1.5716798842641626	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_BRANCH_ELONGATION_OF_AN_EPITHELIUM	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6626924875258149	1.587621842831082	3.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CHONDROCYTE_PROLIFERATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6626046733344173	1.6424168515300652	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.6554075348833042	1.6253998762161717	7.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.6550280740591268	1.6567412855050978	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_METANEPHROS_MORPHOGENESIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6543124449476356	1.526966197049975	1.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_EPITHELIAL_TUBE_BRANCHING_INVOLVED_IN_LUNG_MORPHOGENESIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6463753776623309	1.5431990129017965	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_RESPIRATORY_BURST	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6445328824545524	1.4442484867831038	2.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6433451203640068	1.5535694357038532	6.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_VASOCONSTRICTION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.6410116923750837	1.6281256315795762	4.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.6408179817949955	1.6815824954846397	10.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6392456760112184	1.5836228872173876	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6358263199803245	1.5576049465486295	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_MUSCLE_HYPERTROPHY	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6339528299946282	1.4530107208899048	3.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6323221758836084	1.4720269540131188	3.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_DOPAMINERGIC_NEURON_DIFFERENTIATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6318402109181036	1.5249913014767058	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_PROTEIN_KINASE_C_SIGNALING	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.63154281934878	1.4862888711987192	0.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6308322776662996	1.5818795570337862	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.629093919074208	1.6053103032461629	3.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.62629608087399	1.6318982139440745	9.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_ORGAN_INDUCTION	2	gse111151,gse240112	1	2	2	0	all_positive	1.6262782406973626	1.6262782406973626	1.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSPORT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6253551424969517	1.6927533936849264	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NON_CANONICAL_WNT_SIGNALING_PATHWAY	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.6245690223647733	1.7342939835135438	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_PITUITARY_GLAND_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6229744297662374	1.5677712297185902	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_HETEROTYPIC_CELL_CELL_ADHESION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.620432059226507	1.6409380157083462	7.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_EPHRIN_SIGNALING	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6165295572661833	1.6170405086886188	1.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_INVOLVED_IN_INFLAMMATORY_RESPONSE	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6139961711798514	1.5064936682005854	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6090101680782236	1.5716328240124957	3.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6047321602418874	1.5241373210225342	3.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CARDIAC_CONDUCTION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6033983534223433	1.5454689404665058	7.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.6033487775878126	1.548338882037294	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_SMOOTH_MUSCLE_CELL_MIGRATION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.6025203889427952	1.5962201212434382	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CELL_FATE_COMMITMENT_INVOLVED_IN_FORMATION_OF_PRIMARY_GERM_LAYER	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6022165417686092	1.5092769854665917	3.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.6008143857144443	1.5512735564540219	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_PROTEIN_HYDROXYLATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5991963056544911	1.3969819971797086	2.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.5968991538193436	1.6372277492663834	1.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	2	gse111151,gse240112	1	2	2	0	all_positive	1.5964228779294891	1.5964228779294891	3.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5962527204183568	1.496137668521128	9.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_MIRNA_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5955555410806477	1.4966878815862044	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.5945355661350389	1.7370944823035048	6.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.5937800820553818	1.6420356378646492	8.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_COLLAGEN_FORMATION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.5902976881068578	1.6951883622167916	8.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_SUPEROXIDE_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5882136061819456	1.4537564093029942	2.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5879701044272103	1.5664774781778792	3.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_SUPEROXIDE_ANION_GENERATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.587500252535344	1.4745402177812992	1.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_ACTION_POTENTIAL	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.5840939338201443	1.551053538241618	6.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.5795014009537844	1.6553544306919326	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_C21_STEROID_HORMONE_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5790440823096872	1.6211435327615487	1.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.57854951432975	1.5082366086539991	3.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.578454993124028	1.5954100291256672	1.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_PEPTIDYL_THREONINE_MODIFICATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.574049951603494	1.4748810259182845	10.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.573651559480029	1.3739024664723516	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_ENDOCARDIAL_CUSHION_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.5733338370442502	1.6066778476754389	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_SUBSTRATE_DEPENDENT_CELL_MIGRATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5707393482790144	1.4037593199320557	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CHONDROITIN_SULFATE_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5700162800654005	1.5345665350710271	3.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5661999543418883	1.554419647859503	3.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_VENTRICULAR_SEPTUM_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5614104152931347	1.5177722853269702	5.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_SENSORY_PERCEPTION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.561253275724558	1.3858473526524613	8.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_TYPE_B_PANCREATIC_CELL_DIFFERENTIATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.55945326354935	1.5349353726835304	0.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5566073911479144	1.4362266884637904	6.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.5561756345263649	1.7106032071339017	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_LEARNING	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5536821476335752	1.5014609805347368	6.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_MIRNA_TRANSCRIPTION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.551947620866389	1.4984416442819224	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_MIRNA_TRANSCRIPTION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5507720848862487	1.5679843881134559	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5488969357246525	1.4420731967707916	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_COLLAGEN_CATABOLIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5487087173779486	1.464287299121889	1.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_CELL_MATRIX_ADHESION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5470511996300027	1.431614993377271	8.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_HORMONE_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.5467523672085135	1.5257762802333525	6.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5409957133747298	1.563276832754191	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_MESONEPHRIC_TUBULE_MORPHOGENESIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5406534238128056	1.500467592724436	3.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.538049032326511	1.5800971393946668	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.5379441670946794	1.613751073997195	6.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_TERPENOID_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5297081979363902	1.5108611654284967	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CHEMOKINE_PRODUCTION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5294775890074022	1.4526011074092786	7.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5265033180268943	1.51063955517225	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_ASTROCYTE_DIFFERENTIATION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.5260555001997858	1.587490848016919	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.52424338987699	1.5641860689315112	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_EMBRYONIC_PLACENTA_MORPHOGENESIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5214409817231516	1.4902613322074467	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.5191346848780596	1.4961378420303972	7.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5187972083255663	1.5418231167130483	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_MUSCLE_ADAPTATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.51848349808761	1.4933997662029614	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_DITERPENOID_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5154756017504216	1.505513594465163	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_MUSCLE_ADAPTATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5146289436225029	1.4161562770779692	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.5138378429770631	1.6705020813298515	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.5094824596159238	1.519789700695591	15.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_VISUAL_PHOTOTRANSDUCTION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5092569265210782	1.5577331216375414	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_HORMONE_BIOSYNTHETIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5070277279137425	1.5901848761423103	1.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_MUSCLE_CONTRACTION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.5050831899333623	1.506434105706781	8.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_HEART_FORMATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.5045962822279673	1.4608282661890035	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.502083763366867	1.540617593487781	7.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.494557691937191	1.3373208180624674	11.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_RENAL_TUBULE_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.491849771026032	1.5631520647435162	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_PANCREAS_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4911530022583788	1.6725397660771215	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_ARTERY_MORPHOGENESIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.486542776886427	1.555323984478437	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.4861448301732756	1.5469388784577411	7.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_GLIOGENESIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4831937480153166	1.5724022070590056	6.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_PHARYNGEAL_SYSTEM_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4816842099348344	1.4598456806182434	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4794550734430407	1.4608028362471481	7.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_LUNG_MORPHOGENESIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4762598582291686	1.524160494297411	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.475680494295114	1.4696084366820836	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_ISOPRENOID_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4716928596187624	1.3375189079416927	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_EPITHELIAL_CELL_DIFFERENTIATION	2	gse118713,gse240112	1	2	2	0	all_positive	1.4715514887057752	1.4715514887057752	62.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEUROINFLAMMATORY_RESPONSE	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4714050762171007	1.3748707824316035	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_RESPONSE_TO_MUSCLE_STRETCH	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4704470501327864	1.5446564772096913	2.0	DIRECTIONAL_CONSENSUS
hallmark	HALLMARK_ANDROGEN_RESPONSE	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4670086174532797	1.4621108390597286	7.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_HORMONE_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4668734003635835	1.5999521427780525	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_KIDNEY_MORPHOGENESIS	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.4631059923457888	1.5845704877677307	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSTSYNAPSE_ORGANIZATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4594786401634756	1.453092822539557	8.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_INNER_EAR_MORPHOGENESIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4580995138183128	1.548055453233508	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4568003724176002	1.5188759892983243	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEUROBLAST_PROLIFERATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4558684984622932	1.4007721002095606	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4545764201300733	1.465777841031918	7.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.4530693594198196	1.4547819394028056	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_CELL_MORPHOGENESIS	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.4457335218539638	1.4068535540273162	8.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_ANIMAL_ORGAN_FORMATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4453441038475026	1.4490930307631877	4.0	DIRECTIONAL_CONSENSUS
