sample_id	patient	condition	pc	coordinate	variance_explained_fraction
Tumor_08_Control	Tumor_08	Control	PC17	-8.415693819002861	0.002495059927684848
Tumor_08_Control	Tumor_08	Control	PC18	-2.6109953146824356	0.002097843106014032
Tumor_08_Control	Tumor_08	Control	PC19	1.395918942404394	0.0017461893343989024
Tumor_08_Control	Tumor_08	Control	PC20	4.1622267783227226e-14	3.5201964713285813e-31
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC1	-53.1970923463167	0.27643095563226966
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC2	21.795420667556904	0.18404212207352638
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC3	41.03278048322261	0.09843742107928984
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC4	24.590661237624683	0.0858769334995349
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC5	3.5334171807124153	0.07149985330585715
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC6	-2.547405050521965	0.06911430523598003
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC7	-13.905678942440492	0.058768003021911853
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC8	-2.3519975279750436	0.04432286151058951
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC9	6.26454704184492	0.040859587808006546
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC10	3.901447835430456	0.024747256159159507
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC11	-5.745941479255552	0.015335122261083719
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC12	3.3948377908484	0.007874333700359039
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC13	-6.910546154807581	0.005533073337777701
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC14	-1.6925226212528908	0.0041645278676772195
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC15	-3.27438969249921	0.0037752758488097653
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC16	-0.7696956339586594	0.002879275290069296
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC17	8.68699866812054	0.002495059927684848
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC18	2.9061262355561346	0.002097843106014032
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC19	-1.3411483163561835	0.0017461893343989024
Tumor_08_Tamoxifen	Tumor_08	Tamoxifen	PC20	4.162226778322726e-14	3.5201964713285813e-31
Tumor_09_Control	Tumor_09	Control	PC1	-20.914594539664765	0.27643095563226966
Tumor_09_Control	Tumor_09	Control	PC2	-26.032621264041964	0.18404212207352638
Tumor_09_Control	Tumor_09	Control	PC3	-8.624256920671177	0.09843742107928984
Tumor_09_Control	Tumor_09	Control	PC4	-14.846730844387809	0.0858769334995349
Tumor_09_Control	Tumor_09	Control	PC5	-11.429783291877914	0.07149985330585715
Tumor_09_Control	Tumor_09	Control	PC6	6.450228762313993	0.06911430523598003
Tumor_09_Control	Tumor_09	Control	PC7	2.5912703961143104	0.058768003021911853
Tumor_09_Control	Tumor_09	Control	PC8	-19.480830249624045	0.04432286151058951
Tumor_09_Control	Tumor_09	Control	PC9	31.489920705297866	0.040859587808006546
Tumor_09_Control	Tumor_09	Control	PC10	1.5710157704423968	0.024747256159159507
Tumor_09_Control	Tumor_09	Control	PC11	5.878399042940919	0.015335122261083719
Tumor_09_Control	Tumor_09	Control	PC12	-0.2795203629096368	0.007874333700359039
Tumor_09_Control	Tumor_09	Control	PC13	3.187898956274377	0.005533073337777701
Tumor_09_Control	Tumor_09	Control	PC14	-2.185831247602659	0.0041645278676772195
Tumor_09_Control	Tumor_09	Control	PC15	-4.5239591705339555	0.0037752758488097653
Tumor_09_Control	Tumor_09	Control	PC16	0.9852892716346138	0.002879275290069296
Tumor_09_Control	Tumor_09	Control	PC17	3.4254876824080123	0.002495059927684848
Tumor_09_Control	Tumor_09	Control	PC18	-8.030436387056671	0.002097843106014032
Tumor_09_Control	Tumor_09	Control	PC19	2.2872531168145254	0.0017461893343989024
Tumor_09_Control	Tumor_09	Control	PC20	4.162226778322726e-14	3.5201964713285813e-31
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC1	-16.898421334340934	0.27643095563226966
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC2	-27.406064860291846	0.18404212207352638
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC3	-11.053756681927393	0.09843742107928984
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC4	-17.070382349781127	0.0858769334995349
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC5	-8.933294325284393	0.07149985330585715
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC6	4.912099872923375	0.06911430523598003
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC7	1.283953437038715	0.058768003021911853
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC8	-18.953811786193377	0.04432286151058951
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC9	31.666987982059062	0.040859587808006546
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC10	-2.207463672532644	0.024747256159159507
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC11	-2.283556527982723	0.015335122261083719
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC12	-1.837774043075134	0.007874333700359039
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC13	-3.1829843259109514	0.005533073337777701
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC14	2.058891902993881	0.0041645278676772195
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC15	3.6704920540757917	0.0037752758488097653
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC16	-1.430023952030944	0.002879275290069296
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC17	-3.903843617442383	0.002495059927684848
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC18	8.25555455901053	0.002097843106014032
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC19	-2.2606224990088433	0.0017461893343989024
Tumor_09_Tamoxifen	Tumor_09	Tamoxifen	PC20	4.1622267783227295e-14	3.5201964713285813e-31
Tumor_10_Control	Tumor_10	Control	PC1	24.73930848943505	0.27643095563226966
Tumor_10_Control	Tumor_10	Control	PC2	-45.244596895177004	0.18404212207352638
Tumor_10_Control	Tumor_10	Control	PC3	13.033982582106232	0.09843742107928984
Tumor_10_Control	Tumor_10	Control	PC4	-9.240761135365101	0.0858769334995349
Tumor_10_Control	Tumor_10	Control	PC5	1.866888003256466	0.07149985330585715
Tumor_10_Control	Tumor_10	Control	PC6	-23.25756166972346	0.06911430523598003
Tumor_10_Control	Tumor_10	Control	PC7	-11.82221566024764	0.058768003021911853
Tumor_10_Control	Tumor_10	Control	PC8	-17.32801833850017	0.04432286151058951
Tumor_10_Control	Tumor_10	Control	PC9	-24.095540052139658	0.040859587808006546
Tumor_10_Control	Tumor_10	Control	PC10	3.8045210316120848	0.024747256159159507
Tumor_10_Control	Tumor_10	Control	PC11	10.746248089431564	0.015335122261083719
Tumor_10_Control	Tumor_10	Control	PC12	-15.468895187111075	0.007874333700359039
Tumor_10_Control	Tumor_10	Control	PC13	-5.7861311469195575	0.005533073337777701
Tumor_10_Control	Tumor_10	Control	PC14	0.9574114562036066	0.0041645278676772195
Tumor_10_Control	Tumor_10	Control	PC15	-1.7910422638863315	0.0037752758488097653
Tumor_10_Control	Tumor_10	Control	PC16	-0.9295591164488728	0.002879275290069296
Tumor_10_Control	Tumor_10	Control	PC17	0.8184669444630903	0.002495059927684848
Tumor_10_Control	Tumor_10	Control	PC18	-0.062131526770341464	0.002097843106014032
Tumor_10_Control	Tumor_10	Control	PC19	-0.1711077919410909	0.0017461893343989024
Tumor_10_Control	Tumor_10	Control	PC20	4.162226778322716e-14	3.5201964713285813e-31
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC1	20.81030760859714	0.27643095563226966
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC2	-52.30906923644302	0.18404212207352638
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC3	11.879618456680976	0.09843742107928984
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC4	-8.17504900112895	0.0858769334995349
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC5	-2.471025892884057	0.07149985330585715
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC6	-17.16843089658251	0.06911430523598003
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC7	-9.298734656990005	0.058768003021911853
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC8	-18.56217008664997	0.04432286151058951
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC9	-18.40440390519274	0.040859587808006546
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC10	4.080116003206376	0.024747256159159507
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC11	-12.0107141561077	0.015335122261083719
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC12	17.183641703720845	0.007874333700359039
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC13	4.457261707288716	0.005533073337777701
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC14	-1.4407816539915246	0.0041645278676772195
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC15	1.607359284572555	0.0037752758488097653
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC16	0.4708628812069159	0.002879275290069296
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC17	-1.0826477836107022	0.002495059927684848
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC18	-0.391680043493372	0.002097843106014032
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC19	-0.07090949512132848	0.0017461893343989024
Tumor_10_Tamoxifen	Tumor_10	Tamoxifen	PC20	4.162226778322733e-14	3.5201964713285813e-31
