track	n_patient_pairs	n_pseudobulk_samples	n_genes_before_filterByExpr	n_genes_after_filterByExpr	normalization_method	de_method	design_formula	contrast	residual_df
track_a_epithelial	10	20	33538	17987	TMM	edgeR glmQLFit/glmQLFTest	~ patient + treatment	Tamoxifen vs Control	9
