sample_id_1	sample_id_2	correlation
Tumor_01_Tamoxifen	Tumor_08_Control	0.9344498795406291
Tumor_02_Control	Tumor_08_Control	0.9284498960486962
Tumor_02_Tamoxifen	Tumor_08_Control	0.9265955372485755
Tumor_03_Control	Tumor_08_Control	0.9365391141117609
Tumor_03_Tamoxifen	Tumor_08_Control	0.9357273088905372
Tumor_04_Control	Tumor_08_Control	0.8982620463495765
Tumor_04_Tamoxifen	Tumor_08_Control	0.8816140614913646
Tumor_05_Control	Tumor_08_Control	0.92437507984615
Tumor_05_Tamoxifen	Tumor_08_Control	0.9165738137217555
Tumor_06_Control	Tumor_08_Control	0.9361101798522875
Tumor_06_Tamoxifen	Tumor_08_Control	0.9296963032281945
Tumor_07_Control	Tumor_08_Control	0.9310867402560087
Tumor_07_Tamoxifen	Tumor_08_Control	0.9307830960937341
Tumor_08_Control	Tumor_08_Control	1.0
Tumor_08_Tamoxifen	Tumor_08_Control	0.9593654822814939
Tumor_09_Control	Tumor_08_Control	0.9322203655488656
Tumor_09_Tamoxifen	Tumor_08_Control	0.9327722289194634
Tumor_10_Control	Tumor_08_Control	0.9133952664685981
Tumor_10_Tamoxifen	Tumor_08_Control	0.9061249763937784
Tumor_01_Control	Tumor_08_Tamoxifen	0.9333210625814905
Tumor_01_Tamoxifen	Tumor_08_Tamoxifen	0.9315264735605677
Tumor_02_Control	Tumor_08_Tamoxifen	0.9300137930716285
Tumor_02_Tamoxifen	Tumor_08_Tamoxifen	0.9297992162618731
Tumor_03_Control	Tumor_08_Tamoxifen	0.935788905262244
Tumor_03_Tamoxifen	Tumor_08_Tamoxifen	0.9378660152856192
Tumor_04_Control	Tumor_08_Tamoxifen	0.8997099590833415
Tumor_04_Tamoxifen	Tumor_08_Tamoxifen	0.8816431636127618
Tumor_05_Control	Tumor_08_Tamoxifen	0.9197347649235901
Tumor_05_Tamoxifen	Tumor_08_Tamoxifen	0.9106544682021805
Tumor_06_Control	Tumor_08_Tamoxifen	0.9332915972977831
Tumor_06_Tamoxifen	Tumor_08_Tamoxifen	0.9277206902922813
Tumor_07_Control	Tumor_08_Tamoxifen	0.9307785727766632
Tumor_07_Tamoxifen	Tumor_08_Tamoxifen	0.9330656387424993
Tumor_08_Control	Tumor_08_Tamoxifen	0.9593654822814939
Tumor_08_Tamoxifen	Tumor_08_Tamoxifen	1.0
Tumor_09_Control	Tumor_08_Tamoxifen	0.9335508872209456
Tumor_09_Tamoxifen	Tumor_08_Tamoxifen	0.933839238615002
Tumor_10_Control	Tumor_08_Tamoxifen	0.9086530722810618
Tumor_10_Tamoxifen	Tumor_08_Tamoxifen	0.9056109238600726
Tumor_01_Control	Tumor_09_Control	0.9382668814281768
Tumor_01_Tamoxifen	Tumor_09_Control	0.937032320257275
Tumor_02_Control	Tumor_09_Control	0.9423877440000834
Tumor_02_Tamoxifen	Tumor_09_Control	0.9393082395356307
Tumor_03_Control	Tumor_09_Control	0.943121702366968
Tumor_03_Tamoxifen	Tumor_09_Control	0.9451032735637374
Tumor_04_Control	Tumor_09_Control	0.9072898358779204
Tumor_04_Tamoxifen	Tumor_09_Control	0.8881163929599981
Tumor_05_Control	Tumor_09_Control	0.9274073972790017
Tumor_05_Tamoxifen	Tumor_09_Control	0.9203746498277439
Tumor_06_Control	Tumor_09_Control	0.9453616873507869
Tumor_06_Tamoxifen	Tumor_09_Control	0.9429695466513163
Tumor_07_Control	Tumor_09_Control	0.9375239719903575
Tumor_07_Tamoxifen	Tumor_09_Control	0.9377366400562214
Tumor_08_Control	Tumor_09_Control	0.9322203655488656
Tumor_08_Tamoxifen	Tumor_09_Control	0.9335508872209456
Tumor_09_Control	Tumor_09_Control	1.0
Tumor_09_Tamoxifen	Tumor_09_Control	0.9670075528408366
Tumor_10_Control	Tumor_09_Control	0.92296039008047
Tumor_10_Tamoxifen	Tumor_09_Control	0.918945309866798
Tumor_01_Control	Tumor_09_Tamoxifen	0.9409900320559539
Tumor_01_Tamoxifen	Tumor_09_Tamoxifen	0.9392151241454652
Tumor_02_Control	Tumor_09_Tamoxifen	0.9435905117713177
Tumor_02_Tamoxifen	Tumor_09_Tamoxifen	0.9410600136794863
Tumor_03_Control	Tumor_09_Tamoxifen	0.9437469393998644
