label	n_samples	n_genes_before_filterByExpr	n_genes_after_filterByExpr	normalization_method	de_method	design_formula	contrast	residual_df
epithelial_RT_vs_PT	6	27161	20266	TMM	edgeR glmQLFit/glmQLFTest	~ group	RT vs PT (RT - PT), unpaired	4
