	PT	RT
AURKA_module1	0.1372433014320423	-0.13829408232535442
CASP3_module1	0.08453248247653172	-0.048616399394484464
ERBB2_module1	-0.09541110183250752	0.07299531681489581
ESR1_module1	0.043779388264999816	-0.0067845553841366715
PLAU_module1	-0.031799433134291	0.004678314713055747
STAT1_module1	0.224470147442603	-0.1712764803063845
TR_module1	-1.486567551148223	1.031620565945082
VEGF_module1	-0.06711738997018897	0.029722276168286342
