figure_name	scientific_question	analysis_status	post_freeze	render_module	wrapper_script	gse118713_contrast	significance_threshold_fdr	n_significant_candidate_points	source_gse118713	source_gse111151	source_gse240112	source_gse245601	n_genes_gse118713	n_genes_gse111151	n_genes_gse240112	n_genes_gse245601	sha256_png	sha256_pdf	sha256_svg
poster_candidate_volcano_v1	How many of the 16 candidate gene-dataset combinations are actually significant?	post_freeze_exploratory	yes	src/poster_candidate_volcano_v1.py	scripts/poster/02b_candidate_volcano.py	TAMR_vs_MCF7	0.05	2	results/tables/gse118713_differential_expression_unredacted.tsv.gz	results/tables/gse111151/genomewide_de.tsv.gz	results/tables/gse240112_pseudobulk/tumor_cell_genomewide_de.tsv.gz	results/tables/gse245601_pseudobulk/track_a_genomewide_de.tsv.gz	14838	27418	18428	17987	59bad0e86c16db1e550f608b77be92c54a35a0ef3460a5615b0ff5030d7ad55f	502c8549d4ce5152e612c8020124a2588902659d2a31a14142e77f700c60be17	8cfd87107401d4bf7041dbd9d2e05deb7ebc215eb870a62a641157500e5dff57
