total_fitted_genes	fdr_threshold	n_passing	threshold_band	branch_decision	labels_input_path	labels_file_sha256
19103	0.1	28	10-29	continuous_modelling_only	data/processed/labels.parquet	f296505647262a01dc8728ea82ff1a8e7b8984906bcb242d4704dc105faaa3a0
