n_crispr_hits_total	n_mapped_unique_and_filtered	n_mapped_unique_but_filtered_out	n_mapping_ambiguous	n_mapping_unmatched	n_de_gap_historically_blinded	n_de_available	n_tamr_vs_mcf7_fdr_lt_0_05	n_tamr_vs_fasr_fdr_lt_0_05	n_significant_in_both_comparisons	n_de_available_up_in_tamr_vs_mcf7	n_de_available_down_in_tamr_vs_mcf7	n_de_available_up_in_tamr_vs_fasr	n_de_available_down_in_tamr_vs_fasr
28	27	1	0	0	0	27	6	16	4	15	12	18	9
