transcripts_in	gene_ids_out	rows_in	rows_out	rows_lost	transcript_to_gene_collapse_count	missing_symbol_count	ambiguous_symbol_count	resolved_symbol_count	tpm_conserved_all_samples	transformation	source_path	source_sha256	output_path	output_sha256	MCF7_Rep1_tpm_total_before	MCF7_Rep1_tpm_total_after	MCF7_Rep2_tpm_total_before	MCF7_Rep2_tpm_total_after	MCF7_Rep3_tpm_total_before	MCF7_Rep3_tpm_total_after	TAMR_Rep1_tpm_total_before	TAMR_Rep1_tpm_total_after	TAMR_Rep2_tpm_total_before	TAMR_Rep2_tpm_total_after	TAMR_Rep3_tpm_total_before	TAMR_Rep3_tpm_total_after	FASR_Rep1_tpm_total_before	FASR_Rep1_tpm_total_after	FASR_Rep2_tpm_total_before	FASR_Rep2_tpm_total_after	FASR_Rep3_tpm_total_before	FASR_Rep3_tpm_total_after
196327	60155	196327	60155	0	136172	0	0	60155	True	sum transcript TPM by unversioned Ensembl gene ID, per replicate column; group-mean columns excluded	/ibex/scratch/aljaroaa/tamoxifen-data/rnaseq/GSE118713_TRANSCRIPT_TAMR_FASR_MCF7_expression_data.tsv.gz	d72f12a2c69d244c274ab6802a089510a07477a93a1ca02a47a062ee0e73521e	data/processed/gse118713_gene_tpm.parquet	82e9d8c0a6eb7eded61463963e00f36515825aeb25c04775db977389d8b26bb9	989116.0	989116.0	987489.23	987489.2300000001	995825.2200000001	995825.22	993936.9899999999	993936.99	991962.02	991962.02	994857.17	994857.17	982799.1799999999	982799.18	969679.57	969679.57	986358.4700000001	986358.4700000001
