files_read	rows_in	rows_out	rows_lost	shared_gene_id_count	row_order_identical_across_files	duplicate_symbol_count	counts_column_used_in_output	log2cpm_column_used_in_output	log2cpm_batch_column_used_in_output	transformation	source_dir	combined_source_sha256	output_path	output_sha256	MCF-7_source_sha256	MCF-7_Tam1_source_sha256	T-47D_source_sha256	T-47D_Tam1_source_sha256	T-47D_Tam2_source_sha256	ZR-75-1_source_sha256	ZR-75-1_Tam1_source_sha256	ZR-75-1_Tam2_source_sha256	BT-474_source_sha256	BT-474_Tam1_source_sha256	BT-474_Tam2_source_sha256
11	60619	60619	0	60619	True	2201	False	True	False	published uncorrected CPM (log2) per sample, aligned by Ensembl gene ID; counts read and validated for QC only; CPM_batch (log2) read for validation only and excluded from output	/ibex/scratch/aljaroaa/tamoxifen-data/rnaseq/GSE111151	7f532be933171fd0dd00353ad722ba3052ac4ce4d9566ee38d1bf6870f220da2	data/processed/gse111151_log2cpm.parquet	4ccffb319f06b7646605c5cb3a6cf908c4049895e5d987130a13dc1f29e68385	75f2832fe429ad3cec2a95dc9ff18fb524ebf7dd2d462a9cd07b5ab20eefc89d	33f80f00f4f70644d80f732e03a86f9397fd8c89bbf2d42a9ad00a0be4be525f	7fffc56dc6113e85fa3108dff5bb96a39af5ff1cc979e2745e45bc2e748baf5a	06b6ab6b12c785b4a9e54ee5ccb5f9708e3ba2358513b4b02c621dcdf963b774	ed12f5b5af4a357e3941672605d3b3e4a43d5851d818e1020ec4b937771659b3	365649477d5797196d5b8431408f4089488f602651684d5be466091703f29e84	a0582067bc0ecc10c25926b2d1e25ae870f6b17f673d5dcc0cdfd5ddfcfb5f53	8a492c1ee44f65e4c408d8fb03da9aeb798ed746cbbc224618892f7e6b914917	d51be4deaefab087e814d6bc552ec41ea0d6e0373a8dac57e08e93fc39a382ef	8b6bd73a3a4840f246f5e8a8f0a4310555157e7ce963c19a1862dc08148aa9b5	3049d0c9e7ff8cb401feca25c5a6ac460b72ab19066972fd44f5519852de1e57
