gene_symbol	crispr_effect_size	crispr_fdr	crispr_direction	crispr_direction_description	tamr_vs_mcf7_log2fc	tamr_vs_mcf7_fdr	tamr_vs_fasr_log2fc	tamr_vs_fasr_fdr	mcf7_baseline_log2_tpm_plus1	gse118713_de_na_reason	evidence_class	evidence_class_label	primary_rna_direction	rna_pattern_description	shortlist_reason
USP34	-1.3912980676838431	0.0416851803622835	sensitising_knockout	Knockout is relatively depleted under E2+4-OHT versus E2 alone (associated with increased tamoxifen sensitivity).	0.590437436807219	0.0073136129571408	0.0195025681205152	0.911804815437693	5.109054966421399		PRIMARY_RESISTANCE_SUPPORT	negative CRISPR effect, DE available, significant TAMR_vs_MCF7 (primary resistance-expression evidence)	elevated_in_TAMR	Significant TAMR-associated expression difference vs MCF7 only (FDR<0.05, up); TAMR_vs_FASR not significant at this threshold.	Negative CRISPR effect + resistance-associated expression support (CRISPR FDR=0.0417). Significant TAMR_vs_MCF7 change (primary resistance-expression evidence): log2FC=0.59, FDR=0.00731, elevated_in_TAMR. TAMR_vs_FASR (secondary/contextual only): log2FC=0.0195, FDR=0.912. This is association evidence, not a proven resistance mechanism, and does not indicate restored tamoxifen sensitivity.
