sample_id	cnv_score_threshold	correlation_threshold	n_cells	malignant_count	malignant_fraction
Tumor_10_Control	0.03	0.4	416	0	0.0
Tumor_10_Control	0.035	0.2	416	0	0.0
Tumor_10_Control	0.035	0.225	416	0	0.0
Tumor_10_Control	0.035	0.25	416	0	0.0
Tumor_10_Control	0.035	0.275	416	0	0.0
Tumor_10_Control	0.035	0.30000000000000004	416	0	0.0
Tumor_10_Control	0.035	0.325	416	0	0.0
Tumor_10_Control	0.035	0.35000000000000003	416	0	0.0
Tumor_10_Control	0.035	0.375	416	0	0.0
Tumor_10_Control	0.035	0.4	416	0	0.0
Tumor_10_Control	0.04	0.2	416	0	0.0
Tumor_10_Control	0.04	0.225	416	0	0.0
Tumor_10_Control	0.04	0.25	416	0	0.0
Tumor_10_Control	0.04	0.275	416	0	0.0
Tumor_10_Control	0.04	0.30000000000000004	416	0	0.0
Tumor_10_Control	0.04	0.325	416	0	0.0
Tumor_10_Control	0.04	0.35000000000000003	416	0	0.0
Tumor_10_Control	0.04	0.375	416	0	0.0
Tumor_10_Control	0.04	0.4	416	0	0.0
Tumor_10_Control	0.045	0.2	416	0	0.0
Tumor_10_Control	0.045	0.225	416	0	0.0
Tumor_10_Control	0.045	0.25	416	0	0.0
Tumor_10_Control	0.045	0.275	416	0	0.0
Tumor_10_Control	0.045	0.30000000000000004	416	0	0.0
Tumor_10_Control	0.045	0.325	416	0	0.0
Tumor_10_Control	0.045	0.35000000000000003	416	0	0.0
Tumor_10_Control	0.045	0.375	416	0	0.0
Tumor_10_Control	0.045	0.4	416	0	0.0
Tumor_10_Control	0.05	0.2	416	0	0.0
Tumor_10_Control	0.05	0.225	416	0	0.0
Tumor_10_Control	0.05	0.25	416	0	0.0
Tumor_10_Control	0.05	0.275	416	0	0.0
Tumor_10_Control	0.05	0.30000000000000004	416	0	0.0
Tumor_10_Control	0.05	0.325	416	0	0.0
Tumor_10_Control	0.05	0.35000000000000003	416	0	0.0
Tumor_10_Control	0.05	0.375	416	0	0.0
Tumor_10_Control	0.05	0.4	416	0	0.0
Tumor_10_Tamoxifen	0.0	0.2	278	61	0.21942446043165467
Tumor_10_Tamoxifen	0.0	0.225	278	54	0.19424460431654678
Tumor_10_Tamoxifen	0.0	0.25	278	52	0.18705035971223022
Tumor_10_Tamoxifen	0.0	0.275	278	48	0.17266187050359713
Tumor_10_Tamoxifen	0.0	0.30000000000000004	278	47	0.16906474820143885
Tumor_10_Tamoxifen	0.0	0.325	278	44	0.15827338129496402
Tumor_10_Tamoxifen	0.0	0.35000000000000003	278	42	0.1510791366906475
Tumor_10_Tamoxifen	0.0	0.375	278	39	0.14028776978417265
Tumor_10_Tamoxifen	0.0	0.4	278	38	0.1366906474820144
Tumor_10_Tamoxifen	0.005	0.2	278	29	0.10431654676258993
Tumor_10_Tamoxifen	0.005	0.225	278	29	0.10431654676258993
Tumor_10_Tamoxifen	0.005	0.25	278	29	0.10431654676258993
Tumor_10_Tamoxifen	0.005	0.275	278	29	0.10431654676258993
Tumor_10_Tamoxifen	0.005	0.30000000000000004	278	29	0.10431654676258993
Tumor_10_Tamoxifen	0.005	0.325	278	29	0.10431654676258993
Tumor_10_Tamoxifen	0.005	0.35000000000000003	278	29	0.10431654676258993
Tumor_10_Tamoxifen	0.005	0.375	278	29	0.10431654676258993
Tumor_10_Tamoxifen	0.005	0.4	278	29	0.10431654676258993
Tumor_10_Tamoxifen	0.01	0.2	278	2	0.007194244604316547
Tumor_10_Tamoxifen	0.01	0.225	278	2	0.007194244604316547
Tumor_10_Tamoxifen	0.01	0.25	278	2	0.007194244604316547
Tumor_10_Tamoxifen	0.01	0.275	278	2	0.007194244604316547
Tumor_10_Tamoxifen	0.01	0.30000000000000004	278	2	0.007194244604316547
Tumor_10_Tamoxifen	0.01	0.325	278	2	0.007194244604316547
Tumor_10_Tamoxifen	0.01	0.35000000000000003	278	2	0.007194244604316547
Tumor_10_Tamoxifen	0.01	0.375	278	2	0.007194244604316547
Tumor_10_Tamoxifen	0.01	0.4	278	2	0.007194244604316547
Tumor_10_Tamoxifen	0.015	0.2	278	0	0.0
Tumor_10_Tamoxifen	0.015	0.225	278	0	0.0
Tumor_10_Tamoxifen	0.015	0.25	278	0	0.0
Tumor_10_Tamoxifen	0.015	0.275	278	0	0.0
Tumor_10_Tamoxifen	0.015	0.30000000000000004	278	0	0.0
Tumor_10_Tamoxifen	0.015	0.325	278	0	0.0
Tumor_10_Tamoxifen	0.015	0.35000000000000003	278	0	0.0
Tumor_10_Tamoxifen	0.015	0.375	278	0	0.0
Tumor_10_Tamoxifen	0.015	0.4	278	0	0.0
Tumor_10_Tamoxifen	0.02	0.2	278	0	0.0
Tumor_10_Tamoxifen	0.02	0.225	278	0	0.0
Tumor_10_Tamoxifen	0.02	0.25	278	0	0.0
Tumor_10_Tamoxifen	0.02	0.275	278	0	0.0
Tumor_10_Tamoxifen	0.02	0.30000000000000004	278	0	0.0
Tumor_10_Tamoxifen	0.02	0.325	278	0	0.0
Tumor_10_Tamoxifen	0.02	0.35000000000000003	278	0	0.0
Tumor_10_Tamoxifen	0.02	0.375	278	0	0.0
Tumor_10_Tamoxifen	0.02	0.4	278	0	0.0
Tumor_10_Tamoxifen	0.025	0.2	278	0	0.0
Tumor_10_Tamoxifen	0.025	0.225	278	0	0.0
Tumor_10_Tamoxifen	0.025	0.25	278	0	0.0
Tumor_10_Tamoxifen	0.025	0.275	278	0	0.0
Tumor_10_Tamoxifen	0.025	0.30000000000000004	278	0	0.0
Tumor_10_Tamoxifen	0.025	0.325	278	0	0.0
Tumor_10_Tamoxifen	0.025	0.35000000000000003	278	0	0.0
Tumor_10_Tamoxifen	0.025	0.375	278	0	0.0
Tumor_10_Tamoxifen	0.025	0.4	278	0	0.0
Tumor_10_Tamoxifen	0.03	0.2	278	0	0.0
Tumor_10_Tamoxifen	0.03	0.225	278	0	0.0
Tumor_10_Tamoxifen	0.03	0.25	278	0	0.0
Tumor_10_Tamoxifen	0.03	0.275	278	0	0.0
Tumor_10_Tamoxifen	0.03	0.30000000000000004	278	0	0.0
Tumor_10_Tamoxifen	0.03	0.325	278	0	0.0
Tumor_10_Tamoxifen	0.03	0.35000000000000003	278	0	0.0
Tumor_10_Tamoxifen	0.03	0.375	278	0	0.0
Tumor_10_Tamoxifen	0.03	0.4	278	0	0.0
Tumor_10_Tamoxifen	0.035	0.2	278	0	0.0
Tumor_10_Tamoxifen	0.035	0.225	278	0	0.0
Tumor_10_Tamoxifen	0.035	0.25	278	0	0.0
Tumor_10_Tamoxifen	0.035	0.275	278	0	0.0
Tumor_10_Tamoxifen	0.035	0.30000000000000004	278	0	0.0
Tumor_10_Tamoxifen	0.035	0.325	278	0	0.0
Tumor_10_Tamoxifen	0.035	0.35000000000000003	278	0	0.0
Tumor_10_Tamoxifen	0.035	0.375	278	0	0.0
Tumor_10_Tamoxifen	0.035	0.4	278	0	0.0
Tumor_10_Tamoxifen	0.04	0.2	278	0	0.0
Tumor_10_Tamoxifen	0.04	0.225	278	0	0.0
Tumor_10_Tamoxifen	0.04	0.25	278	0	0.0
Tumor_10_Tamoxifen	0.04	0.275	278	0	0.0
Tumor_10_Tamoxifen	0.04	0.30000000000000004	278	0	0.0
Tumor_10_Tamoxifen	0.04	0.325	278	0	0.0
Tumor_10_Tamoxifen	0.04	0.35000000000000003	278	0	0.0
Tumor_10_Tamoxifen	0.04	0.375	278	0	0.0
Tumor_10_Tamoxifen	0.04	0.4	278	0	0.0
Tumor_10_Tamoxifen	0.045	0.2	278	0	0.0
Tumor_10_Tamoxifen	0.045	0.225	278	0	0.0
Tumor_10_Tamoxifen	0.045	0.25	278	0	0.0
Tumor_10_Tamoxifen	0.045	0.275	278	0	0.0
Tumor_10_Tamoxifen	0.045	0.30000000000000004	278	0	0.0
Tumor_10_Tamoxifen	0.045	0.325	278	0	0.0
Tumor_10_Tamoxifen	0.045	0.35000000000000003	278	0	0.0
Tumor_10_Tamoxifen	0.045	0.375	278	0	0.0
Tumor_10_Tamoxifen	0.045	0.4	278	0	0.0
Tumor_10_Tamoxifen	0.05	0.2	278	0	0.0
Tumor_10_Tamoxifen	0.05	0.225	278	0	0.0
Tumor_10_Tamoxifen	0.05	0.25	278	0	0.0
Tumor_10_Tamoxifen	0.05	0.275	278	0	0.0
Tumor_10_Tamoxifen	0.05	0.30000000000000004	278	0	0.0
Tumor_10_Tamoxifen	0.05	0.325	278	0	0.0
Tumor_10_Tamoxifen	0.05	0.35000000000000003	278	0	0.0
Tumor_10_Tamoxifen	0.05	0.375	278	0	0.0
Tumor_10_Tamoxifen	0.05	0.4	278	0	0.0
