patient	malignancy_status	condition	gene	n_cells	pseudobulk_raw_umi	pseudobulk_library_size	pseudobulk_normalized_expression	fraction_expressing	mean_normalized_per_cell	median_normalized_per_cell	mean_normalized_positive_cells_only	median_normalized_positive_cells_only
Tumor_07	malignant	Tamoxifen	EML5	146	5.0	8697423.0	0.6552445870123899	0.03424657534246575	0.0041715411765541645	0.0	0.12180900235538161	0.130445570728558
Tumor_07	malignant	Tamoxifen	CITED2	146	290.0	8697423.0	5.101952979245531	0.6027397260273972	0.26277992908353287	0.15602771715028102	0.43597579143404325	0.295077806531031
Tumor_07	non-malignant epithelial	Control	USP34	280	703.0	12508299.0	5.83801098423469	0.7428571428571429	0.4205057211158621	0.369678896099604	0.5660653938098144	0.5315303363136445
Tumor_07	non-malignant epithelial	Control	VEZF1	280	331.0	12508299.0	4.779387438032905	0.5464285714285714	0.23245907772344349	0.134129807662484	0.4254153056376744	0.319837037166123
Tumor_07	non-malignant epithelial	Control	EML5	280	9.0	12508299.0	0.7820078214933044	0.03214285714285714	0.006808065380216775	0.0	0.21180647849563303	0.114907839071608
Tumor_07	non-malignant epithelial	Control	CITED2	280	365.0	12508299.0	4.915550844180134	0.4857142857142857	0.2515439811865455	0.0	0.51788466714877	0.41288520619475355
Tumor_07	non-malignant epithelial	Tamoxifen	USP34	300	719.0	16919763.0	5.442767213000196	0.78	0.3674320655754397	0.339568080648665	0.47106675073774323	0.43028038706293703
Tumor_07	non-malignant epithelial	Tamoxifen	VEZF1	300	335.0	16919763.0	4.378465269313001	0.5566666666666666	0.1769496117871939	0.09425770468120434	0.3178735541087316	0.240664389621547
Tumor_07	non-malignant epithelial	Tamoxifen	EML5	300	12.0	16919763.0	0.7733463689709127	0.03666666666666667	0.006283784548260909	0.0	0.1713759422252975	0.109005868942879
Tumor_07	non-malignant epithelial	Tamoxifen	CITED2	300	522.0	16919763.0	4.993289228032894	0.5466666666666666	0.23445915034921658	0.107443252527366	0.4288886896632011	0.321432191223635
Tumor_08	all_epithelial	Control	USP34	906	1750.0	15499689.0	6.831693488504433	0.695364238410596	0.6121198833892996	0.6870545576772691	0.8802866894455642	0.8652999464132205
Tumor_08	all_epithelial	Control	VEZF1	906	2700.0	15499689.0	7.45283461957708	0.7759381898454746	0.8276525312693301	0.8966220205112541	1.066647501180673	1.03538863907635
Tumor_08	all_epithelial	Control	EML5	906	7.0	15499689.0	0.5376657918218526	0.00772626931567329	0.005586857773290939	0.0	0.7230990203716559	0.747741105729472
Tumor_08	all_epithelial	Control	CITED2	906	255.0	15499689.0	4.125315762008022	0.15562913907284767	0.08902161577702182	0.0	0.5720112332906508	0.477298413372661
Tumor_08	all_epithelial	Tamoxifen	USP34	984	1213.0	13399708.0	6.516083885876916	0.6056910569105691	0.5067666603922808	0.5230789358025529	0.8366751574261817	0.821597081269948
Tumor_08	all_epithelial	Tamoxifen	VEZF1	984	1758.0	13399708.0	7.046544413430001	0.7317073170731707	0.6964002586485838	0.7449410929948995	0.9517470201530643	0.9109393599910375
Tumor_08	all_epithelial	Tamoxifen	EML5	984	2.0	13399708.0	0.20070143315567768	0.0020325203252032522	0.001497247388250125	0.0	0.7366457150190615	0.7366457150190615
Tumor_08	all_epithelial	Tamoxifen	CITED2	984	193.0	13399708.0	3.9451674621167547	0.1483739837398374	0.09373719695543306	0.0	0.6317630260557955	0.5913771727769555
Tumor_08	malignant	Control	USP34	17	23.0	226816.0	6.67812517449356	0.6470588235294118	0.5580001198712431	0.629777566627356	0.8623638216191941	0.902818164893835
Tumor_08	malignant	Control	VEZF1	17	40.0	226816.0	7.470491327122485	0.8235294117647058	0.9182169649833536	0.907090488910934	1.1149777431940722	1.07617754602499
Tumor_08	malignant	Control	EML5	17	0.0	226816.0	0.0	0.0	0.0	0.0		
Tumor_08	malignant	Control	CITED2	17	2.0	226816.0	3.2953880350985294	0.11764705882352941	0.05951604367656224	0.0	0.5058863712507791	0.5058863712507791
Tumor_08	malignant	Tamoxifen	USP34	25	19.0	238429.0	6.334287463225326	0.56	0.4765747235335523	0.521892025406827	0.8510262920242005	0.835186828792417
Tumor_08	malignant	Tamoxifen	VEZF1	25	28.0	238429.0	6.887956297828165	0.6	0.6193609683010272	0.655139871226829	1.032268280501712	0.972980891853428
Tumor_08	malignant	Tamoxifen	EML5	25	1.0	238429.0	2.3768795343791074	0.04	0.0416417698559412	0.0	1.04104424639853	1.04104424639853
Tumor_08	malignant	Tamoxifen	CITED2	25	5.0	238429.0	4.457502587861129	0.2	0.1712012705035342	0.0	0.8560063525176711	0.984699834141373
Tumor_08	non-malignant epithelial	Control	USP34	889	1727.0	15272873.0	6.833855309929586	0.6962879640044994	0.6131547945026933	0.687938189493653	0.8806051895200234	0.865294256100035
Tumor_08	non-malignant epithelial	Control	VEZF1	889	2660.0	15272873.0	7.452570766177898	0.7750281214848144	0.825920702953089	0.895517880905212	1.0656654643327956	1.02996866676806
Tumor_08	non-malignant epithelial	Control	EML5	889	7.0	15272873.0	0.5443161898909751	0.007874015748031496	0.0056936930737925655	0.0	0.7230990203716559	0.747741105729472
Tumor_08	non-malignant epithelial	Control	CITED2	889	253.0	15272873.0	4.134657800683685	0.156355455568054	0.08958583931550082	0.0	0.572962670154534	0.477298413372661
Tumor_08	non-malignant epithelial	Tamoxifen	USP34	959	1194.0	13161279.0	6.519174929940006	0.6068821689259646	0.5075537286107044	0.523260875562851	0.8363299411300095	0.821597081269948
Tumor_08	non-malignant epithelial	Tamoxifen	VEZF1	959	1730.0	13161279.0	7.049262549426308	0.735140771637122	0.6984085821717212	0.746105016315953	0.9500338018477742	0.910095810942487
Tumor_08	non-malignant epithelial	Tamoxifen	EML5	959	1.0	13161279.0	0.10565187520722417	0.0010427528675703858	0.0004507269902394088	0.0	0.432247183639593	0.432247183639593
Tumor_08	non-malignant epithelial	Tamoxifen	CITED2	959	188.0	13161279.0	3.9339810306652283	0.1470281543274244	0.09171779983478391	0.0	0.6238111350465091	0.584973910132096
Tumor_09	all_epithelial	Control	USP34	1854	3045.0	38232780.0	6.333489898989199	0.63915857605178	0.4862589654551935	0.484064207348892	0.7607798497501508	0.73435071546741
Tumor_09	all_epithelial	Control	VEZF1	1854	2416.0	38232780.0	6.0043181766394405	0.5604099244875944	0.39001010439410455	0.32204118906863954	0.6959371833942924	0.664002308378142
Tumor_09	all_epithelial	Control	EML5	1854	29.0	38232780.0	0.8143546987122428	0.01564185544768069	0.005994258313088603	0.0	0.38321913491263004	0.36969090971887
Tumor_09	all_epithelial	Control	CITED2	1854	1879.0	38232780.0	5.648071595706841	0.459007551240561	0.32604715741540385	0.0	0.7103307048744522	0.648233012289342
Tumor_09	all_epithelial	Tamoxifen	USP34	1989	3776.0	49099842.0	6.2836352129607596	0.6877828054298643	0.48635968957470416	0.489825465153322	0.7071413907632211	0.6641243452097345
Tumor_09	all_epithelial	Tamoxifen	VEZF1	1989	2527.0	49099842.0	5.713326316846133	0.5540472599296129	0.3407080685877946	0.257295462883544	0.6149440548286057	0.5663086399892845
Tumor_09	all_epithelial	Tamoxifen	EML5	1989	62.0	49099842.0	1.1780664778438765	0.030165912518853696	0.013783737793048308	0.0	0.4569309078395514	0.461830589878576
Tumor_09	all_epithelial	Tamoxifen	CITED2	1989	3354.0	49099842.0	6.114987286221335	0.5208647561588738	0.38771021599655264	0.204638807474056	0.7443587061941538	0.654679800427748
Tumor_09	malignant	Control	USP34	48	87.0	1044714.0	6.397056440074756	0.6666666666666666	0.5238898935441159	0.4946503785634605	0.7858348403161738	0.6512226156584024
Tumor_09	malignant	Control	VEZF1	48	83.0	1044714.0	6.329977133353316	0.625	0.48348762517801464	0.414623648377883	0.7735802002848232	0.695094496545013
Tumor_09	malignant	Control	EML5	48	0.0	1044714.0	0.0	0.0	0.0	0.0		
Tumor_09	malignant	Control	CITED2	48	45.0	1044714.0	5.461855591813548	0.5416666666666666	0.31554033083374317	0.2548440134243395	0.582535995385372	0.5284176089400365
Tumor_09	malignant	Tamoxifen	USP34	119	331.0	2901857.0	6.846303879876154	0.8487394957983193	0.7226360751438013	0.685803932618883	0.8514227023971519	0.770649954480286
Tumor_09	malignant	Tamoxifen	VEZF1	119	303.0	2901857.0	6.719948627793873	0.7563025210084033	0.6135639372506985	0.54827948123001	0.8112678725870348	0.736950787395481
Tumor_09	malignant	Tamoxifen	EML5	119	2.0	2901857.0	0.7563519707366174	0.01680672268907563	0.003986902787050336	0.0	0.237220715829495	0.237220715829495
Tumor_09	malignant	Tamoxifen	CITED2	119	190.0	2901857.0	6.054746794667598	0.5630252100840336	0.3997898384172043	0.277717096336277	0.7100744891290643	0.559803352411261
Tumor_09	non-malignant epithelial	Control	USP34	1806	2958.0	37188066.0	6.33166306035734	0.6384274640088593	0.4852588078980128	0.4834912235386415	0.7600844814083356	0.735197652465545
Tumor_09	non-malignant epithelial	Control	VEZF1	1806	2333.0	37188066.0	5.994018004962695	0.5586932447397563	0.38752565201446576	0.3178604790495225	0.6936286695125125	0.662278871196178
Tumor_09	non-malignant epithelial	Control	EML5	1806	29.0	37188066.0	0.8317313950045824	0.016057585825027684	0.00615357414865242	0.0	0.38321913491263004	0.36969090971887
Tumor_09	non-malignant epithelial	Control	CITED2	1806	1834.0	37188066.0	5.652971034233542	0.4568106312292359	0.3263264086202321	0.0	0.7143581745068354	0.650153445875054
Tumor_09	non-malignant epithelial	Tamoxifen	USP34	1870	3445.0	46197985.0	6.239748436344058	0.6775401069518716	0.47132391958394343	0.4721385949111625	0.6956398813117397	0.659592116291174
Tumor_09	non-malignant epithelial	Tamoxifen	VEZF1	1870	2224.0	46197985.0	5.6188443833381445	0.5411764705882353	0.3233445133092462	0.22305507375830652	0.5974844267670852	0.558880353481922
Tumor_09	non-malignant epithelial	Tamoxifen	EML5	1870	60.0	46197985.0	1.200854560070263	0.031016042780748664	0.014407172747975452	0.0	0.46450712135713956	0.481056666776931
Tumor_09	non-malignant epithelial	Tamoxifen	CITED2	1870	3164.0	46197985.0	6.118688538771971	0.5181818181818182	0.38694151275160216	0.19292649487660501	0.7467292351346708	0.661928155298147
Tumor_10	all_epithelial	Control	USP34	416	1311.0	10833242.0	6.930931318245506	0.8028846153846154	0.7330494299125717	0.7606056357519859	0.9130196492324247	0.8579050468462746
Tumor_10	all_epithelial	Control	VEZF1	416	1167.0	10833242.0	6.764526431844832	0.7692307692307693	0.6523233203150848	0.6685991133525839	0.8480203164096102	0.8024432476584016
Tumor_10	all_epithelial	Control	EML5	416	15.0	10833242.0	1.2537636546919508	0.036057692307692304	0.013909680999570358	0.0	0.385761819721418	0.315712952488899
Tumor_10	all_epithelial	Control	CITED2	416	1187.0	10833242.0	6.788818210769354	0.5841346153846154	0.5105276486456775	0.34806189591331904	0.8739897194921886	0.729325474596691
Tumor_10	all_epithelial	Tamoxifen	USP34	278	657.0	5250693.0	6.9787257920954735	0.6546762589928058	0.6364109703525395	0.6882969204474905	0.9721002733956371	0.9724722612351104
Tumor_10	all_epithelial	Tamoxifen	VEZF1	278	466.0	5250693.0	6.487843083763296	0.5359712230215827	0.44701769307539274	0.3972483104908735	0.8340330112413368	0.860070167542042
Tumor_10	all_epithelial	Tamoxifen	EML5	278	13.0	5250693.0	1.797371494769077	0.04316546762589928	0.02016527512453641	0.0	0.4671622070517601	0.33821706642890803
Tumor_10	all_epithelial	Tamoxifen	CITED2	278	708.0	5250693.0	7.08575758735978	0.7661870503597122	0.8050176978513323	0.8940084071018345	1.0506803755993914	1.00896745255362
Tumor_10	malignant	Control	USP34	61	246.0	2239233.0	6.792582680727771	0.9016393442622951	0.7274922033269584	0.66265599529301	0.806854989144445	0.717221970897941
Tumor_10	malignant	Control	VEZF1	61	227.0	2239233.0	6.6777055106588445	0.8852459016393442	0.6649572653911928	0.67590453429003	0.7511554294233845	0.73414569658315
Tumor_10	malignant	Control	EML5	61	3.0	2239233.0	1.2263509697464323	0.04918032786885246	0.015151623403606493	0.0	0.30808300920666537	0.275904916696976
Tumor_10	malignant	Control	CITED2	61	137.0	2239233.0	5.958417308428455	0.6229508196721312	0.42589965270852503	0.323020545239512	0.6836810214531587	0.5420553544376775
Tumor_10	malignant	Tamoxifen	USP34	2	12.0	50518.0	7.898081923535274	1.0	1.2852318260376498	1.2852318260376498	1.2852318260376498	1.2852318260376498
Tumor_10	malignant	Tamoxifen	VEZF1	2	10.0	50518.0	7.6362566197771296	1.0	1.08370108876538	1.08370108876538	1.08370108876538	1.08370108876538
Tumor_10	malignant	Tamoxifen	EML5	2	0.0	50518.0	0.0	0.0	0.0	0.0		
Tumor_10	malignant	Tamoxifen	CITED2	2	3.0	50518.0	5.916112909118428	1.0	0.4723706235738425	0.4723706235738425	0.4723706235738425	0.4723706235738425
Tumor_10	non-malignant epithelial	Control	USP34	355	1065.0	8594009.0	6.9649015226704885	0.7859154929577464	0.7340043336357335	0.780033010589308	0.9339481664540698	0.887219169860531
Tumor_10	non-malignant epithelial	Control	VEZF1	355	940.0	8594009.0	6.7863156586830975	0.7492957746478873	0.6501524170766549	0.66742770015237	0.8676846167752349	0.814132988271693
Tumor_10	non-malignant epithelial	Control	EML5	355	12.0	8594009.0	1.2608215111752268	0.03380281690140845	0.013696276811834572	0.0	0.40518152235010607	0.3319914429852885
Tumor_10	non-malignant epithelial	Control	CITED2	355	1050.0	8594009.0	6.944602391029474	0.5774647887323944	0.5250693606236106	0.349228268381915	0.909266453762838	0.761764373186979
Tumor_10	non-malignant epithelial	Tamoxifen	USP34	276	645.0	5200175.0	6.966179959427644	0.6521739130434783	0.631709369949024	0.677393703789675	0.9686210339218371	0.9697687432360105
Tumor_10	non-malignant epithelial	Tamoxifen	VEZF1	276	456.0	5200175.0	6.470689075513903	0.532608695652174	0.4424040452805377	0.3839130397115975	0.830636166649173	0.837886026204857
Tumor_10	non-malignant epithelial	Tamoxifen	EML5	276	13.0	5200175.0	1.8073202426386261	0.043478260869565216	0.020311400306598264	0.0	0.4671622070517601	0.33821706642890803
Tumor_10	non-malignant epithelial	Tamoxifen	CITED2	276	705.0	5200175.0	7.093521730953558	0.7644927536231884	0.8074281838968212	0.8994797804017265	1.0561619846233303	1.01154258199074
