patient	malignancy_status	condition	gene	n_cells	pseudobulk_raw_umi	pseudobulk_library_size	pseudobulk_normalized_expression	fraction_expressing	mean_normalized_per_cell	median_normalized_per_cell	mean_normalized_positive_cells_only	median_normalized_positive_cells_only
Tumor_04	malignant	Tamoxifen	VEZF1	1	4.0	8247.0	8.924886291485297	1.0	1.76648415183496	1.76648415183496	1.76648415183496	1.76648415183496
Tumor_04	malignant	Tamoxifen	EML5	1	0.0	8247.0	0.0	0.0	0.0	0.0		
Tumor_04	malignant	Tamoxifen	CITED2	1	1.0	8247.0	6.933763990156877	1.0	0.79415118510318	0.79415118510318	0.79415118510318	0.79415118510318
Tumor_04	non-malignant epithelial	Control	USP34	151	212.0	3009328.0	6.158814080096072	0.6026490066225165	0.43551979463798873	0.383536063023365	0.7226757031905088	0.641326177303987
Tumor_04	non-malignant epithelial	Control	VEZF1	151	120.0	3009328.0	5.353182550459557	0.423841059602649	0.24970576311480697	0.0	0.5891495348489977	0.537394416847669
Tumor_04	non-malignant epithelial	Control	EML5	151	3.0	3009328.0	0.9977623079579487	0.013245033112582781	0.007441164568163555	0.0	0.5618079248963485	0.5618079248963485
Tumor_04	non-malignant epithelial	Control	CITED2	151	224.0	3009328.0	6.237166409064995	0.5165562913907285	0.4203407072217286	0.260619853417017	0.8137364973138593	0.6204502299754115
Tumor_04	non-malignant epithelial	Tamoxifen	USP34	69	126.0	1604655.0	6.313273997156298	0.6376811594202898	0.44576684793774574	0.499183048123703	0.6990434660841922	0.659334319744159
Tumor_04	non-malignant epithelial	Tamoxifen	VEZF1	69	131.0	1604655.0	6.36872445898856	0.6666666666666666	0.44625866826303295	0.493078244376851	0.6693880023945495	0.617732745596125
Tumor_04	non-malignant epithelial	Tamoxifen	EML5	69	2.0	1604655.0	1.1675980343485923	0.028985507246376812	0.010298330146262434	0.0	0.35529239004605395	0.35529239004605395
Tumor_04	non-malignant epithelial	Tamoxifen	CITED2	69	162.0	1604655.0	6.671806835264124	0.5072463768115942	0.4535762237488504	0.187095366230889	0.8941931268191623	0.555447874786645
Tumor_05	all_epithelial	Control	USP34	2565	2795.0	53574062.0	5.732561420336933	0.5656920077972709	0.3604967744137709	0.328627002262322	0.6372668686225517	0.59025057787631
Tumor_05	all_epithelial	Control	VEZF1	2565	2227.0	53574062.0	5.41171852674241	0.490448343079922	0.29118151736181697	0.0	0.5937047631423374	0.547694513642014
Tumor_05	all_epithelial	Control	EML5	2565	4.0	53574062.0	0.10388431600097521	0.0015594541910331384	0.00043001307880742573	0.0	0.27574588678526174	0.29051459414201897
