gene_symbol	arm	se_variant	n_datasets_in_arm	n_datasets_with_gene	n_datasets_used	datasets_used	datasets_missing_gene	datasets_unusable_se	any_dataset_pseudoreplicated	any_group_confounded_with_biobank	post_freeze_exploratory	exclusion_reason	pooled_effect	pooled_se	ci_low	ci_high	z	p_value	tau2_dl	tau2_pm	q	q_df	q_p	i2	pooled_effect_fixed	pooled_effect_pm	p_value_pm	direction_consistent	stouffer_z_equal	stouffer_p_equal	stouffer_z_units	stouffer_p_units	fdr	fdr_pm	stouffer_fdr_equal	stouffer_fdr_units
TADA2B	all3_de3	wald	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.10294355713028959	0.14623120325535902	-0.18366433466617038	0.38955144892674953	0.703978048724132	0.48144644401881576	0.0	0.0	0.9595125850792046	2.0	0.618934212312389	0.0	0.10294355713028959	0.10294355713028959	0.48144644401881576	True	0.8982413786372777	0.36905687765242223	1.0853588711318236	0.27776274100895126	0.7221696660282236	0.7221696660282236	0.49207583686989625	0.5555254820179025
TLK2	all3_de3	wald	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.051504726745863386	0.1167776244588631	-0.17737521139365198	0.2803846648853788	0.44104961874786897	0.6591770758541113	0.0	0.0	0.2675948649765965	2.0	0.8747672460814795	0.0	0.051504726745863386	0.051504726745863386	0.6591770758541113	False	0.1388922233332555	0.8895353162853099	0.36202115155940096	0.7173362243330805	0.7482089596046474	0.7394351899130144	0.8895353162853099	0.7485405757863366
TSR3	all3_de3	wald	3	3	3	gse111151,gse118713,gse240112			True	True	True		-0.1408644769562623	0.1917779729953101	-0.5167423970551652	0.23501344314264055	-0.734518541186725	0.4626327641368314	0.013483022283193757	0.01043357678954513	2.242820533857439	2.0	0.32581997732794454	10.826569945826687	-0.12175053479636908	-0.1370057518990824	0.46716599944497195	False	-1.3762998518368283	0.16872881877322066	-1.0868475668764253	0.27710418192699404	0.7221696660282236	0.7221696660282236	0.4457319711267529	0.5555254820179025
USP17L29	all3_de3	wald	3	0	0		gse111151,gse118713,gse240112		False	False	True	not tested in gse111151,gse118713,gse240112																								
USP34	all3_de3	wald	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.3308817773695129	0.13154252949846312	0.07306315711722755	0.5887003976217983	2.5153977092509745	0.011889817424517885	0.011946894534817122	0.009896394823655468	2.5583287096917595	2.0	0.2782697380801448	21.823962948022803	0.31174125103274336	0.3283457953029428	0.010655993799779965	True	3.483123496261589	0.0004955996865527783	2.8769611680304177	0.004015250034040414	0.14267780909421462	0.12787192559735958	0.005947196238633339	0.04818300040848497
VEZF1	all3_de3	wald	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.4244921714197296	0.46988186541562144	-0.49645936178338523	1.3454437046228445	0.9034019030384508	0.3663126303616938	0.5558913182886365	0.40963297827899675	13.69041517897887	2.0	0.0010645452253290916	85.39123924400097	0.21004932679573737	0.4175196993245441	0.3133980253057792	False	1.7926153230154471	0.07303445457235333	1.7963705736834588	0.07243560059032608	0.7221696660282236	0.7221696660282236	0.43820672743412	0.30469062022420623
CTDNEP1	all3_de3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		-0.10246086507497576	0.13889087364251146	-0.3746819751956017	0.16976024504565018	-0.7377076865302021	0.46069210018350637	0.0	0.0	0.5672887527582179	2.0	0.7530343939122219	0.0	-0.10246086507497576	-0.10246086507497576	0.46069210018350637	True	-1.2352752781060585	0.21672807123073146	-0.8903621464365234	0.37327146114416443	0.7128146142064666	0.7323213674348544	0.4457319711267529	0.5844367372591182
EIF4ENIF1	all3_de3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.0601982131531061	0.17034112763238518	-0.2736642620923095	0.39406068839852165	0.35339799606716493	0.7237900879380381	0.04254060515865868	0.049635585981086305	3.83688088030268	2.0	0.14683578284544388	47.87432650652876	-0.021661157966761872	0.06663888508900691	0.7081457428676086	False	0.9655455598199794	0.33427162784399755	0.3206817561312598	0.7484515741934545	0.789589186841496	0.7725226285828458	0.49207583686989625	0.7485405757863366
HMGB1	all3_de3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		-0.11904686149776285	0.13426988414702243	-0.38221099863429236	0.1441172756387667	-0.886623700124812	0.3752815296174563	0.0	0.0	0.03470528768660993	2.0	0.9827970461909877	0.0	-0.11904686149776285	-0.11904686149776285	0.3752815296174563	True	-0.9278134694567443	0.35350433586070373	-0.860298550852724	0.3896244915060788	0.7128146142064666	0.7323213674348544	0.49207583686989625	0.5844367372591182
ICK	all3_de3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		-0.00707219308959783	0.14837192990937637	-0.29787583202867673	0.28373144584948107	-0.04766530363201067	0.9619829863473531	0.0151432966446078	0.012841347379658268	2.503516288949145	2.0	0.28600152257873845	20.112363205773136	-0.03968086171536721	-0.010967966810770498	0.9397015720269087	False	0.35605471424672264	0.721799590471377	0.32056432580526123	0.7485405757863366	0.9619829863473531	0.9397015720269087	0.7874177350596839	0.7485405757863366
KDM1A	all3_de3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.11953167534905361	0.12287689798710591	-0.12130261923767623	0.36036596993578346	0.972775821225538	0.3306647321485482	0.0	0.0	0.17814060746713867	2.0	0.9147812587758021	0.0	0.11953167534905361	0.11953167534905361	0.3306647321485482	True	1.2189425836413792	0.22286598556337645	1.0879608810115748	0.2766123774480791	0.7128146142064666	0.7323213674348544	0.4457319711267529	0.5555254820179025
PET117	all3_de3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		-0.06884550304619864	0.14056655686136074	-0.3443508919252673	0.20665988583287004	-0.4897715685965063	0.6242955515929478	0.0	0.0	0.5158702270815752	2.0	0.7726453647023895	0.0	-0.06884550304619864	-0.06884550304619864	0.6242955515929478	False	-0.6549276033194193	0.512514367098114	-0.6634715017757913	0.5070286254427276	0.7491546619115373	0.7491546619115373	0.6150172405177369	0.6760381672569702
SUPT4H1	all3_de3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.27196019121119275	0.2652597146037598	-0.24793929596154984	0.7918596783839353	1.0252600611345828	0.30524049536633857	0.13665091398964338	0.20497038322573555	5.83194816635273	2.0	0.054151257505328586	65.70614239099471	0.15024359012525199	0.2901427645290124	0.3437724090646065	True	1.473386914388036	0.14064673669042108	1.773338367421504	0.07617265505605156	0.7128146142064666	0.7323213674348544	0.4457319711267529	0.30469062022420623
TADA2B	all3_de3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.09883665639027658	0.12837132558583203	-0.15276651840561936	0.3504398311861725	0.769927831929975	0.4413427032168239	0.0	0.0	1.101120231535782	2.0	0.5766267421806537	0.0	0.09883665639027658	0.09883665639027658	0.4413427032168239	True	0.8982413786372777	0.36905687765242223	1.0853588711318236	0.27776274100895126	0.7128146142064666	0.7323213674348544	0.49207583686989625	0.5555254820179025
TLK2	all3_de3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.057237306167197716	0.0988890841115266	-0.1365817371555465	0.25105634948994193	0.578803077017538	0.5627220546874483	0.0	0.0	0.27654702343456644	2.0	0.8708604686265882	0.0	0.057237306167197716	0.057237306167197716	0.5627220546874483	False	0.1388922233332555	0.8895353162853099	0.36202115155940096	0.7173362243330805	0.7491546619115373	0.7491546619115373	0.8895353162853099	0.7485405757863366
TSR3	all3_de3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		-0.14031583128251285	0.19651301104042068	-0.5254742554152594	0.2448425928502337	-0.7140281986399941	0.47520974280431105	0.03206694100974914	0.023811988071026517	2.663963737591657	2.0	0.2639536211328975	24.923902987955458	-0.08664341482451515	-0.1299051575309512	0.4882142449565696	False	-1.3762998518368283	0.16872881877322066	-1.0868475668764253	0.27710418192699404	0.7128146142064666	0.7323213674348544	0.4457319711267529	0.5555254820179025
USP17L29	all3_de3	f_calibrated	3	0	0		gse111151,gse118713,gse240112		False	False	True	not tested in gse111151,gse118713,gse240112																								
USP34	all3_de3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.3212985874957248	0.13145247387044734	0.06365647303095551	0.5789407019604942	2.444218644469026	0.014516625933862461	0.018168692487165444	0.01473736170222099	2.985547944957829	2.0	0.22474834430689666	33.01062194034703	0.28062789070114963	0.3162656262474572	0.012245033426266224	True	3.483123496261589	0.0004955996865527783	2.8769611680304177	0.004015250034040414	0.17419951120634952	0.14694040111519469	0.005947196238633339	0.04818300040848497
VEZF1	all3_de3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.42400481529250245	0.48219014821461603	-0.5210705089081756	1.3690801394931804	0.8793311453219154	0.37922175345107456	0.5997392097011719	0.4215666320172879	16.584628586244182	2.0	0.0002504342133914661	87.94064039722383	0.12985978063732978	0.41527151193652817	0.3172668570684575	False	1.7926153230154471	0.07303445457235333	1.7963705736834588	0.07243560059032608	0.7128146142064666	0.7323213674348544	0.43820672743412	0.30469062022420623
