gene_id	gene_symbol	log2fc	se	moderated_t	p_value	fdr	ave_expr	contrast	direction	crispr_direction	evidence_class	is_gate1_hit
ENSG00000187609	EXD3	-0.709279667246801	0.184814806096781	-3.83778595571709	0.003115005272946	0.0149871751750885	3.82306867445377	TAMR_vs_MCF7	down			False
ENSG00000121417	ZNF211	0.55210402750861	0.143885154477464	3.8371159937496	0.0031184728661513	0.0149989952635181	2.60306527652869	TAMR_vs_MCF7	up			False
ENSG00000237188	RP11-337C18.8	-0.7135663800943	0.186023674957203	-3.83589013741646	0.0031248280822304	0.0150116444518819	1.89999274326039	TAMR_vs_MCF7	down			False
ENSG00000180185	FAHD1	-0.706221008840614	0.184085461182051	-3.83637580233563	0.0031223086326124	0.0150116444518819	4.86590696030067	TAMR_vs_MCF7	down			False
ENSG00000072786	STK10	0.616076181243372	0.16060812117322	3.83589681980601	0.0031247934020944	0.0150116444518819	3.70070731684465	TAMR_vs_MCF7	up			False
ENSG00000235277	AF127577.8	0.490510509121619	0.127876037419966	3.83582818969205	0.0031251495964323	0.0150116444518819	1.63744664371648	TAMR_vs_MCF7	up			False
ENSG00000087299	L2HGDH	-0.635728463465211	0.165772445222575	-3.8349465293321	0.0031297292319394	0.0150287774574492	4.2642609331678	TAMR_vs_MCF7	down			False
ENSG00000129315	CCNT1	0.743921093634067	0.194056659214287	3.83352520158863	0.0031371268132697	0.0150594266112249	3.66561890134468	TAMR_vs_MCF7	up			False
ENSG00000187079	TEAD1	-0.935186375690519	0.243999282721487	-3.83274231489438	0.0031412092842239	0.0150614149883241	3.61946166518382	TAMR_vs_MCF7	down			False
ENSG00000163083	INHBB	-0.789949561475887	0.206105936112044	-3.83273561342965	0.0031412442538331	0.0150614149883241	4.14079157276666	TAMR_vs_MCF7	down			False
ENSG00000168754	FAM178B	-0.644189701456842	0.168070706685319	-3.83284936537434	0.0031406507280063	0.0150614149883241	1.89684406458175	TAMR_vs_MCF7	down			False
ENSG00000173825	TIGD3	-0.590591434222604	0.154094108052809	-3.83266720373374	0.0031416012527876	0.0150614149883241	1.44111533640642	TAMR_vs_MCF7	down			False
ENSG00000118181	RPS25	-0.63184282277715	0.164922297376131	-3.83115462754036	0.0031495055113653	0.015094432421718	9.95292696613475	TAMR_vs_MCF7	down			False
ENSG00000099949	LZTR1	1.11048033871916	0.289904103064614	3.83050921660002	0.0031528845375511	0.0151008717779808	4.85991676139463	TAMR_vs_MCF7	up	tolerance_associated_knockout	not_applicable_not_a_sensitising_knockout	True
ENSG00000149016	TUT1	-0.507652306351634	0.132526161975895	-3.83058181707525	0.003152504251782	0.0151008717779808	4.59783692625668	TAMR_vs_MCF7	down			False
ENSG00000188959	C9orf152	-0.995094322095807	0.259835553264126	-3.82970809650627	0.0031570840302294	0.0151063569301982	2.76922590854	TAMR_vs_MCF7	down			False
ENSG00000170430	MGMT	-0.747613448580463	0.19519646908629	-3.83005620993056	0.0031552584946609	0.0151063569301982	4.97749621881503	TAMR_vs_MCF7	down			False
ENSG00000151208	DLG5	-0.744146382670873	0.194305790344743	-3.82976946467004	0.0031567621305965	0.0151063569301982	5.1753317900309	TAMR_vs_MCF7	down			False
ENSG00000182481	KPNA2	-0.546742596245945	0.142864586200856	-3.82699877405077	0.0031713296196225	0.0151696289155251	8.53504894870321	TAMR_vs_MCF7	down			False
ENSG00000135773	CAPN9	-0.615240228814841	0.16078829273905	-3.82639941213469	0.0031744900982171	0.0151798530703662	0.95629508035018	TAMR_vs_MCF7	down			False
ENSG00000070669	ASNS	0.828944243147468	0.216693442951569	3.825423750052	0.0031796418574459	0.0151946943255342	5.74680898005063	TAMR_vs_MCF7	up			False
ENSG00000250073	RP11-677M14.3	-0.741732661856738	0.193891720717238	-3.82549940303251	0.0031792420778398	0.0151946943255342	0.905782819395212	TAMR_vs_MCF7	down			False
ENSG00000185842	DNAH14	0.55752778783985	0.145888473157612	3.82160273373702	0.0031999018840521	0.0152865885883986	3.64032372598677	TAMR_vs_MCF7	up			False
ENSG00000228175	GEMIN8P4	-0.498269597277788	0.130392848983866	-3.82129542502319	0.0032015371491847	0.0152894780236895	0.848505369169031	TAMR_vs_MCF7	down			False
ENSG00000111843	TMEM14C	-0.468367544483163	0.122598954230592	-3.82032250945816	0.0032067200169005	0.0153093023200674	6.84100586152426	TAMR_vs_MCF7	down			False
ENSG00000168505	GBX2	0.937626174820912	0.245496938619232	3.81929884785724	0.0032121826563461	0.0153304491009534	4.53571833102691	TAMR_vs_MCF7	up			False
ENSG00000186222	BLOC1S4	0.606693862025102	0.158888053833958	3.81837304558536	0.0032171314324863	0.0153491306093993	3.93277822449714	TAMR_vs_MCF7	up			False
ENSG00000099956	SMARCB1	0.623607461742363	0.163365890489343	3.8172439783753	0.0032231774935672	0.0153730336385568	6.73569725241257	TAMR_vs_MCF7	up			False
ENSG00000149196	C11orf73	-0.602153538501615	0.157798499850766	-3.81596491139704	0.0032300410964767	0.0154008193411061	5.78598756015381	TAMR_vs_MCF7	down			False
ENSG00000172986	GXYLT2	0.609297663623003	0.159765770432292	3.81369339611593	0.0032422678395849	0.0154541504027502	1.17988687983184	TAMR_vs_MCF7	up			False
ENSG00000186517	ARHGAP30	1.20592953735883	0.316338508962927	3.81214902135154	0.0032506081782358	0.0154889287567964	1.02271169842859	TAMR_vs_MCF7	up			False
ENSG00000196743	GM2A	0.774480931696214	0.203199327428844	3.81143452341111	0.0032544743575773	0.015492425575147	3.83131508857812	TAMR_vs_MCF7	up			False
ENSG00000166925	TSC22D4	0.724301592999333	0.190017892450852	3.81175469139925	0.0032527413226717	0.015492425575147	5.67385677805056	TAMR_vs_MCF7	up			False
ENSG00000025423	HSD17B6	-0.689994917117852	0.181031535313743	-3.81146254945047	0.0032543226172288	0.015492425575147	1.40669739304312	TAMR_vs_MCF7	down			False
ENSG00000115109	EPB41L5	-0.589913793162787	0.154799903557579	-3.81081499151816	0.0032578305492896	0.0155034283804872	5.10677419431779	TAMR_vs_MCF7	down			False
ENSG00000181790	BAI1	0.999634618562068	0.262478253732159	3.8084473831578	0.0032706898562545	0.0155397986115347	2.89326348673435	TAMR_vs_MCF7	up			False
ENSG00000261888	AC144831.1	-0.790838383102745	0.207661359064239	-3.80830784632447	0.0032714493775587	0.0155397986115347	1.82497882099325	TAMR_vs_MCF7	down			False
ENSG00000230679	ENO1-AS1	-0.749541941190321	0.196800408813801	-3.8086401634434	0.0032696408245167	0.0155397986115347	0.940612304356628	TAMR_vs_MCF7	down			False
ENSG00000231133	HAR1B	-0.620017318885367	0.162784925922731	-3.80881285764549	0.0032687013906875	0.0155397986115347	1.11849178462007	TAMR_vs_MCF7	down			False
ENSG00000204366	ZBTB12	-0.585299365721196	0.153692420570902	-3.80825133436676	0.0032717570334569	0.0155397986115347	3.67201326388816	TAMR_vs_MCF7	down			False
ENSG00000029725	RABEP1	-0.564199622567126	0.148123442458133	-3.80898265125453	0.0032677780098424	0.0155397986115347	4.66243331112988	TAMR_vs_MCF7	down			False
ENSG00000213190	MLLT11	0.539180794525394	0.141596944479473	3.80785614059318	0.0032739093444666	0.0155450453930228	2.37404432610886	TAMR_vs_MCF7	up			False
ENSG00000174945	AMZ1	0.688688171665094	0.180884541585994	3.80733569395528	0.0032767460602186	0.0155535374413064	2.23357414623169	TAMR_vs_MCF7	up			False
ENSG00000004838	ZMYND10	-0.558831355852655	0.146823500660397	-3.80614379400498	0.0032832522102392	0.0155794359755454	1.07092580738273	TAMR_vs_MCF7	down			False
ENSG00000196924	FLNA	0.830581844299651	0.218298384743855	3.80480068725306	0.0032905998718373	0.0156093097501032	9.05036632750914	TAMR_vs_MCF7	up			False
ENSG00000173334	TRIB1	1.25629304236166	0.330251025429181	3.804054932847	0.0032946870237436	0.0156237027990758	4.40567808674557	TAMR_vs_MCF7	up			False
ENSG00000198169	ZNF251	-0.657661308761065	0.172906768524975	-3.80356023290129	0.0032974011735574	0.0156315778317079	3.50836579564127	TAMR_vs_MCF7	down			False
ENSG00000162923	WDR26	0.745106444207329	0.195936094611147	3.80280338692093	0.0033015580841934	0.0156388175296509	5.36645510788105	TAMR_vs_MCF7	up			False
ENSG00000198342	ZNF442	-0.684211514210744	0.179929156017488	-3.80267172566654	0.0033022817793543	0.0156388175296509	1.18160049761918	TAMR_vs_MCF7	down			False
ENSG00000145604	SKP2	-0.649322205584888	0.170761253960884	-3.80251485933471	0.0033031442335844	0.0156388175296509	4.22528361738129	TAMR_vs_MCF7	down			False
ENSG00000077150	NFKB2	-0.618630188845894	0.162675857936392	-3.80283956509259	0.003301359254565	0.0156388175296509	4.78544867485343	TAMR_vs_MCF7	down			False
ENSG00000119718	EIF2B2	0.593662437559008	0.15619017307893	3.80089493376132	0.0033120643500697	0.0156710493706424	6.47917417876801	TAMR_vs_MCF7	up			False
ENSG00000166669	ATF7IP2	-0.567824609505456	0.149385916482593	-3.8010585125782	0.0033111624659288	0.0156710493706424	3.23100136971284	TAMR_vs_MCF7	down			False
ENSG00000272853	RP11-398C13.6	-0.598228552450446	0.157409574648341	-3.80045847774452	0.0033144719821521	0.0156774419098417	1.44798360931492	TAMR_vs_MCF7	down			False
ENSG00000084090	STARD7	0.742356634684554	0.19537378901976	3.79967363283042	0.0033188060269254	0.0156885236938074	6.56904736324907	TAMR_vs_MCF7	up			False
ENSG00000166033	HTRA1	0.691751744374936	0.182056639325315	3.79965128950256	0.0033189294968905	0.0156885236938074	4.40749005892825	TAMR_vs_MCF7	up			False
ENSG00000123595	RAB9A	0.502746783198174	0.132367829795772	3.79810399531256	0.0033274915432646	0.0157239871079495	4.3185226339033	TAMR_vs_MCF7	up			False
ENSG00000070961	ATP2B1	0.855728653159646	0.225316430945943	3.7978972486252	0.0033286373296441	0.0157243937272397	5.16065514384394	TAMR_vs_MCF7	up			False
ENSG00000142875	PRKACB	0.540566158587732	0.14246840171376	3.79428808132354	0.0033487055998259	0.0158141609453268	2.540372252054	TAMR_vs_MCF7	up			False
ENSG00000168952	STXBP6	0.459627405250592	0.12120291976412	3.79221396765936	0.0033602953903296	0.0158638444167072	0.973760055279877	TAMR_vs_MCF7	up			False
ENSG00000241404	EGFL8	1.05016652912109	0.276957659521897	3.79179449643661	0.0033626443970656	0.0158660477214857	3.37882665549093	TAMR_vs_MCF7	up			False
ENSG00000234373	SNX18P7	-0.50726382987157	0.13378097101296	-3.79174875193893	0.0033629006661324	0.0158660477214857	1.00857477495701	TAMR_vs_MCF7	down			False
ENSG00000183763	TRAIP	-0.563324781853944	0.148576400337139	-3.79148223120017	0.0033643941686737	0.0158680485298097	3.82765848955739	TAMR_vs_MCF7	down			False
ENSG00000121988	ZRANB3	-0.776874863831032	0.204917999404629	-3.79114995309428	0.0033662571231987	0.0158717900203443	3.46334588180342	TAMR_vs_MCF7	down			False
ENSG00000186364	NUDT17	-0.772633997383372	0.203862539757543	-3.7899753348618	0.003372851366977	0.0158959571400846	3.52012188738389	TAMR_vs_MCF7	down			False
ENSG00000136943	CTSV	0.519333189442821	0.13703245439988	3.78985541576401	0.0033735253426422	0.0158959571400846	3.7905512461639	TAMR_vs_MCF7	up			False
ENSG00000186019	AC084219.4	-0.467198103738227	0.123292809687725	-3.78933779610945	0.0033764361054403	0.0159046218833409	0.919229153582386	TAMR_vs_MCF7	down			False
ENSG00000141504	SAT2	0.538096911277041	0.142019267070908	3.78890077645857	0.0033788956611559	0.0159111564012162	3.81141918838525	TAMR_vs_MCF7	up			False
ENSG00000144504	ANKMY1	0.911360666626083	0.240615102142791	3.78762870040154	0.0033860655554509	0.0159348051734161	2.43331396825678	TAMR_vs_MCF7	up			False
ENSG00000136738	STAM	-0.637766965934865	0.168379885673122	-3.78766717524069	0.003385848464777	0.0159348051734161	3.51882741643026	TAMR_vs_MCF7	down			False
ENSG00000006062	MAP3K14	0.716784985668022	0.189370962828471	3.78508391657317	0.0034004564873111	0.0159974550915416	2.27355280346347	TAMR_vs_MCF7	up			False
ENSG00000112984	KIF20A	-0.48382253741828	0.127968401538701	-3.7807969123687	0.0034248439657986	0.0161070791646656	5.77505484921028	TAMR_vs_MCF7	down			False
ENSG00000176261	ZBTB8OS	0.559146753783659	0.14793726467415	3.77962074001603	0.0034315666370708	0.0161335823069888	5.51188002080449	TAMR_vs_MCF7	up			False
ENSG00000105467	SYNGR4	0.587638015401281	0.155552209811492	3.77775420942857	0.0034422634136405	0.016178747080012	1.23208352420504	TAMR_vs_MCF7	up			False
ENSG00000100473	COCH	0.736254775604275	0.194972210803439	3.77620365779476	0.0034511757581322	0.0162103659066685	2.94635056946118	TAMR_vs_MCF7	up			False
ENSG00000166526	ZNF3	0.621261200079828	0.16451918407269	3.77622344519612	0.0034510618718612	0.0162103659066685	5.1327876670106	TAMR_vs_MCF7	up			False
ENSG00000024422	EHD2	-0.510804698947786	0.135319866803038	-3.77479457389118	0.0034592957986387	0.0162433642595577	0.82704811514758	TAMR_vs_MCF7	down			False
ENSG00000072062	PRKACA	-0.606093337501822	0.16057297331393	-3.77456632329323	0.0034606129945702	0.0162444086091217	6.07747718383048	TAMR_vs_MCF7	down			False
ENSG00000237036	ZEB1-AS1	-0.609745816269091	0.16155902453688	-3.77413653008222	0.0034630946762965	0.0162509167637218	1.65959412287668	TAMR_vs_MCF7	down			False
ENSG00000215256	DHRS4-AS1	-0.596260577554933	0.158055114456706	-3.77248518407329	0.0034726470063591	0.01629059003489	3.90707378725694	TAMR_vs_MCF7	down			False
ENSG00000237976	RP11-126K1.6	0.722270971156332	0.191506726914939	3.77151749597362	0.0034782574077608	0.0163117520279252	1.95314869528677	TAMR_vs_MCF7	up			False
ENSG00000261135	RP4-798A10.7	-0.779072114157449	0.206599482435223	-3.77092965081226	0.0034816701848493	0.0163225978523835	1.7975339883816	TAMR_vs_MCF7	down			False
ENSG00000029993	HMGB3	0.563736774234639	0.149504990438655	3.77068867454262	0.0034830701967564	0.0163240036574456	7.77859452777724	TAMR_vs_MCF7	up			False
ENSG00000185252	ZNF74	0.537854214411924	0.142656749227696	3.77026826507485	0.0034855140735953	0.0163302992813415	3.11473358805892	TAMR_vs_MCF7	up			False
ENSG00000138182	KIF20B	-0.52330201847849	0.138815800000033	-3.76975833066816	0.0034884807619768	0.0163390396294863	3.39248291754924	TAMR_vs_MCF7	down			False
ENSG00000123684	LPGAT1	0.704043611355206	0.186794897937227	3.76907302677937	0.0034924718517152	0.0163525709484855	2.96783023197218	TAMR_vs_MCF7	up			False
ENSG00000169957	ZNF768	-0.644010774583668	0.170923531433219	-3.76782979607045	0.0034997243439566	0.0163813595632896	5.62458534124977	TAMR_vs_MCF7	down			False
ENSG00000133937	GSC	-0.540606381274238	0.143543968025629	-3.76613792073601	0.0035096192292873	0.0164224945203928	1.92190949725524	TAMR_vs_MCF7	down			False
ENSG00000163754	GYG1	0.680958491936642	0.180826557686454	3.76581018103214	0.0035115393693961	0.0164242623771827	6.13426808617935	TAMR_vs_MCF7	up			False
ENSG00000132003	ZSWIM4	0.671196152475098	0.178239619257985	3.76569561396787	0.0035122108453161	0.0164242623771827	2.00994991402042	TAMR_vs_MCF7	up			False
ENSG00000137497	NUMA1	-0.54443957304603	0.144709494391696	-3.76229338188657	0.0035322122979426	0.0165125917066391	7.10839354659231	TAMR_vs_MCF7	down			False
ENSG00000132640	BTBD3	0.703210425504535	0.186942677114704	3.76163664904114	0.0035360868063262	0.0165202947204874	3.08725249323093	TAMR_vs_MCF7	up			False
ENSG00000270049	RP11-297D21.4	-0.646031365048074	0.171736477860392	-3.76175972103752	0.0035353603853503	0.0165202947204874	1.05212351406718	TAMR_vs_MCF7	down			False
ENSG00000106404	CLDN15	1.17323331708886	0.311923011069493	3.76129132976175	0.0035381258504906	0.0165246179948319	3.12745192753387	TAMR_vs_MCF7	up			False
ENSG00000162337	LRP5	0.573273068315061	0.152449263167684	3.76041875443175	0.0035432836938842	0.0165435001415526	6.00182223312175	TAMR_vs_MCF7	up			False
ENSG00000125844	RRBP1	0.945445339959201	0.251590356694963	3.75787590740408	0.0035583592764974	0.0166050617262338	6.03760075112027	TAMR_vs_MCF7	up			False
ENSG00000027075	PRKCH	0.785113025999737	0.208928046241398	3.75781538249109	0.003558718917965	0.0166050617262338	4.03224416137359	TAMR_vs_MCF7	up			False
ENSG00000148180	GSN	0.603834605418903	0.160703689311152	3.75744084038898	0.0035609453034691	0.0166050617262338	4.58763204145734	TAMR_vs_MCF7	up			False
ENSG00000112200	ZNF451	0.505701361110033	0.134585729244767	3.75746644126236	0.0035607930784163	0.0166050617262338	3.26640728489093	TAMR_vs_MCF7	up			False
ENSG00000273382	RP5-1065J22.8	-0.481572616536457	0.128209928046196	-3.75612578429136	0.0035687738564927	0.016636338825837	1.67686225556371	TAMR_vs_MCF7	down			False
ENSG00000129158	SERGEF	0.708805275823469	0.188736898037603	3.75552042654771	0.0035723835784786	0.0166479357843803	4.55281413536964	TAMR_vs_MCF7	up			False
ENSG00000124762	CDKN1A	0.832488535795552	0.221684835506392	3.75527957920039	0.0035738207968429	0.0166494043904413	6.66891062992901	TAMR_vs_MCF7	up			False
ENSG00000187243	MAGED4B	1.42497787176086	0.379483835843418	3.75504234216931	0.0035752370593049	0.0166507744777045	2.98123372083629	TAMR_vs_MCF7	up			False
ENSG00000131153	GINS2	-0.875864819315288	0.233263193047005	-3.75483507652574	0.0035764748758628	0.0166513128986675	5.65147883111436	TAMR_vs_MCF7	down			False
ENSG00000149573	MPZL2	-0.903064409608367	0.240589656418813	-3.75354627896526	0.003584181749212	0.0166819600987481	3.94230036128625	TAMR_vs_MCF7	down			False
ENSG00000159259	CHAF1B	-0.697537020036267	0.18588918923755	-3.75243457081776	0.003590843525092	0.0167077253763924	3.35060428854931	TAMR_vs_MCF7	down			False
ENSG00000174282	ZBTB4	-0.577161254201073	0.153841145720502	-3.75167027974205	0.0035954309170322	0.0167238256886908	4.02956804766714	TAMR_vs_MCF7	down			False
ENSG00000106327	TFR2	-0.833360104037185	0.222145211597072	-3.75142051474303	0.0035969313660731	0.0167255617705399	1.5948019771208	TAMR_vs_MCF7	down			False
ENSG00000105519	CAPS	0.692519367514256	0.184657346103068	3.75029416445594	0.0036037059478274	0.0167518135507091	3.00922490063114	TAMR_vs_MCF7	up			False
ENSG00000272520	CTD-2044J15.2	0.488473844746467	0.130270211882876	3.74969716933942	0.0036073020337798	0.0167632782891402	1.36672637098223	TAMR_vs_MCF7	up			False
ENSG00000152229	PSTPIP2	-0.613367742377819	0.163599478126686	-3.74920353904092	0.0036102783060471	0.0167718564511983	2.1822619778822	TAMR_vs_MCF7	down			False
ENSG00000160789	LMNA	-0.694567450092762	0.185300887019996	-3.74832231654569	0.0036155978609693	0.0167913117562013	7.71353319338154	TAMR_vs_MCF7	down			False
ENSG00000133216	EPHB2	0.850110914346152	0.226837032515455	3.74767252471543	0.0036195255920183	0.0168042930958601	2.71067158932031	TAMR_vs_MCF7	up			False
ENSG00000114812	VIPR1	0.868950031090075	0.231877139467789	3.74745881842649	0.0036208183304566	0.0168050367179594	3.1126305083923	TAMR_vs_MCF7	up			False
ENSG00000068489	PRR11	-0.894712157957659	0.238927453968844	-3.74470218091525	0.0036375367223143	0.0168773514339276	5.90483274688348	TAMR_vs_MCF7	down			False
ENSG00000106266	SNX8	-0.952476229224698	0.25442701166733	-3.74361284591153	0.0036441654102521	0.0169028216184188	4.22355356743693	TAMR_vs_MCF7	down			False
ENSG00000257433	RP1-197B17.3	0.620792365641612	0.165884880026732	3.74230831370268	0.0036521201240005	0.0169317821510413	1.83642687893019	TAMR_vs_MCF7	up			False
ENSG00000196865	NHLRC2	-0.532288038793895	0.142238774389113	-3.74221474474852	0.0036526913779136	0.0169317821510413	2.49146320994563	TAMR_vs_MCF7	down			False
ENSG00000111875	ASF1A	-0.601196390912091	0.16066558502737	-3.7419114417669	0.0036545437315905	0.0169350780416427	3.8296232055418	TAMR_vs_MCF7	down			False
ENSG00000122687	FTSJ2	-0.551426356593117	0.147385970010733	-3.74137617408877	0.0036578151403895	0.0169396570078338	5.96026699830542	TAMR_vs_MCF7	down			False
ENSG00000132522	GPS2	-0.507856354190878	0.1357367530232	-3.74148005517767	0.0036571800096631	0.0169396570078338	5.41346319139397	TAMR_vs_MCF7	down			False
ENSG00000274512	TBC1D3	0.570561834205382	0.152679565048345	3.73698886307881	0.0036847442275645	0.0170537226602006	3.21121313977614	TAMR_vs_MCF7	up			False
ENSG00000066583	ISOC1	-0.469883714389292	0.125737732026557	-3.73701439350003	0.0036845869282212	0.0170537226602006	5.29540484313206	TAMR_vs_MCF7	down			False
ENSG00000152240	HAUS1	-0.671889972767262	0.179814714766464	-3.73656835392967	0.0036873360950858	0.0170603969376004	5.1580128827398	TAMR_vs_MCF7	down			False
ENSG00000213096	ZNF254	0.579343860077	0.155061871624525	3.73621093314191	0.0036895405990382	0.0170652753767238	2.89676055490152	TAMR_vs_MCF7	up			False
ENSG00000112697	TMEM30A	0.736190892034362	0.19708453350165	3.73540672600875	0.0036945058091814	0.0170811882434165	5.05950878485699	TAMR_vs_MCF7	up			False
ENSG00000101421	CHMP4B	0.65538967925882	0.175459275557377	3.7352808916876	0.0036952833442085	0.0170811882434165	5.84219924710218	TAMR_vs_MCF7	up			False
ENSG00000087842	PIR	-0.459478323547424	0.123042283502011	-3.73431238814674	0.0037012734616358	0.0171035489329658	4.99581170198043	TAMR_vs_MCF7	down			False
ENSG00000124713	GNMT	-0.732359100789528	0.196244316244064	-3.73187420051805	0.0037163982025786	0.0171680935647142	0.815328824462748	TAMR_vs_MCF7	down			False
ENSG00000170364	SETMAR	0.502552644660778	0.13468111099618	3.73142633694959	0.0037191834008789	0.0171756126057398	4.26670929246292	TAMR_vs_MCF7	up			False
ENSG00000134256	CD101	0.820741669385679	0.219990677910137	3.73080203753424	0.0037230694495078	0.0171856370619905	1.08112617517317	TAMR_vs_MCF7	up			False
ENSG00000188760	TMEM198	0.574990494554729	0.154123794841714	3.73070553541229	0.0037236705185536	0.0171856370619905	1.65657275177108	TAMR_vs_MCF7	up			False
ENSG00000064012	CASP8	0.831943762082799	0.223028263312728	3.73021674349971	0.0037267165372873	0.0171943470087903	4.24038351200026	TAMR_vs_MCF7	up			False
ENSG00000107937	GTPBP4	-0.664043392071718	0.178041050578932	-3.7297207015599	0.003729810384767	0.0172032721445985	6.13718416247026	TAMR_vs_MCF7	down			False
ENSG00000129226	CD68	0.776119781319868	0.208104321501618	3.72947460062156	0.0037313463240693	0.0172050083146491	1.14507268243222	TAMR_vs_MCF7	up			False
ENSG00000176946	THAP4	0.744235880327389	0.199635862553716	3.72796686330412	0.0037407706217459	0.0172431048417108	4.80719443100059	TAMR_vs_MCF7	up			False
ENSG00000132964	CDK8	0.540404133648314	0.145012634394153	3.72660034697022	0.0037493335782303	0.0172772085819199	3.90094262944291	TAMR_vs_MCF7	up			False
ENSG00000213160	KLHL23	0.603792480315715	0.162040138970406	3.72619083242077	0.0037519036721767	0.0172836841626073	3.0887463361931	TAMR_vs_MCF7	up			False
ENSG00000076108	BAZ2A	0.946454983981004	0.254030135775757	3.72575868249143	0.0037546178108561	0.0172908190805351	5.4777799277142	TAMR_vs_MCF7	up			False
ENSG00000083720	OXCT1	-0.742499523480999	0.199302979492098	-3.72548130175062	0.0037563609895247	0.0172934794795433	4.29419849164099	TAMR_vs_MCF7	down			False
ENSG00000086300	SNX10	-0.514815228016438	0.138260262308994	-3.72352272025849	0.0037686935169656	0.0173448741950176	3.22596951306497	TAMR_vs_MCF7	down			False
ENSG00000243156	MICAL3	1.14524622965407	0.307606847299767	3.7230843191797	0.0037714597410364	0.0173522231434104	3.63348711409527	TAMR_vs_MCF7	up			False
ENSG00000228801	RP11-110G21.1	-0.596765005905987	0.160352741170032	-3.72157657893232	0.0037809894054449	0.017390676006817	2.37687296893626	TAMR_vs_MCF7	down			False
ENSG00000167005	NUDT21	-0.584522978646255	0.157133573314641	-3.71991145059637	0.0037915429303061	0.0174338128292166	6.39922253827801	TAMR_vs_MCF7	down			False
ENSG00000164002	EXO5	-0.596879430817462	0.160487583956328	-3.71916266731191	0.0037962986678224	0.0174502725009756	3.21198679360486	TAMR_vs_MCF7	down			False
ENSG00000235314	LINC00957	-0.546646241339857	0.147147195425387	-3.71496201310233	0.0038230934220507	0.0175679963444997	0.873753887722812	TAMR_vs_MCF7	down			False
ENSG00000108587	GOSR1	0.692546204638183	0.186523388162198	3.71291885410079	0.003836197116267	0.017622753192313	3.89646728862838	TAMR_vs_MCF7	up			False
ENSG00000170264	FAM161A	-0.566660607625	0.152650852125416	-3.71213524022414	0.0038412351586475	0.0176404355567976	1.79240215949219	TAMR_vs_MCF7	down			False
ENSG00000135956	TMEM127	0.91139114480903	0.245548024469706	3.71166148364378	0.0038442843883733	0.0176489764092461	4.94709453264311	TAMR_vs_MCF7	up			False
ENSG00000237343	RP11-763B22.4	0.683111715245116	0.184089751932732	3.71075363008111	0.0038501346179263	0.0176703672937803	2.31744006680925	TAMR_vs_MCF7	up			False
ENSG00000130005	GAMT	-0.745808470480722	0.201017228292546	-3.71017189330323	0.0038538882059791	0.0176766594127723	5.00131515290721	TAMR_vs_MCF7	down			False
ENSG00000267321	RP11-1094M14.11	0.562575943638306	0.151630426423132	3.71017847083284	0.003853845743996	0.0176766594127723	3.00601821267218	TAMR_vs_MCF7	up			False
ENSG00000111602	TIMELESS	-0.538766905445273	0.145245298018513	-3.70935866974917	0.0038591418097064	0.0176952862090311	6.54729925393225	TAMR_vs_MCF7	down			False
ENSG00000228775	WEE2-AS1	-0.707203317232816	0.19069970356916	-3.70846573957227	0.0038649189081742	0.0177163011305187	1.12011466932584	TAMR_vs_MCF7	down			False
ENSG00000163738	MTHFD2L	0.791688486070574	0.213515431872049	3.70787478511154	0.0038687472187432	0.017728372832524	3.08927301358732	TAMR_vs_MCF7	up			False
ENSG00000138642	HERC6	-1.07969902394955	0.291293507460047	-3.70656741842296	0.0038772305850541	0.0177508014258049	2.11947389466605	TAMR_vs_MCF7	down			False
ENSG00000250222	CTC-338M12.5	-0.816453372560578	0.220250378874023	-3.7069328858116	0.0038748571606544	0.0177508014258049	2.22092442019129	TAMR_vs_MCF7	down			False
ENSG00000164331	ANKRA2	0.552878200553326	0.149155858100783	3.70671462450876	0.0038762744152175	0.0177508014258049	3.37579405248978	TAMR_vs_MCF7	up			False
ENSG00000196642	RABL6	-0.703878531658308	0.189923695786792	-3.70611222966344	0.0038801887918797	0.017753389236482	6.16959251236041	TAMR_vs_MCF7	down			False
ENSG00000178741	COX5A	0.574798301758516	0.155094305310756	3.70612125704303	0.0038801301014402	0.017753389236482	8.43016884403216	TAMR_vs_MCF7	up			False
ENSG00000230699	RP11-54O7.1	1.47154009728911	0.397091040517667	3.70580030053245	0.003882217328861	0.0177571950448954	2.10732292232209	TAMR_vs_MCF7	up			False
ENSG00000135454	B4GALNT1	-0.894267237539567	0.241412962216983	-3.7043049773599	0.0038919570246592	0.0177962583457298	4.34199191001311	TAMR_vs_MCF7	down			False
ENSG00000115183	TANC1	0.590407448740182	0.159397162299513	3.70400225589201	0.0038939318704446	0.0177998031711825	3.30536575278302	TAMR_vs_MCF7	up			False
ENSG00000164209	SLC25A46	0.499302294624872	0.134811277481268	3.70371310140764	0.0038958191822855	0.0178029458043587	4.29105214183919	TAMR_vs_MCF7	up			False
ENSG00000115760	BIRC6	0.696228489847298	0.188063303663638	3.70209645520502	0.0039063885593221	0.0178402565229984	4.52335253318384	TAMR_vs_MCF7	up			False
ENSG00000099901	RANBP1	0.676310419009678	0.18267404602779	3.70227973659044	0.003905188798846	0.0178402565229984	7.87542885443901	TAMR_vs_MCF7	up			False
