gene	crispr_effect	crispr_p	crispr_fdr	crispr_direction	crispr_fdr_significant	crispr_evidence_percentile
MECR	-0.8198223553286468	0.0016354189909756	0.2947302734396934	sensitising_KO	False	0.9945031933828918
ATAD1	-1.0067940451927644	0.0016936330484181	0.3023688983544986	sensitising_KO	False	0.9944508428436812
MDH2	-1.1204431439257654	0.0017495981004326	0.3048506951521143	sensitising_KO	False	0.9943984923044707
NRP1	0.907990159501674	0.0017505147569972	0.3048506951521143	tolerance_associated_KO	False	0.99434614176526
MAP3K19	-1.2713125427845444	0.0017554089130886	0.3048506951521143	sensitising_KO	False	0.9942937912260496
NCKAP1	-1.4623843697399233	0.0017841875209116	0.3070570649727538	sensitising_KO	False	0.9942414406868392
ABHD15	-0.9857628346609388	0.0018332432711736	0.3126825554395521	sensitising_KO	False	0.9941890901476286
P4HB	-1.1367777166810624	0.0018599363135979	0.3144279946784177	sensitising_KO	False	0.994136739608418
API5	-1.073377664140177	0.0018961449556831	0.3173796945683675	sensitising_KO	False	0.9940843890692074
NR6A1	0.9807879670580082	0.0019106247644538	0.3173796945683675	tolerance_associated_KO	False	0.9940320385299968
THBS3	1.2225162447467133	0.0019870739782389	0.322224623243472	tolerance_associated_KO	False	0.9939796879907864
UXS1	-1.443318643487876	0.0019913456556818	0.322224623243472	sensitising_KO	False	0.9939273374515758
EED	-1.0370945371664178	0.0020009620775376	0.322224623243472	sensitising_KO	False	0.9938749869123652
FAM102A	0.8952599530487024	0.0020072622188123	0.322224623243472	tolerance_associated_KO	False	0.9938226363731546
CCDC101	-1.4556234863324595	0.002055656564551	0.325031294540658	sensitising_KO	False	0.993770285833944
TIAL1	0.9708559880895722	0.0020587754090676	0.325031294540658	tolerance_associated_KO	False	0.9937179352947336
RPS19BP1	-1.0022626423042	0.00208044470785	0.3257601250332756	sensitising_KO	False	0.993665584755523
MTF1	1.4222506422130845	0.0021026552179067	0.3265611595745787	tolerance_associated_KO	False	0.9936132342163124
MECOM	1.2543517462969112	0.002151567585004	0.3296906900039673	tolerance_associated_KO	False	0.9935608836771018
DNAJC8	-1.4428778771890842	0.0021683065843187	0.3296906900039673	sensitising_KO	False	0.9935085331378912
C3orf35	0.8597211171644883	0.0021745813191906	0.3296906900039673	tolerance_associated_KO	False	0.9934561825986808
SDHA	-1.3150612073486947	0.0022055618495756	0.3317547087594042	sensitising_KO	False	0.9934038320594702
BIRC2	1.1540992181139993	0.0022701132292488	0.3387966642057903	tolerance_associated_KO	False	0.9933514815202596
PPP4R2	1.2258121476865274	0.0023081270380999	0.34179961867305	tolerance_associated_KO	False	0.993299130981049
TADA1	-1.208260384941747	0.0023957948288293	0.3500206105826951	sensitising_KO	False	0.9932467804418386
GBP1	1.51470395002685	0.0024169152427458	0.3500206105826951	tolerance_associated_KO	False	0.993194429902628
