gene	crispr_effect	crispr_p	crispr_fdr	crispr_direction	crispr_fdr_significant	crispr_evidence_percentile
ZNF670	0.7881978900815856	0.1336421581461809	0.7755061200080483	tolerance_associated_KO	False	0.8277143754580673
DNAI1	0.5836963146933742	0.1337547768086079	0.7759239299650283	tolerance_associated_KO	False	0.8276620249188567
C8B	0.4412720321061201	0.1338706860956821	0.7761268891324898	tolerance_associated_KO	False	0.8276096743796462
PLEKHF1	-0.4911511351493143	0.1338710202424516	0.7761268891324898	sensitising_KO	False	0.8275573238404356
QDPR	-0.5694972867862855	0.1341221787090927	0.7771900732174135	sensitising_KO	False	0.827504973301225
MRPS24	-0.431305855438298	0.1341789558015899	0.7771900732174135	sensitising_KO	False	0.8274526227620145
ACOX1	0.584101893699132	0.1341953678613594	0.7771900732174135	tolerance_associated_KO	False	0.8274002722228039
POU3F4	0.3499031005533606	0.1342450765784601	0.7771900732174135	tolerance_associated_KO	False	0.8273479216835933
CNNM1	0.443593410194226	0.1342578255571096	0.7771900732174135	tolerance_associated_KO	False	0.8272955711443828
PSMA7	-0.4991349311885731	0.1343291851810173	0.7773675930060511	sensitising_KO	False	0.8272432206051723
CELA3A	0.6814731598263384	0.1344149438407018	0.7775440804794728	tolerance_associated_KO	False	0.8271908700659617
TMEM87A	0.545149998711481	0.1344960959963817	0.7775440804794728	tolerance_associated_KO	False	0.8271385195267511
FAM207A	0.5226469968734433	0.1345087906452504	0.7775440804794728	tolerance_associated_KO	False	0.8270861689875406
DENND6B	0.4828298824002992	0.1345412632272564	0.7775440804794728	tolerance_associated_KO	False	0.82703381844833
NTRK1	0.4378434741613812	0.1345631958365249	0.7775440804794728	tolerance_associated_KO	False	0.8269814679091194
CXCL6	0.588876298799855	0.134806173743854	0.7776626128639397	tolerance_associated_KO	False	0.8269291173699089
ARAP1	0.5816651446675323	0.1349454020410937	0.7776626128639397	tolerance_associated_KO	False	0.8268767668306983
KLK12	0.4436231343447394	0.1349557011926072	0.7776626128639397	tolerance_associated_KO	False	0.8268244162914878
WDR60	0.5424344676309536	0.1349591404892456	0.7776626128639397	tolerance_associated_KO	False	0.8267720657522772
MEIG1	0.6300221993270343	0.135008520538921	0.7776626128639397	tolerance_associated_KO	False	0.8267197152130668
ADH1A	-0.4919859904609227	0.1350143769863912	0.7776626128639397	sensitising_KO	False	0.8266673646738562
SLC5A10	0.4576593084846143	0.1350256907209166	0.7776626128639397	tolerance_associated_KO	False	0.8266150141346456
COL21A1	0.631541570669671	0.1351580056755029	0.7776626128639397	tolerance_associated_KO	False	0.8265626635954351
RNF150	0.4383895893771949	0.1351954030093806	0.7776626128639397	tolerance_associated_KO	False	0.8265103130562245
CXorf51B	0.4595661705425735	0.1352012907718585	0.7776626128639397	tolerance_associated_KO	False	0.8264579625170139
BUD13	-0.5443937791310702	0.1352227285239724	0.7776626128639397	sensitising_KO	False	0.8264056119778034
GATA6	0.4224611626006043	0.1352600211740997	0.7776626128639397	tolerance_associated_KO	False	0.8263532614385928
FLT4	-0.7565341277497311	0.1353286658692648	0.7776626128639397	sensitising_KO	False	0.8263009108993823
SLC38A5	0.4439663099237521	0.1353367369290097	0.7776626128639397	tolerance_associated_KO	False	0.8262485603601717
KIRREL2	0.3644419634434701	0.1353842690171431	0.7776626128639397	tolerance_associated_KO	False	0.8261962098209612
FUT9	-0.4176725986997454	0.1353970539088569	0.7776626128639397	sensitising_KO	False	0.8261438592817506
EMCN	0.7804396774981095	0.1354156726968205	0.7776626128639397	tolerance_associated_KO	False	0.82609150874254
DEFB133	0.6701942627276498	0.1354203415899559	0.7776626128639397	tolerance_associated_KO	False	0.8260391582033295
UNC13B	0.4325041972472938	0.1354256766905202	0.7776626128639397	tolerance_associated_KO	False	0.8259868076641189
CHPF	0.4934688095587818	0.1354274457183595	0.7776626128639397	tolerance_associated_KO	False	0.8259344571249084
FAM157A	0.8313041672707051	0.1354385967124707	0.7776626128639397	tolerance_associated_KO	False	0.8258821065856978
NGLY1	-0.6635361092863636	0.1354838267969248	0.7776885646940069	sensitising_KO	False	0.8258297560464873
NISCH	0.6034674775228082	0.1355552452996214	0.7777013888302282	tolerance_associated_KO	False	0.8257774055072767
RPL26L1	-0.54947006526326	0.1355674828458702	0.7777013888302282	sensitising_KO	False	0.8257250549680661
METTL2B	-0.748986002927098	0.1357972473570664	0.7781615495673047	sensitising_KO	False	0.8256727044288557
SALL2	0.4861470655364641	0.1358484564592154	0.7781615495673047	tolerance_associated_KO	False	0.825620353889645
ABCA1	0.4880478827548096	0.1358745128365374	0.7781615495673047	tolerance_associated_KO	False	0.8255680033504345
IRX3	0.5930674480908475	0.1359046713895867	0.7781615495673047	tolerance_associated_KO	False	0.825515652811224
USP38	-0.6538904547751896	0.1359155888990655	0.7781615495673047	sensitising_KO	False	0.8254633022720134
ABCC4	0.3781217571545623	0.1359537695975595	0.7781615495673047	tolerance_associated_KO	False	0.8254109517328029
RCAN3	0.5252392213047061	0.1359671546571027	0.7781615495673047	tolerance_associated_KO	False	0.8253586011935923
OR10A4	-0.4575201801217714	0.1360089816146353	0.7781615495673047	sensitising_KO	False	0.8253062506543818
GMCL1	-0.4382644055567501	0.1360565078491341	0.7781615495673047	sensitising_KO	False	0.8252539001151712
TRIM64B	0.4642422903330621	0.1360697607095859	0.7781615495673047	tolerance_associated_KO	False	0.8252015495759606
ITGA9	0.5095514584292147	0.136162224504071	0.7781615495673047	tolerance_associated_KO	False	0.8251491990367501
AP2A2	-0.5340272915434818	0.1361624792831856	0.7781615495673047	sensitising_KO	False	0.8250968484975395
RASL10A	-0.5168995060584649	0.1361774867353758	0.7781615495673047	sensitising_KO	False	0.8250444979583289
FGF7	-0.3736886344436918	0.1362688035108963	0.7781615495673047	sensitising_KO	False	0.8249921474191184
CHD4	-0.7335551617703988	0.1362762833972199	0.7781615495673047	sensitising_KO	False	0.8249397968799079
DLL3	0.6326075656272616	0.1362994579308067	0.7781615495673047	tolerance_associated_KO	False	0.8248874463406973
DEFB115	-0.7040443136004475	0.1363477078561172	0.7782044407455654	sensitising_KO	False	0.8248350958014867
MIPEP	0.4591241641165684	0.1365110624755922	0.7787639290655036	tolerance_associated_KO	False	0.8247827452622762
EIF2AK4	0.3966782738930288	0.1365272678867388	0.7787639290655036	tolerance_associated_KO	False	0.8247303947230656
IFI27L2	-0.460156306841216	0.1366521254643661	0.7788975026137412	sensitising_KO	False	0.824678044183855
NNMT	-0.4436207906329512	0.1366533827669211	0.7788975026137412	sensitising_KO	False	0.8246256936446446
GOLGA8H	-0.5571480622391431	0.1366931151948998	0.7788975026137412	sensitising_KO	False	0.824573343105434
VPS8	-0.4845253652599171	0.136741684403024	0.7788975026137412	sensitising_KO	False	0.8245209925662235
SORT1	0.5439840444772752	0.1367545528852268	0.7788975026137412	tolerance_associated_KO	False	0.8244686420270129
COL7A1	0.4771131924226717	0.1368262725486344	0.7790338471864805	tolerance_associated_KO	False	0.8244162914878024
PPME1	0.7220055518674968	0.1369493392313203	0.7790338471864805	tolerance_associated_KO	False	0.8243639409485918
CEP19	-0.6090767314920891	0.1369572789175266	0.7790338471864805	sensitising_KO	False	0.8243115904093812
KIF24	0.7333156829597431	0.1370062946170792	0.7790338471864805	tolerance_associated_KO	False	0.8242592398701707
RAET1G	-0.474631570323714	0.1370433574991964	0.7790338471864805	sensitising_KO	False	0.8242068893309601
AMMECR1	0.4337699731906532	0.1370775697374193	0.7790338471864805	tolerance_associated_KO	False	0.8241545387917495
GYG2	0.6095388912102147	0.1370956715304655	0.7790338471864805	tolerance_associated_KO	False	0.824102188252539
SLC35E2	-0.4894109494756051	0.1371320132188931	0.7790338471864805	sensitising_KO	False	0.8240498377133285
MSL2	0.5878475724464352	0.1371455178813869	0.7790338471864805	tolerance_associated_KO	False	0.8239974871741179
ZNF117	0.5381507996312225	0.1371905334411158	0.7790578954594636	tolerance_associated_KO	False	0.8239451366349073
ACHE	-0.4075115477253179	0.137361595760123	0.7795762217832926	sensitising_KO	False	0.8238927860956968
HLA-DPB1	0.439619447946292	0.1373634278659144	0.7795762217832926	tolerance_associated_KO	False	0.8238404355564862
ACP5	0.373675800878928	0.1374254280641489	0.7796964515323541	tolerance_associated_KO	False	0.8237880850172756
IZUMO4	0.4305896447219446	0.1376468202483786	0.7800154388479306	tolerance_associated_KO	False	0.8237357344780651
TOPAZ1	-0.5024244613061475	0.1376480894518676	0.7800154388479306	sensitising_KO	False	0.8236833839388545
HNF4G	0.4176373011242589	0.1376555944025697	0.7800154388479306	tolerance_associated_KO	False	0.823631033399644
ZNRF3	-0.5148589657231737	0.1378315834345411	0.7800154388479306	sensitising_KO	False	0.8235786828604335
NDUFV2	-0.6298025621565237	0.1378352522799435	0.7800154388479306	sensitising_KO	False	0.823526332321223
PFDN6	0.7788834896977281	0.1378396528363515	0.7800154388479306	tolerance_associated_KO	False	0.8234739817820124
TNFRSF4	0.5392284884334888	0.1378753014033657	0.7800154388479306	tolerance_associated_KO	False	0.8234216312428018
LGALSL	0.6130982298773837	0.1378884893209819	0.7800154388479306	tolerance_associated_KO	False	0.8233692807035913
YEATS2	-0.3842463963944835	0.137941567244058	0.7800154388479306	sensitising_KO	False	0.8233169301643807
KCTD7	-0.4166046669088876	0.1379721766943069	0.7800154388479306	sensitising_KO	False	0.8232645796251701
ZSWIM5	0.417984847294587	0.1381398510120408	0.7800154388479306	tolerance_associated_KO	False	0.8232122290859596
FUT3	0.4182730352333017	0.1381454865972186	0.7800154388479306	tolerance_associated_KO	False	0.823159878546749
TECPR1	0.4698594865447152	0.1381482929072264	0.7800154388479306	tolerance_associated_KO	False	0.8231075280075385
C7orf66	0.4108727456706473	0.138168228564959	0.7800154388479306	tolerance_associated_KO	False	0.8230551774683279
GABRG2	0.4231875203455661	0.1381928220218687	0.7800154388479306	tolerance_associated_KO	False	0.8230028269291174
PLA2G12A	-0.4620879017482791	0.1381928949303795	0.7800154388479306	sensitising_KO	False	0.8229504763899068
CWH43	-0.4592948144362445	0.1381935433996149	0.7800154388479306	sensitising_KO	False	0.8228981258506962
CYFIP1	-0.5141920421390527	0.1382166288279456	0.7800154388479306	sensitising_KO	False	0.8228457753114857
PRKG1	0.4522848858746666	0.1382575956313738	0.7800161988618233	tolerance_associated_KO	False	0.8227934247722751
ARID2	0.5192824846706099	0.138301175883253	0.7800316985231129	tolerance_associated_KO	False	0.8227410742330646
SLC10A3	0.5631240959026007	0.138389927869546	0.7801971381235795	tolerance_associated_KO	False	0.822688723693854
SEPN1	0.3930086573294291	0.1384121918599597	0.7801971381235795	tolerance_associated_KO	False	0.8226363731546436
PIGG	-0.4055149121297781	0.1385800878999303	0.7805898559606741	sensitising_KO	False	0.822584022615433
KIAA0040	0.3805470474090491	0.1385968840703378	0.7805898559606741	tolerance_associated_KO	False	0.8225316720762224
NR2F6	-0.3974214166161021	0.1386414490406338	0.7805898559606741	sensitising_KO	False	0.8224793215370119
PLEKHG4B	0.5160308474027193	0.1387284640727175	0.7805898559606741	tolerance_associated_KO	False	0.8224269709978013
CYSLTR1	0.6832042372123244	0.1387580136829017	0.7805898559606741	tolerance_associated_KO	False	0.8223746204585907
SEC31A	0.4255767039132099	0.1387589255691409	0.7805898559606741	tolerance_associated_KO	False	0.8223222699193802
RALGAPB	-0.4228272808775868	0.1387678977565015	0.7805898559606741	sensitising_KO	False	0.8222699193801696
GADD45GIP1	-0.7459358033941079	0.1389633286361821	0.7807072979875703	sensitising_KO	False	0.8222175688409591
CST4	0.4040533086334008	0.1389937785101457	0.7807072979875703	tolerance_associated_KO	False	0.8221652183017485
PCDHGA2	-0.4709807645143797	0.1390026712885662	0.7807072979875703	sensitising_KO	False	0.822112867762538
CLASP2	-0.4807575321939454	0.1390475426539569	0.7807072979875703	sensitising_KO	False	0.8220605172233274
DDT	-0.5503192316880945	0.1390477806437254	0.7807072979875703	sensitising_KO	False	0.8220081666841168
ZNF346	0.4154379976129583	0.1390683586424549	0.7807072979875703	tolerance_associated_KO	False	0.8219558161449063
JDP2	-0.4407497684997716	0.1390748539523479	0.7807072979875703	sensitising_KO	False	0.8219034656056957
EIF4E3	0.4646897543389725	0.1391406815990349	0.7808473679748424	tolerance_associated_KO	False	0.8218511150664851
OR4D5	0.5652363448716278	0.1391989041463148	0.7809446889594865	tolerance_associated_KO	False	0.8217987645272746
P4HA1	0.6964434190929687	0.139292213262281	0.7810492433870386	tolerance_associated_KO	False	0.8217464139880641
SCNN1D	0.5170811114306737	0.1392993127895954	0.7810492433870386	tolerance_associated_KO	False	0.8216940634488535
HLA-G	-0.4564636188610729	0.1395044220338538	0.7815254471153669	sensitising_KO	False	0.8216417129096429
GTF2H1	-0.4587993802224623	0.1395159089581857	0.7815254471153669	sensitising_KO	False	0.8215893623704325
MIR1-1HG	0.5320963915712369	0.1395204702201992	0.7815254471153669	tolerance_associated_KO	False	0.8215370118312219
SYCN	-0.4086242368308621	0.1395669056906449	0.7815254471153669	sensitising_KO	False	0.8214846612920113
IER2	-0.3750536862811326	0.1396391412051024	0.7815254471153669	sensitising_KO	False	0.8214323107528008
SPRR3	0.3818804118209105	0.1397017160587632	0.7815254471153669	tolerance_associated_KO	False	0.8213799602135902
SOCS6	0.4820424968893819	0.1397469766292999	0.7815254471153669	tolerance_associated_KO	False	0.8213276096743797
PAPPA	0.8133180877349293	0.1397515657950226	0.7815254471153669	tolerance_associated_KO	False	0.8212752591351691
APOA2	0.5141761696349718	0.1397700279127561	0.7815254471153669	tolerance_associated_KO	False	0.8212229085959586
AASS	0.4841196584723031	0.1398720441734264	0.7815254471153669	tolerance_associated_KO	False	0.821170558056748
ALPI	0.6099691806684424	0.1399915546725673	0.7815254471153669	tolerance_associated_KO	False	0.8211182075175374
USP17L30	-0.9426487674681914	0.1401996733556543	0.7815254471153669	sensitising_KO	False	0.8210658569783269
PAPOLA	0.4410251494379311	0.1402070610681899	0.7815254471153669	tolerance_associated_KO	False	0.8210135064391163
HECW2	0.4210660244114548	0.1402572458019035	0.7815254471153669	tolerance_associated_KO	False	0.8209611558999057
OR1N2	0.6485673040666597	0.1403159417294367	0.7815254471153669	tolerance_associated_KO	False	0.8209088053606952
LSM3	-0.8519669510639707	0.1403179458079831	0.7815254471153669	sensitising_KO	False	0.8208564548214847
BHLHE41	-0.5443476558446818	0.140359649630817	0.7815254471153669	sensitising_KO	False	0.8208041042822741
FAM187B	-0.91126194577242	0.1404261274690501	0.7815254471153669	sensitising_KO	False	0.8207517537430635
CRISP3	-0.4032376188986557	0.1404313624439809	0.7815254471153669	sensitising_KO	False	0.820699403203853
URB1	-0.7417436736259395	0.1404455736561984	0.7815254471153669	sensitising_KO	False	0.8206470526646424
SART3	-0.4122086226221029	0.1404801558163623	0.7815254471153669	sensitising_KO	False	0.8205947021254318
SLC35F3	-0.4921842075236746	0.1405341238395685	0.7815254471153669	sensitising_KO	False	0.8205423515862214
KRTAP10-12	0.689668257087761	0.1405540888445864	0.7815254471153669	tolerance_associated_KO	False	0.8204900010470108
RAG2	0.3949417896417309	0.1405769964792972	0.7815254471153669	tolerance_associated_KO	False	0.8204376505078003
PCDHB7	0.5298889808303331	0.1405966541648425	0.7815254471153669	tolerance_associated_KO	False	0.8203852999685897
NCOA1	-0.7000620318146602	0.1406157630883062	0.7815254471153669	sensitising_KO	False	0.8203329494293792
LENG1	-0.4127969787303671	0.1406628206753674	0.7815254471153669	sensitising_KO	False	0.8202805988901686
NSMAF	0.5127183514847333	0.1406668028086904	0.7815254471153669	tolerance_associated_KO	False	0.820228248350958
CD209	-0.4133382749334142	0.1406976631234515	0.7815254471153669	sensitising_KO	False	0.8201758978117475
PRRG3	0.4512089877241969	0.140699220994114	0.7815254471153669	tolerance_associated_KO	False	0.8201235472725369
KBTBD6	0.364440137841501	0.1407266123559711	0.7815254471153669	tolerance_associated_KO	False	0.8200711967333263
GALNT2	-0.418779650105189	0.1407336652071828	0.7815254471153669	sensitising_KO	False	0.8200188461941158
PDZK1IP1	-0.4713285016869157	0.1407682599845586	0.7815254471153669	sensitising_KO	False	0.8199664956549053
AES	-0.4790363921767966	0.1407752218774002	0.7815254471153669	sensitising_KO	False	0.8199141451156947
THAP1	0.8626629595285848	0.1408189081912238	0.781540849266981	tolerance_associated_KO	False	0.8198617945764841
GOLGA8R	0.6769512944999292	0.1409069014696556	0.7815983805970919	tolerance_associated_KO	False	0.8198094440372736
RABL2A	0.5853565943573651	0.1409111041604137	0.7815983805970919	tolerance_associated_KO	False	0.819757093498063
IL9R	0.5465931991427402	0.1410515487369135	0.7819995924254903	tolerance_associated_KO	False	0.8197047429588524
HELT	0.5144301658732928	0.1410858401457908	0.7819995924254903	tolerance_associated_KO	False	0.8196523924196419
MTNR1A	0.4946489474725863	0.1411731142921859	0.7819995924254903	tolerance_associated_KO	False	0.8196000418804313
ASB13	0.4498705736875283	0.1412759973122831	0.7819995924254903	tolerance_associated_KO	False	0.8195476913412209
HSD3B7	-0.5115426660159503	0.1414090627646079	0.7819995924254903	sensitising_KO	False	0.8194953408020103
FXYD1	0.6980226028809211	0.1414329772257494	0.7819995924254903	tolerance_associated_KO	False	0.8194429902627998
SMARCC1	0.4882547622590856	0.1415286793087106	0.7819995924254903	tolerance_associated_KO	False	0.8193906397235892
MRPL47	-0.4676696998127942	0.141590872387095	0.7819995924254903	sensitising_KO	False	0.8193382891843786
FSD1L	0.4001437447812925	0.1416397823165104	0.7819995924254903	tolerance_associated_KO	False	0.8192859386451681
GAB4	0.4692408556003169	0.14169864756188	0.7819995924254903	tolerance_associated_KO	False	0.8192335881059575
TSPAN5	0.4437873784747923	0.1417194073296198	0.7819995924254903	tolerance_associated_KO	False	0.8191812375667469
TSTD3	0.5626595679462216	0.1418023813255172	0.7819995924254903	tolerance_associated_KO	False	0.8191288870275364
KRTAP29-1	-0.4338189822803286	0.1418118555682055	0.7819995924254903	sensitising_KO	False	0.8190765364883258
SPINK1	0.3921460078687069	0.1418416272397113	0.7819995924254903	tolerance_associated_KO	False	0.8190241859491153
ZNF202	0.5695025062632535	0.1419170057754535	0.7819995924254903	tolerance_associated_KO	False	0.8189718354099047
NOD2	-0.4203139061343703	0.1419979983939798	0.7819995924254903	sensitising_KO	False	0.8189194848706942
ANKRD62	0.4103916183720226	0.1419980385862569	0.7819995924254903	tolerance_associated_KO	False	0.8188671343314836
TRMT11	0.4505293695253654	0.1420040574673327	0.7819995924254903	tolerance_associated_KO	False	0.818814783792273
DDIT4L	0.409201430395127	0.1420041502819183	0.7819995924254903	tolerance_associated_KO	False	0.8187624332530625
RS1	0.4077984411548954	0.1420322010849128	0.7819995924254903	tolerance_associated_KO	False	0.8187100827138519
NEK5	-0.4159703421535763	0.1420618560632055	0.7819995924254903	sensitising_KO	False	0.8186577321746414
PELP1	-0.4293592406164377	0.1421269089564806	0.7819995924254903	sensitising_KO	False	0.8186053816354308
PARS2	-0.3976212431680581	0.1421290971848625	0.7819995924254903	sensitising_KO	False	0.8185530310962204
NDUFC2-KCTD14	-0.6219328455681215	0.1421615528501744	0.7819995924254903	sensitising_KO	False	0.8185006805570098
SPEG	-0.5247192996199637	0.1421689251003753	0.7819995924254903	sensitising_KO	False	0.8184483300177992
BYSL	-0.5711332691206996	0.1421712285115945	0.7819995924254903	sensitising_KO	False	0.8183959794785887
BCL7A	0.4629111345812822	0.1422016584630903	0.7819995924254903	tolerance_associated_KO	False	0.8183436289393781
SHOX	0.4535479138171405	0.1422121932022038	0.7819995924254903	tolerance_associated_KO	False	0.8182912784001675
FZD2	-0.4862931864239712	0.1422528077415943	0.7819995924254903	sensitising_KO	False	0.818238927860957
NPTN	-0.3889485157349863	0.1423092230859207	0.7819995924254903	sensitising_KO	False	0.8181865773217464
ATP1A2	0.483850025338528	0.1423693621582746	0.7819995924254903	tolerance_associated_KO	False	0.8181342267825359
TPBG	-0.6392455044723873	0.1423888588098046	0.7819995924254903	sensitising_KO	False	0.8180818762433253
TMBIM1	-0.4789852734603741	0.1424076457741828	0.7819995924254903	sensitising_KO	False	0.8180295257041148
ETNK2	0.5275554977367412	0.1425042539864667	0.7819995924254903	tolerance_associated_KO	False	0.8179771751649042
C8orf44	-0.5437161957968923	0.1425320945366267	0.7819995924254903	sensitising_KO	False	0.8179248246256936
CD44	-0.4204622384536343	0.1425591748391867	0.7819995924254903	sensitising_KO	False	0.8178724740864831
SMYD4	0.4367494803005263	0.1426861407222284	0.7819995924254903	tolerance_associated_KO	False	0.8178201235472725
LAMP2	0.4155506867929723	0.1427248245673433	0.7819995924254903	tolerance_associated_KO	False	0.8177677730080619
CTAG1B	0.4140395512418813	0.1427738668235604	0.7819995924254903	tolerance_associated_KO	False	0.8177154224688514
C17orf82	-0.7829973169333369	0.1427879302390309	0.7819995924254903	sensitising_KO	False	0.8176630719296409
FAM131C	0.515561994731522	0.1427902351459357	0.7819995924254903	tolerance_associated_KO	False	0.8176107213904303
OPN1LW	0.4155821972340554	0.1428055386555095	0.7819995924254903	tolerance_associated_KO	False	0.8175583708512197
PIK3C2B	0.3345853996332817	0.1428176473076497	0.7819995924254903	tolerance_associated_KO	False	0.8175060203120093
CXCR6	0.5170398391874063	0.1428240766209783	0.7819995924254903	tolerance_associated_KO	False	0.8174536697727987
RPP30	-0.5762371066382466	0.1428391512606594	0.7819995924254903	sensitising_KO	False	0.817401319233588
FRMPD2	0.7499167089667296	0.1428664909995791	0.7819995924254903	tolerance_associated_KO	False	0.8173489686943776
CLPB	0.7702109939815402	0.1429966157881264	0.7824143344901033	tolerance_associated_KO	False	0.817296618155167
PNMA5	0.3608297051180571	0.1430573159444615	0.7824143344901033	tolerance_associated_KO	False	0.8172442676159565
CD226	0.5332452891125774	0.143073973612882	0.7824143344901033	tolerance_associated_KO	False	0.8171919170767459
ATP5D	0.4255233846726751	0.1431060924832969	0.7824143344901033	tolerance_associated_KO	False	0.8171395665375354
TBC1D3H	-0.493223523015418	0.1431679312939342	0.7825284668120245	sensitising_KO	False	0.8170872159983248
HIST1H4J	-0.5258476045547109	0.1432422509095563	0.7827107320152332	sensitising_KO	False	0.8170348654591142
NUDCD1	0.4598630134986399	0.143491909841331	0.7836997597749524	tolerance_associated_KO	False	0.8169825149199037
KRT23	-0.3942966762397315	0.1435526178604323	0.7836997597749524	sensitising_KO	False	0.8169301643806931
ZFP1	-0.3948207428228478	0.143735720651479	0.7836997597749524	sensitising_KO	False	0.8168778138414825
ZYG11B	-0.4821086513215906	0.1438079819512281	0.7836997597749524	sensitising_KO	False	0.816825463302272
CAMKK1	0.3913154065817634	0.1438805743190374	0.7836997597749524	tolerance_associated_KO	False	0.8167731127630615
C6orf15	-0.4258573627222137	0.1439027576203353	0.7836997597749524	sensitising_KO	False	0.8167207622238509
FOLR2	-0.38351212719067	0.1440094628557827	0.7836997597749524	sensitising_KO	False	0.8166684116846403
PIK3CG	-0.4230333334536222	0.1440367189951172	0.7836997597749524	sensitising_KO	False	0.8166160611454298
ARHGEF4	0.6572521468738195	0.1440389947576755	0.7836997597749524	tolerance_associated_KO	False	0.8165637106062192
HIP1	0.3996017417371789	0.1440401292438009	0.7836997597749524	tolerance_associated_KO	False	0.8165113600670086
ANKS1A	0.3738960662104444	0.1440928066962642	0.7836997597749524	tolerance_associated_KO	False	0.8164590095277982
CLEC3B	0.5934940356764749	0.1441130285114867	0.7836997597749524	tolerance_associated_KO	False	0.8164066589885876
PAXBP1	0.8178653688148101	0.1441980701427438	0.7836997597749524	tolerance_associated_KO	False	0.8163543084493771
C15orf52	0.681098080657268	0.1442250772809481	0.7836997597749524	tolerance_associated_KO	False	0.8163019579101665
FAM153A	0.4876953809072759	0.1442565411553012	0.7836997597749524	tolerance_associated_KO	False	0.816249607370956
WDR13	0.6394442814620147	0.1442709024554223	0.7836997597749524	tolerance_associated_KO	False	0.8161972568317454
SPATA22	0.6389693927618758	0.1442857835391646	0.7836997597749524	tolerance_associated_KO	False	0.8161449062925348
N6AMT1	-0.4309945560760564	0.1443138103067252	0.7836997597749524	sensitising_KO	False	0.8160925557533243
DHRS13	-0.4146095400610194	0.1443383849865104	0.7836997597749524	sensitising_KO	False	0.8160402052141137
TGDS	0.4219576150157991	0.1444112674053111	0.7836997597749524	tolerance_associated_KO	False	0.8159878546749031
IFT74	-0.4039310279610628	0.1444315551929435	0.7836997597749524	sensitising_KO	False	0.8159355041356926
OR2AG1	0.4465545708002469	0.1445114990506359	0.7836997597749524	tolerance_associated_KO	False	0.815883153596482
PLAC9	0.6736888052737466	0.1445125839703438	0.7836997597749524	tolerance_associated_KO	False	0.8158308030572715
MTMR6	-0.4129832758325369	0.1445160712575463	0.7836997597749524	sensitising_KO	False	0.8157784525180609
PCDH17	-0.3275605742928054	0.1445362203659741	0.7836997597749524	sensitising_KO	False	0.8157261019788504
FERMT2	0.5071729296926577	0.1445557932610256	0.7836997597749524	tolerance_associated_KO	False	0.8156737514396398
GLUL	0.4225862089153569	0.1445651055993348	0.7836997597749524	tolerance_associated_KO	False	0.8156214009004292
DENND2A	0.4405153315584122	0.1445719496124657	0.7836997597749524	tolerance_associated_KO	False	0.8155690503612187
DEGS2	-0.4693739608571139	0.1446473296207723	0.7837021710470701	sensitising_KO	False	0.8155166998220081
HIST1H3B	0.4050629398768386	0.1446544445957163	0.7837021710470701	tolerance_associated_KO	False	0.8154643492827977
VPS18	-0.412430825604325	0.1447619807792365	0.784062409647223	sensitising_KO	False	0.815411998743587
IZUMO1	-0.630498029023494	0.1449851248661543	0.7843358867696453	sensitising_KO	False	0.8153596482043766
MDH1B	0.340414489481601	0.1450295535566504	0.7843358867696453	tolerance_associated_KO	False	0.815307297665166
RUSC1-AS1	0.4398330373225789	0.1451040830572498	0.7843358867696453	tolerance_associated_KO	False	0.8152549471259554
ZNF749	0.3612760638490444	0.1451672777163241	0.7843358867696453	tolerance_associated_KO	False	0.8152025965867449
MED8	-0.4179613921315432	0.1451745522152217	0.7843358867696453	sensitising_KO	False	0.8151502460475343
PCDHGB2	0.3534612356132829	0.1452239773136612	0.7843358867696453	tolerance_associated_KO	False	0.8150978955083237
ANKRD35	0.4894299367394614	0.1452715067798112	0.7843358867696453	tolerance_associated_KO	False	0.8150455449691132
ZRANB2	-0.4987186606658706	0.1452917864467166	0.7843358867696453	sensitising_KO	False	0.8149931944299026
SPATS2L	-0.4507796128200967	0.1452924289733735	0.7843358867696453	sensitising_KO	False	0.8149408438906921
MROH2A	0.3906351290635648	0.1452974082887724	0.7843358867696453	tolerance_associated_KO	False	0.8148884933514815
IDUA	0.4980654428559496	0.1453407159074266	0.7843358867696453	tolerance_associated_KO	False	0.814836142812271
OR2G3	0.4509680046655067	0.1454093375159661	0.7843358867696453	tolerance_associated_KO	False	0.8147837922730604
HTRA2	0.5136314335821321	0.145416634045092	0.7843358867696453	tolerance_associated_KO	False	0.8147314417338498
S100A11	0.4335487588243385	0.1454451365153738	0.7843358867696453	tolerance_associated_KO	False	0.8146790911946393
KIN	0.6669584001963926	0.1454629216224493	0.7843358867696453	tolerance_associated_KO	False	0.8146267406554287
ADNP2	-0.4518656575198747	0.1454790159001577	0.7843358867696453	sensitising_KO	False	0.8145743901162181
EPN1	-0.3503834143862754	0.1455104634199666	0.7843358867696453	sensitising_KO	False	0.8145220395770076
CEND1	-0.4467336710381442	0.145554982139954	0.7843545342227196	sensitising_KO	False	0.8144696890377972
AADACL4	-0.3907387651635563	0.1456731639961666	0.7847495820608489	sensitising_KO	False	0.8144173384985866
C22orf34	0.4142689925072504	0.1458113837542338	0.7847495820608489	tolerance_associated_KO	False	0.814364987959376
PLAGL1	-0.5434090936628584	0.1459129226356692	0.7847495820608489	sensitising_KO	False	0.8143126374201655
RBPJL	0.3589107319417657	0.1459837302144111	0.7847495820608489	tolerance_associated_KO	False	0.8142602868809549
