gene	anon_id
UQCRC2	Gene09429
CT47A9	Gene09430
NLGN3	Gene09431
RP11-51L5.3	Gene09432
AC145212.3	Gene09433
PALM	Gene09434
GUK1	Gene09435
RP11-702F3.1	Gene09436
AC116533.1	Gene09437
CTB-193M12.1	Gene09438
CCK	Gene09439
NLRP14	Gene09440
AC040970.1	Gene09441
NKX2-1	Gene09442
AC096664.1	Gene09443
SUPT20HL2	Gene09444
AP000295.10	Gene09445
RP11-336K24.12	Gene09446
AC008972.1	Gene09447
KCNH6	Gene09448
RP11-480A16.1	Gene09449
PGAP2	Gene09450
KCNAB2	Gene09451
STRN4	Gene09452
DNAAF2	Gene09453
FOXJ3	Gene09454
RP11-115N12.1	Gene09455
CCL26	Gene09456
RP11-15A1.3	Gene09457
MAGEA8	Gene09458
RP11-290C10.1	Gene09459
AC063979.2	Gene09460
CLSTN1	Gene09461
RP1-136B1.1	Gene09462
AC011043.1	Gene09463
AC106886.3	Gene09464
ZNF688	Gene09465
CHID1	Gene09466
AC005077.9	Gene09467
ITGB3	Gene09468
AC006017.1	Gene09469
AC008555.1	Gene09470
VAC14	Gene09471
ZFP82	Gene09472
MVK	Gene09473
PPAN-P2RY11	Gene09474
IRF1	Gene09475
AC005606.15	Gene09476
RP11-677O4.6	Gene09477
PRSS46	Gene09478
AC124914.3	Gene09479
CHRND	Gene09480
ZNF254	Gene09481
C1orf74	Gene09482
DNALI1	Gene09483
RP11-216L13.17	Gene09484
ADCK5	Gene09485
AC110795.1	Gene09486
AC007899.3	Gene09487
RP11-603K19.1	Gene09488
KIAA1467	Gene09489
SRGAP3-AS3	Gene09490
AC118555.1	Gene09491
CTD-3222D19.9	Gene09492
AC139887.2	Gene09493
C10orf76	Gene09494
AC139530.3	Gene09495
AC104667.3	Gene09496
RP11-1018N14.4	Gene09497
AC091180.5	Gene09498
RP11-1085N6.2	Gene09499
AC005534.6	Gene09500
NNT-AS1	Gene09501
RP4-777O23.2	Gene09502
RP11-78A19.3	Gene09503
LINC02600	Gene09504
RPL30P2	Gene09505
AMER3	Gene09506
PRKCDBP	Gene09507
DDX56	Gene09508
C11orf21	Gene09509
AC098829.1	Gene09510
DLX2-DT	Gene09511
RP1-121G13.3	Gene09512
PAPPA	Gene09513
AC010168.1	Gene09514
TSSC1	Gene09515
LINC00852	Gene09516
CTB-89H12.4	Gene09517
PYURF	Gene09518
RN7SL735P	Gene09519
AC104472.4	Gene09520
NGB	Gene09521
CYHR1	Gene09522
AC006942.1	Gene09523
AL357033.1	Gene09524
HMGB3P4	Gene09525
RASSF4	Gene09526
RGS3	Gene09527
RP4-724E16.2	Gene09528
RP11-296A18.5	Gene09529
RAD9A	Gene09530
ERO1LB	Gene09531
SEH1L	Gene09532
HCAR3	Gene09533
RP11-372B4.3	Gene09534
DHRS9	Gene09535
JADE1	Gene09536
RP11-789C17.1	Gene09537
PANK1	Gene09538
MAGEB3	Gene09539
PRR32	Gene09540
PKD2	Gene09541
CEP41	Gene09542
RP11-45M22.4	Gene09543
TUFM	Gene09544
RP4-669P10.19	Gene09545
AC073254.1	Gene09546
MXI1	Gene09547
RP11-599B13.9	Gene09548
EEF1DP4	Gene09549
AC009137.1	Gene09550
UBE4A	Gene09551
BX004807.1	Gene09552
TMEM38A	Gene09553
GIGYF2	Gene09554
NLRP13	Gene09555
TBCK	Gene09556
ZNF487	Gene09557
AL359220.1	Gene09558
LAIR2	Gene09559
ST13P5	Gene09560
SNRPB2	Gene09561
RP11-598P20.3	Gene09562
CRKL	Gene09563
KXD1	Gene09564
GASK1A	Gene09565
HEXD	Gene09566
KRTAP7-1	Gene09567
MN1	Gene09568
RP11-1020A11.2	Gene09569
PROCA1	Gene09570
GS1-124K5.13	Gene09571
C19orf12	Gene09572
RP4-591B8.2	Gene09573
CT47A4	Gene09574
VWFP1	Gene09575
CENPP	Gene09576
SCAMP2	Gene09577
YIPF6	Gene09578
POU3F1	Gene09579
HES2	Gene09580
TMEM63A	Gene09581
AC016907.2	Gene09582
AP1M2	Gene09583
IQCH	Gene09584
DCPS	Gene09585
SH3BP5L	Gene09586
LINC01508	Gene09587
MSTN	Gene09588
TTC17	Gene09589
MAOB	Gene09590
MIR6747	Gene09591
CDK5	Gene09592
AC007038.7	Gene09593
SLC6A20	Gene09594
CTD-3141N22.1	Gene09595
SAA1	Gene09596
GPR19	Gene09597
C16orf82	Gene09598
IQSEC2	Gene09599
TMC4	Gene09600
BMPR1A	Gene09601
FAM219B	Gene09602
GRK4	Gene09603
NMT1	Gene09604
MIR762	Gene09605
ELF3	Gene09606
RP11-44N21.4	Gene09607
ST8SIA4	Gene09608
XXbac-B476C20.11	Gene09609
AC011471.2	Gene09610
ZNF197	Gene09611
MVB12A	Gene09612
AC104389.5	Gene09613
RP11-76I14.1	Gene09614
KIAA0922	Gene09615
SUSD6	Gene09616
Z82195.3	Gene09617
KCNMA1-AS2	Gene09618
ZNF879	Gene09619
CDC27	Gene09620
CCL13	Gene09621
IER2	Gene09622
AC073046.3	Gene09623
AL359091.5	Gene09624
LARP4B	Gene09625
EIF3E	Gene09626
AL137164.1	Gene09627
AF129075.2	Gene09628
LINC01931	Gene09629
RP11-268P4.6	Gene09630
IFT22	Gene09631
MAL2-AS1	Gene09632
PUS7L	Gene09633
FAM209B	Gene09634
TONSL-AS1	Gene09635
AQP7	Gene09636
STARD4-AS1	Gene09637
RP5-1065J22.4	Gene09638
ADCY3	Gene09639
YAF2	Gene09640
AC073896.3	Gene09641
SLC2A3P1	Gene09642
KMT5C	Gene09643
C10orf131	Gene09644
AC234775.3	Gene09645
DARS2	Gene09646
AC090206.1	Gene09647
ADAM8	Gene09648
RN7SKP269	Gene09649
KRTAP11-1	Gene09650
LINC00683	Gene09651
RP11-395A13.2	Gene09652
RP11-263C24.3	Gene09653
CRYZP1	Gene09654
APCDD1L-DT	Gene09655
RP11-158M2.3	Gene09656
LANCL1-AS1	Gene09657
FAM49B	Gene09658
RP11-365O16.6	Gene09659
FBXO24	Gene09660
NFIL3	Gene09661
CATSPER4	Gene09662
DBX2	Gene09663
AC087430.1	Gene09664
SPATA20	Gene09665
GHc-857G6.7	Gene09666
AC118755.2	Gene09667
RP11-62J1.3	Gene09668
LAMTOR1	Gene09669
PGGT1B	Gene09670
CRTAP	Gene09671
VPS50	Gene09672
FAM242A	Gene09673
ACKR1	Gene09674
RP11-248B24.5	Gene09675
TMEM178A	Gene09676
TMEM92	Gene09677
MIER1	Gene09678
CTD-2537I9.12	Gene09679
GIMAP8	Gene09680
RP11-345K20.2	Gene09681
LINC02043	Gene09682
TRPC1	Gene09683
LINC01719	Gene09684
LRRC37A2	Gene09685
RNF19B	Gene09686
TFDP2	Gene09687
PRPH	Gene09688
USP39	Gene09689
ZDHHC17	Gene09690
EDDM3B	Gene09691
WNT4	Gene09692
RP11-804H8.6	Gene09693
CTD-2619J13.19	Gene09694
RNU6-1284P	Gene09695
AC079414.1	Gene09696
AL133297.2	Gene09697
C9orf84	Gene09698
WASHC4	Gene09699
ZNF93	Gene09700
AC016644.1	Gene09701
ALMS1	Gene09702
MIR8087	Gene09703
OXTR	Gene09704
KCTD15	Gene09705
PATJ	Gene09706
COMMD3	Gene09707
AC140725.1	Gene09708
PLEKHG5	Gene09709
BHLHB9	Gene09710
CYR61	Gene09711
LL0XNC01-138C3.2	Gene09712
DNAJB9	Gene09713
TRIM60P17	Gene09714
MYBBP1A	Gene09715
AC016831.5	Gene09716
KRT12	Gene09717
CTD-2649C14.2	Gene09718
RBM33	Gene09719
KB-431C1.5	Gene09720
DNAJC25-GNG10	Gene09721
ARFGEF1	Gene09722
PEA15	Gene09723
SUMF1	Gene09724
AC069224.1	Gene09725
CCDC66	Gene09726
ABHD16B	Gene09727
AP001059.6	Gene09728
LINC01701	Gene09729
POU2F3	Gene09730
SLC49A4	Gene09731
AP003391.1	Gene09732
DAOA	Gene09733
C9orf129	Gene09734
RP4-781K5.4	Gene09735
RP11-1020A11.1	Gene09736
AC009090.6	Gene09737
DIO3	Gene09738
NSMCE3	Gene09739
HPN-AS1	Gene09740
LINC01435	Gene09741
RP11-806L2.2	Gene09742
AC005225.2	Gene09743
AC005632.3	Gene09744
EEF1AKNMT	Gene09745
CTU1	Gene09746
ZNF586	Gene09747
SMURF2	Gene09748
TAS2R50	Gene09749
SCGB1D2	Gene09750
HOXB4	Gene09751
TRAPPC11	Gene09752
AL391684.1	Gene09753
RNU6-890P	Gene09754
LYZL6	Gene09755
PNPT1	Gene09756
AC090204.1	Gene09757
EDA2R	Gene09758
COPS9	Gene09759
CABIN1	Gene09760
RIT2	Gene09761
RP11-15N24.4	Gene09762
AC106782.5	Gene09763
AC011921.1	Gene09764
AC009107.2	Gene09765
PSMC1P9	Gene09766
DNAH2	Gene09767
MAJIN	Gene09768
AP005233.2	Gene09769
EIF4A1P4	Gene09770
PTPRO	Gene09771
CTC-559E9.13	Gene09772
CTD-3195I5.1	Gene09773
GDA	Gene09774
CFAP206	Gene09775
LINC00520	Gene09776
AL008729.1	Gene09777
COL4A2	Gene09778
AL359317.2	Gene09779
AC020911.1	Gene09780
DGKQ	Gene09781
RP3-439F8.1	Gene09782
KCNJ4	Gene09783
ZNF703	Gene09784
AC097639.1	Gene09785
RP11-981P6.1	Gene09786
CDKN1C	Gene09787
AC079466.1	Gene09788
SPRED2	Gene09789
AC009501.1	Gene09790
AGGF1P8	Gene09791
MKX	Gene09792
CTC-436P18.5	Gene09793
SPTY2D1	Gene09794
AC005606.14	Gene09795
ZBED6	Gene09796
CYP4A22	Gene09797
CCDC32	Gene09798
PHF12	Gene09799
OR5K2	Gene09800
WDR81	Gene09801
AC106782.2	Gene09802
AL022326.1	Gene09803
SPDYE4	Gene09804
C17orf49	Gene09805
APBA3	Gene09806
AP001057.1	Gene09807
RP11-747H7.3	Gene09808
MIR200CHG	Gene09809
XPR1	Gene09810
AL353796.1	Gene09811
SCARNA4	Gene09812
ZNF876P	Gene09813
RP13-20L14.10	Gene09814
TMEM198B	Gene09815
AP000304.12	Gene09816
PPM1G	Gene09817
TXLNA	Gene09818
ISOC1	Gene09819
IL1RL1	Gene09820
AC144449.1	Gene09821
WHAMM	Gene09822
RP11-700P18.1	Gene09823
LINC01347	Gene09824
AMN	Gene09825
POLR2K	Gene09826
RP11-422J15.1	Gene09827
OR1J2	Gene09828
RP11-215P8.3	Gene09829
IL1R2	Gene09830
CMB9-55A18.1	Gene09831
IQANK1	Gene09832
AC008569.2	Gene09833
AC016730.1	Gene09834
CTD-2561B21.4	Gene09835
AL512506.1	Gene09836
TPRKB	Gene09837
RP11-112J3.16	Gene09838
RNU1-106P	Gene09839
ZNF436	Gene09840
RP11-674I16.2	Gene09841
BCRP3	Gene09842
LINC02463	Gene09843
AC130371.2	Gene09844
TMEM133	Gene09845
AC019186.1	Gene09846
AP001816.1	Gene09847
ANO3	Gene09848
OR6S1	Gene09849
MYLPF	Gene09850
IL5	Gene09851
AGBL4	Gene09852
CNBD1	Gene09853
AL353807.2	Gene09854
MYO19	Gene09855
NDUFS5P1	Gene09856
NDUFAF8	Gene09857
CASC11	Gene09858
AF131215.4	Gene09859
RN7SL716P	Gene09860
EEF1A1P4	Gene09861
RPL7P49	Gene09862
RGPD2	Gene09863
ANKRD31	Gene09864
CTA-984G1.5	Gene09865
ANO2	Gene09866
AC055855.1	Gene09867
EPB41L4A-AS2	Gene09868
AC104113.1	Gene09869
ADAM15	Gene09870
CTC-523E23.11	Gene09871
AL160313.1	Gene09872
SGO2	Gene09873
NCBP2	Gene09874
RP11-259P15.4	Gene09875
CH17-140K24.7	Gene09876
AC087667.1	Gene09877
FAM129C	Gene09878
RP11-349A8.3	Gene09879
UBL4A	Gene09880
FUCA2	Gene09881
SEMA5A	Gene09882
RP11-677M14.5	Gene09883
PRDX3P1	Gene09884
RP11-157P1.4	Gene09885
AC083798.2	Gene09886
UBIAD1	Gene09887
AP001043.1	Gene09888
AC093843.1	Gene09889
MIR4517	Gene09890
AP000265.1	Gene09891
CTD-2140B24.6	Gene09892
GSE1	Gene09893
FBXW10	Gene09894
CAPNS2	Gene09895
ZNF185	Gene09896
SCGN	Gene09897
RP11-478C1.8	Gene09898
ST20-MTHFS	Gene09899
RP11-15F12.1	Gene09900
NBPF13P	Gene09901
RP11-603B24.2	Gene09902
LINC01611	Gene09903
OR5M9	Gene09904
AL662791.1	Gene09905
IGSF21	Gene09906
DPPA3	Gene09907
TRERF1	Gene09908
SNX25P1	Gene09909
CCL1	Gene09910
SARS	Gene09911
IKZF5	Gene09912
RP11-848P1.2	Gene09913
RP11-161H23.10	Gene09914
SPTBN1	Gene09915
HADHA	Gene09916
RP11-346D19.1	Gene09917
KLRB1	Gene09918
URAD	Gene09919
FAM20A	Gene09920
RP1-91J24.3	Gene09921
AGBL1	Gene09922
RP11-583F2.7	Gene09923
UGT2B17	Gene09924
TAOK2	Gene09925
FBXO17	Gene09926
RP11-474P2.6	Gene09927
ADAMTS16	Gene09928
PTPA	Gene09929
ANXA5	Gene09930
SMIM7	Gene09931
SPC25	Gene09932
AC087752.3	Gene09933
RP11-687E1.2	Gene09934
AC245407.1	Gene09935
EGR4	Gene09936
DDI1	Gene09937
AC009950.2	Gene09938
ACTR1B	Gene09939
OR5V1	Gene09940
RNF169	Gene09941
CRYZ	Gene09942
CRY1	Gene09943
ARHGEF15	Gene09944
IPCEF1	Gene09945
PLEKHA6	Gene09946
RP11-572M11.4	Gene09947
RP11-507B12.2	Gene09948
AC051619.8	Gene09949
PAPSS2	Gene09950
RP11-287D1.3	Gene09951
LBX1	Gene09952
FKBP8	Gene09953
RP11-361H10.5	Gene09954
MIR4435-1HG	Gene09955
LPCAT4	Gene09956
AC099489.1	Gene09957
RP11-253M7.4	Gene09958
MTX1	Gene09959
CDC42P4	Gene09960
EIF1	Gene09961
AP002336.2	Gene09962
LINC00861	Gene09963
CSTF2	Gene09964
PISD	Gene09965
OIP5	Gene09966
AP001037.1	Gene09967
DBX1	Gene09968
AC076966.2	Gene09969
FN3KRP	Gene09970
CRTAC1	Gene09971
C17orf62	Gene09972
PCDHGA8	Gene09973
TNFRSF6B	Gene09974
RBBP5	Gene09975
AC069257.6	Gene09976
RP1-232P20.1	Gene09977
HNRNPH1	Gene09978
CRYM-AS1	Gene09979
RFXAP	Gene09980
ELMOD1	Gene09981
MIR5047	Gene09982
KCNMA1	Gene09983
CTD-2561B21.5	Gene09984
FAM25A	Gene09985
RP11-312A15.1	Gene09986
AC005618.9	Gene09987
RPL13AP7	Gene09988
RP11-235E17.4	Gene09989
LINC01554	Gene09990
ENY2	Gene09991
TCF12	Gene09992
GABPB1	Gene09993
RP11-96K19.5	Gene09994
KLC4	Gene09995
PAK3	Gene09996
APOA1	Gene09997
PCSK1	Gene09998
ACTG1P14	Gene09999
LONRF2	Gene10000
SP8	Gene10001
PLEKHA5	Gene10002
AC010201.1	Gene10003
PSMB11	Gene10004
TPTE2P6	Gene10005
CTD-2007L18.5	Gene10006
HTRA4	Gene10007
SLC41A3	Gene10008
RP11-106M3.3	Gene10009
AC022819.2	Gene10010
TMEM101	Gene10011
BCL11B	Gene10012
SNX30	Gene10013
AC027288.1	Gene10014
TROAP	Gene10015
SPATC1L	Gene10016
ZNF213-AS1	Gene10017
KB-1107E3.1	Gene10018
EGR3	Gene10019
TLR10	Gene10020
TOMM40L	Gene10021
AC078955.1	Gene10022
POTEJ	Gene10023
EIF2S1	Gene10024
DAPL1	Gene10025
SMIM31	Gene10026
TSSK6	Gene10027
MESD	Gene10028
RP11-158I9.8	Gene10029
WNT8B	Gene10030
SRSF5	Gene10031
RXFP2	Gene10032
COPA	Gene10033
KRT34	Gene10034
BID	Gene10035
GATA5	Gene10036
RPS6KA4	Gene10037
AL078581.1	Gene10038
PRAC1	Gene10039
RPL7P24	Gene10040
CELSR3	Gene10041
LIPC	Gene10042
HSPA9	Gene10043
RP11-17G12.2	Gene10044
AC239868.3	Gene10045
RP11-706O15.1	Gene10046
RP11-153I24.4	Gene10047
TSPY2	Gene10048
PHKA1-AS1	Gene10049
MRPL11	Gene10050
AP001462.1	Gene10051
PHKA1	Gene10052
LOC730159	Gene10053
RP11-98D18.15	Gene10054
PIH1D1	Gene10055
EFCAB6	Gene10056
DAO	Gene10057
PYDC1	Gene10058
HTR1D	Gene10059
MLXIPL	Gene10060
DSG1	Gene10061
SLITRK6	Gene10062
ARRB2	Gene10063
AC005840.2	Gene10064
RASGRF2	Gene10065
FAM212B-AS1	Gene10066
CASC3	Gene10067
KB-68A7.1	Gene10068
RP5-1092L12.2	Gene10069
BIRC6-AS1	Gene10070
RP11-678G14.2	Gene10071
KLHL4	Gene10072
TPTE	Gene10073
CCDC73	Gene10074
COQ2	Gene10075
NACA3P	Gene10076
AC034139.1	Gene10077
RP11-119F19.5	Gene10078
AL589765.7	Gene10079
UGT1A8	Gene10080
ZPLD1	Gene10081
LOC100131303	Gene10082
OR6V1	Gene10083
STMP1	Gene10084
SPATA2L	Gene10085
AL024495.1	Gene10086
WDR74	Gene10087
RP11-1042B17.3	Gene10088
TBC1D10C	Gene10089
LINC00562	Gene10090
CTNNB1	Gene10091
LINC00116	Gene10092
CALN1	Gene10093
RP11-656D10.3	Gene10094
KCNK18	Gene10095
RP11-108M11.3	Gene10096
RP11-1212A22.4	Gene10097
Z98744.3	Gene10098
CBX4	Gene10099
RP11-734K21.3	Gene10100
LINC02302	Gene10101
NUDT1	Gene10102
AC091180.3	Gene10103
DUSP28	Gene10104
SLC7A4	Gene10105
RP11-376O6.2	Gene10106
RP11-448G15.3	Gene10107
HOTAIRM1_3	Gene10108
RP11-56B16.1	Gene10109
MTFR1L	Gene10110
AC004540.4	Gene10111
SF3B5	Gene10112
FAM157B	Gene10113
LYST	Gene10114
TYW1	Gene10115
RARG	Gene10116
DYRK1B	Gene10117
KB-1090H4.2	Gene10118
KCNH8	Gene10119
ZFYVE19	Gene10120
RP11-44N21.1	Gene10121
AC026624.1	Gene10122
C21orf62	Gene10123
CTD-2535L24.2	Gene10124
ARL5A	Gene10125
AC018645.3	Gene10126
RP11-216B9.6	Gene10127
CXCL12	Gene10128
RFNG	Gene10129
RNF182	Gene10130
CBX3P1	Gene10131
RP1-167F1.2	Gene10132
AP002336.1	Gene10133
RP11-659O3.1	Gene10134
RP11-1069G10.1	Gene10135
SPG7	Gene10136
PAFAH2	Gene10137
SNORA37	Gene10138
XPO7	Gene10139
RP11-256L6.2	Gene10140
MIDN	Gene10141
CTD-2319I12.4	Gene10142
PPP1R3C	Gene10143
RNU6-137P	Gene10144
NCBP2-AS1	Gene10145
AC019294.2	Gene10146
AC005540.3	Gene10147
FAM230F	Gene10148
U47924.30	Gene10149
RP11-274A11.4	Gene10150
RP5-1059L7.1	Gene10151
RP11-71H17.1	Gene10152
CD163L1	Gene10153
RP11-752G15.8	Gene10154
AC009185.1	Gene10155
RP11-417L19.6	Gene10156
PON3	Gene10157
RB1CC1	Gene10158
AL135791.1	Gene10159
ST3GAL2	Gene10160
SMPDL3B	Gene10161
TLE3	Gene10162
RHOD	Gene10163
AC015849.3	Gene10164
VWF	Gene10165
TRA2B	Gene10166
RP11-382J24.2	Gene10167
NAA30	Gene10168
AC005962.1	Gene10169
RP11-469H8.6	Gene10170
CFAP73	Gene10171
CPT2	Gene10172
IER3IP1	Gene10173
FABP7	Gene10174
IGFBP3	Gene10175
MICB	Gene10176
PTGER4	Gene10177
KRT33A	Gene10178
GATA6-AS1	Gene10179
ACTRT3	Gene10180
C1orf195	Gene10181
CTB-118P15.2	Gene10182
TFF2	Gene10183
RP11-678L1.1	Gene10184
RP11-355F16.1	Gene10185
AL157871.4	Gene10186
RP11-427M20.1	Gene10187
RP11-62H7.2	Gene10188
LINC02365	Gene10189
BIN3	Gene10190
ATP6V1B1	Gene10191
FAM227A	Gene10192
PNMA2	Gene10193
CTDSPL2	Gene10194
YPEL1	Gene10195
RP3-508I15.14	Gene10196
ZNF214	Gene10197
CD3D	Gene10198
RP11-535M15.1	Gene10199
RP11-131L23.1	Gene10200
GLT8D2	Gene10201
AC091057.6	Gene10202
RP11-423E7.2	Gene10203
SAP30	Gene10204
SPRY2	Gene10205
RC3H1	Gene10206
LYNX1	Gene10207
GGTLC1	Gene10208
AL359258.1	Gene10209
RP11-387M24.5	Gene10210
RNU4-51P	Gene10211
TRIB1	Gene10212
FOXP1	Gene10213
BBS1	Gene10214
AC006213.2	Gene10215
FCF1P8	Gene10216
RP11-1084A12.1	Gene10217
TTC4	Gene10218
AC025423.1	Gene10219
RP11-459O16.8	Gene10220
BCAM	Gene10221
DCST2	Gene10222
RP11-707G18.1	Gene10223
PTN	Gene10224
RP13-585F24.1	Gene10225
RP11-557C18.3	Gene10226
TEX12	Gene10227
ADPGK-AS1	Gene10228
LAMTOR5	Gene10229
PSEN2	Gene10230
ZNF526	Gene10231
VN1R48P	Gene10232
RAB7A	Gene10233
LCE2D	Gene10234
TSNAX	Gene10235
PMAIP1	Gene10236
BBS10	Gene10237
AL158071.4	Gene10238
FAM24B	Gene10239
AC008840.1	Gene10240
TST	Gene10241
MARCH9	Gene10242
BOLA2-SMG1P6	Gene10243
CCND1	Gene10244
AP001528.2	Gene10245
RP11-478C6.2	Gene10246
AC002550.1	Gene10247
AL161757.2	Gene10248
RN7SL8P	Gene10249
AC005251.3	Gene10250
PLEKHA8P1	Gene10251
CTD-2006C1.6	Gene10252
APTR	Gene10253
LINC00483	Gene10254
ZC3HAV1L	Gene10255
AC007614.1	Gene10256
MAGED4	Gene10257
TOP1	Gene10258
RP11-277A4.4	Gene10259
APOPT1	Gene10260
FSD1L	Gene10261
PRKD2	Gene10262
PRR13P5	Gene10263
RP11-128L5.1	Gene10264
PHACTR4	Gene10265
AC060780.1	Gene10266
AP003352.1	Gene10267
PSD3	Gene10268
HOPX	Gene10269
THRIL	Gene10270
RP11-567G11.1	Gene10271
SF3B3	Gene10272
AC006994.2	Gene10273
GABRG1	Gene10274
SSX2B	Gene10275
CTD-3222D19.11	Gene10276
HGNC:9982	Gene10277
STIP1P3	Gene10278
RN7SL47P	Gene10279
RP11-212P7.3	Gene10280
NDUFB8	Gene10281
RP4-785G19.5	Gene10282
TRIM36-IT1	Gene10283
RP11-556I14.2	Gene10284
CDC14B	Gene10285
GALNTL5	Gene10286
ADORA1	Gene10287
PA2G4P1	Gene10288
RP11-554D14.4	Gene10289
MTIF3	Gene10290
CCDC169	Gene10291
ARNTL2	Gene10292
PLAC9	Gene10293
ANKDD1B	Gene10294
FTX_1	Gene10295
RN7SL329P	Gene10296
FRMPD1	Gene10297
RP11-667M19.9	Gene10298
PRR29-AS1	Gene10299
C14orf178	Gene10300
CDH19	Gene10301
TPRG1	Gene10302
SLC5A3	Gene10303
AC019127.1	Gene10304
PCYOX1L	Gene10305
RP11-295I5.3	Gene10306
RNU6-915P	Gene10307
PANX3	Gene10308
RP11-287D1.4	Gene10309
DEFB131B	Gene10310
RP11-697H9.5	Gene10311
RP11-324E6.6	Gene10312
MYPN	Gene10313
NOTCH2NLC	Gene10314
RP11-711K1.8	Gene10315
RAX	Gene10316
BNIP3P8	Gene10317
LLNLR-307A6.1	Gene10318
POPDC2	Gene10319
NUCB2	Gene10320
RP11-36C20.1	Gene10321
AL603831.1	Gene10322
PRSS21	Gene10323
CALB1	Gene10324
RPL39P5	Gene10325
COMMD5	Gene10326
SYT17	Gene10327
LINC00322	Gene10328
POLL	Gene10329
C7orf76	Gene10330
MAP3K9	Gene10331
RP1-85F18.6	Gene10332
ATP11B	Gene10333
LINC00866	Gene10334
RP11-78J21.7	Gene10335
MGLL	Gene10336
RP13-554M15.7	Gene10337
FGB	Gene10338
AC100830.2	Gene10339
AL035693.1	Gene10340
AL359546.1	Gene10341
CXADRP1	Gene10342
ZGLP1	Gene10343
MIR576	Gene10344
RNU6-1242P	Gene10345
TSHZ3	Gene10346
PRSS22	Gene10347
ADAMTS2	Gene10348
USP18	Gene10349
ZNF788	Gene10350
KRTAP5-3	Gene10351
CLEC12A	Gene10352
LRRTM4	Gene10353
RNU6-703P	Gene10354
RP11-471M2.4	Gene10355
USP27X	Gene10356
CCDC196	Gene10357
GMIP	Gene10358
BMP15	Gene10359
MTND2P31	Gene10360
FAM132A	Gene10361
ELP2	Gene10362
SLC22A8	Gene10363
CAPZA2	Gene10364
RNF135	Gene10365
AC115284.4	Gene10366
FAM72C	Gene10367
TXK	Gene10368
RN7SKP9	Gene10369
CYTH4	Gene10370
OAZ1	Gene10371
AC004938.2	Gene10372
ENDOU	Gene10373
DGKK	Gene10374
LRRC29	Gene10375
CTD-2342N23.1	Gene10376
HMGB1P10	Gene10377
KCNH5	Gene10378
AC103770.1	Gene10379
AC025809.1	Gene10380
RP11-214K3.21	Gene10381
PADI2	Gene10382
C7orf77	Gene10383
AC004948.1	Gene10384
RP11-248B24.1	Gene10385
BAALC	Gene10386
TMEM255A	Gene10387
RP11-12M5.4	Gene10388
RP11-535M15.2	Gene10389
GVINP1	Gene10390
RPS27P16	Gene10391
HSPB6	Gene10392
AC011933.2	Gene10393
RP11-264J4.8	Gene10394
AL158216.1	Gene10395
SLC14A1	Gene10396
GCNA	Gene10397
NUMBL	Gene10398
AL031289.1	Gene10399
PLEKHH2	Gene10400
VMA21	Gene10401
OVCH2	Gene10402
RP11-382A20.4	Gene10403
ENPP7P11	Gene10404
IL17REL	Gene10405
SLBP	Gene10406
FLJ45513	Gene10407
PLCH2	Gene10408
AF131216.6	Gene10409
RP11-11N7.5	Gene10410
PFKFB4	Gene10411
AC092418.2	Gene10412
CYP2G1P	Gene10413
KLRF1	Gene10414
HLA-DQB2	Gene10415
HERC2P5	Gene10416
AC090617.10	Gene10417
RP11-407G23.7	Gene10418
AC011442.1	Gene10419
KB-1043D8.6	Gene10420
KLF3P1	Gene10421
CTD-2591A6.2	Gene10422
ARSB	Gene10423
AC007998.3	Gene10424
PSMD6	Gene10425
ACO1	Gene10426
ZNF335	Gene10427
MS4A15	Gene10428
TSC22D2	Gene10429
AC013731.1	Gene10430
PPME1	Gene10431
PCOTH	Gene10432
AC124319.3	Gene10433
AL645608.1	Gene10434
CALB2	Gene10435
RP11-58E21.4	Gene10436
VDAC1	Gene10437
CTD-2139B15.5	Gene10438
HECTD2	Gene10439
UCK1	Gene10440
SPINK5	Gene10441
PTRF	Gene10442
RP11-488L18.6	Gene10443
CNTNAP4	Gene10444
AL445928.2	Gene10445
GPR1-AS	Gene10446
HIST1H1PS1	Gene10447
LINC01242	Gene10448
RN7SL502P	Gene10449
NODAL	Gene10450
C19orf70	Gene10451
RP11-247L20.4	Gene10452
LRRC52	Gene10453
MIR503HG	Gene10454
AC015909.2	Gene10455
SERTM1	Gene10456
LOC728485	Gene10457
CCDC96	Gene10458
SLC10A6	Gene10459
AP001619.2	Gene10460
RP11-175B9.3	Gene10461
CEP350	Gene10462
SYT7	Gene10463
RP11-490M8.1	Gene10464
EYA1	Gene10465
RP11-571I18.5	Gene10466
CNOT10	Gene10467
SGOL2	Gene10468
KERA	Gene10469
KANK4	Gene10470
AMD1	Gene10471
CCDC80	Gene10472
DLEU2_3	Gene10473
C8orf22	Gene10474
OTX2-AS1	Gene10475
SUSD2	Gene10476
RP4-644L1.2	Gene10477
SNX1	Gene10478
AC010336.1	Gene10479
LOC102723859	Gene10480
SNTB2	Gene10481
VRK1	Gene10482
GS1-293C5.1	Gene10483
TUBBP10	Gene10484
SOCS5P4	Gene10485
HMX2	Gene10486
PLEKHH3	Gene10487
KLHL2	Gene10488
AL161665.1	Gene10489
RGS22	Gene10490
RPL12P15	Gene10491
LRRC56	Gene10492
CLIP1-AS1	Gene10493
GP6	Gene10494
ATP1A2	Gene10495
C15orf37	Gene10496
CEACAM20	Gene10497
AC120114.1	Gene10498
