gene	global_rank_original	global_rank_anonymized	ranks_match
ARSK	6135	6135	True
ARTN	588	588	True
ARV1	1931	1931	True
ARVCF	3020	3020	True
ARX	11753	11753	True
AS3MT	11415	11415	True
ASAH1	1331	1331	True
ASAH2	8924	8924	True
ASAH2B	8881	8881	True
ASAP1	4621	4621	True
ASAP2	2694	2694	True
ASAP3	2740	2740	True
ASB1	3855	3855	True
ASB13	2165	2165	True
ASB14	12542	12542	True
ASB16	12994	12994	True
ASB16-AS1	11958	11958	True
ASB3	12515	12515	True
ASB6	6144	6144	True
ASB7	4257	4257	True
ASB8	11065	11065	True
ASB9	1679	1679	True
ASCC1	8439	8439	True
ASCC2	2806	2806	True
ASCC3	2883	2883	True
ASCL1	13254	13254	True
ASCL2	641	641	True
ASCL5	13304	13304	True
ASF1A	4657	4657	True
ASF1B	1492	1492	True
ASGR1	11179	11179	True
ASH1L	7783	7783	True
ASH1L-AS1	12913	12913	True
ASH2L	7522	7522	True
ASIC1	1866	1866	True
ASIC2	13483	13483	True
ASIC3	8259	8259	True
ASIC4	14281	14281	True
ASIP	12578	12578	True
ASL	9565	9565	True
ASMTL	8891	8891	True
ASMTL-AS1	14823	14823	True
ASNA1	11896	11896	True
ASNS	3391	3391	True
ASNSD1	10597	10597	True
ASPH	63	63	True
ASPHD1	9496	9496	True
ASPHD2	298	298	True
ASPM	10800	10800	True
ASPN	11736	11736	True
ASPSCR1	6253	6253	True
ASRGL1	10389	10389	True
ASS1	152	152	True
ASTE1	4380	4380	True
ASTN2	5881	5881	True
ASUN	13591	13591	True
ASXL1	8600	8600	True
ASXL2	7623	7623	True
ASXL3	14780	14780	True
ATAD1	5746	5746	True
ATAD2	2415	2415	True
ATAD2B	3056	3056	True
ATAD3A	9192	9192	True
ATAD3B	9205	9205	True
ATAD3C	3844	3844	True
ATAD5	9008	9008	True
ATAT1	3706	3706	True
ATE1	3282	3282	True
ATF1	9796	9796	True
ATF2	9794	9794	True
ATF3	2906	2906	True
ATF4	3258	3258	True
ATF5	1471	1471	True
ATF6	10596	10596	True
ATF6B	7979	7979	True
ATF7	8691	8691	True
ATF7IP	9082	9082	True
ATF7IP2	4685	4685	True
ATG10	7990	7990	True
ATG101	6407	6407	True
ATG12	7475	7475	True
ATG13	7664	7664	True
ATG14	3108	3108	True
ATG16L1	757	757	True
ATG16L2	3986	3986	True
ATG2A	4459	4459	True
ATG2B	10561	10561	True
ATG3	10539	10539	True
ATG4A	10407	10407	True
ATG4B	4713	4713	True
ATG4C	5462	5462	True
ATG4D	8644	8644	True
ATG5	8638	8638	True
ATG7	10672	10672	True
ATG9A	6389	6389	True
ATG9B	15099	15099	True
ATHL1	14333	14333	True
ATIC	8791	8791	True
ATL1	12759	12759	True
ATL2	7865	7865	True
ATL3	3899	3899	True
ATM	10662	10662	True
ATMIN	8256	8256	True
ATN1	5316	5316	True
ATOH8	5508	5508	True
ATOX1	3267	3267	True
ATP10A	13956	13956	True
ATP10D	12897	12897	True
ATP11A	2847	2847	True
ATP11B	3611	3611	True
ATP11C	1631	1631	True
ATP13A1	9743	9743	True
ATP13A2	7122	7122	True
ATP13A3	4417	4417	True
ATP13A4	12764	12764	True
ATP13A5	214	214	True
ATP1A1	5588	5588	True
ATP1A1-AS1	13111	13111	True
ATP1A3	9762	9762	True
ATP1A4	13732	13732	True
ATP1B1	132	132	True
ATP1B3	3603	3603	True
ATP2A1	9995	9995	True
ATP2A1-AS1	14051	14051	True
ATP2A2	9092	9092	True
ATP2A3	4406	4406	True
ATP2B1	2424	2424	True
ATP2B4	1518	1518	True
ATP2C1	7428	7428	True
ATP2C2	8596	8596	True
ATP5A1	14334	14334	True
ATP5B	14258	14258	True
ATP5C1	13435	13435	True
ATP5D	14117	14117	True
ATP5E	13908	13908	True
ATP5F1	14739	14739	True
ATP5G1	13456	13456	True
ATP5G2	14119	14119	True
ATP5G3	13382	13382	True
ATP5H	14586	14586	True
ATP5I	14542	14542	True
ATP5J	14762	14762	True
ATP5J2	14078	14078	True
ATP5J2-PTCD1	13611	13611	True
ATP5L	14423	14423	True
ATP5O	14740	14740	True
ATP5S	11885	11885	True
ATP5SL	13949	13949	True
ATP6AP1	6710	6710	True
ATP6AP1L	8394	8394	True
ATP6AP2	5412	5412	True
ATP6V0A1	3083	3083	True
ATP6V0A2	10661	10661	True
ATP6V0A4	5287	5287	True
ATP6V0B	10740	10740	True
ATP6V0C	3978	3978	True
ATP6V0D1	6834	6834	True
ATP6V0E1	5733	5733	True
ATP6V0E2	6940	6940	True
ATP6V0E2-AS1	12733	12733	True
ATP6V1A	8568	8568	True
ATP6V1B1	13202	13202	True
ATP6V1B2	1510	1510	True
ATP6V1C1	5985	5985	True
ATP6V1C2	138	138	True
ATP6V1D	4187	4187	True
ATP6V1E1	4122	4122	True
ATP6V1E2	2707	2707	True
ATP6V1F	10232	10232	True
ATP6V1G1	7413	7413	True
ATP6V1G2	2940	2940	True
ATP6V1H	10326	10326	True
ATP7A	4128	4128	True
ATP7B	7028	7028	True
ATP8A1	445	445	True
ATP8A2	411	411	True
ATP8B1	8034	8034	True
ATP8B2	3184	3184	True
ATP8B3	3392	3392	True
ATP8B4	11728	11728	True
ATP9A	2406	2406	True
ATP9B	1841	1841	True
ATPAF1	3199	3199	True
ATPAF2	9652	9652	True
ATPIF1	13843	13843	True
ATR	6603	6603	True
ATRAID	8953	8953	True
ATRIP	5374	5374	True
ATRN	5422	5422	True
ATRNL1	11509	11509	True
ATRX	8888	8888	True
ATXN1	618	618	True
ATXN10	6863	6863	True
ATXN1L	10269	10269	True
ATXN2	10705	10705	True
ATXN2L	10383	10383	True
ATXN3	9475	9475	True
ATXN7	10523	10523	True
ATXN7L1	3206	3206	True
ATXN7L2	5768	5768	True
ATXN7L3	10446	10446	True
ATXN7L3B	8377	8377	True
AUH	5117	5117	True
AUNIP	7065	7065	True
AUP1	3363	3363	True
AURKA	4462	4462	True
AURKAIP1	7409	7409	True
AURKB	3313	3313	True
AURKC	15238	15238	True
AUTS2	2697	2697	True
AVEN	9650	9650	True
AVIL	4135	4135	True
AVL9	7048	7048	True
AVPI1	2316	2316	True
AXDND1	12748	12748	True
AXIN1	5471	5471	True
AXIN2	612	612	True
AXL	12241	12241	True
AZGP1	15183	15183	True
AZI2	6927	6927	True
AZIN1	7438	7438	True
AZIN1-AS1	14937	14937	True
AZIN2	12958	12958	True
B2M	3756	3756	True
B3GALNT1	593	593	True
B3GALNT2	4703	4703	True
B3GALT1	11260	11260	True
B3GALT4	8964	8964	True
B3GALT5	11231	11231	True
B3GALT5-AS1	13411	13411	True
B3GALT6	5572	5572	True
B3GAT1	14283	14283	True
B3GAT2	12312	12312	True
B3GAT3	10622	10622	True
B3GLCT	14273	14273	True
B3GNT2	4109	4109	True
B3GNT3	3977	3977	True
B3GNT4	9678	9678	True
B3GNT5	11615	11615	True
B3GNT7	14100	14100	True
B3GNT8	11332	11332	True
B3GNT9	2399	2399	True
B3GNTL1	8990	8990	True
B4GALNT1	4653	4653	True
B4GALNT2	11213	11213	True
B4GALNT3	482	482	True
B4GALNT4	3028	3028	True
B4GALT1	2175	2175	True
B4GALT1-AS1	14524	14524	True
B4GALT2	9693	9693	True
B4GALT3	9999	9999	True
B4GALT4	1886	1886	True
B4GALT5	3794	3794	True
B4GALT6	8703	8703	True
B4GALT7	9466	9466	True
B4GAT1	12096	12096	True
B9D1	3097	3097	True
B9D2	3441	3441	True
BAALC	14230	14230	True
BAALC-AS1	11740	11740	True
BAAT	14401	14401	True
BABAM1	10294	10294	True
BACE1	1494	1494	True
BACE1-AS	12920	12920	True
BACE2	354	354	True
BACH1	3658	3658	True
BACH1-AS1	13314	13314	True
BACH2	11364	11364	True
BAD	8749	8749	True
BAG1	5721	5721	True
BAG2	4538	4538	True
BAG3	1052	1052	True
BAG4	3949	3949	True
BAG5	7132	7132	True
BAG6	4241	4241	True
BAGE2	13772	13772	True
BAHCC1	7480	7480	True
BAHD1	5601	5601	True
BAIAP2	4089	4089	True
BAIAP2L1	1029	1029	True
BAIAP2L2	12862	12862	True
BAIAP3	3449	3449	True
BAK1	10139	10139	True
BAMBI	6283	6283	True
BANF1	5636	5636	True
BANK1	11337	11337	True
BANP	5011	5011	True
BAP1	7970	7970	True
BARD1	1124	1124	True
BARX2	2700	2700	True
BASP1	4872	4872	True
BATF	941	941	True
BATF3	13263	13263	True
BAX	7922	7922	True
BAZ1A	1058	1058	True
BAZ1B	10634	10634	True
BAZ2A	1580	1580	True
BAZ2B	9682	9682	True
BBC3	6080	6080	True
BBIP1	5866	5866	True
BBOX1	15065	15065	True
BBOX1-AS1	13242	13242	True
BBS1	8717	8717	True
BBS10	10703	10703	True
BBS12	12466	12466	True
BBS2	7210	7210	True
BBS4	5395	5395	True
BBS5	8431	8431	True
BBS7	10023	10023	True
BBS9	7109	7109	True
BBX	7912	7912	True
BCAM	6837	6837	True
BCAP29	3376	3376	True
BCAP31	8038	8038	True
BCAR1	2983	2983	True
BCAR3	251	251	True
BCAS1	720	720	True
BCAS2	9602	9602	True
BCAS3	466	466	True
BCAS4	2001	2001	True
BCAT2	2657	2657	True
BCCIP	8227	8227	True
BCDIN3D	10757	10757	True
BCDIN3D-AS1	15121	15121	True
BCKDHA	3299	3299	True
BCKDHB	3190	3190	True
BCKDK	7856	7856	True
BCL10	587	587	True
BCL11A	13217	13217	True
BCL11B	3887	3887	True
BCL2	281	281	True
BCL2L1	2970	2970	True
BCL2L11	10534	10534	True
BCL2L12	9108	9108	True
BCL2L13	3050	3050	True
BCL2L14	12006	12006	True
BCL2L15	12978	12978	True
BCL2L2	9747	9747	True
BCL2L2-PABPN1	12648	12648	True
BCL3	6599	6599	True
BCL6	6974	6974	True
BCL7A	7288	7288	True
BCL7B	10812	10812	True
BCL7C	10824	10824	True
BCL9	1131	1131	True
BCL9L	7120	7120	True
BCLAF1	6244	6244	True
BCO1	15213	15213	True
BCO2	12539	12539	True
BCOR	2914	2914	True
BCORL1	3849	3849	True
BCR	1326	1326	True
BCS1L	9514	9514	True
BDH1	497	497	True
BDH2	3925	3925	True
BDKRB1	12589	12589	True
BDKRB2	4105	4105	True
BDNF-AS	14573	14573	True
BDP1	11091	11091	True
BEAN1	11704	11704	True
BECN1	10134	10134	True
BEGAIN	2786	2786	True
BEND3	9443	9443	True
BEND5	14941	14941	True
BEND6	10828	10828	True
BEND7	58	58	True
BEST1	12523	12523	True
BEST3	13874	13874	True
BET1	5070	5070	True
BET1L	2887	2887	True
BEX2	675	675	True
BEX4	1617	1617	True
BEX5	2712	2712	True
BFAR	8702	8702	True
BFSP1	1877	1877	True
BFSP2	13083	13083	True
BGLAP	6611	6611	True
BGN	13344	13344	True
BHLHA15	13717	13717	True
BHLHB9	12845	12845	True
BHLHE40	2617	2617	True
BHLHE40-AS1	14725	14725	True
BHLHE41	12273	12273	True
BHMT2	14327	14327	True
BICD1	6187	6187	True
BICD2	8650	8650	True
BID	1065	1065	True
BIK	1063	1063	True
BIN1	2343	2343	True
BIN2	13692	13692	True
BIN3	4610	4610	True
BIRC2	5632	5632	True
BIRC3	12655	12655	True
BIRC5	4677	4677	True
BIRC6	3328	3328	True
BIVM	10732	10732	True
BIVM-ERCC5	13845	13845	True
BLCAP	6401	6401	True
BLM	7013	7013	True
BLMH	6236	6236	True
BLNK	5123	5123	True
BLOC1S1	12797	12797	True
BLOC1S2	9005	9005	True
BLOC1S3	6024	6024	True
BLOC1S4	1453	1453	True
BLOC1S5	10128	10128	True
BLOC1S6	8149	8149	True
BLVRA	8191	8191	True
BLVRB	3956	3956	True
BLZF1	1559	1559	True
BMF	911	911	True
BMI1	8955	8955	True
BMP1	171	171	True
BMP2	11119	11119	True
BMP2K	3924	3924	True
BMP4	6952	6952	True
BMP5	12194	12194	True
BMP6	356	356	True
BMP7	196	196	True
BMP8A	13302	13302	True
BMP8B	1893	1893	True
BMPER	11101	11101	True
BMPR1A	3213	3213	True
BMPR1B	731	731	True
BMPR2	2864	2864	True
BMS1	10457	10457	True
BNC1	12808	12808	True
BNC2	13672	13672	True
BNIP1	7091	7091	True
BNIP2	5693	5693	True
BNIP3	2221	2221	True
BNIP3L	2148	2148	True
BNIPL	7400	7400	True
BOC	1226	1226	True
BOD1	2402	2402	True
BOD1L1	1546	1546	True
BOK	716	716	True
BOLA1	3733	3733	True
BOLA2	9488	9488	True
BOLA2B	10636	10636	True
BOLA3	10966	10966	True
BOLA3-AS1	13363	13363	True
BOLL	13803	13803	True
BOP1	9157	9157	True
BORA	9132	9132	True
BPGM	4816	4816	True
BPHL	9241	9241	True
BPIFA2	13828	13828	True
BPIFB1	13208	13208	True
BPIFB2	13659	13659	True
BPNT1	8408	8408	True
BPTF	5015	5015	True
BRAF	4870	4870	True
BRAP	11015	11015	True
BRAT1	5906	5906	True
BRCA1	6159	6159	True
BRCA2	10663	10663	True
BRCC3	6843	6843	True
BRD1	8113	8113	True
BRD2	4843	4843	True
BRD3	4972	4972	True
BRD4	9808	9808	True
BRD7	10560	10560	True
BRD8	6709	6709	True
BRD9	9741	9741	True
BRDT	13790	13790	True
BRE	14858	14858	True
BRF1	5677	5677	True
BRF2	5860	5860	True
BRI3	1988	1988	True
BRI3BP	4158	4158	True
BRICD5	8739	8739	True
BRINP1	13769	13769	True
BRINP2	231	231	True
BRINP3	11328	11328	True
BRIP1	5869	5869	True
BRIX1	6931	6931	True
BRK1	6939	6939	True
BRMS1	8867	8867	True
BRMS1L	2631	2631	True
BROX	3820	3820	True
BRPF1	5713	5713	True
BRPF3	10472	10472	True
BRSK1	1964	1964	True
BRSK2	167	167	True
BRWD1	8519	8519	True
BRWD1-AS2	12598	12598	True
BRWD3	1040	1040	True
BSCL2	3598	3598	True
BSDC1	10536	10536	True
BSG	6055	6055	True
BSN	11684	11684	True
BSPRY	6181	6181	True
BST1	15181	15181	True
BST2	502	502	True
BTAF1	9262	9262	True
BTBD1	8670	8670	True
BTBD10	5958	5958	True
BTBD11	5757	5757	True
BTBD19	14772	14772	True
BTBD2	11041	11041	True
BTBD3	1202	1202	True
BTBD6	2882	2882	True
BTBD7	4593	4593	True
BTBD8	12528	12528	True
BTBD9	10652	10652	True
BTC	392	392	True
BTD	6435	6435	True
BTF3	9209	9209	True
BTF3L4	7673	7673	True
BTG1	954	954	True
BTG2	3091	3091	True
BTG3	1038	1038	True
BTN2A1	9158	9158	True
BTN2A2	8308	8308	True
BTN3A1	3466	3466	True
BTN3A2	12217	12217	True
BTN3A3	14716	14716	True
BTNL9	9066	9066	True
BTRC	9377	9377	True
BUB1	8862	8862	True
BUB1B	8047	8047	True
BUB3	3993	3993	True
BUD13	6251	6251	True
BUD31	6475	6475	True
BX004987.1	13113	13113	True
BYSL	7302	7302	True
BZW1	1760	1760	True
BZW2	9039	9039	True
C10orf113	13675	13675	True
C10orf12	13329	13329	True
C10orf2	13819	13819	True
C10orf32	13722	13722	True
C10orf35	14985	14985	True
C10orf55	14991	14991	True
C10orf76	13707	13707	True
C10orf82	163	163	True
C10orf88	6819	6819	True
C10orf91	13384	13384	True
C10orf95	7785	7785	True
C11orf1	9795	9795	True
C11orf24	9984	9984	True
C11orf30	14659	14659	True
C11orf31	14754	14754	True
C11orf45	13015	13015	True
C11orf49	10736	10736	True
C11orf52	9823	9823	True
C11orf54	6850	6850	True
C11orf57	15044	15044	True
C11orf58	5435	5435	True
C11orf63	14847	14847	True
C11orf65	11997	11997	True
C11orf68	7165	7165	True
C11orf71	12762	12762	True
C11orf73	13454	13454	True
C11orf74	3440	3440	True
C11orf80	8615	8615	True
C11orf84	14965	14965	True
C11orf95	833	833	True
C11orf98	12215	12215	True
C12orf10	10858	10858	True
C12orf29	10885	10885	True
C12orf4	7398	7398	True
C12orf40	15074	15074	True
C12orf42	15196	15196	True
C12orf43	5286	5286	True
C12orf45	11006	11006	True
C12orf49	267	267	True
C12orf56	11370	11370	True
C12orf57	6357	6357	True
C12orf60	12060	12060	True
C12orf65	2953	2953	True
C12orf66	8080	8080	True
C12orf73	8865	8865	True
C12orf75	3448	3448	True
C12orf76	3701	3701	True
C12orf80	13422	13422	True
C14orf1	13566	13566	True
C14orf119	7674	7674	True
C14orf132	2101	2101	True
C14orf142	14132	14132	True
C14orf159	13502	13502	True
C14orf166	14963	14963	True
C14orf169	13817	13817	True
C14orf178	12337	12337	True
C14orf2	14427	14427	True
C14orf28	1913	1913	True
C14orf37	14010	14010	True
C14orf39	14252	14252	True
C14orf79	14116	14116	True
C14orf80	13467	13467	True
C14orf93	3119	3119	True
C15orf38-AP3S2	13205	13205	True
C15orf39	3860	3860	True
C15orf40	10382	10382	True
C15orf41	8923	8923	True
C15orf48	12073	12073	True
C15orf52	13933	13933	True
C15orf57	14398	14398	True
C15orf59	11581	11581	True
C15orf61	6047	6047	True
C15orf62	13942	13942	True
C15orf65	4883	4883	True
C16orf13	14874	14874	True
C16orf45	11567	11567	True
C16orf46	10253	10253	True
C16orf52	14945	14945	True
C16orf58	10254	10254	True
C16orf59	13307	13307	True
C16orf62	13362	13362	True
C16orf70	3534	3534	True
C16orf71	9282	9282	True
C16orf72	9491	9491	True
C16orf74	1101	1101	True
C16orf86	14841	14841	True
C16orf87	5151	5151	True
C16orf89	14569	14569	True
C16orf91	9480	9480	True
C16orf93	14866	14866	True
C16orf95	4201	4201	True
C17orf100	8143	8143	True
C17orf107	14267	14267	True
C17orf49	4266	4266	True
C17orf51	13538	13538	True
C17orf53	7214	7214	True
C17orf58	1001	1001	True
C17orf59	14642	14642	True
C17orf62	14628	14628	True
C17orf64	13521	13521	True
C17orf67	6586	6586	True
C17orf75	8305	8305	True
C17orf78	13533	13533	True
C17orf80	9300	9300	True
C17orf82	6245	6245	True
C17orf85	15085	15085	True
C17orf89	13343	13343	True
C17orf96	13097	13097	True
C17orf97	9831	9831	True
C18orf21	7949	7949	True
C18orf25	6012	6012	True
C18orf32	8131	8131	True
C18orf54	9100	9100	True
C18orf65	14195	14195	True
C18orf8	15158	15158	True
C19orf12	7032	7032	True
C19orf18	14621	14621	True
C19orf24	12059	12059	True
C19orf25	7272	7272	True
C19orf33	6035	6035	True
C19orf38	9363	9363	True
C19orf43	13299	13299	True
C19orf44	5273	5273	True
C19orf45	14314	14314	True
C19orf47	9973	9973	True
C19orf48	7188	7188	True
C19orf52	13735	13735	True
C19orf53	10544	10544	True
C19orf54	9579	9579	True
C19orf57	6154	6154	True
C19orf60	13504	13504	True
C19orf66	12087	12087	True
C19orf68	15189	15189	True
C19orf70	12767	12767	True
C19orf71	14763	14763	True
C19orf73	10344	10344	True
C19orf81	7625	7625	True
C1D	9193	9193	True
C1GALT1	2748	2748	True
C1GALT1C1	8025	8025	True
C1GALT1C1L	12032	12032	True
C1QBP	10397	10397	True
C1QL1	2314	2314	True
C1QL4	11807	11807	True
C1QTNF2	14315	14315	True
C1QTNF3	4600	4600	True
C1QTNF6	815	815	True
C1QTNF9B-AS1	13412	13412	True
C1R	13388	13388	True
C1RL	12381	12381	True
C1S	12999	12999	True
C1orf105	11524	11524	True
C1orf106	13279	13279	True
C1orf109	10471	10471	True
C1orf112	8639	8639	True
C1orf115	10623	10623	True
C1orf116	11377	11377	True
C1orf122	5748	5748	True
C1orf123	12883	12883	True
C1orf131	4604	4604	True
C1orf159	10936	10936	True
C1orf162	15227	15227	True
C1orf167	14276	14276	True
C1orf174	6104	6104	True
C1orf189	13711	13711	True
C1orf194	1808	1808	True
C1orf195	13789	13789	True
C1orf198	4271	4271	True
C1orf21	1034	1034	True
C1orf210	5161	5161	True
C1orf216	11029	11029	True
C1orf220	13660	13660	True
C1orf226	1880	1880	True
C1orf228	13522	13522	True
C1orf229	15160	15160	True
C1orf233	13452	13452	True
C1orf27	14590	14590	True
C1orf35	12763	12763	True
C1orf43	8281	8281	True
C1orf50	5631	5631	True
C1orf52	3081	3081	True
C1orf53	10488	10488	True
C1orf54	5363	5363	True
C1orf56	3175	3175	True
C1orf61	11503	11503	True
C1orf74	12973	12973	True
C2	11790	11790	True
C20orf144	14942	14942	True
C20orf194	9293	9293	True
C20orf196	14804	14804	True
C20orf24	13507	13507	True
C20orf27	8565	8565	True
C20orf96	10059	10059	True
C21orf2	12572	12572	True
C21orf33	14203	14203	True
C21orf58	9818	9818	True
C21orf59	14092	14092	True
C21orf62	14546	14546	True
C21orf62-AS1	14214	14214	True
C21orf91	1879	1879	True
C22orf23	14966	14966	True
C22orf29	13086	13086	True
C22orf39	1435	1435	True
C22orf46	11675	11675	True
C2CD2	11529	11529	True
C2CD2L	3396	3396	True
C2CD3	6514	6514	True
C2CD4A	11977	11977	True
C2CD4C	1818	1818	True
C2CD4D	3935	3935	True
C2CD5	5231	5231	True
C2orf15	1136	1136	True
C2orf27A	12622	12622	True
C2orf42	8557	8557	True
C2orf44	14245	14245	True
C2orf47	14540	14540	True
C2orf49	7519	7519	True
C2orf50	12179	12179	True
C2orf54	11263	11263	True
C2orf68	9645	9645	True
C2orf69	5976	5976	True
C2orf72	1246	1246	True
C2orf74	2715	2715	True
C2orf76	7330	7330	True
C2orf81	5585	5585	True
C2orf88	12581	12581	True
C3	1225	1225	True
C3orf14	3147	3147	True
C3orf17	15136	15136	True
C3orf18	13278	13278	True
C3orf20	13129	13129	True
C3orf33	8716	8716	True
C3orf35	13889	13889	True
C3orf38	9802	9802	True
C3orf52	2792	2792	True
C3orf58	12100	12100	True
C3orf62	8112	8112	True
C3orf67	662	662	True
C3orf70	12955	12955	True
C3orf80	12489	12489	True
C4A	12329	12329	True
C4B	15168	15168	True
C4BPB	13943	13943	True
C4orf19	981	981	True
C4orf27	15216	15216	True
C4orf29	13983	13983	True
C4orf3	11924	11924	True
C4orf32	13122	13122	True
C4orf33	5282	5282	True
C4orf36	12917	12917	True
C4orf46	6889	6889	True
C4orf47	12042	12042	True
C4orf48	10257	10257	True
C5	845	845	True
C5AR1	10899	10899	True
C5AR2	114	114	True
C5orf15	6482	6482	True
C5orf22	7605	7605	True
C5orf24	6040	6040	True
C5orf28	13859	13859	True
C5orf30	3749	3749	True
C5orf34	3275	3275	True
C5orf38	2434	2434	True
C5orf42	13088	13088	True
C5orf45	14764	14764	True
C5orf49	13676	13676	True
C5orf51	8985	8985	True
C5orf56	13272	13272	True
C5orf63	8035	8035	True
C5orf66	3847	3847	True
C6orf1	14750	14750	True
C6orf106	12550	12550	True
C6orf120	10775	10775	True
C6orf132	3027	3027	True
C6orf136	7258	7258	True
C6orf141	12	12	True
C6orf163	12727	12727	True
C6orf201	14530	14530	True
C6orf203	12391	12391	True
C6orf226	6280	6280	True
C6orf47	10645	10645	True
C6orf48	12543	12543	True
C6orf52	6329	6329	True
C6orf62	10008	10008	True
C6orf89	9723	9723	True
C6orf99	1213	1213	True
C7orf25	8805	8805	True
C7orf26	6139	6139	True
C7orf31	15109	15109	True
C7orf43	11857	11857	True
C7orf49	14125	14125	True
C7orf50	4139	4139	True
C7orf55	13706	13706	True
C7orf55-LUC7L2	14632	14632	True
C7orf60	14617	14617	True
C7orf61	11737	11737	True
C7orf73	13881	13881	True
C8G	13008	13008	True
C8orf33	8503	8503	True
C8orf37	5326	5326	True
C8orf44	12184	12184	True
C8orf48	11578	11578	True
C8orf58	870	870	True
C8orf59	11832	11832	True
C8orf76	7693	7693	True
C8orf82	2483	2483	True
C8orf86	14498	14498	True
C8orf88	11170	11170	True
C9orf106	1952	1952	True
C9orf114	13470	13470	True
C9orf116	2773	2773	True
C9orf139	13856	13856	True
C9orf142	13523	13523	True
C9orf147	14644	14644	True
C9orf152	1126	1126	True
C9orf153	13588	13588	True
C9orf156	14805	14805	True
C9orf16	6649	6649	True
C9orf163	12240	12240	True
C9orf172	13496	13496	True
C9orf24	12658	12658	True
C9orf3	11584	11584	True
C9orf40	2717	2717	True
C9orf43	12377	12377	True
C9orf47	13563	13563	True
C9orf64	2972	2972	True
C9orf66	14575	14575	True
C9orf69	14069	14069	True
C9orf72	1187	1187	True
C9orf78	10333	10333	True
C9orf84	14572	14572	True
C9orf85	10354	10354	True
C9orf89	13078	13078	True
C9orf9	14257	14257	True
C9orf91	13749	13749	True
CA11	2173	2173	True
CA12	622	622	True
CA13	11570	11570	True
CA14	581	581	True
CA2	1606	1606	True
CA3	15012	15012	True
CA3-AS1	13175	13175	True
CA4	12414	12414	True
CA5A	14698	14698	True
CA5B	4429	4429	True
CA8	3771	3771	True
CA9	11118	11118	True
CAAP1	10347	10347	True
CAB39	2902	2902	True
CAB39L	4927	4927	True
CABIN1	5336	5336	True
CABLES1	5419	5419	True
CABLES2	5775	5775	True
CABP4	14906	14906	True
CABYR	3699	3699	True
CACFD1	10583	10583	True
CACHD1	2527	2527	True
CACNA1A	12836	12836	True
CACNA1B	5894	5894	True
CACNA1C	12639	12639	True
CACNA1D	1690	1690	True
CACNA1F	13141	13141	True
CACNA1H	2461	2461	True
CACNA1I	12794	12794	True
CACNA2D1	14568	14568	True
CACNA2D2	4849	4849	True
CACNA2D3	13068	13068	True
CACNA2D4	13142	13142	True
CACNB1	1639	1639	True
CACNB2	12115	12115	True
CACNB3	4000	4000	True
CACNB4	630	630	True
CACNG1	11307	11307	True
CACNG4	61	61	True
CACNG8	14534	14534	True
CACTIN	7070	7070	True
CACUL1	10943	10943	True
CACYBP	9951	9951	True
CAD	10274	10274	True
CADM1	7503	7503	True
CADM2	11379	11379	True
CADM4	1324	1324	True
CADPS2	197	197	True
CAGE1	12786	12786	True
CAHM	13900	13900	True
CALB2	11556	11556	True
CALCB	13597	13597	True
CALCOCO1	7984	7984	True
CALCOCO2	10518	10518	True
CALCR	13326	13326	True
CALD1	2298	2298	True
CALHM2	7775	7775	True
CALM1	4249	4249	True
CALM2	12714	12714	True
CALM3	4399	4399	True
CALML4	7751	7751	True
CALML5	2666	2666	True
CALML6	14777	14777	True
CALR	5237	5237	True
CALU	8232	8232	True
CALY	13233	13233	True
CAMK1	971	971	True
CAMK1D	3662	3662	True
CAMK2B	1705	1705	True
CAMK2D	1989	1989	True
CAMK2G	8445	8445	True
CAMK2N1	1834	1834	True
CAMK2N2	2202	2202	True
CAMK4	11848	11848	True
CAMKK1	2009	2009	True
CAMKK2	3970	3970	True
CAMKMT	7663	7663	True
CAMLG	11082	11082	True
CAMP	13238	13238	True
CAMSAP1	8692	8692	True
CAMSAP2	6205	6205	True
CAMSAP3	9880	9880	True
CAMTA1	9333	9333	True
CAMTA2	4943	4943	True
CAND1	7099	7099	True
CAND2	12780	12780	True
CANT1	7314	7314	True
CANX	7130	7130	True
CAP1	6802	6802	True
CAP2	224	224	True
CAPG	2917	2917	True
CAPN1	9455	9455	True
CAPN10	2133	2133	True
CAPN12	3310	3310	True
CAPN13	425	425	True
CAPN14	13569	13569	True
CAPN15	9286	9286	True
CAPN2	266	266	True
CAPN5	967	967	True
CAPN7	4090	4090	True
CAPN8	573	573	True
CAPN9	4296	4296	True
CAPNS1	10686	10686	True
CAPRIN1	4903	4903	True
CAPRIN2	4051	4051	True
CAPS	1361	1361	True
CAPS2	2813	2813	True
CAPZA1	10120	10120	True
CAPZA2	7960	7960	True
CAPZB	7576	7576	True
CARD10	8560	8560	True
CARD14	206	206	True
CARD16	14411	14411	True
CARD6	15147	15147	True
CARD8	7604	7604	True
CARD8-AS1	14645	14645	True
CARD9	12766	12766	True
CARF	3009	3009	True
CARHSP1	6308	6308	True
CARKD	14135	14135	True
CARM1	5934	5934	True
CARNMT1	13885	13885	True
CARS	3521	3521	True
CARS2	12793	12793	True
CASC1	12827	12827	True
CASC10	11397	11397	True
CASC11	14400	14400	True
CASC15	14598	14598	True
CASC2	13054	13054	True
CASC3	4873	4873	True
CASC4	1958	1958	True
CASC5	13318	13318	True
CASC9	13882	13882	True
CASD1	2709	2709	True
CASK	2687	2687	True
