gene	resistance_datasets_testable	resistance_up_count	resistance_down_count	resistance_fdr05_count	resistance_nominal_p05_count	resistance_top10pct_count	resistance_top20pct_count	resistance_median_percentile	resistance_direction_consensus
ZNF268	3	3	0	0	0	0	0	0.193098847337015	all_up
MRPL52	3	0	3	0	0	0	0	0.1930617842185241	all_down
AC027271.1	1	0	1	0	0	0	0	0.1930319639659196	all_down
CTD-3035D6.1	1	1	0	0	0	0	0	0.1929876579815426	all_up
RP11-390K5.6	2	0	2	0	0	0	0	0.1929782724401424	all_down
AL109984.1	1	0	1	0	0	0	0	0.1929776957725077	all_down
NDUFAF5	3	3	0	0	0	0	0	0.1929234275790958	all_up
RP4-621N11.2	1	1	0	0	0	0	0	0.1927652792705978	all_up
MTRES1	1	1	0	0	0	0	0	0.1927606229988603	all_up
PPP1R8	3	0	3	0	0	0	0	0.1927210884353741	all_down
KIAA0391	1	1	0	0	0	0	0	0.1926540899151254	all_up
RP11-756A22.7	1	1	0	0	0	0	0	0.1925850340136055	all_up
CCR1	2	0	2	0	0	0	0	0.1925627784934069	all_down
SNORA72	1	0	1	0	0	0	0	0.1925170068027211	all_down
RP11-368P15.3	1	0	1	0	0	0	0	0.1925058374411623	all_down
AC004967.7	2	2	0	0	0	0	0	0.19247011313327816	all_up
GJA9	1	1	0	0	0	0	0	0.1924687743226715	all_up
CTD-2574D22.4	2	2	0	0	0	0	0	0.1924187302881569	all_up
RP11-576I22.2	1	0	1	0	0	0	0	0.1923946480856899	all_down
SHANK2-AS1	2	0	2	0	0	0	0	0.19238468889367774	all_down
AC107079.1	1	0	1	0	0	0	0	0.1923575849671991	all_down
C7orf31	1	1	0	0	0	0	0	0.192209332493236	all_up
WASH4P	2	0	2	0	0	0	0	0.19211898420833812	all_down
AIRN	1	1	0	0	0	0	0	0.1920981431377636	all_up
RP11-92B11.3	1	1	0	0	0	0	0	0.192024016900782	all_up
RP11-860B13.3	1	1	0	0	0	0	0	0.1919128275453097	all_up
MYDGF	2	2	0	0	0	0	0	0.19184115113078	all_up
ASIC5	1	0	1	0	0	0	0	0.191838701308328	all_down
AC008608.2	1	1	0	0	0	0	0	0.1917295273240353	all_up
ANKS1A	3	3	0	0	0	0	0	0.1917275119528557	all_up
AF277315.10	1	0	1	0	0	0	0	0.1917006802721088	all_down
HK1	3	3	0	0	0	0	0	0.1916904488343649	all_up
ZNF137P	2	0	2	0	0	0	0	0.1916901487995962	all_down
AC109361.1	1	0	1	0	0	0	0	0.1916752591306235	all_down
OXTR	3	3	0	0	0	0	0	0.1916533857158741	all_up
ZNRF2P1	1	0	1	0	0	0	0	0.1915421963604018	all_down
MTND1P32	1	1	0	0	0	0	0	0.1914680701234201	all_up
CTD-2521M24.6	1	1	0	0	0	0	0	0.1914310070049294	all_up
AC107294.2	1	0	1	0	0	0	0	0.1914039181635642	all_down
RP11-333E13.2	1	1	0	0	0	0	0	0.1913939438864386	all_up
CTD-2006C1.13	1	0	1	0	0	0	0	0.1913568807679477	all_down
RP11-605F22.1	1	1	0	0	0	0	0	0.191319817649457	all_up
ZNF575	2	0	2	0	0	0	0	0.1912962406225427	all_down
SNHG3	3	0	3	0	0	0	0	0.1912953817767406	all_down
RP11-319G6.3	1	0	1	0	0	0	0	0.1912827545309662	all_down
RAD54L	3	0	3	0	0	0	0	0.1912456914124755	all_down
ZPR1	3	0	3	0	0	0	0	0.1912411135833288	all_down
GPR79	1	1	0	0	0	0	0	0.1912086282939846	all_up
AC009061.2	1	0	1	0	0	0	0	0.1911868453899169	all_down
RP11-514P8.7	1	1	0	0	0	0	0	0.1911345020570031	all_up
AC114980.1	1	1	0	0	0	0	0	0.1911325771965051	all_up
CH507-24F1.2	1	1	0	0	0	0	0	0.1910884353741496	all_up
SLC5A7	1	1	0	0	0	0	0	0.1910603758200214	all_up
FABP2	1	0	1	0	0	0	0	0.1910233127015307	all_down
RP11-311B14.1	1	0	1	0	0	0	0	0.1909862495830399	all_down
RP11-508N12.4	1	1	0	0	0	0	0	0.1909523809523809	all_up
CLEC19A	1	1	0	0	0	0	0	0.1909121233460583	all_up
RP11-762I7.4	1	1	0	0	0	0	0	0.1908750602275675	all_up
AC008124.1	1	1	0	0	0	0	0	0.1908612362294459	all_up
CTA-360L10.1	1	1	0	0	0	0	0	0.1908379971090767	all_up
MIRLET7D	1	1	0	0	0	0	0	0.1908009339905859	all_up
RP11-391L3.1	2	2	0	0	0	0	0	0.1907399412083131	all_up
ZNF844	1	1	0	0	0	0	0	0.1907268077536044	all_up
EMC1-AS1	1	0	1	0	0	0	0	0.1906984316492104	all_down
RP11-139K1.2	1	1	0	0	0	0	0	0.1906897446351135	all_up
AC099518.4	1	0	1	0	0	0	0	0.1906441634557986	all_down
GLRX3P2	1	0	1	0	0	0	0	0.190615618398132	all_down
RPL12	3	0	3	0	0	0	0	0.1906122448979591	all_down
AC008883.3	1	0	1	0	0	0	0	0.1905898952623866	all_down
CDC42SE2	3	0	3	0	0	0	0	0.1905785552796411	all_down
RP11-1008C21.2	1	1	0	0	0	0	0	0.1905414921611504	all_up
RP11-295H24.5	1	0	1	0	0	0	0	0.1904673659241689	all_down
LINC01021	1	0	1	0	0	0	0	0.190430302805678	all_down
SNORA69	1	0	1	0	0	0	0	0.1903932396871872	all_down
RP11-460I13.2	1	1	0	0	0	0	0	0.1903561765686965	all_up
RP11-474D14.2	1	1	0	0	0	0	0	0.1903191134502057	all_up
AC004938.2	1	0	1	0	0	0	0	0.1902100179085037	all_down
LINC01105	1	1	0	0	0	0	0	0.1902079240947333	all_up
AD000671.6	1	0	1	0	0	0	0	0.1901708609762425	all_down
AC012291.3	1	0	1	0	0	0	0	0.1901557497150919	all_down
OR2A9P	1	1	0	0	0	0	0	0.1901337978577517	all_up
TUBAP2	1	0	1	0	0	0	0	0.1900596716207702	all_down
ITCH-IT1	1	0	1	0	0	0	0	0.1900226085022793	all_down
FAM198B-AS1	1	1	0	0	0	0	0	0.1899929451348564	all_up
BRIX1	3	0	3	0	0	0	0	0.189775872361209	all_down
NDUFB8P2	1	1	0	0	0	0	0	0.1897631666728438	all_up
ACPT	1	1	0	0	0	0	0	0.1896519773173715	all_up
PPP5C	3	0	3	0	1	0	0	0.1896149141988806	all_down
AC119673.2	1	1	0	0	0	0	0	0.1895587995875617	all_up
AP000266.7	1	1	0	0	0	0	0	0.1895407879618991	all_up
RP11-480I12.2	1	1	0	0	0	0	0	0.1895037248434082	all_up
NCBP2L	1	0	1	0	0	0	0	0.1894666617249175	all_down
RP11-558F24.4	1	1	0	0	0	0	0	0.1893197278911564	all_up
RNU6-757P	1	1	0	0	0	0	0	0.1890960305400096	all_up
CCDC168	1	1	0	0	0	0	0	0.189021904303028	all_up
CEACAM21	1	1	0	0	0	0	0	0.1889848411845373	all_up
AC005609.17	1	1	0	0	0	0	0	0.1889107149475557	all_up
RP11-1336O20.2	1	0	1	0	0	0	0	0.1888736518290649	all_down
DAZAP2	3	3	0	0	1	0	0	0.1888435374149659	all_up
MIR4700	1	1	0	0	0	0	0	0.1887624624735925	all_up
SLC4A1AP	3	3	0	0	0	0	0	0.1886512731181201	all_up
CSPG4	1	1	0	0	0	0	0	0.1885771468811385	all_up
POLR2C	3	0	3	0	0	0	0	0.188503020644157	all_down
COP1	1	1	0	0	0	0	0	0.1884734357193249	all_up
RP11-6O2.3	1	0	1	0	0	0	0	0.1883177050517031	all_down
TMEM39B	3	3	0	0	0	0	0	0.1882435788147214	all_up
RP11-93H24.3	2	0	2	0	0	0	0	0.1882193705472256	all_down
AL672310.1	1	0	1	0	0	0	0	0.1882020947522656	all_down
RNU7-1	2	2	0	0	0	0	0	0.18819992879847164	all_up
AP001258.5	1	1	0	0	0	0	0	0.1881323894592491	all_up
RP11-536C12.1	1	0	1	0	0	0	0	0.1879841369852859	all_down
OR8D1	1	0	1	0	0	0	0	0.1879470738667951	all_down
RIOK2	3	0	3	0	0	0	0	0.187891156462585	all_down
MLLT10P1	1	0	1	0	0	0	0	0.1878729476298135	all_down
AP001625.6	1	0	1	0	0	0	0	0.1878358845113228	all_down
RP11-154H23.5	1	1	0	0	0	0	0	0.1877246951558504	all_up
SLC22A20	2	2	0	0	0	0	0	0.1876908366103937	all_up
CTD-2085J24.4	1	1	0	0	0	0	0	0.1876870748299319	all_up
NUPR1L	1	1	0	0	0	0	0	0.1876505689188689	all_up
SCARA5	1	1	0	0	0	0	0	0.1876051446247354	all_up
UBOX5-AS1	2	0	2	0	0	0	0	0.18731822978637458	all_down
RP11-304L19.2	1	1	0	0	0	0	0	0.1872799377339609	all_up
RP11-1046B16.3	1	1	0	0	0	0	0	0.1871316852599978	all_up
RP11-97O12.6	1	0	1	0	0	0	0	0.1870946221415069	all_down
AC115618.1	1	1	0	0	0	0	0	0.187062462690617	all_up
AC064874.1	1	1	0	0	0	0	0	0.1870575590230162	all_up
XXbac-BPG32J3.20	1	0	1	0	0	0	0	0.1870204959045254	all_down
AL645568.1	1	0	1	0	0	0	0	0.1870081944972051	all_down
RP4-669L17.10	2	2	0	0	0	0	0	0.18696297369249765	all_up
CTD-3128G10.6	1	0	1	0	0	0	0	0.1869463696675438	all_down
CTD-2336O2.1	2	2	0	0	0	0	0	0.1869158720157571	all_up
ANKFY1	3	0	3	0	0	0	0	0.1868707482993197	all_down
AP000438.1	1	1	0	0	0	0	0	0.186736853530146	all_up
UBE2CP1	1	0	1	0	0	0	0	0.186723990956599	all_down
AL020997.4	1	1	0	0	0	0	0	0.1866825853367341	all_up
RP11-15B17.4	1	0	1	0	0	0	0	0.1866128016011267	all_down
RP3-406P24.5	1	0	1	0	0	0	0	0.1865386753641451	all_down
CGAS	1	1	0	0	0	0	0	0.1864112443696749	all_up
SNX6P1	1	1	0	0	0	0	0	0.1863904228901819	all_up
SGK2	2	2	0	0	0	0	0	0.18637282258528404	all_up
EPCAM-DT	1	1	0	0	0	0	0	0.1862484397894394	all_up
RPL6P27	2	0	2	0	0	0	0	0.18624517328520673	all_down
ABHD16B	1	1	0	0	0	0	0	0.1862421704162188	all_up
VIT	1	0	1	0	0	0	0	0.1861309810607464	all_down
CTD-2384A14.1	1	1	0	0	0	0	0	0.1860939179422557	all_up
AC005865.2	1	1	0	0	0	0	0	0.186031367015792	all_up
DDX50P1	1	1	0	0	0	0	0	0.186019791705274	all_up
RP11-776B3.1	1	0	1	0	0	0	0	0.1859827285867833	all_down
RP11-191L9.5	1	0	1	0	0	0	0	0.1859456654682925	all_down
PRB2	1	0	1	0	0	0	0	0.1858715392313109	all_down
RN7SL566P	1	0	1	0	0	0	0	0.1858344761128201	all_down
UQCRBP1	1	0	1	0	0	0	0	0.1856120974018753	all_down
SMG7-AS1	2	2	0	0	0	0	0	0.18559702335067169	all_up
AL158212.3	1	1	0	0	0	0	0	0.1854886850816736	all_up
MINDY4	1	0	1	0	0	0	0	0.1854344168882618	all_down
PCED1B-AS1	1	0	1	0	0	0	0	0.1854267818094214	all_down
RPL10AP1	1	1	0	0	0	0	0	0.1853897186909306	all_up
RP5-994D16.3	1	1	0	0	0	0	0	0.1852785293354583	all_up
YJU2	1	0	1	0	0	0	0	0.1851630759212026	all_down
CTC-338M12.9	1	1	0	0	0	0	0	0.185130276861495	all_up
Z99758.1	1	0	1	0	0	0	0	0.1851088077277907	all_down
RP1-199J3.5	1	0	1	0	0	0	0	0.1850932137430043	all_down
RP11-195B17.1	1	1	0	0	0	0	0	0.1850561506245135	all_up
RP11-381E24.1	2	0	2	0	0	0	0	0.18498599291464105	all_down
CTD-2033A16.2	1	0	1	0	0	0	0	0.1849820243875319	all_down
HERC3	3	3	0	0	0	0	0	0.1849659863945578	all_up
MACROD2-AS1	2	0	2	0	0	0	0	0.1849226342952089	all_down
GS1-309P15.4	1	1	0	0	0	0	0	0.1849078981505504	all_up
RP11-932O9.7	1	1	0	0	0	0	0	0.1848708350320596	all_up
AP006333.1	1	0	1	0	0	0	0	0.1848374667607315	all_down
MYRF	1	0	1	0	0	0	0	0.1848337719135687	all_down
CARMIL1	1	1	0	0	0	0	0	0.1846203939870841	all_up
MIR4737	1	1	0	0	0	0	0	0.1845372669656425	all_up
RN7SL242P	1	1	0	0	0	0	0	0.1845002038471517	all_up
RP11-421N8.1	1	0	1	0	0	0	0	0.1844631407286608	all_down
CTD-2138O14.1	1	1	0	0	0	0	0	0.1844260776101701	all_up
RP11-274J7.2	1	0	1	0	0	0	0	0.1843890144916793	all_down
SNORA76C	1	0	1	0	0	0	0	0.1843519513731885	all_down
AC097523.3	1	0	1	0	0	0	0	0.1843148882546977	all_down
AC119396.1	1	0	1	0	0	0	0	0.1842947848266131	all_down
CTA-204B4.7	1	0	1	0	0	0	0	0.1842857142857142	all_down
PKHD1L1	2	2	0	0	0	0	0	0.1842646890192664	all_up
MIR7161	1	1	0	0	0	0	0	0.1842407620177162	all_up
EIF4G2	3	3	0	0	0	0	0	0.1842176870748298	all_up
MIR4517	1	0	1	0	0	0	0	0.1842036988992254	all_down
AC100830.2	1	1	0	0	0	0	0	0.1841862484397894	all_up
AC010809.2	1	0	1	0	0	0	0	0.1841319802463775	all_down
TPST1	3	3	0	0	0	0	0	0.184092509543753	all_up
RP11-754B17.1	1	1	0	0	0	0	0	0.1840554464252621	all_up
AC093599.2	1	1	0	0	0	0	0	0.1840234438595539	all_up
RPL23AP34	1	0	1	0	0	0	0	0.1840183833067714	all_down
RP3-466I7.1	1	1	0	0	0	0	0	0.1839442570697899	all_up
RP11-47I22.2	1	0	1	0	0	0	0	0.183907193951299	all_down
RP11-329A14.1	1	0	1	0	0	0	0	0.1838701308328082	all_down
AC012501.2	2	0	2	0	0	0	0	0.1838340804282785	all_down
CTC-507E2.2	1	0	1	0	0	0	0	0.1838330677143175	all_down
THRB-IT1	2	2	0	0	0	0	0	0.1837805473827371	all_up
MIR548AR	1	1	0	0	0	0	0	0.1836848152403543	all_up
ZFP64	3	3	0	0	0	0	0	0.183673469387755	all_up
RP11-433A19.2	1	0	1	0	0	0	0	0.1836106890033727	all_down
ALS2CR11	1	1	0	0	0	0	0	0.1835736258848819	all_up
KB-226F1.2	1	0	1	0	0	0	0	0.1835365627663912	all_down
AC025178.1	1	1	0	0	0	0	0	0.1835350301188473	all_up
RNU6-658P	1	0	1	0	0	0	0	0.1834994996479003	all_down
AC084018.2	1	0	1	0	0	0	0	0.1834807619254355	all_down
CTD-2145A24.4	1	0	1	0	0	0	0	0.1834624365294096	all_down
RP11-727F15.9	1	0	1	0	0	0	0	0.1833883102924279	all_down
BICRA	1	1	0	0	0	0	0	0.1833722255386117	all_up
HDGFRP2	2	2	0	0	0	0	0	0.18327897913548136	all_up
C15orf27	1	0	1	0	0	0	0	0.1831659315814833	all_down
SNORA73B	2	0	2	0	0	0	0	0.18316375695973505	all_down
AC009754.2	1	1	0	0	0	0	0	0.1831008845715526	all_up
RP11-333J10.2	1	1	0	0	0	0	0	0.1830547422260109	all_up
RP1-39G22.4	1	0	1	0	0	0	0	0.1830176791075201	all_down
AC009242.1	1	1	0	0	0	0	0	0.1829923481847289	all_up
GS1-166A23.2	1	1	0	0	0	0	0	0.1829064897520477	all_up
MTX1P1	1	1	0	0	0	0	0	0.182869426633557	all_up
RP3-512B11.3	2	0	2	0	0	0	0	0.1827473679512945	all_down
CTBP1-DT	1	0	1	0	0	0	0	0.1827210072176697	all_down
AP000766.1	1	0	1	0	0	0	0	0.182612470830846	all_down
MIR4500HG	1	0	1	0	0	0	0	0.1825729216856306	all_down
RP11-90K17.2	1	0	1	0	0	0	0	0.1825358585671398	all_down
RP11-442N24__B.1	1	1	0	0	0	0	0	0.1824246692116674	all_up
RP11-473M20.11	1	0	1	0	0	0	0	0.1823876060931767	all_down
AC018445.5	1	0	1	0	0	0	0	0.1823411298637868	all_down
AC090946.1	1	1	0	0	0	0	0	0.182286861670375	all_up
RP5-1165K10.2	1	1	0	0	0	0	0	0.1822022905007227	all_up
SNORA55	1	0	1	0	0	0	0	0.1821652273822319	all_down
CTD-3105H18.11	1	0	1	0	0	0	0	0.1821281642637411	all_down
AL161891.1	1	0	1	0	0	0	0	0.1820155207033158	all_down
RP11-231C14.4	2	0	2	0	0	0	0	0.18199838914106095	all_down
RRM2P3	1	1	0	0	0	0	0	0.181979911789778	all_up
AC005632.6	1	0	1	0	0	0	0	0.1819069843164921	all_down
MLK7-AS1	1	0	1	0	0	0	0	0.1819057855527964	all_down
KGFLP1	1	1	0	0	0	0	0	0.1818367346938775	all_up
AGAP6	2	2	0	0	0	0	0	0.1818292489524626	all_up
RP11-343C2.11	2	0	2	0	0	0	0	0.1817868078998398	all_down
AC005519.4	2	2	0	0	0	0	0	0.18171363849642735	all_up
SEPT8	2	2	0	0	0	0	0	0.181666712050077	all_up
CDK10	3	3	0	0	0	0	0	0.1816092806048701	all_up
RN7SL731P	2	2	0	0	0	0	0	0.1816026811006082	all_up
C10orf35	2	2	0	0	0	0	0	0.1815353245556775	all_up
TBL1XR1-AS1	1	0	1	0	0	0	0	0.1814610281309069	all_down
SSRP1	3	0	3	0	0	0	0	0.1814285714285713	all_down
C6orf223	1	1	0	0	0	0	0	0.1814239650124162	all_up
MIR6835	1	1	0	0	0	0	0	0.1813869018939253	all_up
CH507-338C24.1	1	0	1	0	0	0	0	0.1813605442176871	all_down
RP11-613F22.8	1	0	1	0	0	0	0	0.1813127756569438	all_down
AC017083.2	1	0	1	0	0	0	0	0.18125576599555	all_down
CTB-119C2.1	1	0	1	0	0	0	0	0.1811645231829806	all_down
RPL23AP52	1	1	0	0	0	0	0	0.181090396945999	all_up
N6AMT1	3	0	3	0	0	0	0	0.1810884353741496	all_down
SRPRA	1	1	0	0	0	0	0	0.1810386932219027	all_up
RP11-805J14.5	1	0	1	0	0	0	0	0.1809792075905266	all_down
RP11-850F7.7	1	1	0	0	0	0	0	0.1809050813535451	all_up
NPM1P46	1	0	1	0	0	0	0	0.1808309551165635	all_down
LINC02463	1	0	1	0	0	0	0	0.1808216204482552	all_down
OTOP2	1	1	0	0	0	0	0	0.1806456395241096	all_up
FIP1L1	3	3	0	0	1	0	0	0.1806122448979591	all_up
AL021918.1	1	1	0	0	0	0	0	0.1805715132871279	all_up
RP11-120K24.4	1	0	1	0	0	0	0	0.1805344501686372	all_down
RP11-274B21.14	1	0	1	0	0	0	0	0.1804973870501464	all_down
RP11-21K12.3	1	0	1	0	0	0	0	0.1804603239316555	all_down
RP11-353N14.5	1	1	0	0	0	0	0	0.1804232608131648	all_up
RP11-405F3.5	1	1	0	0	0	0	0	0.180386197694674	all_up
RP11-209M4.1	1	0	1	0	0	0	0	0.1802379452207109	all_down
MUS81	3	0	3	0	0	0	0	0.1801638189837292	all_down
BMS1	3	0	3	0	0	0	0	0.1801360544217687	all_down
RP11-256L6.2	1	1	0	0	0	0	0	0.1801267558652385	all_up
RP11-386M24.9	1	1	0	0	0	0	0	0.1800896927467477	all_up
ATP1B1P1	1	1	0	0	0	0	0	0.1799785033912753	all_up
PTP4A2P1	1	0	1	0	0	0	0	0.1799043771542937	all_down
RP11-748C4.1	1	0	1	0	0	0	0	0.1797931877988213	all_down
RP11-480D4.2	1	0	1	0	0	0	0	0.1797190615618398	all_down
RNU6-479P	1	0	1	0	0	0	0	0.1796819984433489	all_down
RP11-648O15.1	1	0	1	0	0	0	0	0.1796449353248582	all_down
AC083949.1	1	0	1	0	0	0	0	0.1795708090878767	all_down
RP11-171I2.4	1	0	1	0	0	0	0	0.1795337459693858	all_down
AASDHPPT	3	3	0	0	0	0	0	0.1795191838063711	all_up
HNRNPKP4	1	0	1	0	0	0	0	0.179496682850895	all_down
RP3-414A15.2	1	1	0	0	0	0	0	0.1794596197324043	all_up
AP000568.2	1	1	0	0	0	0	0	0.1794225566139135	all_up
AC017002.2	1	1	0	0	0	0	0	0.1793113672584411	all_up
AP002784.1	1	1	0	0	0	0	0	0.1793021110327237	all_up
DNAJC19P5	1	1	0	0	0	0	0	0.1792372410214595	all_up
AL049779.4	1	0	1	0	0	0	0	0.1791935746459	all_down
AL031714.1	1	0	1	0	0	0	0	0.1791393064524882	all_down
AC009404.2	1	0	1	0	0	0	0	0.1791260516659871	all_down
CTD-2349P21.10	1	1	0	0	0	0	0	0.1790519254290056	all_up
KCNK9	1	0	1	0	0	0	0	0.1790307700656644	all_down
MT-CO3	3	0	3	0	0	0	0	0.178977799192024	all_down
AC025043.1	1	0	1	0	0	0	0	0.1789765018722526	all_down
RP11-93B14.4	1	0	1	0	0	0	0	0.1789407360735332	all_down
NIPBL-DT	1	1	0	0	0	0	0	0.1788679654854289	all_up
PCAT2	1	1	0	0	0	0	0	0.1788666098365516	all_up
LINC01762	1	0	1	0	0	0	0	0.1787594290986053	all_down
DRD1	1	0	1	0	0	0	0	0.1786812942440977	all_down
AC138811.1	1	0	1	0	0	0	0	0.1786508927117815	all_down
RP1-59D14.1	1	1	0	0	0	0	0	0.1786442311256069	all_up
RP11-201O14.1	1	0	1	0	0	0	0	0.178607168007116	all_down
LA16c-390E6.4	1	0	1	0	0	0	0	0.1785701048886253	all_down
AC005042.2	2	0	2	0	0	0	0	0.1785656125417892	all_down
CTD-2231H16.1	2	0	2	0	0	0	0	0.17839953007999831	all_down
RP11-100G15.5	1	0	1	0	0	0	0	0.178273599940699	all_down
BCDIN3D-AS1	2	0	2	0	0	0	0	0.1781969333705837	all_down
MAL2	3	3	0	0	1	0	0	0.1780141581112635	all_up
SMG1P1	2	0	2	0	0	0	0	0.1780129151100787	all_down
RP11-313P13.3	1	0	1	0	0	0	0	0.1779591836734694	all_down
ODAM	1	1	0	0	0	0	0	0.1779400318742818	all_up
AGPAT2	3	3	0	0	0	0	0	0.1778368698106039	all_up
FLNC	1	1	0	0	0	0	0	0.1778288425188094	all_up
RP11-578F21.2	1	0	1	0	0	0	0	0.1776805900448463	all_down
CTD-2270P14.2	1	0	1	0	0	0	0	0.1776435269263555	all_down
AOPEP	1	1	0	0	0	0	0	0.1776197970369566	all_up
RP11-593F23.1	1	0	1	0	0	0	0	0.1776064638078648	all_down
AL358472.4	1	0	1	0	0	0	0	0.1775655288435448	all_down
ARMC4	1	1	0	0	0	0	0	0.1774952744523924	all_up
RP11-104G3.8	1	0	1	0	0	0	0	0.1774829931972789	all_down
CTD-2561B21.4	1	1	0	0	0	0	0	0.1774582113339016	all_up
AC114956.3	1	0	1	0	0	0	0	0.177456992456721	all_down
CTD-3222D19.2	1	1	0	0	0	0	0	0.1774211482154108	all_up
DSTNP1	1	1	0	0	0	0	0	0.1773099588599385	all_up
RP11-511B23.2	1	0	1	0	0	0	0	0.1772358326229569	all_down
MEMO1P1	1	1	0	0	0	0	0	0.1770875801489937	all_up
AL020996.1	1	0	1	0	0	0	0	0.1770771151028382	all_down
HOXB4	1	1	0	0	0	0	0	0.1770505170305029	all_up
BACE2-IT1	1	0	1	0	0	0	0	0.1769393276750306	all_down
RP11-20I23.6	1	1	0	0	0	0	0	0.1769387755102041	all_up
FOXN3	3	3	0	0	0	0	0	0.1768600423291908	all_up
RP11-123C21.2	1	1	0	0	0	0	0	0.1768281383195582	all_up
CCDC42B	1	1	0	0	0	0	0	0.1767910752010674	all_up
SNORA32	1	1	0	0	0	0	0	0.1767169489640858	all_up
RP11-195F19.30	1	0	1	0	0	0	0	0.176679885845595	all_down
CH507-254M2.2	2	0	2	0	0	0	0	0.17666364993052555	all_down
RP11-508N12.3	1	0	1	0	0	0	0	0.176494570253141	all_down
RPL36AL	3	3	0	0	0	0	0	0.1764258967818961	all_up
RP11-390B4.3	1	1	0	0	0	0	0	0.1763833808976687	all_up
AF196972.1	1	1	0	0	0	0	0	0.1763716285884843	all_up
SLC40A1	1	0	1	0	0	0	0	0.1763463177791779	all_down
AL136418.1	1	1	0	0	0	0	0	0.1763173603950724	all_up
RNU6-1141P	1	1	0	0	0	0	0	0.1763092546606871	all_up
KIF3B	3	3	0	0	0	0	0	0.1762721915421963	all_up
RP5-874C20.8	1	1	0	0	0	0	0	0.1761239390682332	all_up
XAB2	3	0	3	0	0	0	0	0.1759374830411896	all_down
HOXC-AS2	1	1	0	0	0	0	0	0.1759015603572884	all_up
RP11-519G16.3	1	1	0	0	0	0	0	0.1758644972387977	all_up
SLC7A10	1	0	1	0	0	0	0	0.1758274341203068	all_down
AL592295.5	1	1	0	0	0	0	0	0.175774678460954	all_up
RP11-603J24.7	1	0	1	0	0	0	0	0.1757533078833253	all_down
MIR4459	1	1	0	0	0	0	0	0.1757162447648345	all_up
WNT8B	1	1	0	0	0	0	0	0.1756791816463437	all_up
ZNF815P	2	2	0	0	0	0	0	0.17567116643180747	all_up
POU5F1P5	1	1	0	0	0	0	0	0.1756050554093621	all_up
AC104118.1	1	0	1	0	0	0	0	0.1755576056873067	all_down
RP11-321N4.4	1	1	0	0	0	0	0	0.1755309291723805	all_up
MIR554	1	1	0	0	0	0	0	0.1754197398169081	all_up
CLSTN2-AS1	1	1	0	0	0	0	0	0.1753456135799266	all_up
RNU1-120P	2	0	2	0	0	0	0	0.1753279947314903	all_down
CTC-523E23.5	1	0	1	0	0	0	0	0.175271487342945	all_down
CTC-367J11.1	1	1	0	0	0	0	0	0.1752344242244542	all_up
AL021326.1	1	1	0	0	0	0	0	0.1751973611059634	all_up
MIR4647	1	1	0	0	0	0	0	0.1751602979874726	all_up
RP11-37B2.1	2	2	0	0	0	0	0	0.1751513082902632	all_up
CTB-33G10.1	1	0	1	0	0	0	0	0.1751232348689818	all_down
CTB-73N10.1	1	1	0	0	0	0	0	0.1750861717504911	all_up
AC023906.4	1	1	0	0	0	0	0	0.1750691919466001	all_up
AL356289.1	1	1	0	0	0	0	0	0.1750120455135094	all_up
RP11-166B2.8	1	1	0	0	0	0	0	0.1749749823950187	all_up
RP11-1033A18.1	1	1	0	0	0	0	0	0.1749659863945578	all_up
RP11-25J3.2	1	0	1	0	0	0	0	0.1747526036840739	all_down
RP1-40G4P.1	1	1	0	0	0	0	0	0.1747155405655831	all_up
RP11-395I14.2	1	1	0	0	0	0	0	0.1746784774470924	all_up
SNORD49B	1	1	0	0	0	0	0	0.1746043512101108	all_up
FIGF	1	0	1	0	0	0	0	0.1745302249731292	all_down
DHFR2	1	0	1	0	0	0	0	0.1744722418190698	all_down
RN7SL430P	1	0	1	0	0	0	0	0.1744190356176568	all_down
AC012184.1	1	0	1	0	0	0	0	0.174417973625658	all_down
RP11-686G23.2	1	1	0	0	0	0	0	0.1743819724991661	all_up
AC040977.1	1	0	1	0	0	0	0	0.1743637054322461	all_down
RNU6-282P	1	0	1	0	0	0	0	0.1743449093806752	all_down
LINC01730	1	0	1	0	0	0	0	0.1743094372388343	all_down
RPL41P1	1	1	0	0	0	0	0	0.1743078462621845	all_up
ANKRD20A9P	1	0	1	0	0	0	0	0.1741595937882213	all_down
TMEM138	3	0	3	0	0	0	0	0.1741496598639456	all_down
RP11-1H8.5	1	0	1	0	0	0	0	0.1741225306697306	all_down
CTD-2525I3.3	1	1	0	0	0	0	0	0.1739742781957673	all_up
RP11-173G21.1	1	0	1	0	0	0	0	0.1739372150772765	all_down
RP11-244F12.3	1	1	0	0	0	0	0	0.1739001519587858	all_up
SSBP3-AS1	1	0	1	0	0	0	0	0.1737889626033134	all_down
POLR3C	3	3	0	0	0	0	0	0.1737667553047158	all_up
HAGLROS	2	0	2	0	0	0	0	0.1736002830305221	all_down
RP11-137H15.4	1	1	0	0	0	0	0	0.1735374149659864	all_up
AC069499.1	1	0	1	0	0	0	0	0.1735295207738779	all_down
RP11-142E9.1	2	0	2	0	0	0	0	0.1734126433643024	all_down
SNORD38	1	1	0	0	0	0	0	0.173344205181424	all_up
NRDC	1	0	1	0	0	0	0	0.1733326097574211	all_down
ERVV-2	1	0	1	0	0	0	0	0.1733071420629331	all_down
