gene	crispr_effect	crispr_p	crispr_fdr	crispr_testable	crispr_direction	gse118713_log2fc	gse118713_p	gse118713_fdr	gse118713_testable	gse118713_direction	gse245601_epi_log2fc	gse245601_epi_p	gse245601_epi_fdr	gse245601_malignant_log2fc	gse245601_malignant_p	gse245601_malignant_fdr	gse245601_testable	gse245601_track_direction_agreement	gse240112_tumor_log2fc	gse240112_tumor_p	gse240112_tumor_fdr	gse240112_epi_log2fc	gse240112_epi_p	gse240112_epi_fdr	gse240112_testable	gse240112_track_direction_agreement	gse240112_outlier_fragility	gse111151_log2fc	gse111151_p	gse111151_fdr	gse111151_testable	crispr_evidence_percentile	gse118713_evidence_percentile	gse245601_track_a_percentile	gse245601_track_b_percentile	gse245601_evidence_percentile	gse245601_one_track_only	gse240112_tumor_percentile	gse240112_epi_percentile	gse240112_evidence_percentile	gse111151_evidence_percentile	n_datasets_testable	coverage_tier	n_datasets_fdr05	n_datasets_nominal_p05	n_datasets_top10pct	n_datasets_top20pct	median_evidence_percentile	equal_dataset_mean_percentile	min_evidence_percentile	max_evidence_percentile	resistance_datasets_testable	resistance_up_count	resistance_down_count	resistance_fdr05_count	resistance_nominal_p05_count	resistance_top10pct_count	resistance_top20pct_count	resistance_median_percentile	resistance_direction_consensus	pattern_A_ge2_fdr05	pattern_B_all3_same_direction_high_percentile	pattern_C_human_recurrence_and_independent_cellline	pattern_D_strong_rna_consensus_weak_crispr	label
MALL	-0.3743460673895624	0.1646284271665982	0.7907256351888757	True	sensitising_KO	4.69384647100205	1.9873685385503097e-11	2.2194394603551e-08	True	up_in_TAMR	-0.339008264041775	0.0745310168973228	0.41099183018869	0.306840793209289	0.107781029870783	0.571864288306796	True	False	7.67129405801181	1.15654990783718e-08	4.73620037813855e-06	6.24361570007798	2.34363435076815e-07	1.96258595269516e-05	True	True	False	-0.309097598799985	0.560668612121922	0.85205857501131	True	0.7924824625693645	0.999251700680272	0.818747915045035	0.8116433415091617	0.8151956282770983	False	0.997612199489879	0.988156920799408	0.997612199489879	0.3411289425892294	5	A	2	2	2	3	0.8151956282770983	0.7891341867211686	0.3411289425892294	0.999251700680272	3	2	1	2	2	2	2	0.997612199489879	majority_up	True	False	False	True	resistance_biomarker_or_pathway_candidate
SUSD3	0.4434842670516028	0.1594380581654697	0.7898456056467551	True	tolerance_associated_KO	-3.49583799597967	2.23972235544394e-07	9.68892137320034e-06	True	down_in_TAMR	-1.01808681520583	0.0016438445299628	0.0979067270213299	-0.489780252569253	0.0295409761574511	0.525968044185068	True	True	-15.4681824314526	1.59456635877779e-08	5.64890743493613e-06	-16.5497705570449	4.51796049947816e-09	2.71475249808689e-06	True	True	False	-3.06066943455664	0.0001677160224886	0.0676240868322766	True	0.7982933724217359	0.9771428571428572	0.983264761481152	0.9441639013129418	0.9637143313970468	False	0.997232322135996	0.9984209227732544	0.997232322135996	0.9975167710611172	5	A	2	4	4	4	0.9771428571428572	0.9467799308317506	0.7982933724217359	0.9975167710611172	3	0	3	2	3	3	3	0.997232322135996	all_down	True	True	True	True	resistance_biomarker_or_pathway_candidate
DLX2	-0.2546725733009047	0.4460204199151314	0.8882857432844812	True	sensitising_KO	4.09946036442767	5.13708292620808e-10	1.5607939994064e-07	True	up_in_TAMR	-0.440992832334232	0.0452973666648279	0.342914029545564	-0.0633404747241631	0.853899634377582	0.954062466342356	True	True	4.11274557481225	3.18664948271758e-06	0.0001188736369787	3.76765746513206	8.79028578483835e-07	4.52141958668868e-05	True	True	False	2.63376720995289	0.0002024102431213	0.0681580293592368	True	0.498586535441315	0.9968027210884354	0.8679528522183921	0.1050353484345693	0.4864941003264807	False	0.9732457806479622	0.9806069578090304	0.9732457806479622	0.9971090767577184	5	A	2	4	3	3	0.9732457806479622	0.7904476428523823	0.4864941003264807	0.9971090767577184	3	3	0	2	3	3	3	0.9968027210884354	all_up	True	True	True	True	resistance_biomarker_or_pathway_candidate
HMGA2	0.3035488314084924	0.4761138330689161	0.8949430753995159	True	tolerance_associated_KO	3.61626620843299	7.987365197035508e-11	4.55832787667742e-08	True	up_in_TAMR	-0.0886831268441546	0.545856867276009	0.831013145406972	-0.45165577333387	0.290366420052721	0.68635135939204	True	True	9.10980869650844	2.01710440348943e-08	6.00746585040715e-06	8.95381386898246	8.32507126310653e-08	1.08994524220854e-05	True	True	False	-0.665498887602536	0.203847008213593	0.621723134024708	True	0.4680661710815621	0.9982993197278912	0.3432113866340487	0.5774779974029722	0.4603446920185104	False	0.9967439083952896	0.99259807549963	0.9967439083952896	0.6718802120010378	5	A	2	2	2	2	0.6718802120010378	0.7190668606448583	0.4603446920185104	0.9982993197278912	3	2	1	2	2	2	2	0.9967439083952896	majority_up	True	False	False	True	resistance_biomarker_or_pathway_candidate
CXCL8	-0.1305282903157829	0.6981236252386838	0.95014645290215	True	sensitising_KO	4.74801435376446	1.00315222941887e-12	7.442386390058609e-09	True	up_in_TAMR	0.0488732305563427	0.796280984215257	0.936614312259994	0.37973669169737	0.0443052731986686	0.539465591000065	True	True	11.0018558231439	1.03142009300522e-07	1.5247827526976e-05	8.77007138711043	2.95373514899929e-07	2.25888288791017e-05	True	True	False				False	0.2652601821798764	0.9999319727891156	0.1498387634827087	0.918193622853845	0.5340161931682769	False	0.9933792804037552	0.9869726128793488	0.9933792804037552		4	B	2	2	2	2	0.763697736786016	0.6981469071352561	0.2652601821798764	0.9999319727891156	2	2	0	2	2	2	2	0.9966556265964356	all_up	True	False	False	True	resistance_biomarker_or_pathway_candidate
LOX	0.510427648871282	0.0685960599925929	0.7170209005816782	True	tolerance_associated_KO	4.80263819051348	4.4453198836416e-12	8.6203189384681e-09	True	up_in_TAMR	-0.0698857713098474	0.774554979530568	0.929166360998821				True		9.47455931943787	2.10095649286731e-08	6.14546448421569e-06	9.77340298865757	4.32636633606549e-09	2.71475249808689e-06	True	True	False	0.443475028798368	0.168197667453869	0.588033007637101	True	0.9044602659407392	0.999591836734694	0.1664072056043589		0.1664072056043589	True	0.996635372008466	0.998519615099926	0.996635372008466	0.7137244727771395	5	A	2	2	3	3	0.9044602659407392	0.7561638306130793	0.1664072056043589	0.999591836734694	3	3	0	2	2	2	2	0.996635372008466	all_up	True	True	False	True	resistance_biomarker_or_pathway_candidate
HSPB8	-0.1373304702123805	0.6280467191463732	0.937870165172396	True	sensitising_KO	-4.40192561542689	9.520809960398151e-10	2.39440302020996e-07	True	down_in_TAMR	0.043499725971809	0.76382422438404	0.925409554949873	0.0189521294375848	0.915692115679803	0.972838589331453	True	True	-7.58148274224063	2.65596693777154e-09	2.33067422520256e-06	-6.38590851224391	1.93226287151937e-07	1.77118017371965e-05	True	True	False	-0.492956368174208	0.341294241530266	0.734992226749221	True	0.3306460056538582	0.9960544217687076	0.174691426665184	0.058865964507286	0.116778695586235	False	0.9989146361317632	0.9891931902294596	0.9989146361317632	0.5350061154145509	5	A	2	2	2	2	0.5350061154145509	0.5954799749110229	0.116778695586235	0.9989146361317632	3	0	3	2	2	2	2	0.9960544217687076	all_down	True	True	False	True	resistance_biomarker_or_pathway_candidate
SULF1	0.526501117651776	0.2211661462610959	0.8014286065646663	True	tolerance_associated_KO	-4.968387215047	2.61187168355897e-12	8.6203189384681e-09	True	down_in_TAMR	-0.326424738053678	0.109427156099729	0.466657033278328				True		-7.78100776526041	1.17675261763181e-05	0.0002805329526224	-6.53651764973674	1.0463492307008e-05	0.0002601878958206	True	True	False	-6.58745128360917	0.0003713482719674	0.0942743233407641	True	0.7242173594388022	0.9998639455782312	0.7655954631379962		0.7655954631379962	True	0.9581049546860584	0.9598322230446584	0.9581049546860584	0.9960342463214856	5	A	2	3	3	3	0.9581049546860584	0.8887631938325148	0.7242173594388022	0.9998639455782312	3	0	3	2	3	3	3	0.9960342463214856	all_down	True	True	True	True	resistance_biomarker_or_pathway_candidate
SSTR5-AS1				False	not_applicable	3.18183499221226	8.56510761580611e-10	2.19119080695398e-07	True	up_in_TAMR							False		6.89912341923745	4.34205580743368e-08	8.9904948785829e-06	7.23235444523175	3.4585143451213e-08	6.60000768175441e-06	True	True	False				False		0.9961224489795918				False	0.995224398979758	0.9948186528497408	0.995224398979758		2	D	2	2	2	2	0.995673423979675	0.995673423979675	0.995224398979758	0.9961224489795918	2	2	0	2	2	2	2	0.995673423979675	all_up	True	False	False	False	resistance_biomarker_or_pathway_candidate
DSCAM	0.1416794853666481	0.6383431224296444	0.9393212654270142	True	tolerance_associated_KO	-3.72818900802547	1.39689744774742e-09	2.96121328551601e-07	True	down_in_TAMR	-0.580994115008457	0.15681327020301	0.52919330040179				True		-9.8866293305472	1.59224079810531e-09	1.92761230897756e-06	-9.48553996658149	1.60436445757856e-09	2.11788324823606e-06	True	True	False	-2.30567151097129	0.025818305956794	0.330119657609586	True	0.3204376505078002	0.9954421768707484	0.7037139997776047		0.7037139997776047	True	0.9992402452922342	0.9993091537132988	0.9992402452922342	0.921537378154998	5	A	2	3	3	3	0.921537378154998	0.7880742901206771	0.3204376505078002	0.9992402452922342	3	0	3	2	3	3	3	0.9954421768707484	all_down	True	True	True	True	resistance_biomarker_or_pathway_candidate
