gene	crispr_effect	crispr_p	crispr_fdr	crispr_testable	crispr_direction	gse118713_log2fc	gse118713_p	gse118713_fdr	gse118713_testable	gse118713_direction	gse245601_epi_log2fc	gse245601_epi_p	gse245601_epi_fdr	gse245601_malignant_log2fc	gse245601_malignant_p	gse245601_malignant_fdr	gse245601_testable	gse245601_track_direction_agreement	gse240112_tumor_log2fc	gse240112_tumor_p	gse240112_tumor_fdr	gse240112_epi_log2fc	gse240112_epi_p	gse240112_epi_fdr	gse240112_testable	gse240112_track_direction_agreement	gse240112_outlier_fragility	gse111151_log2fc	gse111151_p	gse111151_fdr	gse111151_testable	crispr_evidence_percentile	gse118713_evidence_percentile	gse245601_track_a_percentile	gse245601_track_b_percentile	gse245601_evidence_percentile	gse245601_one_track_only	gse240112_tumor_percentile	gse240112_epi_percentile	gse240112_evidence_percentile	gse111151_evidence_percentile	n_datasets_testable	coverage_tier	n_datasets_fdr05	n_datasets_nominal_p05	n_datasets_top10pct	n_datasets_top20pct	median_evidence_percentile	equal_dataset_mean_percentile	min_evidence_percentile	max_evidence_percentile	resistance_datasets_testable	resistance_up_count	resistance_down_count	resistance_fdr05_count	resistance_nominal_p05_count	resistance_top10pct_count	resistance_top20pct_count	resistance_median_percentile	resistance_direction_consensus	evidence_category	global_rank
NPAP1	0.9126457778783524	0.013984372832139	0.575740246147309	True	tolerance_associated_KO				False								False								False		False	3.11475030336693	0.0010552646539316	0.119191284209217	True	0.9757617003455136					False				0.9910677884437196	2	D	0	2	2	2	0.9834147443946166	0.9834147443946166	0.9757617003455136	0.9910677884437196	1	1	0	0	1	1	1	0.9910677884437196	all_up	LOW_COVERAGE	
PDGFC	0.706841955876385	0.0771636255272741	0.7268524351319124	True	tolerance_associated_KO	2.70278424286021	2.10049281476948e-08	1.86629415482332e-06	True	up_in_TAMR	0.0390414724985036	0.777565086660231	0.930120128227599	0.002548556194926	0.993932806589875	0.998029434708324	True	True	6.78908254287889	1.55378576038745e-08	5.61434588086665e-06	7.22466214895495	1.03887655275129e-07	1.18948430610495e-05	True	True	False	0.755682793623905	0.0093508209088409	0.241949198124582	True	0.8938854570202073	0.9889795918367348	0.1640720560435894	0.0042562400807963	0.0841641480621929	False	0.997286590329408	0.9913150752528992	0.997286590329408	0.9611578518216524	5	A	2	3	3	4	0.9611578518216524	0.785094727814039	0.0841641480621929	0.997286590329408	3	3	0	2	3	3	3	0.9889795918367348	all_up	RNA_RESISTANCE_CONSENSUS	53.0
PET117	-1.8279505886266567	4.387078841638455e-05	0.0419031835559097	True	sensitising_KO	-0.0587411607946384	0.671615306818205	0.783384004604082	True	down_in_TAMR	0.0463310730641482	0.755692917713756	0.922436902008411	0.432519344643182	0.0396736723456025	0.531923452695452	True	True	-0.246376118564829	0.428767437017977	0.570163539426128	-0.109559944640269	0.699916461806075	0.798603860652799	True	True	False	0.0180744802898094	0.935547849535409	0.982753570306189	True	0.9990053397549996	0.1422448979591837	0.1809184921605693	0.925984706391574	0.5534515992760717	False	0.2480056438921148	0.1236121391561806	0.2480056438921148	0.0478855490901004	5	A	1	1	1	1	0.2480056438921148	0.398118605994494	0.0478855490901004	0.9990053397549996	3	1	2	0	0	0	0	0.1422448979591837	majority_down	FUNCTIONAL_ONLY	2790.0
SLC4A10	-0.0811186226936495	0.8080708766592413	0.9717213996819616	True	sensitising_KO	-1.79650886544087	4.56584541428978e-08	3.17578637831859e-06	True	down_in_TAMR							False		-4.52693826974416	0.0027528559344545	0.0148115705577018	-3.9476021757593	0.0012093363264329	0.0078677926958747	True	True	False	-2.31322351738801	6.91644888419422e-05	0.0463666318039153	True	0.1685163857187729	0.9859863945578232				False	0.8141857057578553	0.8463360473723168	0.8141857057578553	0.9985545383788592	4	B	3	3	2	3	0.9000860501578392	0.7418107561033277	0.1685163857187729	0.9985545383788592	3	0	3	3	3	2	3	0.9859863945578232	all_down	RNA_RESISTANCE_CONSENSUS	11095.0
SOX2	1.5125795984924384	4.4820586915723774e-06	0.012231538169301	True	tolerance_associated_KO	0.689938479322989	0.0017000936290111	0.009274260760025	True	up_in_TAMR	-0.334393694467966	0.325538393566868	0.694290309090563	-0.36606170929984	0.28660778883357	0.685540154621828	True	True	7.44086437435914	1.00172235696804e-06	5.59971704623335e-05	8.83830234730668	4.51761055517279e-08	7.56643764554808e-06	True	True	False	0.885804950531392	0.212743715920636	0.631863307812325	True	0.9996858967647366	0.8161224489795919	0.5311909262759924	0.5820227961333141	0.5566068612046533	False	0.9822543007543278	0.994078460399704	0.9822543007543278	0.6630962529187205	5	A	3	3	2	3	0.8161224489795919	0.803553152124406	0.5566068612046533	0.9996858967647366	3	3	0	2	2	1	2	0.8161224489795919	all_up	MULTIMODAL_STRONG	16.0
SPINK13	-0.6275865420813975	0.0557174695139848	0.6891893793544809	True	sensitising_KO				False								False								False		False	-8.78558173402254	5.42278629041854e-05	0.0435596047521091	True	0.919275468537326					False				0.998776917089804	2	D	1	1	2	2	0.9590261928135648	0.9590261928135648	0.919275468537326	0.998776917089804	1	0	1	1	1	1	1	0.998776917089804	all_down	LOW_COVERAGE	
SPRED2	1.6872268467811598	0.0001071833806909	0.0783442627744789	True	tolerance_associated_KO	0.405154932775937	0.0508537172927318	0.123396149990115	True	up_in_TAMR	-0.111499361993478	0.212746834424498	0.593126375452112	0.0971968055801272	0.654268199660315	0.881364303944315	True	False	1.0847479479782	0.009452801592471	0.0367968372932099	1.11094508633343	0.0123885107451769	0.0451313246021491	True	True	False	-0.0205601860884027	0.9157215216746	0.977942795685794	True	0.998691236519736	0.586938775510204	0.6413877460246858	0.2576828740441494	0.4495353100344176	False	0.7431486405817551	0.7255366395262768	0.7431486405817551	0.0635632482117045	5	A	1	2	1	1	0.586938775510204	0.5683754421715635	0.0635632482117045	0.998691236519736	3	2	1	1	1	0	0	0.586938775510204	majority_up	HUMAN_TUMOR_SUPPORTED	2484.0
SPRY4	0.3824885303119218	0.1665548019922584	0.7909727675032434	True	tolerance_associated_KO	5.07151582384541	6.798552811071579e-11	4.06453741983047e-08	True	up_in_TAMR	-0.149855038616583	0.259015305580603	0.637236043754366	-0.0643749201672236	0.790016328541764	0.929474358191842	True	True	7.05023058575436	6.45962587666287e-09	3.67892643880068e-06	7.13866379173143	8.2209329874724e-09	3.41234430091459e-06	True	True	False	1.80310779729195	0.0053532277983257	0.202998506987195	True	0.7901266883048895	0.99843537414966	0.5937951740242411	0.1500504977636705	0.3719228358939558	False	0.9983176860042328	0.9976807303232174	0.9983176860042328	0.973536933397576	5	A	2	3	3	3	0.973536933397576	0.8264679035500629	0.3719228358939558	0.99843537414966	3	3	0	2	3	3	3	0.9983176860042328	all_up	RNA_RESISTANCE_CONSENSUS	99.0
SULF1	0.526501117651776	0.2211661462610959	0.8014286065646663	True	tolerance_associated_KO	-4.968387215047	2.61187168355897e-12	8.6203189384681e-09	True	down_in_TAMR	-0.326424738053678	0.109427156099729	0.466657033278328				True		-7.78100776526041	1.17675261763181e-05	0.0002805329526224	-6.53651764973674	1.0463492307008e-05	0.0002601878958206	True	True	False	-6.58745128360917	0.0003713482719674	0.0942743233407641	True	0.7242173594388022	0.9998639455782312	0.7655954631379962		0.7655954631379962	True	0.9581049546860584	0.9598322230446584	0.9581049546860584	0.9960342463214856	5	A	2	3	3	3	0.9581049546860584	0.8887631938325148	0.7242173594388022	0.9998639455782312	3	0	3	2	3	3	3	0.9960342463214856	all_down	RNA_RESISTANCE_CONSENSUS	120.0
SUPT4H1	-1.6837884606622353	2.8217361523605968e-05	0.0372575660229722	True	sensitising_KO	0.037335300465398	0.824107519679636	0.893464168113868	True	up_in_TAMR	0.0698538693732563	0.494197014546449	0.803091952332355	0.277728602004246	0.147888913250191	0.598419148974724	True	True	1.00349742270902	0.0261281073826727	0.0765239610374908	0.9245151761624	0.0337638801385631	0.0942857977201781	True	True	False	0.0183645827810597	0.916047683397903	0.977955507540752	True	0.9993194429902628	0.0772789115646258	0.3849104859335038	0.7529216563266484	0.5689160711300761	False	0.6585987952461063	0.6419442388354306	0.6585987952461063	0.0632667432637782	5	A	1	2	1	1	0.5689160711300761	0.4734759928389699	0.0632667432637782	0.9993194429902628	3	3	0	0	1	0	0	0.0772789115646258	all_up	FUNCTIONAL_ONLY	2518.0
SUSD3	0.4434842670516028	0.1594380581654697	0.7898456056467551	True	tolerance_associated_KO	-3.49583799597967	2.23972235544394e-07	9.68892137320034e-06	True	down_in_TAMR	-1.01808681520583	0.0016438445299628	0.0979067270213299	-0.489780252569253	0.0295409761574511	0.525968044185068	True	True	-15.4681824314526	1.59456635877779e-08	5.64890743493613e-06	-16.5497705570449	4.51796049947816e-09	2.71475249808689e-06	True	True	False	-3.06066943455664	0.0001677160224886	0.0676240868322766	True	0.7982933724217359	0.9771428571428572	0.983264761481152	0.9441639013129418	0.9637143313970468	False	0.997232322135996	0.9984209227732544	0.997232322135996	0.9975167710611172	5	A	2	4	4	4	0.9771428571428572	0.9467799308317506	0.7982933724217359	0.9975167710611172	3	0	3	2	3	3	3	0.997232322135996	all_down	RNA_RESISTANCE_CONSENSUS	31.0
SYNCRIP	-1.7275353891230507	0.0002872480766746	0.1371825002178894	True	sensitising_KO	0.0194491691068919	0.913572686117574	0.951573960808453	True	up_in_TAMR	-0.184448041021257	0.0335597779965637	0.305239727651917	-0.176666510051346	0.297673607761059	0.690442347121334	True	True	0.26763596638263	0.512135635730253	0.645926732957162	0.412025430424829	0.306326845228774	0.453636817347923	True	True	False	-0.0857100614964523	0.550841197162227	0.848647590202857	True	0.9979583289707884	0.0397278911564625	0.8901367730457022	0.5691819362285384	0.7296593546371203	False	0.2071416942529983	0.324747100912904	0.2071416942529983	0.3502464697379638	5	A	0	2	1	1	0.3502464697379638	0.4649467477510667	0.0397278911564625	0.9979583289707884	3	2	1	0	0	0	0	0.2071416942529983	majority_up	LOW_EVIDENCE	5904.0
TADA2B	-2.0643649381530107	6.8725943769325934e-06	0.0145874633758381	True	sensitising_KO	0.0065434913994528	0.969595475342978	0.984583852830181	True	up_in_TAMR	0.0702306580392095	0.469688894293384	0.789858424764366	-0.154267537692414	0.451106746041953	0.784486461726752	True	False	0.427658434315663	0.241695471048395	0.380115251679473	0.546745426177169	0.0979756849001543	0.2018432469758	True	True	False	0.0560617398417958	0.728647978515586	0.922008042963833	True	0.9995811956863156	0.0151700680272108	0.4054264427888358	0.4251190304429375	0.4152727366158866	False	0.3641938459868671	0.5146804835924007	0.3641938459868671	0.2093695563544716	5	A	1	1	1	1	0.3641938459868671	0.4007174805341503	0.0151700680272108	0.9995811956863156	3	3	0	0	0	0	0	0.2093695563544716	all_up	FUNCTIONAL_ONLY	2729.0
TAF6L	-1.8404070938940915	0.0002204426486718	0.1127753613387858	True	sensitising_KO	-0.507181786401484	0.0294083610636961	0.0824879511272443	True	down_in_TAMR	0.347848137773587	0.0072851764666354	0.183014621655546	0.286334958501012	0.229180119351582	0.64855782158543	True	True	0.0178556829446686	0.949118907503135	0.970177680689359	0.136169556379136	0.564316020186568	0.690563882923796	True	True	False	-0.134178315063179	0.489036749747943	0.822101383281483	True	0.99811538058842	0.6426530612244898	0.9602468586678528	0.6468763526186698	0.8035616056432613	False	0.0217072773647365	0.1828275351591414	0.0217072773647365	0.4042844964975353	5	A	0	3	1	2	0.6426530612244898	0.5740643642636887	0.0217072773647365	0.99811538058842	3	1	2	0	1	0	0	0.4042844964975353	majority_down	LOW_EVIDENCE	4960.0
TFAP2C	1.5406554782432211	5.552676879419332e-05	0.0482149029216125	True	tolerance_associated_KO	-1.09359983284206	9.30568358421875e-05	0.0009588641192333	True	down_in_TAMR	-0.420914341193197	0.0054231292608551	0.161767538996686	-0.194606069003982	0.250542431238718	0.663978154131591	True	True	-0.231167140057674	0.316849193739134	0.460880649003454	-0.302529087346468	0.246662569508665	0.388563049643421	True	True	False	-0.541646684135955	0.0390840962961491	0.376029940461807	True	0.9989006386765784	0.9027891156462584	0.966529522962304	0.6227095657192324	0.7946195443407682	False	0.3125305258587941	0.3652109548482605	0.3125305258587941	0.8959267632778622	5	A	2	4	2	3	0.8959267632778622	0.7809533175600523	0.3125305258587941	0.9989006386765784	3	0	3	1	2	1	2	0.8959267632778622	all_down	MULTIMODAL_STRONG	272.0
TIPARP	1.1260406665820897	0.0001590913189651	0.1013040488730637	True	tolerance_associated_KO	-1.00128783960677	0.0002575026328101	0.0021357317303724	True	down_in_TAMR	0.0264469268236269	0.814959293242919	0.942316328590922	-0.0444727951333042	0.826527882294449	0.943524047451248	True	False	-0.418224626050513	0.250747135977645	0.389971155523338	-0.157460605459776	0.61962003347413	0.735630907931267	True	True	False	0.186273859516678	0.269887652292744	0.684931769056408	True	0.998481834362894	0.8791156462585034	0.1351606805293005	0.1240080796421873	0.1295843800857439	False	0.357030444456504	0.1577103380212188	0.357030444456504	0.605537229902524	5	A	1	2	1	2	0.605537229902524	0.5939499070132339	0.1295843800857439	0.998481834362894	3	1	2	1	1	0	1	0.605537229902524	majority_down	RNA_RESISTANCE_CONSENSUS	2102.0
TLK2	-1.848198303730188	4.386303381194677e-07	0.0016758310698192	True	sensitising_KO	-0.151752544851276	0.537409278417347	0.674943903042664	True	down_in_TAMR	-0.0362993225303796	0.651540954112414	0.882198640375374	-0.221502174721007	0.185792526203101	0.628030081252529	True	True	0.0570763695102118	0.819071205238469	0.882577720157556	0.123914835728979	0.64828507326231	0.758641026373368	True	True	False	0.0727893622757189	0.529634514645246	0.839733945674166	True	0.9997905978431578	0.2034013605442176	0.2614811520071166	0.7042995238782283	0.4828903379426724	False	0.0719596244641015	0.1454724895139403	0.0719596244641015	0.3685556502724139	5	A	1	1	1	1	0.3685556502724139	0.4253195142133126	0.0719596244641015	0.9997905978431578	3	2	1	0	0	0	0	0.2034013605442176	majority_up	FUNCTIONAL_ONLY	2726.0
TSR3	-1.6187529731582495	8.291733910908465e-05	0.0679959978896869	True	sensitising_KO	-0.467160834528706	0.0909922469544311	0.19102192420909	True	down_in_TAMR	-0.134880623343638	0.310346813322426	0.682338116517599	0.356923934758475	0.0730870414055695	0.555923915141495	True	False	-0.426897318866676	0.240833055309526	0.379225116913949	-0.450152277545786	0.183770460805047	0.316153833503828	True	True	False	0.0940236720029586	0.631744768066856	0.883155989074822	True	0.9988482881373678	0.5225850340136055	0.5452018236406093	0.8690665127687203	0.7071341682046648	False	0.3649536006946329	0.4187515420676042	0.3649536006946329	0.2840517401134131	5	A	0	1	1	1	0.5225850340136055	0.5755145662327368	0.2840517401134131	0.9988482881373678	3	1	2	0	0	0	0	0.3649536006946329	majority_down	FUNCTIONAL_ONLY	5449.0
USP17L29	-2.1448239489713394	1.4674995092382969e-05	0.0280336431249791	True	sensitising_KO				False								False								False		False				False	0.999528845147105					False					1	E	1	1	1	1	0.999528845147105	0.999528845147105	0.999528845147105	0.999528845147105	0	0	0	0	0	0	0		insufficient	LOW_COVERAGE	
USP34	-1.3912980676838431	3.927829380312541e-05	0.0416851803622835	True	sensitising_KO	0.590437436807219	0.0012547294526722	0.0073136129571408	True	up_in_TAMR	-0.0334650201061386	0.697302371273304	0.900549578140749	-0.180624008897835	0.315863817029613	0.703086078272564	True	True	0.400106644327525	0.118318499553175	0.22750138874853	0.456520297738209	0.0938092188181128	0.195590291004925	True	True	False	0.161522475648414	0.213154321288622	0.632236473760328	True	0.9991100408334206	0.8279591836734694	0.2258979206049149	0.5507863223200116	0.3883421214624633	False	0.4799479025343246	0.5204046385393536	0.4799479025343246	0.6626885586153219	5	A	2	2	1	2	0.6626885586153219	0.6716095614238	0.3883421214624633	0.9991100408334206	3	3	0	1	1	0	1	0.6626885586153219	all_up	MULTIMODAL_STRONG	994.0
VEZF1	-1.602445388833546	2.497000741678817e-05	0.0372575660229722	True	sensitising_KO	0.426552278550176	0.122286724868769	0.237500391027449	True	up_in_TAMR	-0.0505827437413172	0.667974993574959	0.890005371824952	-0.436025202244726	0.0215208679721136	0.51885876990854	True	True	1.14940832913316	0.0040105194402939	0.0194899399382215	1.17150133098914	0.00111338412719	0.0074101289726214	True	True	False	-0.238235372712826	0.187611288174084	0.607594477564463	True	0.9994764946078945	0.4842176870748299	0.2495274102079395	0.9585918337902178	0.6040596219990787	False	0.7942692787757095	0.8497902788058228	0.7942692787757095	0.6911159704977576	5	A	2	2	1	1	0.6911159704977576	0.7146278105910541	0.4842176870748299	0.9994764946078945	3	2	1	1	1	0	0	0.6911159704977576	majority_up	MULTIMODAL_STRONG	1138.0
