gene	dataset	metric	integrated_value	source_file	source_value	matches
CUX1	gse118713	fdr	0.0007915850161576	gse118713_differential_expression_unredacted.tsv.gz[TAMR_vs_MCF7]	0.0007915850161576	True
CUX1	gse245601_track_a	log2fc	-0.0635570551072721	gse245601_pseudobulk/track_a_genomewide_de.tsv.gz	-0.0635570551072721	True
CUX1	gse245601_track_a	p_value	0.491953793044081	gse245601_pseudobulk/track_a_genomewide_de.tsv.gz	0.491953793044081	True
CUX1	gse245601_track_a	fdr	0.80228969354788	gse245601_pseudobulk/track_a_genomewide_de.tsv.gz	0.80228969354788	True
CUX1	gse245601_track_b	log2fc	-0.253893522732994	gse245601_pseudobulk/track_b_genomewide_de.tsv.gz	-0.253893522732994	True
CUX1	gse245601_track_b	p_value	0.15024954813718	gse245601_pseudobulk/track_b_genomewide_de.tsv.gz	0.15024954813718	True
CUX1	gse245601_track_b	fdr	0.600089163303291	gse245601_pseudobulk/track_b_genomewide_de.tsv.gz	0.600089163303291	True
CUX1	gse240112_tumor	log2fc	-0.977593527385808	gse240112_pseudobulk/tumor_cell_genomewide_de.tsv.gz	-0.977593527385808	True
CUX1	gse240112_tumor	p_value	0.0080710346236776	gse240112_pseudobulk/tumor_cell_genomewide_de.tsv.gz	0.0080710346236776	True
CUX1	gse240112_tumor	fdr	0.0325811667130628	gse240112_pseudobulk/tumor_cell_genomewide_de.tsv.gz	0.0325811667130628	True
CUX1	gse111151	log2fc	-0.473959264701485	gse111151/genomewide_de.tsv.gz	-0.473959264701485	True
CUX1	gse111151	p_value	0.0325238713726489	gse111151/genomewide_de.tsv.gz	0.0325238713726489	True
CUX1	gse111151	fdr	0.353075674922462	gse111151/genomewide_de.tsv.gz	0.353075674922462	True
DPP9	crispr	effect	1.3751072314321586	data/processed/labels.parquet	1.3751072314321586	True
DPP9	crispr	p_value	3.712159796876289e-05	data/processed/labels.parquet	3.712159796876289e-05	True
DPP9	crispr	fdr	0.0416851803622835	data/processed/labels.parquet	0.041685180362283594	True
DPP9	gse118713	log2fc	-1.04265717095817	gse118713_differential_expression_unredacted.tsv.gz[TAMR_vs_MCF7]	-1.04265717095817	True
DPP9	gse118713	p_value	0.0002526278697883	gse118713_differential_expression_unredacted.tsv.gz[TAMR_vs_MCF7]	0.0002526278697883	True
DPP9	gse118713	fdr	0.0021070783203592	gse118713_differential_expression_unredacted.tsv.gz[TAMR_vs_MCF7]	0.0021070783203592	True
DPP9	gse245601_track_a	log2fc	-0.0106261465606046	gse245601_pseudobulk/track_a_genomewide_de.tsv.gz	-0.0106261465606046	True
DPP9	gse245601_track_a	p_value	0.896451481668324	gse245601_pseudobulk/track_a_genomewide_de.tsv.gz	0.896451481668324	True
DPP9	gse245601_track_a	fdr	0.971353783178804	gse245601_pseudobulk/track_a_genomewide_de.tsv.gz	0.971353783178804	True
DPP9	gse245601_track_b	log2fc	0.148474471764936	gse245601_pseudobulk/track_b_genomewide_de.tsv.gz	0.148474471764936	True
DPP9	gse245601_track_b	p_value	0.404850898915782	gse245601_pseudobulk/track_b_genomewide_de.tsv.gz	0.404850898915782	True
DPP9	gse245601_track_b	fdr	0.755226786100859	gse245601_pseudobulk/track_b_genomewide_de.tsv.gz	0.755226786100859	True
DPP9	gse240112_tumor	log2fc	0.109543831770581	gse240112_pseudobulk/tumor_cell_genomewide_de.tsv.gz	0.109543831770581	True
DPP9	gse240112_tumor	p_value	0.705189268990129	gse240112_pseudobulk/tumor_cell_genomewide_de.tsv.gz	0.705189268990129	True
DPP9	gse240112_tumor	fdr	0.801863890967389	gse240112_pseudobulk/tumor_cell_genomewide_de.tsv.gz	0.801863890967389	True
DPP9	gse111151	log2fc	0.0421912603365501	gse111151/genomewide_de.tsv.gz	0.0421912603365501	True
DPP9	gse111151	p_value	0.830870980509648	gse111151/genomewide_de.tsv.gz	0.830870980509648	True
DPP9	gse111151	fdr	0.953611308284714	gse111151/genomewide_de.tsv.gz	0.953611308284714	True
LZTR1	crispr	effect	1.4583532397139498	data/processed/labels.parquet	1.4583532397139498	True
LZTR1	crispr	p_value	5.201626345221791e-06	data/processed/labels.parquet	5.201626345221791e-06	True
LZTR1	crispr	fdr	0.0124208335090964	data/processed/labels.parquet	0.012420833509096485	True
LZTR1	gse118713	log2fc	1.11048033871916	gse118713_differential_expression_unredacted.tsv.gz[TAMR_vs_MCF7]	1.11048033871916	True
LZTR1	gse118713	p_value	0.0031528845375511	gse118713_differential_expression_unredacted.tsv.gz[TAMR_vs_MCF7]	0.0031528845375511	True
LZTR1	gse118713	fdr	0.0151008717779807	gse118713_differential_expression_unredacted.tsv.gz[TAMR_vs_MCF7]	0.0151008717779807	True
LZTR1	gse245601_track_a	log2fc	0.0414554130824415	gse245601_pseudobulk/track_a_genomewide_de.tsv.gz	0.0414554130824415	True
LZTR1	gse245601_track_a	p_value	0.733327635841814	gse245601_pseudobulk/track_a_genomewide_de.tsv.gz	0.733327635841814	True
LZTR1	gse245601_track_a	fdr	0.913396869045545	gse245601_pseudobulk/track_a_genomewide_de.tsv.gz	0.913396869045545	True
LZTR1	gse245601_track_b	log2fc	-0.0214265805026217	gse245601_pseudobulk/track_b_genomewide_de.tsv.gz	-0.0214265805026217	True
LZTR1	gse245601_track_b	p_value	0.929560186392181	gse245601_pseudobulk/track_b_genomewide_de.tsv.gz	0.929560186392181	True
LZTR1	gse245601_track_b	fdr	0.976693410940943	gse245601_pseudobulk/track_b_genomewide_de.tsv.gz	0.976693410940943	True
LZTR1	gse240112_tumor	log2fc	0.217133315001067	gse240112_pseudobulk/tumor_cell_genomewide_de.tsv.gz	0.217133315001067	True
LZTR1	gse240112_tumor	p_value	0.469003520538008	gse240112_pseudobulk/tumor_cell_genomewide_de.tsv.gz	0.469003520538008	True
LZTR1	gse240112_tumor	fdr	0.607834367851074	gse240112_pseudobulk/tumor_cell_genomewide_de.tsv.gz	0.607834367851074	True
LZTR1	gse111151	log2fc	0.195307961266389	gse111151/genomewide_de.tsv.gz	0.195307961266389	True
LZTR1	gse111151	p_value	0.313997212862677	gse111151/genomewide_de.tsv.gz	0.313997212862677	True
LZTR1	gse111151	fdr	0.716808182530627	gse111151/genomewide_de.tsv.gz	0.716808182530627	True
SOX2	crispr	effect	1.5125795984924384	data/processed/labels.parquet	1.5125795984924384	True
SOX2	crispr	p_value	4.4820586915723774e-06	data/processed/labels.parquet	4.4820586915723774e-06	True
SOX2	crispr	fdr	0.012231538169301	data/processed/labels.parquet	0.012231538169301018	True
SOX2	gse118713	log2fc	0.689938479322989	gse118713_differential_expression_unredacted.tsv.gz[TAMR_vs_MCF7]	0.689938479322989	True
SOX2	gse118713	p_value	0.0017000936290111	gse118713_differential_expression_unredacted.tsv.gz[TAMR_vs_MCF7]	0.0017000936290111	True
SOX2	gse118713	fdr	0.009274260760025	gse118713_differential_expression_unredacted.tsv.gz[TAMR_vs_MCF7]	0.009274260760025	True
SOX2	gse245601_track_a	log2fc	-0.334393694467966	gse245601_pseudobulk/track_a_genomewide_de.tsv.gz	-0.334393694467966	True
SOX2	gse245601_track_a	p_value	0.325538393566868	gse245601_pseudobulk/track_a_genomewide_de.tsv.gz	0.325538393566868	True
SOX2	gse245601_track_a	fdr	0.694290309090563	gse245601_pseudobulk/track_a_genomewide_de.tsv.gz	0.694290309090563	True
SOX2	gse245601_track_b	log2fc	-0.36606170929984	gse245601_pseudobulk/track_b_genomewide_de.tsv.gz	-0.36606170929984	True
SOX2	gse245601_track_b	p_value	0.28660778883357	gse245601_pseudobulk/track_b_genomewide_de.tsv.gz	0.28660778883357	True
SOX2	gse245601_track_b	fdr	0.685540154621828	gse245601_pseudobulk/track_b_genomewide_de.tsv.gz	0.685540154621828	True
SOX2	gse240112_tumor	log2fc	7.44086437435914	gse240112_pseudobulk/tumor_cell_genomewide_de.tsv.gz	7.44086437435914	True
SOX2	gse240112_tumor	p_value	1.00172235696804e-06	gse240112_pseudobulk/tumor_cell_genomewide_de.tsv.gz	1.00172235696804e-06	True
SOX2	gse240112_tumor	fdr	5.59971704623335e-05	gse240112_pseudobulk/tumor_cell_genomewide_de.tsv.gz	5.59971704623335e-05	True
SOX2	gse111151	log2fc	0.885804950531392	gse111151/genomewide_de.tsv.gz	0.885804950531392	True
SOX2	gse111151	p_value	0.212743715920636	gse111151/genomewide_de.tsv.gz	0.212743715920636	True
SOX2	gse111151	fdr	0.631863307812325	gse111151/genomewide_de.tsv.gz	0.631863307812325	True
TFAP2C	crispr	effect	1.5406554782432211	data/processed/labels.parquet	1.5406554782432211	True
TFAP2C	crispr	p_value	5.552676879419332e-05	data/processed/labels.parquet	5.5526768794193315e-05	True
TFAP2C	crispr	fdr	0.0482149029216125	data/processed/labels.parquet	0.0482149029216125	True
TFAP2C	gse118713	log2fc	-1.09359983284206	gse118713_differential_expression_unredacted.tsv.gz[TAMR_vs_MCF7]	-1.09359983284206	True
TFAP2C	gse118713	p_value	9.30568358421875e-05	gse118713_differential_expression_unredacted.tsv.gz[TAMR_vs_MCF7]	9.30568358421875e-05	True
TFAP2C	gse118713	fdr	0.0009588641192333	gse118713_differential_expression_unredacted.tsv.gz[TAMR_vs_MCF7]	0.0009588641192333	True
TFAP2C	gse245601_track_a	log2fc	-0.420914341193197	gse245601_pseudobulk/track_a_genomewide_de.tsv.gz	-0.420914341193197	True
TFAP2C	gse245601_track_a	p_value	0.0054231292608551	gse245601_pseudobulk/track_a_genomewide_de.tsv.gz	0.0054231292608551	True
TFAP2C	gse245601_track_a	fdr	0.161767538996686	gse245601_pseudobulk/track_a_genomewide_de.tsv.gz	0.161767538996686	True
TFAP2C	gse245601_track_b	log2fc	-0.194606069003982	gse245601_pseudobulk/track_b_genomewide_de.tsv.gz	-0.194606069003982	True
TFAP2C	gse245601_track_b	p_value	0.250542431238718	gse245601_pseudobulk/track_b_genomewide_de.tsv.gz	0.250542431238718	True
TFAP2C	gse245601_track_b	fdr	0.663978154131591	gse245601_pseudobulk/track_b_genomewide_de.tsv.gz	0.663978154131591	True
TFAP2C	gse240112_tumor	log2fc	-0.231167140057674	gse240112_pseudobulk/tumor_cell_genomewide_de.tsv.gz	-0.231167140057674	True
TFAP2C	gse240112_tumor	p_value	0.316849193739134	gse240112_pseudobulk/tumor_cell_genomewide_de.tsv.gz	0.316849193739134	True
TFAP2C	gse240112_tumor	fdr	0.460880649003454	gse240112_pseudobulk/tumor_cell_genomewide_de.tsv.gz	0.460880649003454	True
TFAP2C	gse111151	log2fc	-0.541646684135955	gse111151/genomewide_de.tsv.gz	-0.541646684135955	True
TFAP2C	gse111151	p_value	0.0390840962961491	gse111151/genomewide_de.tsv.gz	0.0390840962961491	True
TFAP2C	gse111151	fdr	0.376029940461807	gse111151/genomewide_de.tsv.gz	0.376029940461807	True
