gene	subset	drug_id	drug_name	target	pathway	dataset	metric	n	spearman_rho	p_value	direction	fdr
VEZF1	all_breast_lines	1830	Gallibiscoquinazole		Unclassified	GDSC2	AUC	37	-0.22190611664295873	0.1868346250649692	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	346	THZ-2-102-1	CDK7	Cell cycle	GDSC1	AUC	44	0.20253699788583507	0.18733120213692292	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	309	Y-39983	ROCK	Cytoskeleton	GDSC1	AUC	45	0.19881422924901182	0.19044257946354987	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	2173	PFI-1	BRD4	Chromatin other	GDSC2	AUC	44	-0.20098661028893586	0.1908020796996405	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	156	AZD6482	PI3Kbeta	PI3K/MTOR signaling	GDSC1	LN_IC50	44	0.200845665961945	0.1911198609652136	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	2359	GSK2830371	WIP1	Other	GDSC2	AUC	41	-0.20783972125435546	0.1922471298692495	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	356	AT7867	AKT	PI3K/MTOR signaling	GDSC1	LN_IC50	44	0.20028188865398164	0.19239473937005286	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	1135	AZD4547	FGRF1, FGFR2, FGFR3	RTK signaling	GDSC1	LN_IC50	42	0.20508872862815009	0.1926034154968213	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	231	FMK	RSK	Other, kinases	GDSC1	AUC	45	-0.19776021080368905	0.19285183475757972	higher_expression_more_sensitive	0.9227749145359531
VEZF1	all_breast_lines	326	GSK690693	AKT1, AKT2, AKT3	PI3K/MTOR signaling	GDSC1	AUC	44	0.19985905567300913	0.1933548435559031	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	156	AZD6482	PI3Kbeta	PI3K/MTOR signaling	GDSC1	AUC	44	0.1992952783650458	0.19464025092823764	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1373	Dabrafenib	BRAF	ERK MAPK signaling	GDSC1	AUC	42	-0.20395429867919945	0.1951295193929645	higher_expression_more_sensitive	0.9227749145359531
VEZF1	all_breast_lines	1812	Bleomycin	dsDNA break induction	DNA replication	GDSC2	LN_IC50	37	0.2171645329540066	0.1966711080702794	higher_expression_more_resistant	0.4790706478635011
VEZF1	all_breast_lines	2156	5-azacytidine	DNA methyltransferases	Other	GDSC2	AUC	40	0.2078799249530957	0.19803414231987146	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	304	SB52334	ALK5	RTK signaling	GDSC1	LN_IC50	45	-0.19525691699604739	0.1986602000013443	higher_expression_more_sensitive	0.8462722804136206
VEZF1	all_breast_lines	1243	Piperlongumine	Induces reactive oxygen species	Other	GDSC1	AUC	43	0.19963757173059496	0.19931655887721625	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1375	Temozolomide	DNA alkylating agent	DNA replication	GDSC1	AUC	42	0.2013613159387408	0.20099100681857623	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1803	Acetalax		Unclassified	GDSC2	LN_IC50	37	0.21408250355618777	0.20325605934888227	higher_expression_more_resistant	0.4909150585968767
VEZF1	all_breast_lines	1187	CCT245232	HSF1	Unclassified	GDSC1	AUC	42	0.19974070172595418	0.20471657692729323	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	182	Obatoclax Mesylate	BCL2, BCL-XL, BCL-W, MCL1	Apoptosis regulation	GDSC1	AUC	45	-0.1923583662714097	0.20553849799144033	higher_expression_more_sensitive	0.9227749145359531
VEZF1	all_breast_lines	182	Obatoclax Mesylate	BCL2, BCL-XL, BCL-W, MCL1	Apoptosis regulation	GDSC1	LN_IC50	45	-0.1923583662714097	0.20553849799144033	higher_expression_more_sensitive	0.8462722804136206
VEZF1	all_breast_lines	1177	Niraparib	PARP1, PARP2	Genome integrity	GDSC2	LN_IC50	40	0.2043151969981239	0.20600854443798083	higher_expression_more_resistant	0.4933818081077692
VEZF1	all_breast_lines	362	CI-1033	EGFR, ERBB2, ERBB4	RTK signaling	GDSC1	LN_IC50	44	0.19436222692036645	0.20614583279601828	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	1371	PLX-4720	BRAF	ERK MAPK signaling	GDSC1	LN_IC50	43	0.1958622772576261	0.20812341006473775	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	203	BMS-345541	IKK1, IKK2	Other, kinases	GDSC1	LN_IC50	45	0.1907773386034255	0.20935986004753834	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	1451	PLK_6522	PLK1, PLK2, PLK3	Cell cycle	GDSC1	AUC	42	0.19747184182805283	0.210013121825399	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1810	Mitoxantrone	TOP2	DNA replication	GDSC2	LN_IC50	37	0.21076339497392127	0.21051755165606525	higher_expression_more_resistant	0.499979185183155
VEZF1	all_breast_lines	1427	AZD5582	IAP	Other	GDSC1	AUC	44	0.19238900634249473	0.21087872939510174	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	199	Pazopanib	CSF1R, KIT,  PDGFRA, PDGFRB	RTK signaling	GDSC1	AUC	45	-0.1901185770750988	0.21096665059133896	higher_expression_more_sensitive	0.9227749145359531
VEZF1	all_breast_lines	1803	Acetalax		Unclassified	GDSC2	AUC	37	0.21005215742057845	0.21209664421216481	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1437	MCT4_1422	MCT4	Other	GDSC1	LN_IC50	44	0.19182522903453136	0.2122447864044608	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	416	CAY10566	Stearoyl-CoA desaturase	Other	GDSC1	LN_IC50	44	0.19154334038054968	0.2129301202480498	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	1200	Fulvestrant	ESR	Hormone-related	GDSC2	AUC	45	-0.18906455862977603	0.21355537386025136	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	2003	N29087-69-1		Unclassified	GDSC2	LN_IC50	41	0.19843205574912898	0.21360866468186568	higher_expression_more_resistant	0.503127846564725
VEZF1	all_breast_lines	1059	AZD8055	MTORC1, MTORC2	PI3K/MTOR signaling	GDSC1	LN_IC50	43	-0.19329507701600726	0.21426505567574514	higher_expression_more_sensitive	0.8462722804136206
VEZF1	all_breast_lines	1839	615590		Unclassified	GDSC2	AUC	37	-0.20886676149834044	0.21474661644627063	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	346	THZ-2-102-1	CDK7	Cell cycle	GDSC1	LN_IC50	44	0.19041578576462298	0.215686848174053	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	1927	GSK2578215A	LRRK2	Other, kinases	GDSC2	LN_IC50	45	0.18801054018445318	0.2161661251646721	higher_expression_more_resistant	0.5049782432125537
VEZF1	all_breast_lines	1263	UNC0642	G9A, GLP	Chromatin histone methylation	GDSC1	AUC	42	-0.1940685519812009	0.2181355973438845	higher_expression_more_sensitive	0.9227749145359531
VEZF1	all_breast_lines	1998	BPD-00008900		Other	GDSC2	AUC	41	-0.19651567944250875	0.21815422381009408	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1043	JNK Inhibitor VIII	JNK	JNK and p38 signaling	GDSC1	LN_IC50	43	0.19163394744790094	0.21830547595503125	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	1089	Oxaliplatin	DNA alkylating agent	DNA replication	GDSC2	LN_IC50	45	0.1869565217391304	0.218798958434324	higher_expression_more_resistant	0.5069731963722142
VEZF1	all_breast_lines	344	THZ-2-49	CDK9	Cell cycle	GDSC1	AUC	45	0.1869565217391304	0.218798958434324	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1017	Olaparib	PARP1, PARP2	Genome integrity	GDSC2	AUC	45	-0.1862977602108037	0.22045571603265263	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	199	Pazopanib	CSF1R, KIT,  PDGFRA, PDGFRB	RTK signaling	GDSC1	LN_IC50	45	-0.1862977602108037	0.22045571603265263	higher_expression_more_sensitive	0.8462722804136206
VEZF1	all_breast_lines	1449	AZD1208	PIM1, PIM2, PIM3	Other, kinases	GDSC1	AUC	44	0.1884425651867512	0.2205705350350268	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1052	RO-3306	CDK1	Cell cycle	GDSC1	AUC	43	-0.19057686499546966	0.22090392866403008	higher_expression_more_sensitive	0.9227749145359531
VEZF1	all_breast_lines	1392	Bleomycin (10 uM)	dsDNA break induction	DNA replication	GDSC1	LN_IC50	44	0.1880197322057787	0.22162690267205445	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	356	AT7867	AKT	PI3K/MTOR signaling	GDSC1	AUC	44	0.1880197322057787	0.22162690267205445	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	437	Trichostatin A	HDAC	Chromatin histone acetylation	GDSC1	LN_IC50	44	-0.18787878787878787	0.22197980020825842	higher_expression_more_sensitive	0.8462722804136206
VEZF1	all_breast_lines	1070	CRT0105950	JNK1, JNK2, JNK3	JNK and p38 signaling	GDSC1	LN_IC50	43	0.19012382965871336	0.22202406019366724	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	1840	630600		Unclassified	GDSC2	LN_IC50	37	0.20507349454717871	0.22337957018757357	higher_expression_more_resistant	0.5134127218020844
VEZF1	all_breast_lines	2057	Remodelin		Unclassified	GDSC2	AUC	22	-0.2704686617730096	0.223448629688682	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	376	Brivanib, BMS-540215	VEGFR, PDGFR	RTK signaling	GDSC1	AUC	43	0.18861371186952583	0.22578609553998452	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	153	Midostaurin	PKC, PPK, FLT1, c-FGR, others	Other	GDSC1	AUC	44	-0.18632840028188866	0.22588728501120442	higher_expression_more_sensitive	0.9227749145359531
VEZF1	all_breast_lines	203	BMS-345541	IKK1, IKK2	Other, kinases	GDSC1	AUC	45	0.1831357048748353	0.2285288929580503	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1191	Bortezomib	Proteasome	Protein stability and degradation	GDSC2	LN_IC50	45	0.1828722002635046	0.22921070377207392	higher_expression_more_resistant	0.51904346216635
VEZF1	all_breast_lines	2359	GSK2830371	WIP1	Other	GDSC2	LN_IC50	41	0.1914634146341464	0.2304567290856417	higher_expression_more_resistant	0.51904346216635
VEZF1	all_breast_lines	1164	XMD8-92	ERK5	ERK MAPK signaling	GDSC1	AUC	23	0.2598814229249012	0.23109028352368027	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	222	BX-912	PDK1 (PDPK1)	Metabolism	GDSC1	AUC	45	0.18194993412384713	0.23160803246072798	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	294	MPS-1-IN-1	MPS1	Mitosis	GDSC1	LN_IC50	45	0.18142292490118575	0.23298561891890573	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	1019	Bosutinib	SRC, ABL, TEC	Other, kinases	GDSC2	LN_IC50	45	0.18142292490118575	0.23298561891890573	higher_expression_more_resistant	0.51904346216635
VEZF1	all_breast_lines	2157	A-366	EHMT1, EHMT2	Chromatin histone methylation	GDSC2	LN_IC50	40	0.19287054409005633	0.23311425669225544	higher_expression_more_resistant	0.51904346216635
VEZF1	all_breast_lines	1925	GDC0810	ESR1, ESR2	Hormone-related	GDSC2	AUC	45	-0.18129117259552038	0.23333088960129847	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1854	MN-64	TNKS1, TNKS2	WNT signaling	GDSC2	AUC	40	0.19268292682926833	0.2335779157234883	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1530	PFI-3	PB1, SMARCA4, SMARCA2	Chromatin other	GDSC1	AUC	40	0.19193245778611634	0.23543882480280634	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1049	PD173074	FGFR1, FGFR2, FGFR3	RTK signaling	GDSC2	LN_IC50	46	0.17804502004316988	0.2364865299572202	higher_expression_more_resistant	0.5222108589541745
VEZF1	all_breast_lines	176	IPA-3	PAK1	Cytoskeleton	GDSC1	AUC	44	-0.1818181818181818	0.23752257487236098	higher_expression_more_sensitive	0.9227749145359531
VEZF1	all_breast_lines	1024	Lestaurtinib	FLT3, JAK2, NTRK1, NTRK2, NTRK3	Other, kinases	GDSC1	AUC	43	0.1839323467230444	0.23772591008966917	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1005	Cisplatin	DNA crosslinker	DNA replication	GDSC2	AUC	46	0.17755164970706136	0.23780906494335244	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1091	BMS-536924	IGF1R, IR	IGF1R signaling	GDSC1	LN_IC50	43	-0.18378133494412563	0.2381180787035018	higher_expression_more_sensitive	0.8462722804136206
VEZF1	all_breast_lines	1083	Crizotinib	MET, ALK, ROS1	RTK signaling	GDSC2	LN_IC50	45	0.17944664031620552	0.2382014444352375	higher_expression_more_resistant	0.5222108589541745
VEZF1	all_breast_lines	1024	Lestaurtinib	FLT3, JAK2, NTRK1, NTRK2, NTRK3	Other, kinases	GDSC1	LN_IC50	43	0.1836303231652069	0.23851068687402827	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	345	KIN001-270	CDK9	Other	GDSC1	LN_IC50	45	0.17812911725955202	0.24172250836950154	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	197	Bryostatin 1	PKC	Other	GDSC1	LN_IC50	45	-0.17799736495388668	0.24207654765136472	higher_expression_more_sensitive	0.8462722804136206
VEZF1	all_breast_lines	1360	993-D2	MKNK1, MKNK2	Other, kinases	GDSC1	AUC	40	0.18893058161350848	0.24298303214319114	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	344	THZ-2-49	CDK9	Cell cycle	GDSC1	LN_IC50	45	0.1772068511198946	0.24420817209319623	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	1627	GSK343	EZH2	Chromatin histone methylation	GDSC2	AUC	40	-0.18836772983114447	0.24441552315128992	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1180	Dinaciclib	CDK1, CDK2, CDK5, CDK9	Cell cycle	GDSC2	LN_IC50	40	0.18780487804878052	0.24585369410270247	higher_expression_more_resistant	0.534872540605116
VEZF1	all_breast_lines	1020	Lenalidomide	CRBN	Protein stability and degradation	GDSC1	LN_IC50	43	0.18076109936575052	0.24605389425814006	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	1401	AZD5438	CDK2	Cell cycle	GDSC1	LN_IC50	44	0.17773079633544747	0.24841373890642252	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	1004	Vinblastine	Microtubule destabiliser	Mitosis	GDSC1	LN_IC50	43	0.17970401691331922	0.24887311565494732	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	298	OSI-930	KIT, VEGFR2	RTK signaling	GDSC1	LN_IC50	44	0.17744890768146582	0.2491770608984767	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	1828	720427		Unclassified	GDSC2	AUC	37	-0.19369369369369369	0.2506908842056828	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1459	PARP_0108	PARP1, PARP2, PARP6	Genome integrity	GDSC1	LN_IC50	44	0.17688513037350248	0.25070844116174695	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	2112	VTP-A		Unclassified	GDSC2	AUC	41	-0.18327526132404182	0.251385781098174	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	274	Belinostat	HDAC1	Chromatin histone acetylation	GDSC1	LN_IC50	44	-0.1766032417195208	0.25147650059577675	higher_expression_more_sensitive	0.8462722804136206
VEZF1	all_breast_lines	2003	N29087-69-1		Unclassified	GDSC2	AUC	41	-0.1831010452961673	0.25184448231648404	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	437	Trichostatin A	HDAC	Chromatin histone acetylation	GDSC1	AUC	44	-0.17646229739252992	0.25186112288830836	higher_expression_more_sensitive	0.9227749145359531
VEZF1	all_breast_lines	1254	GSK-J4	KDM6B	Chromatin histone methylation	GDSC1	LN_IC50	43	0.1784959226819692	0.25212161448117376	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	1844	776928		Unclassified	GDSC2	AUC	37	0.19274537695590327	0.25306321613412275	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1453	RAF_9304	ARAF, BRAF, CRAF	ERK MAPK signaling	GDSC1	LN_IC50	44	0.17589852008456658	0.2534035641916491	higher_expression_more_resistant	0.8462722804136206
VEZF1	all_breast_lines	1437	MCT4_1422	MCT4	Other	GDSC1	AUC	44	0.1751937984496124	0.2553405132311763	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	301	PHA-793887	CDK2, CDK7, CDK5	Cell cycle	GDSC1	AUC	44	0.17505285412262153	0.2557290900261948	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	345	KIN001-270	CDK9	Other	GDSC1	AUC	45	0.1729907773386034	0.2557912880648955	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1061	SB590885	BRAF	ERK MAPK signaling	GDSC2	AUC	44	-0.1749119097956307	0.2561180626352527	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1928	I-BRD9	BRD9	Chromatin other	GDSC2	AUC	45	0.17285902503293807	0.25615909370986323	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1057	Dactolisib	PI3K (class 1), MTORC1, MTORC2	PI3K/MTOR signaling	GDSC1	AUC	43	-0.17683479311386288	0.2566345852000308	higher_expression_more_sensitive	0.9227749145359531
VEZF1	all_breast_lines	1635	Picolinici-acid	Inflammatory related	Other	GDSC2	LN_IC50	39	0.18603238866396762	0.2568341005061706	higher_expression_more_resistant	0.5545281715474139
VEZF1	all_breast_lines	1033	Vismodegib	SMO	Other	GDSC1	AUC	43	-0.17638175777710663	0.2578747087426403	higher_expression_more_sensitive	0.9227749145359531
VEZF1	all_breast_lines	326	GSK690693	AKT1, AKT2, AKT3	PI3K/MTOR signaling	GDSC1	LN_IC50	44	0.17406624383368566	0.25846021391998625	higher_expression_more_resistant	0.8497445511628678
VEZF1	all_breast_lines	193	GW-2580	CSF1R	RTK signaling	GDSC1	LN_IC50	44	0.173784355179704	0.25924410035477324	higher_expression_more_resistant	0.8497445511628678
VEZF1	all_breast_lines	1038	NU7441	DNAPK	Genome integrity	GDSC1	AUC	43	-0.17577771066143158	0.25953442189801657	higher_expression_more_sensitive	0.9227749145359531
VEZF1	all_breast_lines	1939	UMI-77	MCL1	Apoptosis regulation	GDSC2	AUC	41	0.1801393728222997	0.2597282506846	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	552	BAM7	Bax activator	Other	GDSC1	LN_IC50	44	0.17279774489076816	0.2620001915050162	higher_expression_more_resistant	0.8508997045208783
VEZF1	all_breast_lines	1029	Motesanib	VEGFR, RET, KIT, PDGFR	RTK signaling	GDSC2	LN_IC50	45	0.17035573122529643	0.26321475647402703	higher_expression_more_resistant	0.5626317151794679
VEZF1	all_breast_lines	1042	Doramapimod	p38, JNK2	JNK and p38 signaling	GDSC2	AUC	44	-0.1719520789288231	0.26437802844435215	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1804	Acetalax		Unclassified	GDSC2	LN_IC50	37	0.18824087245139873	0.26453561345280246	higher_expression_more_resistant	0.5626317151794679
VEZF1	all_breast_lines	1072	Avagacestat	Amyloid beta20, Amyloid beta40	Other	GDSC1	AUC	43	0.17381455753548775	0.26497759477398675	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	552	BAM7	Bax activator	Other	GDSC1	AUC	44	0.17096546863988724	0.2671702395982613	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	298	OSI-930	KIT, VEGFR2	RTK signaling	GDSC1	AUC	44	0.17026074700493304	0.2691765980419165	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1180	Dinaciclib	CDK1, CDK2, CDK5, CDK9	Cell cycle	GDSC2	AUC	40	0.17879924953095686	0.26963996767664633	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	2172	JQ1	BRD2, BRD3, BRD4, BRDT	Chromatin other	GDSC2	AUC	45	-0.1678524374176548	0.27039861914847263	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1862	MG-132	Proteasome, CAPN1	Protein stability and degradation	GDSC2	LN_IC50	46	0.16571076164045637	0.2710684836718303	higher_expression_more_resistant	0.5689868782386174
VEZF1	all_breast_lines	288	WHI-P97	JAK3	Other, kinases	GDSC1	AUC	45	0.1673254281949934	0.2719273745635391	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1093	GSK1904529A	IGF1R, IR	IGF1R signaling	GDSC2	LN_IC50	45	0.16719367588932801	0.272310453479447	higher_expression_more_resistant	0.5689868782386174
VEZF1	all_breast_lines	1716	IRAK4_4710	IRAK4	Other, kinases	GDSC2	AUC	37	-0.18515884305357985	0.27257964134626184	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1373	Dabrafenib	BRAF	ERK MAPK signaling	GDSC2	AUC	45	0.1670619235836627	0.27269388848962456	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	478	LDN-193189	BMP	Other	GDSC1	LN_IC50	44	-0.16885130373502466	0.2732191446063754	higher_expression_more_sensitive	0.8728654908163894
VEZF1	all_breast_lines	1617	AZD5582	XIAP, cIAP	Apoptosis regulation	GDSC2	LN_IC50	39	0.1797570850202429	0.27351299059189677	higher_expression_more_resistant	0.5689868782386174
VEZF1	all_breast_lines	576	RU-SKI 43	Shh	Other	GDSC1	LN_IC50	44	0.16856941508104298	0.27403242950484347	higher_expression_more_resistant	0.8728654908163894
VEZF1	all_breast_lines	207	AS601245	JNK1, JNK2, JNK2	JNK and p38 signaling	GDSC1	LN_IC50	45	-0.16587615283267454	0.276160833252643	higher_expression_more_sensitive	0.8728654908163894
VEZF1	all_breast_lines	1502	Bicalutamide	AR	Hormone-related	GDSC1	AUC	41	0.1738675958188154	0.2769601921569785	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1815	Dacarbazine	CP11A	Other	GDSC2	AUC	37	-0.18349928876244664	0.2769766336204678	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1804	Acetalax		Unclassified	GDSC2	AUC	37	0.18349928876244664	0.2769766336204678	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	2149	CT7033-2	KDM4A, KDM4C, KDM4E, KDM3A, KDM6B	Chromatin histone methylation	GDSC2	LN_IC50	40	0.175797373358349	0.27789442954927873	higher_expression_more_resistant	0.5721355306864777
VEZF1	all_breast_lines	2043	BIBR-1532	TERT	Genome integrity	GDSC2	AUC	44	-0.1671599718111346	0.27812274850210095	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1062	Selumetinib	MEK1, MEK2	ERK MAPK signaling	GDSC2	AUC	45	0.16455862977602106	0.28004685375211663	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1003	Camptothecin	TOP1	DNA replication	GDSC2	LN_IC50	45	0.16455862977602106	0.28004685375211663	higher_expression_more_resistant	0.5721355306864777
VEZF1	all_breast_lines	1819	Docetaxel	Microtubule stabiliser	Mitosis	GDSC2	LN_IC50	35	0.18739495798319328	0.28104903261791886	higher_expression_more_resistant	0.5721355306864777
VEZF1	all_breast_lines	1067	CCT007093	PPM1D	Cell cycle	GDSC1	AUC	43	0.1679250981576563	0.2817588099558164	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	274	Belinostat	HDAC1	Chromatin histone acetylation	GDSC1	AUC	44	-0.16575052854122618	0.28225291575804284	higher_expression_more_sensitive	0.9227749145359531
VEZF1	all_breast_lines	1057	Dactolisib	PI3K (class 1), MTORC1, MTORC2	PI3K/MTOR signaling	GDSC1	LN_IC50	43	-0.16686801570522497	0.28484268618334463	higher_expression_more_sensitive	0.8923390345920708
VEZF1	all_breast_lines	1096	Tozasertib	AURKA, AURKB, AURKC, others	Mitosis	GDSC2	LN_IC50	43	0.1665659921473875	0.2857278157683062	higher_expression_more_resistant	0.5750282403177465
VEZF1	all_breast_lines	1401	AZD5438	CDK2	Cell cycle	GDSC1	AUC	44	0.16420014094432697	0.28684215767691007	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1199	Tamoxifen	ESR1	Hormone-related	GDSC2	LN_IC50	45	0.1621870882740448	0.28713158786469206	higher_expression_more_resistant	0.5750282403177465
VEZF1	all_breast_lines	226	GSK1070916	AURKA, AURKC	Mitosis	GDSC1	AUC	43	0.16565992147387495	0.28839393293132526	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1926	GNE-317	PI3Kalpha	PI3K/MTOR signaling	GDSC2	LN_IC50	44	0.16363636363636364	0.28852294163311487	higher_expression_more_resistant	0.5750282403177465
VEZF1	all_breast_lines	1069	EHT-1864	RAC1, RAC2, RAC3	Cytoskeleton	GDSC2	AUC	44	0.16363636363636364	0.28852294163311487	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1370	BAY-MPS-combo 2 (paclitaxel 1 uM)	TTK and microtubules	Unclassified	GDSC1	LN_IC50	36	0.1812097812097812	0.2902036593643636	higher_expression_more_resistant	0.9011587317103923
VEZF1	all_breast_lines	1005	Cisplatin	DNA crosslinker	DNA replication	GDSC1	AUC	43	0.16430081546360617	0.2924232895629857	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1114	Cetuximab	EGFR	EGFR signaling	GDSC1	AUC	41	0.16777003484320563	0.2944152041853303	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1034	Staurosporine	Broad spectrum kinase inhibitor	RTK signaling	GDSC2	AUC	46	0.15744680851063828	0.29602133987436613	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	176	IPA-3	PAK1	Cytoskeleton	GDSC1	LN_IC50	44	-0.16081747709654684	0.2970226544654983	higher_expression_more_sensitive	0.9103640530221129
VEZF1	all_breast_lines	1025	SB216763	GSK3A, GSK3B	WNT signaling	GDSC1	AUC	40	-0.16904315196998126	0.297064712234205	higher_expression_more_sensitive	0.9227749145359531
VEZF1	all_breast_lines	301	PHA-793887	CDK2, CDK7, CDK5	Cell cycle	GDSC1	LN_IC50	44	0.16039464411557433	0.29831138460611606	higher_expression_more_resistant	0.9103640530221129
VEZF1	all_breast_lines	1023	GW441756	NTRK1	RTK signaling	GDSC1	AUC	43	0.1621866505587436	0.29876318467119034	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1070	CRT0105950	JNK1, JNK2, JNK3	JNK and p38 signaling	GDSC1	AUC	43	0.1621866505587436	0.29876318467119034	higher_expression_more_resistant	0.9227749145359531
VEZF1	all_breast_lines	1819	Docetaxel	Microtubule stabiliser	Mitosis	GDSC2	AUC	35	0.18067226890756302	0.29897627701097196	higher_expression_more_resistant	0.9181124278199655
