gene	subset	drug_id	drug_name	target	pathway	dataset	metric	n	spearman_rho	p_value	direction	fdr
VEZF1	all_breast_lines	1192	GSK269962A	ROCK1, ROCK2	Cytoskeleton	GDSC1	AUC	42	-0.12632687788671906	0.4253429904838552	higher_expression_more_sensitive	0.9582230608622956
VEZF1	all_breast_lines	1625	RVX-208	BRD4	Chromatin other	GDSC2	AUC	40	0.12945590994371484	0.4259465730563529	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	2148	POMHEX		Unclassified	GDSC2	AUC	40	-0.12926829268292683	0.4266231571280429	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1251	N22899-6-C1	Peptidyl arginine deaminase (PAD)	Unclassified	GDSC1	AUC	43	-0.12428269405013591	0.42716815278810966	higher_expression_more_sensitive	0.9582230608622956
VEZF1	all_breast_lines	269	NSC-207895	MDM4	p53 pathway	GDSC1	AUC	45	0.1212121212121212	0.42768147914192856	higher_expression_more_resistant	0.9582230608622956
VEZF1	all_breast_lines	1239	YK-4-279	RNA helicase A	Other	GDSC1	LN_IC50	38	0.13207134259765838	0.42928401247116715	higher_expression_more_resistant	0.9358098456742255
VEZF1	all_breast_lines	252	WZ3105	SRC, ROCK2, NTRK2, FLT3, IRAK1, others	Other	GDSC1	AUC	44	0.1219168428470754	0.4304797007896849	higher_expression_more_resistant	0.9584265036449587
VEZF1	all_breast_lines	2047	Ulixertinib	ERK1, ERK2	ERK MAPK signaling	GDSC2	LN_IC50	42	0.12470626367393242	0.43135335681028225	higher_expression_more_resistant	0.6874073252986717
VEZF1	all_breast_lines	1919	Osimertinib	EGFR	EGFR signaling	GDSC2	LN_IC50	45	0.1201581027667984	0.43174003939811306	higher_expression_more_resistant	0.6874073252986717
VEZF1	all_breast_lines	223	ZSTK474	PI3K (class 1)	PI3K/MTOR signaling	GDSC1	LN_IC50	45	0.11976284584980236	0.4332675312276443	higher_expression_more_resistant	0.9358098456742255
VEZF1	all_breast_lines	1511	Epirubicin	Anthracycline	DNA replication	GDSC2	AUC	45	0.11976284584980236	0.4332675312276443	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	477	A-83-01	TGFB	Other	GDSC1	LN_IC50	44	0.12093023255813952	0.4342476914976186	higher_expression_more_resistant	0.9358098456742255
VEZF1	all_breast_lines	1378	Bleomycin (50 uM)	dsDNA break induction	DNA replication	GDSC1	LN_IC50	44	0.12093023255813952	0.4342476914976186	higher_expression_more_resistant	0.9358098456742255
VEZF1	all_breast_lines	2110	GSK591	PMRT5	Chromatin histone methylation	GDSC2	LN_IC50	45	0.1193675889328063	0.4347980337471012	higher_expression_more_resistant	0.6884302200995769
VEZF1	all_breast_lines	249	Cabozantinib	VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, TIE2,AXL	RTK signaling	GDSC1	LN_IC50	45	0.1193675889328063	0.4347980337471012	higher_expression_more_resistant	0.9358098456742255
VEZF1	all_breast_lines	1558	Lapatinib	EGFR, ERBB2	EGFR signaling	GDSC2	AUC	45	0.11897233201581027	0.4363315426363583	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1421	FGFR_0939	FGFR4	RTK signaling	GDSC1	LN_IC50	44	0.12022551092318534	0.43695031741016516	higher_expression_more_resistant	0.9358098456742255
VEZF1	all_breast_lines	1634	AGI-6780	IDH2 R140Q mutant	Metabolism	GDSC2	LN_IC50	39	0.12793522267206478	0.4376555044024163	higher_expression_more_resistant	0.6885561916743329
VEZF1	all_breast_lines	563	Kobe2602	RAS effector	RTK signaling	GDSC1	AUC	43	-0.12141347025067956	0.4379990504456697	higher_expression_more_sensitive	0.9690728991110442
VEZF1	all_breast_lines	1810	Mitoxantrone	TOP2	DNA replication	GDSC2	AUC	37	0.13134186818397342	0.4384187826342724	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	134	Etoposide	TOP2	DNA replication	GDSC1	LN_IC50	44	-0.11966173361522198	0.4391191221944102	higher_expression_more_sensitive	0.9358098456742255
VEZF1	all_breast_lines	1785	LMB_AB3	PPP1R15B	Other	GDSC2	AUC	37	0.13110478899952582	0.4392530362867095	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1816	Fulvestrant	ESR	Hormone-related	GDSC2	AUC	37	-0.13110478899952582	0.4392530362867095	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1378	Bleomycin (50 uM)	dsDNA break induction	DNA replication	GDSC2	LN_IC50	41	0.12404181184668991	0.43970956801659156	higher_expression_more_resistant	0.6885561916743329
VEZF1	all_breast_lines	1706	AZD5153	BRD4	Chromatin other	GDSC2	AUC	37	0.13086770981507823	0.44008816106395143	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	304	SB52334	ALK5	RTK signaling	GDSC1	AUC	45	-0.11765480895915678	0.4414648952051991	higher_expression_more_sensitive	0.9706743658549098
VEZF1	all_breast_lines	1821	765771		Unclassified	GDSC2	AUC	37	-0.130393551446183	0.4417610210964201	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1051	Alisertib	AURKA	Mitosis	GDSC2	AUC	43	0.12020537601932951	0.44260451050001626	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1377	Afatinib	EGFR, ERBB2	EGFR signaling	GDSC1	LN_IC50	43	0.12020537601932951	0.44260451050001626	higher_expression_more_resistant	0.9358098456742255
VEZF1	all_breast_lines	1129	PF-4708671	S6K1	PI3K/MTOR signaling	GDSC1	LN_IC50	42	0.12130297382708048	0.4441280196310877	higher_expression_more_resistant	0.9358098456742255
VEZF1	all_breast_lines	1262	UNC1215	L3MBTL3	Chromatin other	GDSC1	LN_IC50	42	0.12130297382708048	0.4441280196310877	higher_expression_more_resistant	0.9358098456742255
VEZF1	all_breast_lines	1023	GW441756	NTRK1	RTK signaling	GDSC1	LN_IC50	43	0.11975234068257323	0.44433840739592323	higher_expression_more_resistant	0.9358098456742255
VEZF1	all_breast_lines	262	VX-11e	ERK2	ERK MAPK signaling	GDSC1	AUC	45	-0.11646903820816862	0.44611329462056526	higher_expression_more_sensitive	0.973210337768791
VEZF1	all_breast_lines	330	XMD13-2	MRCKB	Cytoskeleton	GDSC1	LN_IC50	44	0.11768851303735024	0.44675667773713024	higher_expression_more_resistant	0.9358098456742255
VEZF1	all_breast_lines	1824	123138		Unclassified	GDSC2	LN_IC50	37	0.12873399715504977	0.4476433640864287	higher_expression_more_resistant	0.6890375738145207
VEZF1	all_breast_lines	1079	Dasatinib	ABL, SRC, Ephrins, PDGFR, KIT	Other, kinases	GDSC2	LN_IC50	45	0.11607378129117257	0.4476687138640994	higher_expression_more_resistant	0.6890375738145207
VEZF1	all_breast_lines	1012	Vorinostat	HDAC inhibitor Class I, IIa, IIb, IV	Chromatin histone acetylation	GDSC2	AUC	46	-0.1146469318532223	0.44804350062516624	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	249	Cabozantinib	VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, TIE2,AXL	RTK signaling	GDSC1	AUC	45	0.11581027667984188	0.4487073095340665	higher_expression_more_resistant	0.973210337768791
VEZF1	all_breast_lines	1915	AZD3759	EGFR	EGFR signaling	GDSC2	LN_IC50	45	0.11581027667984188	0.4487073095340665	higher_expression_more_resistant	0.6890375738145207
VEZF1	all_breast_lines	1908	Ulixertinib	ERK1, ERK2	ERK MAPK signaling	GDSC2	AUC	45	0.11554677206851119	0.44974722317299953	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1072	Avagacestat	Amyloid beta20, Amyloid beta40	Other	GDSC2	LN_IC50	45	0.11541501976284585	0.4502676737894902	higher_expression_more_resistant	0.6890375738145207
VEZF1	all_breast_lines	1497	AZD4547	FGFR1, FGFR2, FGFR3	RTK signaling	GDSC1	LN_IC50	41	0.12073170731707318	0.4521053073421161	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	253	XMD14-99	ALK, CDK7, LTK, others	Other, kinases	GDSC1	AUC	44	0.11627906976744186	0.45225636137809455	higher_expression_more_resistant	0.973210337768791
VEZF1	all_breast_lines	1812	Bleomycin	dsDNA break induction	DNA replication	GDSC2	AUC	37	-0.12731152204836413	0.4527190668031438	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1026	Tanespimycin	HSP90	Protein stability and degradation	GDSC2	LN_IC50	45	0.11475625823451908	0.452874857724336	higher_expression_more_resistant	0.6890375738145207
VEZF1	all_breast_lines	1036	PLX-4720	BRAF	ERK MAPK signaling	GDSC2	AUC	45	0.11475625823451908	0.452874857724336	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	2047	Ulixertinib	ERK1, ERK2	ERK MAPK signaling	GDSC2	AUC	42	-0.1185479296653432	0.4546196986401707	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	2045	AMG-319	PI3K (beta sparing)	PI3K/MTOR signaling	GDSC2	LN_IC50	44	0.11543340380549683	0.4555737864267253	higher_expression_more_resistant	0.6890375738145207
VEZF1	all_breast_lines	1049	PD173074	FGFR1, FGFR2, FGFR3	RTK signaling	GDSC1	AUC	43	-0.11673210510419813	0.45599262019341086	higher_expression_more_sensitive	0.973210337768791
VEZF1	all_breast_lines	153	Midostaurin	PKC, PPK, FLT1, c-FGR, others	Other	GDSC1	LN_IC50	44	-0.11529245947850598	0.4561279707841015	higher_expression_more_sensitive	0.9397634342393429
VEZF1	all_breast_lines	2045	AMG-319	PI3K (beta sparing)	PI3K/MTOR signaling	GDSC2	AUC	44	-0.11529245947850598	0.4561279707841015	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1054	Palbociclib	CDK4, CDK6	Cell cycle	GDSC2	LN_IC50	46	0.11242676534073388	0.45694070684541893	higher_expression_more_resistant	0.6890375738145207
VEZF1	all_breast_lines	221	TAK-715	p38alpha, p38beta	JNK and p38 signaling	GDSC1	LN_IC50	45	0.1129117259552042	0.46021853243641747	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	1149	TW 37	BCL2, BCL-XL, MCL1	Apoptosis regulation	GDSC1	AUC	42	0.11692731545255651	0.46085345311691905	higher_expression_more_resistant	0.973210337768791
VEZF1	all_breast_lines	223	ZSTK474	PI3K (class 1)	PI3K/MTOR signaling	GDSC1	AUC	45	0.1123847167325428	0.4623284649022524	higher_expression_more_resistant	0.973210337768791
VEZF1	all_breast_lines	1030	KU-55933	ATM	Genome integrity	GDSC1	LN_IC50	42	0.11627906976744186	0.4633597620864463	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	1593	Entinostat	HDAC1, HDAC3	Chromatin histone acetylation	GDSC2	LN_IC50	44	0.11346018322762508	0.46336551945157983	higher_expression_more_resistant	0.6950482791773698
VEZF1	all_breast_lines	1422	FGFR_3831	FGFR1, FGFR2, FGFR3, FGFR4	RTK signaling	GDSC1	LN_IC50	44	0.1131782945736434	0.4644844352849715	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	1407	Dyrk1b_0191	DYRK1B	Other, kinases	GDSC1	AUC	44	-0.1127554615926709	0.4661655222700361	higher_expression_more_sensitive	0.973210337768791
VEZF1	all_breast_lines	432	Flavopiridol	CDK	Cell cycle	GDSC1	LN_IC50	44	0.11190979563072587	0.469537441098279	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	1407	Dyrk1b_0191	DYRK1B	Other, kinases	GDSC1	LN_IC50	44	-0.11176885130373501	0.470100688082061	higher_expression_more_sensitive	0.9397634342393429
VEZF1	all_breast_lines	1425	BPTES	GLS	Other	GDSC1	AUC	44	0.11148696264975334	0.4712282603794105	higher_expression_more_resistant	0.973210337768791
VEZF1	all_breast_lines	147	NSC-87877	SHP-1 (PTPN6), SHP-2 (PTPN11)	Other	GDSC1	AUC	44	-0.11120507399577165	0.4723572688744522	higher_expression_more_sensitive	0.973210337768791
VEZF1	all_breast_lines	1777	GSK2276186C	JAK1, JAK2, JAK3	Other, kinases	GDSC2	AUC	37	0.12185870080606921	0.4724609101077144	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1419	FEN1_3940	FEN1	Genome integrity	GDSC1	AUC	44	0.11092318534178998	0.47348771166697323	higher_expression_more_resistant	0.973210337768791
VEZF1	all_breast_lines	279	BIX02189	MEK5, ERK5	ERK MAPK signaling	GDSC1	LN_IC50	45	-0.10961791831357047	0.47349056175643733	higher_expression_more_sensitive	0.9397634342393429
VEZF1	all_breast_lines	1866	BDP-00009066	MRCKB_HUMAN	Cytoskeleton	GDSC2	LN_IC50	41	0.11498257839721256	0.4740786496250476	higher_expression_more_resistant	0.7073948436813537
VEZF1	all_breast_lines	1736	Selumetinib	MEK1, MEK2	ERK MAPK signaling	GDSC2	AUC	37	0.12114746325272638	0.47506891674089113	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	2010	HKMTI-1-005		Unclassified	GDSC2	AUC	42	0.11319990276314726	0.4753638978186834	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1852	LY2109761	TGFB1	Other	GDSC2	AUC	40	-0.11613508442776736	0.47545477079650356	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1419	FEN1_3940	FEN1	Genome integrity	GDSC1	LN_IC50	44	0.1102184637068358	0.47632008112874635	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	1248	Daporinad	NAMPT	Metabolism	GDSC1	AUC	39	0.11700404858299596	0.478101790365886	higher_expression_more_resistant	0.973210337768791
VEZF1	all_breast_lines	1377	Afatinib	EGFR, ERBB2	EGFR signaling	GDSC1	AUC	43	0.11084264572636665	0.47918691320640705	higher_expression_more_resistant	0.973210337768791
VEZF1	all_breast_lines	1018	Veliparib	PARP1, PARP2	Genome integrity	GDSC1	AUC	43	-0.11084264572636665	0.47918691320640705	higher_expression_more_sensitive	0.973210337768791
VEZF1	all_breast_lines	381	AST-1306	EGFR, ERBB4	RTK signaling	GDSC1	LN_IC50	44	-0.10923185341789991	0.48030038084944215	higher_expression_more_sensitive	0.9397634342393429
VEZF1	all_breast_lines	1843	LMP744	TOP1	DNA replication	GDSC2	AUC	37	0.11972498814604077	0.48030751707017977	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	2154	GSK-LSD1-2HCl 	LSD1	Chromatin histone methylation	GDSC2	AUC	40	-0.11482176360225141	0.48049439441570746	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	158	PF-562271	FAK, FAK2	Cytoskeleton	GDSC1	AUC	42	0.11174134997163926	0.48110680539417633	higher_expression_more_resistant	0.973210337768791
VEZF1	all_breast_lines	317	WYE-125132	mTOR	PI3K/MTOR signaling	GDSC1	LN_IC50	44	-0.10880902043692742	0.4820115560803326	higher_expression_more_sensitive	0.9397634342393429
VEZF1	all_breast_lines	1716	IRAK4_4710	IRAK4	Other, kinases	GDSC2	LN_IC50	37	0.11901375059269793	0.4829380625174963	higher_expression_more_resistant	0.7150837609414884
VEZF1	all_breast_lines	1072	Avagacestat	Amyloid beta20, Amyloid beta40	Other	GDSC2	AUC	45	-0.10724637681159419	0.4831706662142147	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1732	TAF1_5496	TAF1	Other	GDSC2	AUC	37	-0.11877667140825035	0.4838165709288662	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	2360	THR-101	Mutant RAS	PI3K/MTOR signaling	GDSC2	LN_IC50	41	-0.1123693379790941	0.48424970477792023	higher_expression_more_sensitive	0.7150837609414884
VEZF1	all_breast_lines	265	Tubastatin A	HDAC1, HDAC6, HDAC8	Chromatin histone acetylation	GDSC1	AUC	45	-0.1069828722002635	0.4842525929093907	higher_expression_more_sensitive	0.9740080561927518
VEZF1	all_breast_lines	166	FTI-277	Farnesyl-transferase (FNTA)	Other	GDSC1	LN_IC50	44	0.1076814658210007	0.48659026621972085	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	1003	Camptothecin	TOP1	DNA replication	GDSC2	AUC	45	0.10606060606060606	0.4880492926074618	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1194	SB505124	TGFBR1, ACVR1B, ACVR1C	RTK signaling	GDSC1	LN_IC50	43	-0.1085774690425853	0.48827000028361084	higher_expression_more_sensitive	0.9397634342393429
VEZF1	all_breast_lines	1809	Teniposide		DNA replication	GDSC2	LN_IC50	37	0.11735419630156471	0.48910498618199894	higher_expression_more_resistant	0.7185305209374726
VEZF1	all_breast_lines	1009	Tretinoin	Retinoic acid	Other	GDSC1	LN_IC50	43	-0.10767139836907279	0.4919280988663484	higher_expression_more_sensitive	0.9397634342393429
VEZF1	all_breast_lines	1026	Tanespimycin	HSP90	Protein stability and degradation	GDSC1	AUC	43	-0.10752038659015405	0.49253915544239313	higher_expression_more_sensitive	0.9850783108847863
VEZF1	all_breast_lines	1814	Nelarabine		DNA replication	GDSC2	AUC	37	-0.11640587956377428	0.4926470657320496	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	269	NSC-207895	MDM4	p53 pathway	GDSC1	LN_IC50	45	0.1048748353096179	0.49295342723009306	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	1832	729189		Unclassified	GDSC2	LN_IC50	37	0.1161688003793267	0.4935346356247967	higher_expression_more_resistant	0.7213198520670105
VEZF1	all_breast_lines	2158	CPI-637	EP300	Chromatin histone methylation	GDSC2	AUC	40	-0.11106941838649158	0.49504590318899844	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1393	Gemcitabine	Pyrimidine antimetabolite	DNA replication	GDSC1	LN_IC50	44	0.10556730091613813	0.4952360323457924	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	1426	AZD7969	GSK3B	WNT signaling	GDSC1	AUC	43	0.10661431591664151	0.49621370742099585	higher_expression_more_resistant	0.986851979927149
VEZF1	all_breast_lines	1931	MIRA-1	TP53	p53 pathway	GDSC2	AUC	45	0.10355731225296441	0.49843218745590606	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1832	729189		Unclassified	GDSC2	AUC	37	-0.11403508771929824	0.5015594622375372	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	283	Omipalisib	PI3K (class 1), MTORC1, MTORC2	PI3K/MTOR signaling	GDSC1	LN_IC50	44	0.10359408033826638	0.5033761728034472	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	1507	Ruxolitinib	JAK1, JAK2	Other, kinases	GDSC2	LN_IC50	40	0.10881801125703565	0.5038840003394047	higher_expression_more_resistant	0.7252213078873829
VEZF1	all_breast_lines	407	kb NB 142-70	PKD	Other, kinases	GDSC1	AUC	44	0.10345313601127552	0.5039602055149497	higher_expression_more_resistant	0.9923318870521431
VEZF1	all_breast_lines	1248	Daporinad	NAMPT	Metabolism	GDSC1	LN_IC50	39	0.11012145748987855	0.5045373587245968	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	563	Kobe2602	RAS effector	RTK signaling	GDSC1	LN_IC50	43	-0.10404711567502266	0.5067008952912265	higher_expression_more_sensitive	0.9397634342393429
VEZF1	all_breast_lines	1821	765771		Unclassified	GDSC2	LN_IC50	37	0.1126126126126126	0.5069458082731615	higher_expression_more_resistant	0.7252213078873829
VEZF1	all_breast_lines	1838	Sinularin		Unclassified	GDSC2	LN_IC50	37	0.1126126126126126	0.5069458082731615	higher_expression_more_resistant	0.7252213078873829
VEZF1	all_breast_lines	184	BMS-754807	IGF1R, IR	RTK signaling	GDSC1	AUC	45	-0.10144927536231883	0.5072627295155828	higher_expression_more_sensitive	0.9923318870521431
VEZF1	all_breast_lines	1433	JAK1_3715	JAK1	Other, kinases	GDSC1	LN_IC50	44	0.10246652572233966	0.5080580627395239	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	1853	OF-1	BRPF1B, BRPF2	Chromatin histone acetylation	GDSC2	LN_IC50	40	0.10769230769230771	0.5083328234627601	higher_expression_more_resistant	0.7252213078873829
VEZF1	all_breast_lines	1033	Vismodegib	SMO	Other	GDSC2	AUC	45	0.10118577075098813	0.5083720923406098	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1940	WIKI4	TNKS1, TNKS2	WNT signaling	GDSC2	LN_IC50	45	0.10105401844532279	0.508927233605181	higher_expression_more_resistant	0.7252213078873829
VEZF1	all_breast_lines	461	NSC319726	P53 Mut specific	p53 pathway	GDSC1	LN_IC50	41	-0.10557491289198609	0.5112174014072588	higher_expression_more_sensitive	0.9397634342393429
VEZF1	all_breast_lines	1073	5-Fluorouracil	Antimetabolite (DNA & RNA)	Other	GDSC2	LN_IC50	46	0.09910576626580328	0.5122837785104881	higher_expression_more_resistant	0.7263725217686026
VEZF1	all_breast_lines	2055	Mycophenolic acid		Unclassified	GDSC2	AUC	41	0.10522648083623697	0.5126203770822348	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1367	BAY-HDAC11_4	HDAC11	Chromatin histone acetylation	GDSC1	LN_IC50	40	-0.10656660412757975	0.5128013336213798	higher_expression_more_sensitive	0.9397634342393429
VEZF1	all_breast_lines	300	CX-5461	RNA Polymerase 1	Other	GDSC1	LN_IC50	44	0.10119802677942212	0.513351380373559	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	1911	Dactinomycin	RNA polymerase	Other	GDSC2	AUC	45	0.09986824769433464	0.5139372574727806	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	293	Amuvatinib	KIT, PDGFRA, FLT3	RTK signaling	GDSC1	AUC	44	0.10105708245243128	0.5139412301469205	higher_expression_more_resistant	0.9923318870521431
VEZF1	all_breast_lines	1069	EHT-1864	RAC1, RAC2, RAC3	Cytoskeleton	GDSC1	LN_IC50	43	0.10223497432799758	0.5141705586952262	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	1266	ICL1100013	N-myristoyltransferase 1/2	Other	GDSC1	LN_IC50	43	0.10178193899124131	0.5160465507638881	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	427	Ara-G	Anti-metabolite	Other	GDSC1	AUC	44	-0.10049330514446793	0.516304022597253	higher_expression_more_sensitive	0.9923318870521431
VEZF1	all_breast_lines	1583	GSK-LSD1	KDM1	Chromatin histone methylation	GDSC2	AUC	37	-0.11000474158368895	0.516895718056363	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1911	Dactinomycin	RNA polymerase	Other	GDSC2	LN_IC50	45	0.09907773386034253	0.5172909678459399	higher_expression_more_resistant	0.7269676490516657
VEZF1	all_breast_lines	1825	Podophyllotoxin bromide		Unclassified	GDSC2	LN_IC50	37	0.10976766239924134	0.5178050272192566	higher_expression_more_resistant	0.7269676490516657
VEZF1	all_breast_lines	1615	CZC24832	PI3Kgamma	PI3K/MTOR signaling	GDSC2	AUC	40	0.1050656660412758	0.5187897553905243	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1054	Palbociclib	CDK4, CDK6	Cell cycle	GDSC2	AUC	46	-0.0975023126734505	0.5191654038889453	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1042	Doramapimod	p38, JNK2	JNK and p38 signaling	GDSC1	LN_IC50	43	0.10072485653881001	0.5204371185213793	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	1184	AZ20	ATR	Genome integrity	GDSC1	AUC	42	-0.10169354185236204	0.5216364495413404	higher_expression_more_sensitive	0.9923318870521431
VEZF1	all_breast_lines	2149	CT7033-2	KDM4A, KDM4C, KDM4E, KDM3A, KDM6B	Chromatin histone methylation	GDSC2	AUC	40	0.10375234521575986	0.5240579151791432	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1039	SL0101	RSK, AURKB, PIM1, PIM3	Other, kinases	GDSC1	LN_IC50	42	0.10072117332469005	0.525646318017333	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	1849	Sabutoclax	BCL2,  BCL-XL,  BFL1, MCL1	Apoptosis regulation	GDSC2	AUC	40	-0.10262664165103191	0.5285943323380526	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1394	AZD6738	ATR	Genome integrity	GDSC1	LN_IC50	44	0.0964059196617336	0.5335950452845164	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	285	SU11274	MET	RTK signaling	GDSC1	AUC	44	0.0959830866807611	0.5353997269305589	higher_expression_more_resistant	0.9923318870521431
VEZF1	all_breast_lines	1263	UNC0642	G9A, GLP	Chromatin histone methylation	GDSC1	LN_IC50	42	-0.09829025200551009	0.5357368686634724	higher_expression_more_sensitive	0.9397634342393429
VEZF1	all_breast_lines	253	XMD14-99	ALK, CDK7, LTK, others	Other, kinases	GDSC1	LN_IC50	44	0.09584214235377025	0.5360019455337093	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	2154	GSK-LSD1-2HCl 	LSD1	Chromatin histone methylation	GDSC2	LN_IC50	40	0.10056285178236399	0.5369606269920224	higher_expression_more_resistant	0.7396087568618233
VEZF1	all_breast_lines	1783	LMB_AB1	ADRA1A, ADRB1	Other	GDSC2	AUC	37	0.10455192034139402	0.5380079750057549	higher_expression_more_resistant	0.9181124278199655
VEZF1	all_breast_lines	1239	YK-4-279	RNA helicase A	Other	GDSC2	LN_IC50	45	0.09393939393939392	0.5393531902122758	higher_expression_more_resistant	0.7396087568618233
VEZF1	all_breast_lines	1621	PCI-34051	HDAC8, HDAC6, HDAC1	Chromatin histone acetylation	GDSC2	AUC	40	-0.09962476547842404	0.5407844932008767	higher_expression_more_sensitive	0.9181124278199655
VEZF1	all_breast_lines	1378	Bleomycin (50 uM)	dsDNA break induction	DNA replication	GDSC1	AUC	44	0.09471458773784354	0.5408314942089562	higher_expression_more_resistant	0.9923318870521431
VEZF1	all_breast_lines	171	AKT inhibitor VIII	AKT1, AKT2, AKT3	PI3K/MTOR signaling	GDSC1	LN_IC50	44	-0.0945736434108527	0.5414366580410492	higher_expression_more_sensitive	0.9397634342393429
VEZF1	all_breast_lines	1037	BX795	TBK1, PDK1 (PDPK1), IKK, AURKB, AURKC	Other, kinases	GDSC1	AUC	43	-0.09528843249773483	0.5433060521881814	higher_expression_more_sensitive	0.9923318870521431
VEZF1	all_breast_lines	1618	GSK2606414	PERK	Metabolism	GDSC2	LN_IC50	40	0.09887429643527205	0.5438529617232969	higher_expression_more_resistant	0.7396087568618233
VEZF1	all_breast_lines	2040	Foretinib	MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR	RTK signaling	GDSC2	LN_IC50	44	0.09400986610288935	0.5438605668109062	higher_expression_more_resistant	0.7396087568618233
VEZF1	all_breast_lines	281	Alectinib	ALK	RTK signaling	GDSC1	AUC	44	0.09400986610288935	0.5438605668109062	higher_expression_more_resistant	0.9923318870521431
VEZF1	all_breast_lines	282	Pelitinib	EGFR	EGFR signaling	GDSC1	AUC	44	0.09400986610288935	0.5438605668109062	higher_expression_more_resistant	0.9923318870521431
VEZF1	all_breast_lines	1831	L-Oxonoreleagnine		Unclassified	GDSC2	LN_IC50	37	0.10289236605026078	0.5445145544518342	higher_expression_more_resistant	0.7396087568618233
VEZF1	all_breast_lines	1460	PARP_9482	PARP1, PARP2, PARP5a	Genome integrity	GDSC1	LN_IC50	43	0.09498640893989731	0.5445905229217126	higher_expression_more_resistant	0.9397634342393429
VEZF1	all_breast_lines	2043	BIBR-1532	TERT	Genome integrity	GDSC2	LN_IC50	44	0.09372797744890768	0.5450744687753099	higher_expression_more_resistant	0.7396087568618233
