gene	subset	drug_id	drug_name	target	pathway	dataset	metric	n	spearman_rho	p_value	direction	fdr
USP34	all_breast_lines	1177	Niraparib	PARP1, PARP2	Genome integrity	GDSC2	LN_IC50	40	-0.26622889305816144	0.09681248022555386	higher_expression_more_sensitive	0.5001579694289936
USP34	all_breast_lines	1578	Leflunomide	Pyrimidine synthesis inhibitor	DNA replication	GDSC2	LN_IC50	40	-0.26622889305816144	0.09681248022555386	higher_expression_more_sensitive	0.5001579694289936
USP34	all_breast_lines	1586	BDILV000379a	BAZ2A, BAZ2B	Chromatin histone acetylation	GDSC2	LN_IC50	37	0.27596017069701273	0.09827665364218821	higher_expression_more_resistant	0.5001579694289936
USP34	all_breast_lines	1496	Cisplatin	DNA crosslinker	DNA replication	GDSC1	LN_IC50	44	-0.2522903453136011	0.0984988178561455	higher_expression_more_sensitive	0.32722128400077005
USP34	all_breast_lines	1039	SL0101	RSK, AURKB, PIM1, PIM3	Other, kinases	GDSC1	LN_IC50	42	-0.2580828133862734	0.09890586832791637	higher_expression_more_sensitive	0.32722128400077005
USP34	all_breast_lines	2149	CT7033-2	KDM4A, KDM4C, KDM4E, KDM3A, KDM6B	Chromatin histone methylation	GDSC2	AUC	40	-0.26435272045028146	0.09927713753617742	higher_expression_more_sensitive	0.6366731959897282
USP34	all_breast_lines	193	GW-2580	CSF1R	RTK signaling	GDSC1	LN_IC50	44	-0.2511627906976744	0.1000638199084829	higher_expression_more_sensitive	0.32754240177678745
USP34	all_breast_lines	1249	BMS-345541	IKK-1, IKK-2	Other	GDSC2	AUC	40	-0.2634146341463415	0.10052734673522024	higher_expression_more_sensitive	0.6366731959897282
USP34	all_breast_lines	1392	Bleomycin (10 uM)	dsDNA break induction	DNA replication	GDSC1	LN_IC50	44	-0.250599013389711	0.10085345139454754	higher_expression_more_sensitive	0.32754240177678745
USP34	all_breast_lines	415	CPI-613	Metabo, Mitochondria	Other	GDSC1	AUC	44	-0.24918957011980267	0.10284846064744663	higher_expression_more_sensitive	0.4468733742571563
USP34	all_breast_lines	1429	IAP_7638	IAP	Other	GDSC1	AUC	44	0.2479210711768851	0.10466970370100746	higher_expression_more_resistant	0.4468733742571563
USP34	all_breast_lines	412	Venotoclax	BCL-2 selective	Apoptosis regulation	GDSC1	AUC	44	0.247506959525027	0.10526957488091988	higher_expression_more_resistant	0.4468733742571563
USP34	all_breast_lines	1825	Podophyllotoxin bromide		Unclassified	GDSC2	LN_IC50	37	-0.27003319108582263	0.10601664047027694	higher_expression_more_sensitive	0.5217062779182708
USP34	all_breast_lines	2439	glutathione	anti-oxidant proteins	Other	GDSC2	LN_IC50	40	-0.2592870544090057	0.10617180392722704	higher_expression_more_sensitive	0.5217062779182708
USP34	all_breast_lines	1928	I-BRD9	BRD9	Chromatin other	GDSC2	AUC	45	-0.24400527009222658	0.10624636830889388	higher_expression_more_sensitive	0.6376563801478027
USP34	all_breast_lines	1038	NU7441	DNAPK	Genome integrity	GDSC2	AUC	45	-0.24334650856389983	0.10722335593586976	higher_expression_more_sensitive	0.6376563801478027
USP34	all_breast_lines	1043	JNK Inhibitor VIII	JNK	JNK and p38 signaling	GDSC1	LN_IC50	43	-0.24871639987919059	0.10777609775286386	higher_expression_more_sensitive	0.34684307822285276
USP34	all_breast_lines	1021	Axitinib	PDGFR, KIT, VEGFR	RTK signaling	GDSC1	AUC	43	-0.24856538810027182	0.10799702769496128	higher_expression_more_sensitive	0.4468733742571563
USP34	all_breast_lines	1129	PF-4708671	S6K1	PI3K/MTOR signaling	GDSC2	AUC	43	0.2482633645424343	0.10843992285133791	higher_expression_more_resistant	0.6376563801478027
USP34	all_breast_lines	1004	Vinblastine	Microtubule destabiliser	Mitosis	GDSC1	AUC	43	-0.2469042585321655	0.1104500925337109	higher_expression_more_sensitive	0.4468733742571563
USP34	all_breast_lines	154	CHIR-99021	GSK3A, GSK3B	WNT signaling	GDSC1	LN_IC50	44	-0.24397463002114164	0.1104937900086464	higher_expression_more_sensitive	0.35195357603008215
USP34	all_breast_lines	1463	AZD1332	NTRK1, NTRK2, NTRK3	RTK signaling	GDSC2	AUC	37	-0.2662399241346609	0.11120743749291741	higher_expression_more_sensitive	0.6376563801478027
USP34	all_breast_lines	1502	Bicalutamide	AR	Hormone-related	GDSC1	AUC	41	0.25243902439024396	0.11131261771731397	higher_expression_more_resistant	0.4468733742571563
USP34	all_breast_lines	1195	FY026		Unclassified	GDSC1	LN_IC50	43	-0.24630021141649047	0.11135254382872657	higher_expression_more_sensitive	0.35195357603008215
USP34	all_breast_lines	1585	BDF00022089a	BRPF1, BRPF2, BRPF3	Chromatin histone acetylation	GDSC2	AUC	37	0.2657657657657657	0.11186954037680749	higher_expression_more_resistant	0.6376563801478027
USP34	all_breast_lines	1183	CRT0160829	CDC7	DNA replication	GDSC1	AUC	42	-0.24868325095211086	0.11226907557161457	higher_expression_more_sensitive	0.4468733742571563
USP34	all_breast_lines	266	Zibotentan	Endothelin-1 receptor (EDNRA)	Other	GDSC1	LN_IC50	45	-0.2399209486166008	0.11241471068711653	higher_expression_more_sensitive	0.3521664387897279
USP34	all_breast_lines	546	FTY-720	S1P	Other	GDSC1	AUC	44	-0.24270613107822409	0.11241725206521237	higher_expression_more_sensitive	0.4468733742571563
USP34	all_breast_lines	290	KIN001-260	CDC7	DNA replication	GDSC1	AUC	45	0.23965744400527006	0.11282182510414393	higher_expression_more_resistant	0.4468733742571563
USP34	all_breast_lines	2039	AGK2	BAZ2A, BAZ2B	Chromatin histone acetylation	GDSC2	LN_IC50	44	-0.24242424242424243	0.1128481222320354	higher_expression_more_sensitive	0.5451138107818659
USP34	all_breast_lines	1135	AZD4547	FGRF1, FGFR2, FGFR3	RTK signaling	GDSC1	AUC	42	-0.24771088242443887	0.11372602384806074	higher_expression_more_sensitive	0.4468733742571563
USP34	all_breast_lines	1007	Docetaxel	Microtubule stabiliser	Mitosis	GDSC1	LN_IC50	43	-0.24433705829054664	0.11432422671026918	higher_expression_more_sensitive	0.3550068092582043
USP34	all_breast_lines	178	BAY-61-3606	SYK	Other, kinases	GDSC1	AUC	45	0.23833992094861658	0.11487422897570967	higher_expression_more_resistant	0.4468733742571563
USP34	all_breast_lines	1131	PRIMA-1MET	TP53 activation	p53 pathway	GDSC2	LN_IC50	40	-0.25309568480300193	0.11508647148741068	higher_expression_more_sensitive	0.5462847003794342
USP34	all_breast_lines	428	Pemetrexed	TYMS	DNA replication	GDSC1	LN_IC50	44	-0.24059196617336148	0.11567941242254887	higher_expression_more_sensitive	0.3560914086746287
USP34	all_breast_lines	573	LGK974	PORCN	WNT signaling	GDSC1	AUC	44	0.2396053558844256	0.11722607458741739	higher_expression_more_resistant	0.4499866588971943
USP34	all_breast_lines	1829	667880		Unclassified	GDSC2	LN_IC50	37	-0.26197249881460405	0.11727385652385096	higher_expression_more_sensitive	0.5462847003794342
USP34	all_breast_lines	1578	Leflunomide	Pyrimidine synthesis inhibitor	DNA replication	GDSC2	AUC	40	-0.251031894934334	0.11818020292109901	higher_expression_more_sensitive	0.660418781029671
USP34	all_breast_lines	257	NPK76-II-72-1	PLK3	Cell cycle	GDSC1	AUC	45	-0.236231884057971	0.11821683411705954	higher_expression_more_sensitive	0.4499866588971943
USP34	all_breast_lines	2002	N30652-18-1		Unclassified	GDSC2	LN_IC50	41	-0.24651567944250877	0.12024555779126532	higher_expression_more_sensitive	0.5462847003794342
USP34	all_breast_lines	1194	SB505124	TGFBR1, ACVR1B, ACVR1C	RTK signaling	GDSC1	LN_IC50	43	-0.24041075203865903	0.12044737399241952	higher_expression_more_sensitive	0.3655579315733688
USP34	all_breast_lines	1249	BMS-345541	IKK-1, IKK-2	Other	GDSC2	LN_IC50	40	-0.24934333958724203	0.12075767061019073	higher_expression_more_sensitive	0.5462847003794342
USP34	all_breast_lines	1393	Gemcitabine	Pyrimidine antimetabolite	DNA replication	GDSC1	LN_IC50	44	-0.23735024665257223	0.12081999433357105	higher_expression_more_sensitive	0.3655579315733688
USP34	all_breast_lines	1428	IAP_5620	IAP	Other	GDSC1	AUC	44	0.23594080338266385	0.12310801055129085	higher_expression_more_resistant	0.45376377935542733
USP34	all_breast_lines	1024	Lestaurtinib	FLT3, JAK2, NTRK1, NTRK2, NTRK3	Other, kinases	GDSC1	AUC	43	-0.2387496224705527	0.12311108550356967	higher_expression_more_sensitive	0.45376377935542733
USP34	all_breast_lines	1379	ZL109	DNA damage	Unclassified	GDSC1	AUC	43	-0.23859861069163396	0.12335541971794213	higher_expression_more_sensitive	0.45376377935542733
USP34	all_breast_lines	1195	FY026		Unclassified	GDSC1	AUC	43	-0.23799456357595888	0.12433640281773008	higher_expression_more_sensitive	0.45376377935542733
USP34	all_breast_lines	150	Bicalutamide	AR	Hormone-related	GDSC1	AUC	45	0.230566534914361	0.12756448885521812	higher_expression_more_resistant	0.4604384247593066
USP34	all_breast_lines	1161	ZG-10	JNK1	JNK and p38 signaling	GDSC1	LN_IC50	23	-0.3270750988142293	0.12766439967393886	higher_expression_more_sensitive	0.3829931990218166
USP34	all_breast_lines	2360	THR-101	Mutant RAS	PI3K/MTOR signaling	GDSC2	LN_IC50	41	-0.2418118466898955	0.12771532497820606	higher_expression_more_sensitive	0.5475727933360426
USP34	all_breast_lines	1088	Irinotecan	TOP1	DNA replication	GDSC2	LN_IC50	45	-0.23030303030303026	0.128012377905387	higher_expression_more_sensitive	0.5475727933360426
USP34	all_breast_lines	1997	WEHI-539	BCL-XL	Apoptosis regulation	GDSC2	LN_IC50	44	-0.23171247357293864	0.13016775419462134	higher_expression_more_sensitive	0.5475727933360426
USP34	all_breast_lines	1032	Afatinib	EGFR, ERBB2	EGFR signaling	GDSC2	LN_IC50	44	0.23157152924594787	0.1304081847338404	higher_expression_more_resistant	0.5475727933360426
USP34	all_breast_lines	1262	UNC1215	L3MBTL3	Chromatin other	GDSC1	AUC	42	0.23717689004132567	0.13044040795431397	higher_expression_more_resistant	0.4604384247593066
USP34	all_breast_lines	2045	AMG-319	PI3K (beta sparing)	PI3K/MTOR signaling	GDSC2	LN_IC50	44	-0.231430584918957	0.13064894718193296	higher_expression_more_sensitive	0.5475727933360426
USP34	all_breast_lines	442	IMD-0354	IKKb	Other, kinases	GDSC1	AUC	44	-0.23128964059196616	0.1308900417717406	higher_expression_more_sensitive	0.4604384247593066
USP34	all_breast_lines	1198	FY012		Unclassified	GDSC1	AUC	43	-0.23376623376623373	0.13136802514319199	higher_expression_more_sensitive	0.4604384247593066
USP34	all_breast_lines	1367	BAY-HDAC11_4	HDAC11	Chromatin histone acetylation	GDSC1	LN_IC50	40	-0.24165103189493436	0.13303616498848553	higher_expression_more_sensitive	0.39474629783345094
USP34	all_breast_lines	1426	AZD7969	GSK3B	WNT signaling	GDSC1	AUC	43	-0.2327091513138025	0.1331714209686816	higher_expression_more_sensitive	0.4621831668913067
USP34	all_breast_lines	1618	GSK2606414	PERK	Metabolism	GDSC2	AUC	40	0.24127579737335839	0.1336579870491877	higher_expression_more_resistant	0.6938562967297026
USP34	all_breast_lines	1494	SN-38	TOP1	DNA replication	GDSC1	LN_IC50	44	-0.22903453136011273	0.13479291548220193	higher_expression_more_sensitive	0.39474629783345094
USP34	all_breast_lines	1490	SN-38	TOP1	DNA replication	GDSC1	LN_IC50	43	-0.23165206886137116	0.1349932016466541	higher_expression_more_sensitive	0.39474629783345094
USP34	all_breast_lines	1024	Lestaurtinib	FLT3, JAK2, NTRK1, NTRK2, NTRK3	Other, kinases	GDSC2	AUC	45	-0.22595520421607376	0.13557385541842304	higher_expression_more_sensitive	0.6938562967297026
USP34	all_breast_lines	1198	FY012		Unclassified	GDSC1	LN_IC50	43	-0.23104802174569616	0.13604250942282772	higher_expression_more_sensitive	0.39474629783345094
USP34	all_breast_lines	1131	PRIMA-1MET	TP53 activation	p53 pathway	GDSC2	AUC	40	-0.23771106941838657	0.13967332929183268	higher_expression_more_sensitive	0.6938562967297026
USP34	all_breast_lines	1011	Navitoclax	BCL2, BCL-XL, BCL-W	Apoptosis regulation	GDSC2	AUC	46	-0.22109158186864014	0.13978531056867746	higher_expression_more_sensitive	0.6938562967297026
USP34	all_breast_lines	1007	Docetaxel	Microtubule stabiliser	Mitosis	GDSC2	AUC	46	-0.22072155411655872	0.14046630706812704	higher_expression_more_sensitive	0.6938562967297026
USP34	all_breast_lines	1714	ERK_6604	ERK1,ERK2	ERK MAPK signaling	GDSC2	LN_IC50	37	-0.24703651019440492	0.1404693845117829	higher_expression_more_sensitive	0.5749591931812432
USP34	all_breast_lines	1190	Gemcitabine	Pyrimidine antimetabolite	DNA replication	GDSC2	AUC	45	-0.22318840579710145	0.14055596501943704	higher_expression_more_sensitive	0.6938562967297026
USP34	all_breast_lines	2145	PBD-288		Unclassified	GDSC2	AUC	40	-0.23677298311444658	0.14128904135436962	higher_expression_more_sensitive	0.6938562967297026
USP34	all_breast_lines	1251	N22899-6-C1	Peptidyl arginine deaminase (PAD)	Unclassified	GDSC1	LN_IC50	43	-0.22757475083056478	0.14219397724743507	higher_expression_more_sensitive	0.4092412028096912
USP34	all_breast_lines	1004	Vinblastine	Microtubule destabiliser	Mitosis	GDSC2	LN_IC50	41	-0.23275261324041815	0.14307023848308217	higher_expression_more_sensitive	0.5749591931812432
USP34	all_breast_lines	1829	667880		Unclassified	GDSC2	AUC	37	-0.24513987671882406	0.14364042634053492	higher_expression_more_sensitive	0.6938562967297026
USP34	all_breast_lines	1149	TW 37	BCL2, BCL-XL, MCL1	Apoptosis regulation	GDSC1	LN_IC50	42	-0.22939794181994977	0.14391342882981753	higher_expression_more_sensitive	0.4108496274657694
USP34	all_breast_lines	1069	EHT-1864	RAC1, RAC2, RAC3	Cytoskeleton	GDSC1	AUC	43	0.22651766837813353	0.14410636336897611	higher_expression_more_resistant	0.4952781808991995
USP34	all_breast_lines	230	GSK429286A	ROCK1, ROCK2	Cytoskeleton	GDSC1	LN_IC50	45	-0.22015810276679837	0.14616698486733254	higher_expression_more_sensitive	0.4112757756603467
USP34	all_breast_lines	1919	Osimertinib	EGFR	EGFR signaling	GDSC2	LN_IC50	45	0.22015810276679837	0.14616698486733254	higher_expression_more_resistant	0.5749591931812432
USP34	all_breast_lines	1262	UNC1215	L3MBTL3	Chromatin other	GDSC1	LN_IC50	42	-0.22793938902844177	0.14654987592257712	higher_expression_more_sensitive	0.4112757756603467
USP34	all_breast_lines	1032	Afatinib	EGFR, ERBB2	EGFR signaling	GDSC2	AUC	44	0.2224101479915433	0.14675857767838313	higher_expression_more_resistant	0.6971032439723199
USP34	all_breast_lines	1720	AZD5991	MCL1	Apoptosis regulation	GDSC2	LN_IC50	37	-0.24324324324324323	0.14686365656011371	higher_expression_more_sensitive	0.5749591931812432
USP34	all_breast_lines	1836	150412		Unclassified	GDSC2	LN_IC50	37	-0.2430061640587956	0.14727024948151143	higher_expression_more_sensitive	0.5749591931812432
USP34	all_breast_lines	293	Amuvatinib	KIT, PDGFRA, FLT3	RTK signaling	GDSC1	AUC	44	0.2219873150105708	0.1475480890080905	higher_expression_more_resistant	0.5022309952775388
USP34	all_breast_lines	153	Midostaurin	PKC, PPK, FLT1, c-FGR, others	Other	GDSC1	LN_IC50	44	-0.2219873150105708	0.1475480890080905	higher_expression_more_sensitive	0.4112757756603467
USP34	all_breast_lines	331	QL-X-138	BTK	Other, kinases	GDSC1	AUC	43	0.22349743279975837	0.14967486244204414	higher_expression_more_resistant	0.5046181076617489
USP34	all_breast_lines	1050	ZM447439	AURKA, AURKB	Mitosis	GDSC2	LN_IC50	45	-0.21818181818181817	0.14991436444993098	higher_expression_more_sensitive	0.5773728901112207
USP34	all_breast_lines	1844	776928		Unclassified	GDSC2	AUC	37	0.2411095305832148	0.15055266092982172	higher_expression_more_resistant	0.7034017764753966
USP34	all_breast_lines	231	FMK	RSK	Other, kinases	GDSC1	AUC	45	0.2175230566534914	0.1511790632226017	higher_expression_more_resistant	0.5048810224603868
USP34	all_breast_lines	1142	HG-5-113-01	AURKA	Mitosis	GDSC1	LN_IC50	23	-0.30830039525691705	0.15236092668791043	higher_expression_more_sensitive	0.4213731878712523
USP34	all_breast_lines	1909	Venetoclax	BCL2	Apoptosis regulation	GDSC2	AUC	45	-0.21594202898550724	0.15424630178621385	higher_expression_more_sensitive	0.7061941840404097
USP34	all_breast_lines	1024	Lestaurtinib	FLT3, JAK2, NTRK1, NTRK2, NTRK3	Other, kinases	GDSC2	LN_IC50	45	-0.21554677206851117	0.15502018818456134	higher_expression_more_sensitive	0.5890767151013331
USP34	all_breast_lines	1177	Niraparib	PARP1, PARP2	Genome integrity	GDSC2	AUC	40	-0.22851782363977488	0.15610608278788002	higher_expression_more_sensitive	0.7061941840404097
USP34	all_breast_lines	326	GSK690693	AKT1, AKT2, AKT3	PI3K/MTOR signaling	GDSC1	AUC	44	0.21747709654686398	0.15616507229664506	higher_expression_more_resistant	0.5166582765702089
USP34	all_breast_lines	1008	Methotrexate	Antimetabolite	DNA replication	GDSC1	LN_IC50	43	-0.218816067653277	0.15861594424051695	higher_expression_more_sensitive	0.43527166093909303
USP34	all_breast_lines	151	QS11	ARFGAP1	Other	GDSC1	AUC	45	0.21212121212121213	0.16184667049210508	higher_expression_more_resistant	0.5240490448382739
USP34	all_breast_lines	374	GSK1059615	PI3K	PI3K/MTOR signaling	GDSC1	AUC	44	-0.21451726568005636	0.16201642564060306	higher_expression_more_sensitive	0.5240490448382739
USP34	all_breast_lines	442	IMD-0354	IKKb	Other, kinases	GDSC1	LN_IC50	44	-0.21437632135306553	0.1622989848337931	higher_expression_more_sensitive	0.4419526202397135
USP34	all_breast_lines	1254	GSK-J4	KDM6B	Chromatin histone methylation	GDSC1	LN_IC50	43	-0.2162488674116581	0.16368132454914353	higher_expression_more_sensitive	0.4423144190106627
USP34	all_breast_lines	1091	BMS-536924	IGF1R, IR	IGF1R signaling	GDSC1	AUC	43	-0.2162488674116581	0.16368132454914353	higher_expression_more_sensitive	0.5240490448382739
USP34	all_breast_lines	1149	TW 37	BCL2, BCL-XL, MCL1	Apoptosis regulation	GDSC1	AUC	42	-0.21837776517300056	0.16471899902295375	higher_expression_more_sensitive	0.5240490448382739
USP34	all_breast_lines	2498	alpha-lipoic acid	Metabolism	Metabolism	GDSC2	LN_IC50	40	-0.22382739212007505	0.16501291209424349	higher_expression_more_sensitive	0.6107620772319402
USP34	all_breast_lines	1627	GSK343	EZH2	Chromatin histone methylation	GDSC2	LN_IC50	40	0.22382739212007505	0.16501291209424349	higher_expression_more_resistant	0.6107620772319402
USP34	all_breast_lines	1080	Paclitaxel	Microtubule stabiliser	Mitosis	GDSC2	AUC	45	-0.21054018445322792	0.16507013319498415	higher_expression_more_sensitive	0.706569900658927
USP34	all_breast_lines	2109	AZ6102	TNKS1, TNKS2	WNT signaling	GDSC2	AUC	45	-0.21054018445322792	0.16507013319498415	higher_expression_more_sensitive	0.706569900658927
USP34	all_breast_lines	1512	Cyclophosphamide	Alkylating agent	DNA replication	GDSC2	AUC	45	-0.21040843214756258	0.16534084398448534	higher_expression_more_sensitive	0.706569900658927
USP34	all_breast_lines	1072	Avagacestat	Amyloid beta20, Amyloid beta40	Other	GDSC1	AUC	43	-0.21519178495922678	0.16580082774544258	higher_expression_more_sensitive	0.5240490448382739
USP34	all_breast_lines	2156	5-azacytidine	DNA methyltransferases	Other	GDSC2	AUC	40	-0.2232645403377111	0.16610590647069512	higher_expression_more_sensitive	0.706569900658927
USP34	all_breast_lines	1497	AZD4547	FGFR1, FGFR2, FGFR3	RTK signaling	GDSC1	LN_IC50	41	-0.2203832752613241	0.16617686597133205	higher_expression_more_sensitive	0.4456561405594814
USP34	all_breast_lines	1594	OSI-027	MTORC1, MTORC2	PI3K/MTOR signaling	GDSC2	LN_IC50	45	0.2077733860342556	0.17082292202245344	higher_expression_more_resistant	0.6241606766205029
USP34	all_breast_lines	1032	Afatinib	EGFR, ERBB2	EGFR signaling	GDSC1	LN_IC50	43	0.21202053760193293	0.17227849314147492	higher_expression_more_resistant	0.4539649565349111
USP34	all_breast_lines	574	Wnt-C59	PORCN	WNT signaling	GDSC1	AUC	44	0.20938017561186079	0.17254785332554462	higher_expression_more_resistant	0.540548142276485
USP34	all_breast_lines	1360	993-D2	MKNK1, MKNK2	Other, kinases	GDSC1	LN_IC50	40	-0.21988742964352723	0.17277377464776747	higher_expression_more_sensitive	0.4539649565349111
USP34	all_breast_lines	1810	Mitoxantrone	TOP2	DNA replication	GDSC2	LN_IC50	37	-0.22807017543859648	0.17457383115322925	higher_expression_more_sensitive	0.6295620611385421
USP34	all_breast_lines	1188	CCT245467	HSF1	Unclassified	GDSC1	LN_IC50	42	-0.21335386111336196	0.17489450113732224	higher_expression_more_sensitive	0.4539649565349111
USP34	all_breast_lines	223	ZSTK474	PI3K (class 1)	PI3K/MTOR signaling	GDSC1	LN_IC50	45	0.20553359683794462	0.17558495159406354	higher_expression_more_resistant	0.4539649565349111
USP34	all_breast_lines	1161	ZG-10	JNK1	JNK and p38 signaling	GDSC1	AUC	23	-0.29249011857707513	0.17562591876850703	higher_expression_more_sensitive	0.5453646951232587
USP34	all_breast_lines	255	CP724714	ERBB2	EGFR signaling	GDSC1	LN_IC50	44	0.20789288231148695	0.1756870029527763	higher_expression_more_resistant	0.4539649565349111
USP34	all_breast_lines	1401	AZD5438	CDK2	Cell cycle	GDSC2	AUC	37	-0.22712185870080606	0.17642171982219831	higher_expression_more_sensitive	0.7394145610195076
USP34	all_breast_lines	1080	Paclitaxel	Microtubule stabiliser	Mitosis	GDSC2	LN_IC50	45	-0.20500658761528326	0.17671917505643286	higher_expression_more_sensitive	0.6295620611385421
USP34	all_breast_lines	299	OSI-027	MTORC1, MTORC2	PI3K/MTOR signaling	GDSC1	AUC	44	0.2066243833685694	0.17839661835221327	higher_expression_more_resistant	0.5491513295363782
USP34	all_breast_lines	1184	AZ20	ATR	Genome integrity	GDSC1	LN_IC50	42	-0.21124706263673934	0.17929323409075404	higher_expression_more_sensitive	0.4599261222328038
USP34	all_breast_lines	2107	LJI308	RSK2, RSK1, RSK3	PI3K/MTOR signaling	GDSC2	LN_IC50	44	-0.20451021846370684	0.18297901247077666	higher_expression_more_sensitive	0.6438150438786586
USP34	all_breast_lines	312	Tivozanib	VEGFR1, VEGFR2, VEGFR3, PDGFR, KIT	RTK signaling	GDSC1	AUC	44	0.20408738548273433	0.18390548838484286	higher_expression_more_resistant	0.5595954312676077
USP34	all_breast_lines	1142	HG-5-113-01	AURKA	Mitosis	GDSC1	AUC	23	-0.2865612648221344	0.18495103236810762	higher_expression_more_sensitive	0.5595954312676077
USP34	all_breast_lines	374	GSK1059615	PI3K	PI3K/MTOR signaling	GDSC1	LN_IC50	44	-0.20310077519379843	0.18608027388287973	higher_expression_more_sensitive	0.4739022802484851
USP34	all_breast_lines	1919	Osimertinib	EGFR	EGFR signaling	GDSC2	AUC	45	0.19986824769433462	0.18805477947263247	higher_expression_more_resistant	0.7481243749600803
USP34	all_breast_lines	1083	Crizotinib	MET, ALK, ROS1	RTK signaling	GDSC2	AUC	45	-0.19947299077733857	0.18894769455820942	higher_expression_more_sensitive	0.7481243749600803
USP34	all_breast_lines	1073	5-Fluorouracil	Antimetabolite (DNA & RNA)	Other	GDSC2	LN_IC50	46	-0.1969164353993216	0.18962714207725534	higher_expression_more_sensitive	0.6541633571735068
USP34	all_breast_lines	176	IPA-3	PAK1	Cytoskeleton	GDSC1	AUC	44	0.20098661028893586	0.1908020796996405	higher_expression_more_resistant	0.5694878837185646
USP34	all_breast_lines	1449	AZD1208	PIM1, PIM2, PIM3	Other, kinases	GDSC1	LN_IC50	44	-0.2007047216349542	0.19143801740821806	higher_expression_more_sensitive	0.4840537646619864
USP34	all_breast_lines	154	CHIR-99021	GSK3A, GSK3B	WNT signaling	GDSC1	AUC	44	0.2007047216349542	0.19143801740821806	higher_expression_more_resistant	0.5694878837185646
USP34	all_breast_lines	165	DMOG	HIF-PH	Metabolism	GDSC1	LN_IC50	43	-0.20250679553005133	0.19280107575519798	higher_expression_more_sensitive	0.4840537646619864
USP34	all_breast_lines	2359	GSK2830371	WIP1	Other	GDSC2	LN_IC50	41	-0.20714285714285718	0.19377563171078654	higher_expression_more_sensitive	0.6541633571735068
USP34	all_breast_lines	1030	KU-55933	ATM	Genome integrity	GDSC1	AUC	42	-0.20444048294303543	0.19404405704203528	higher_expression_more_sensitive	0.5713302992663781
USP34	all_breast_lines	1033	Vismodegib	SMO	Other	GDSC2	AUC	45	0.19710144927536227	0.19436854490529656	higher_expression_more_resistant	0.7481243749600803
USP34	all_breast_lines	1814	Nelarabine		DNA replication	GDSC2	LN_IC50	37	-0.21811284969179703	0.19467537758585465	higher_expression_more_sensitive	0.6541633571735068
USP34	all_breast_lines	1459	PARP_0108	PARP1, PARP2, PARP6	Genome integrity	GDSC1	AUC	44	-0.19901338971106414	0.19528521528596543	higher_expression_more_sensitive	0.5713302992663781
USP34	all_breast_lines	1091	BMS-536924	IGF1R, IR	IGF1R signaling	GDSC2	LN_IC50	45	-0.19631093544137024	0.1961997181118961	higher_expression_more_sensitive	0.6541633571735068
USP34	all_breast_lines	1014	Refametinib	MEK1, MEK2	ERK MAPK signaling	GDSC1	LN_IC50	43	-0.20024161884627	0.1979321727739484	higher_expression_more_sensitive	0.49254996756912256
USP34	all_breast_lines	1088	Irinotecan	TOP1	DNA replication	GDSC2	AUC	45	-0.19552042160737812	0.19804304959523605	higher_expression_more_sensitive	0.7481243749600803
USP34	all_breast_lines	1932	NVP-ADW742	IGF1R	IGF1R signaling	GDSC2	LN_IC50	45	-0.19552042160737812	0.19804304959523605	higher_expression_more_sensitive	0.6541633571735068
USP34	all_breast_lines	416	CAY10566	Stearoyl-CoA desaturase	Other	GDSC1	LN_IC50	44	-0.19732205778717404	0.1991867269568463	higher_expression_more_sensitive	0.49254996756912256
USP34	all_breast_lines	152	CP466722	ATM	Genome integrity	GDSC1	AUC	45	0.19499341238471674	0.19927870536977915	higher_expression_more_resistant	0.571625408698758
USP34	all_breast_lines	1414	Fulvestrant	ESR1	Hormone-related	GDSC1	LN_IC50	43	-0.19918453639383873	0.200359308841677	higher_expression_more_sensitive	0.49254996756912256
USP34	all_breast_lines	1401	AZD5438	CDK2	Cell cycle	GDSC2	LN_IC50	37	-0.21526789947842578	0.20070545771362683	higher_expression_more_sensitive	0.6541633571735068
USP34	all_breast_lines	1004	Vinblastine	Microtubule destabiliser	Mitosis	GDSC2	AUC	41	-0.20331010452961676	0.2023357161467198	higher_expression_more_sensitive	0.7481243749600803
USP34	all_breast_lines	258	STF-62247	Autophagy inducer	Other	GDSC1	AUC	45	0.19341238471673253	0.20301824710491417	higher_expression_more_resistant	0.571625408698758
USP34	all_breast_lines	1626	OTX015	BRD2, BRD3, BRD4	Chromatin other	GDSC2	AUC	40	-0.2056285178236398	0.2030449709189861	higher_expression_more_sensitive	0.7481243749600803
USP34	all_breast_lines	1778	GSK2110183B	AKT1, AKT2, AKT3	PI3K/MTOR signaling	GDSC2	AUC	37	-0.21384542437174014	0.203768875860634	higher_expression_more_sensitive	0.7481243749600803
USP34	all_breast_lines	1494	SN-38	TOP1	DNA replication	GDSC2	LN_IC50	44	-0.1952078928823115	0.2041403860401434	higher_expression_more_sensitive	0.6541633571735068
USP34	all_breast_lines	1844	776928		Unclassified	GDSC2	LN_IC50	37	0.2136083451872925	0.20428259224014775	higher_expression_more_resistant	0.6541633571735068
USP34	all_breast_lines	306	Fedratinib	JAK2	Other, kinases	GDSC1	AUC	44	-0.19393939393939394	0.20715371043327993	higher_expression_more_sensitive	0.571625408698758
