source_gene	target_gene	interaction_type	database_source	confidence	pathway	evidence_notes
JAG1	TRIB1	pathway_co_membership	MSigDB_hallmark		HALLMARK_TNFA_SIGNALING_VIA_NFKB	both leading-edge in gse118713
SMAD3	TRIB1	pathway_co_membership	MSigDB_hallmark		HALLMARK_TNFA_SIGNALING_VIA_NFKB	both leading-edge in gse118713
COL1A1	FN1	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse118713
COL1A1	ID2	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse118713
COL1A1	LOX	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse118713
FN1	ID2	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse118713
FN1	LOX	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse118713
ID2	LOX	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse118713
FN1	LYN	pathway_co_membership	MSigDB_hallmark		HALLMARK_COMPLEMENT	both leading-edge in gse118713
FN1	SRC	pathway_co_membership	MSigDB_hallmark		HALLMARK_COMPLEMENT	both leading-edge in gse118713
LYN	SRC	pathway_co_membership	MSigDB_hallmark		HALLMARK_COMPLEMENT	both leading-edge in gse118713
COL1A1	ERBB2	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
COL1A1	PPARG	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
COL1A1	SMAD3	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
COL1A1	TGFBR2	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
ERBB2	PPARG	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
ERBB2	SMAD3	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
ERBB2	TGFBR2	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
PPARG	SMAD3	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
PPARG	TGFBR2	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
SMAD3	TGFBR2	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
NF2	SRC	pathway_co_membership	MSigDB_hallmark		HALLMARK_APICAL_JUNCTION	both leading-edge in gse118713
COL1A1	FN1	pathway_co_membership	MSigDB_reactome		REACTOME_MET_ACTIVATES_PTK2_SIGNALING	both leading-edge in gse118713
COL1A1	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_MET_ACTIVATES_PTK2_SIGNALING	both leading-edge in gse118713
FN1	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_MET_ACTIVATES_PTK2_SIGNALING	both leading-edge in gse118713
COL1A1	FN1	pathway_co_membership	MSigDB_reactome		REACTOME_MET_PROMOTES_CELL_MOTILITY	both leading-edge in gse118713
COL1A1	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_MET_PROMOTES_CELL_MOTILITY	both leading-edge in gse118713
FN1	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_MET_PROMOTES_CELL_MOTILITY	both leading-edge in gse118713
COL1A1	FN1	pathway_co_membership	MSigDB_reactome		REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	both leading-edge in gse118713
COL1A1	FN1	pathway_co_membership	MSigDB_reactome		REACTOME_ECM_PROTEOGLYCANS	both leading-edge in gse118713
BMP7	COL1A1	pathway_co_membership	MSigDB_reactome		REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	both leading-edge in gse118713
BMP7	FN1	pathway_co_membership	MSigDB_reactome		REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	both leading-edge in gse118713
BMP7	LOX	pathway_co_membership	MSigDB_reactome		REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	both leading-edge in gse118713
COL1A1	FN1	pathway_co_membership	MSigDB_reactome		REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	both leading-edge in gse118713
COL1A1	LOX	pathway_co_membership	MSigDB_reactome		REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	both leading-edge in gse118713
FN1	LOX	pathway_co_membership	MSigDB_reactome		REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	both leading-edge in gse118713
COL1A1	FN1	pathway_co_membership	MSigDB_reactome		REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	both leading-edge in gse118713
FOXO3	SMC3	pathway_co_membership	MSigDB_reactome		REACTOME_ESR_MEDIATED_SIGNALING	both leading-edge in gse118713
COL1A1	FN1	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_MET	both leading-edge in gse118713
COL1A1	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_MET	both leading-edge in gse118713
FN1	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_MET	both leading-edge in gse118713
COL1A1	FN1	pathway_co_membership	MSigDB_reactome		REACTOME_HEMOSTASIS	both leading-edge in gse118713
COL1A1	LYN	pathway_co_membership	MSigDB_reactome		REACTOME_HEMOSTASIS	both leading-edge in gse118713
COL1A1	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_HEMOSTASIS	both leading-edge in gse118713
FN1	LYN	pathway_co_membership	MSigDB_reactome		REACTOME_HEMOSTASIS	both leading-edge in gse118713
FN1	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_HEMOSTASIS	both leading-edge in gse118713
LYN	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_HEMOSTASIS	both leading-edge in gse118713
PSMC3	PSMC5	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
ID2	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_NTRKS	both leading-edge in gse118713
ID2	TRIB1	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_NTRKS	both leading-edge in gse118713
SRC	TRIB1	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_NTRKS	both leading-edge in gse118713
PSMC3	PSMC5	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
CTNNB1	HEY1	pathway_co_membership	MSigDB_hallmark		HALLMARK_WNT_BETA_CATENIN_SIGNALING	both leading-edge in gse240112
CTNNB1	JAG1	pathway_co_membership	MSigDB_hallmark		HALLMARK_WNT_BETA_CATENIN_SIGNALING	both leading-edge in gse240112
CTNNB1	LEF1	pathway_co_membership	MSigDB_hallmark		HALLMARK_WNT_BETA_CATENIN_SIGNALING	both leading-edge in gse240112
HEY1	JAG1	pathway_co_membership	MSigDB_hallmark		HALLMARK_WNT_BETA_CATENIN_SIGNALING	both leading-edge in gse240112
HEY1	LEF1	pathway_co_membership	MSigDB_hallmark		HALLMARK_WNT_BETA_CATENIN_SIGNALING	both leading-edge in gse240112
JAG1	LEF1	pathway_co_membership	MSigDB_hallmark		HALLMARK_WNT_BETA_CATENIN_SIGNALING	both leading-edge in gse240112
COL1A1	MSX1	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse240112
FN1	MSX1	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse240112
ID2	MSX1	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse240112
LOX	MSX1	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse240112
CITED2	COL1A1	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse240112
CITED2	ERBB2	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse240112
CITED2	PPARG	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse240112
CITED2	SMAD3	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse240112
CITED2	TGFBR2	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse240112
EP300	ID2	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_NTRKS	both leading-edge in gse240112
EP300	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_NTRKS	both leading-edge in gse240112
EP300	TRIB1	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_NTRKS	both leading-edge in gse240112
FGFR1	JAG1	pathway_co_membership	MSigDB_hallmark		HALLMARK_ANGIOGENESIS	both leading-edge in gse111151
COL1A1	PTEN	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse111151
ERBB2	PTEN	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse111151
PPARG	PTEN	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse111151
NF2	PTEN	pathway_co_membership	MSigDB_hallmark		HALLMARK_APICAL_JUNCTION	both leading-edge in gse111151
HIF1A	LYN	pathway_co_membership	MSigDB_hallmark		HALLMARK_INFLAMMATORY_RESPONSE	both leading-edge in gse111151
