gene	node_class	node_category_raw	crispr_effect	crispr_fdr	crispr_direction	gse118713_log2fc	gse118713_fdr	gse240112_log2fc	gse240112_fdr	gse111151_log2fc	gse111151_fdr	gse245601_acute_log2fc	gse245601_acute_fdr	resistance_pattern	pathways_supported	number_consensus_pathways	human_tumor_support	candidate_connection_count
FGFR1	leading_edge	resistance_leading_edge	0.4890075673028571	0.8634975052990252	nonsignificant_tolerance_direction	0.923530201505312	0.102101741763769	0.402079194208412	0.174582324289311	0.617165079407847	0.219031968694951	0.111897531232975	0.655296506431637	no_significant_resistance_dataset	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_CARTILAGE_DEVELOPMENT;go_bp:GOBP_CELL_CHEMOTAXIS	65	False	0
FN1	leading_edge	resistance_leading_edge	-0.7221835494319304	0.7616616496167914	nonsignificant_sensitising_direction	5.25040565096158	2.96121328551601e-07	5.21105140386651	8.35030397451841e-06	0.867910688913234	0.538708656009892	0.0302756372233592	0.970847895494758	consistent_up_(2/3_significant)	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_CELL_MATRIX_ADHESION	38	True	0
FOXO1	candidate_partner	candidate_string_partner	-0.1272209624010969	0.9442246511467666	nonsignificant_sensitising_direction	2.66715717981243	2.76217969499909e-06	3.58381371558774	0.00045299099974	0.525394470250876	0.505978551961213	-0.041849684263119	0.9299719940764	consistent_up_(2/3_significant)	go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_FAT_CELL_DIFFERENTIATION;go_bp:GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION;go_bp:GOBP_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	17	True	1
FOXO3	candidate_partner	candidate_string_partner	-0.4099075350920937	0.8014286065646663	nonsignificant_sensitising_direction	-0.504411965808942	0.019673508616579	0.298670506441298	0.587058967979126	0.0369764389258673	0.959085529096633	0.318858535986811	0.202572901985618	consistent_down_(1/3_significant)	reactome:REACTOME_ESR_MEDIATED_SIGNALING	1	False	1
H7C0V5_HUMAN	candidate_partner	candidate_string_partner			not_tested									no_significant_resistance_dataset		0	False	1
HEY1	leading_edge	resistance_leading_edge	0.2248013370832087	0.8952454886459621	nonsignificant_tolerance_direction	4.36847814689592	2.65154115887905e-08	4.63545496334256	4.22359275294786e-05	0.830183239552148	0.600108469138044	0.157756249638227	0.68133661153299	consistent_up_(2/3_significant)	go_bp:GOBP_AORTA_DEVELOPMENT;go_bp:GOBP_ARTERY_DEVELOPMENT;go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_CARDIAC_CHAMBER_DEVELOPMENT	34	True	0
HIF1A	multiple	candidate_string_partner,resistance_leading_edge	0.0887308591190914	0.9654441649938414	nonsignificant_tolerance_direction	0.828242331087186	0.0366703143013568	0.967752553503101	0.0293158774857775	0.441257026094293	0.416092518520692	-0.202331711216874	0.400954661301576	consistent_up_(2/3_significant)	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BONE_MINERALIZATION;go_bp:GOBP_CARDIAC_CHAMBER_DEVELOPMENT	67	True	1
HMGB1	crispr_sensitiser	crispr_sensitiser	-1.4740651006700034	0.0372575660229722	sensitising_KO	-0.0794061555047207	0.731817935481995	-0.154623744509501	0.820887420028315	-0.130515412318803	0.80271652586053	-0.0697664035194113	0.800435901224173	no_significant_resistance_dataset		0	False	0
ICK	crispr_sensitiser	crispr_sensitiser	-1.2245539921905229	0.0372575660229722	sensitising_KO	0.106733026979587	0.663325990388584	0.358028755494179	0.44062569101796	-0.168093978284892	0.697681709271967	-0.0894575161021647	0.699401614317978	no_significant_resistance_dataset		0	False	0
ID2	leading_edge	resistance_leading_edge	-0.5492622333985482	0.7302457007496828	nonsignificant_sensitising_direction	1.09628033173117	0.0067148185153037	2.06423851082505	0.0006480490044291	0.377934436914111	0.70410226237633	0.149562878694826	0.429992853241014	consistent_up_(2/3_significant)	go_bp:GOBP_CELL_FATE_COMMITMENT;go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_EMBRYONIC_ORGAN_DEVELOPMENT	34	True	0
INCENP	resistance_gene	multimodal_pathway_driver	0.4472065934547782	0.8802112529758787	nonsignificant_tolerance_direction	-0.53045372986443	0.189836907258631	-0.684546756066648	0.392620332298661	-0.164026692777057	0.816913127837661	-0.0443958516995106	0.922365594746855	no_significant_resistance_dataset	go_bp:GOBP_CHROMOSOME_SEPARATION;go_bp:GOBP_METAPHASE_CHROMOSOME_ALIGNMENT;go_bp:GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION;go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	15	False	0
ITGA3	leading_edge	resistance_leading_edge	0.0008117288623346	0.9996793647130284	nonsignificant_tolerance_direction	1.26382478143178	0.0009065786323435	0.748432913053846	0.0224413492844076	0.684006293590325	0.300303106919736	-0.258010201617108	0.303413089841705	consistent_up_(2/3_significant)	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS	38	True	0
JAG1	leading_edge	resistance_leading_edge	-0.0391026032930152	0.986290543790328	nonsignificant_sensitising_direction	2.12356836073787	0.0002542741156055	5.83759530365689	3.67882575298203e-05	1.83248048017823	0.243370597154944	-0.173627754190477	0.510963851300167	consistent_up_(2/3_significant)	go_bp:GOBP_AORTA_DEVELOPMENT;go_bp:GOBP_ARTERY_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BLOOD_VESSEL_REMODELING;go_bp:GOBP_CARDIAC_CHAMBER_DEVELOPMENT	49	True	0
KDM1A	crispr_sensitiser	crispr_sensitiser	-2.167335634799461	0.0003849877126404	sensitising_KO	0.146667919066447	0.493845720601604	0.191941386609262	0.59163963287314	0.0713993613378379	0.905930650706976	-0.215079883472444	0.369442163215661	no_significant_resistance_dataset		0	False	0
KDM6A	crispr_tolerance_associated	crispr_tolerance	2.259563025014412	0.0416851803622835	tolerance_associated_KO	0.146645780508053	0.562375182137919	-0.765218640697598	0.0653450874850723	-0.0596763294180115	0.93337430929085	0.0690162504334836	0.879460304344877	no_significant_resistance_dataset		0	False	0
KMT2C	crispr_tolerance_associated	crispr_tolerance	1.683754395316134	0.0052539443921356	tolerance_associated_KO	0.0353127981755366	0.925860041774026	-0.539610144682292	0.185781857435356	-0.146890307562346	0.802049984655759	0.0048690635820431	0.989334782494376	no_significant_resistance_dataset		0	False	0
LEF1	leading_edge	resistance_leading_edge	0.2106001627157754	0.8913286382355223	nonsignificant_tolerance_direction	1.46028447588646	3.39143291956104e-05	5.7625925776954	2.15249326405769e-05	0.912386794052305	0.557758736798268	-0.464764417707927	0.259861700035894	consistent_up_(2/3_significant)	go_bp:GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BODY_MORPHOGENESIS;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY	52	True	0
LHX2	candidate_partner	candidate_string_partner	0.2982333043601572	0.8547014306298557	nonsignificant_tolerance_direction	0.659314949431121	0.0561015208773156	1.56371216316703	0.0283490425861665	0.603083915774856	0.526332017152766			consistent_up_(1/3_significant)	go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_EPITHELIAL_TUBE_FORMATION;go_bp:GOBP_EPITHELIAL_TUBE_MORPHOGENESIS	23	True	1
LOX	leading_edge	resistance_leading_edge	0.510427648871282	0.7170209005816782	nonsignificant_tolerance_direction	4.80263819051348	8.6203189384681e-09	9.47455931943787	6.14546448421569e-06	0.443475028798368	0.588033007637101	-0.0698857713098474	0.929166360998821	consistent_up_(2/3_significant)	go_bp:GOBP_AORTA_DEVELOPMENT;go_bp:GOBP_ARTERY_DEVELOPMENT;go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BONE_DEVELOPMENT	30	True	0
LRP5	leading_edge	resistance_leading_edge	-0.2193493873844509	0.8943932209368671	nonsignificant_sensitising_direction	0.573273068315061	0.0165435001415526	0.519254303775642	0.0943549829988065	0.272506875200328	0.528621494336421	-0.119769173931951	0.704951602846148	consistent_up_(1/3_significant)	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BONE_DEVELOPMENT;go_bp:GOBP_BONE_MORPHOGENESIS	39	False	0
LYN	multiple	multimodal_pathway_driver,resistance_leading_edge	-0.5191648382099592	0.6843950193322895	nonsignificant_sensitising_direction	1.38086985457888	7.08894246745681e-05	6.43817930113175	3.79815317685443e-06	0.738508495628027	0.434934110501048	-0.0549407252748037	0.857864448843255	consistent_up_(2/3_significant)	go_bp:GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CELL_CHEMOTAXIS;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_DENDRITIC_CELL_DIFFERENTIATION	54	True	0
LZTR1	crispr_tolerance_associated	crispr_tolerance	1.4583532397139498	0.0124208335090964	tolerance_associated_KO	1.11048033871916	0.0151008717779807	0.217133315001067	0.607834367851074	0.195307961266389	0.716808182530627	0.0414554130824415	0.913396869045545	consistent_up_(1/3_significant)		0	False	0
MEGF8	leading_edge	resistance_leading_edge	0.0924911326633264	0.9526791357399976	nonsignificant_tolerance_direction	0.878573814779224	0.0716740815163535	1.11055620234183	0.0118417931129382	0.759896056634652	0.185701502910363	-0.10332870523117	0.800739964436228	consistent_up_(1/3_significant)	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_BONE_DEVELOPMENT;go_bp:GOBP_BONE_MORPHOGENESIS;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	28	True	0
MKLN1	candidate_partner	candidate_string_partner	0.1375468461157716	0.922958037549524	nonsignificant_tolerance_direction	0.735540240807957	0.0050757845713433	0.109302804334256	0.75639672017842	-0.314595865794833	0.410809812126904	-0.0574569197488597	0.837384353220114	consistent_up_(1/3_significant)	go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION;go_bp:GOBP_REGULATION_OF_CELL_SHAPE;go_bp:GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	4	False	1
MSX1	leading_edge	resistance_leading_edge	-0.1715356242436012	0.9331425545278652	nonsignificant_sensitising_direction	0.354287394027851	0.0587843483088679	1.9223596216847	0.0120993017172427	0.614069828130158	0.677119380841392	0.271623522787989	0.510963851300167	consistent_up_(1/3_significant)	go_bp:GOBP_BODY_MORPHOGENESIS;go_bp:GOBP_BONE_DEVELOPMENT;go_bp:GOBP_BONE_MORPHOGENESIS;go_bp:GOBP_CARTILAGE_DEVELOPMENT;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	41	True	0
NF1	crispr_tolerance_associated	crispr_tolerance	3.201469104004488	1.980969177858585e-06	tolerance_associated_KO	0.401298410976755	0.241892052255367	-0.224003368544701	0.560355683109955	-0.158383159411972	0.740170330747677	-0.147970627719369	0.495025795643211	no_significant_resistance_dataset		0	False	0
NF2	multiple	multimodal_pathway_driver,resistance_leading_edge	0.1778532419824223	0.9265425012974084	nonsignificant_tolerance_direction	0.72485926180621	0.0016689366195227	0.63045229008935	0.0760399951224825	0.268024283758395	0.501483653230901	-0.276119380248912	0.26452119021161	consistent_up_(1/3_significant)	go_bp:GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION;go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_FOREBRAIN_DEVELOPMENT	36	False	0
NUF2	resistance_gene	multimodal_pathway_driver	-1.2785919975828088	0.294220831937354	nonsignificant_sensitising_direction	-0.705143646265691	0.0036356202904707	-1.18529677601545	0.150383811243809	-0.370431032593369	0.697681709271967	0.284501279993164	0.637236043754366	consistent_down_(1/3_significant)	go_bp:GOBP_CHROMOSOME_SEPARATION;go_bp:GOBP_METAPHASE_CHROMOSOME_ALIGNMENT;go_bp:GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION;go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	14	False	0
PCGF2	candidate_partner	candidate_string_partner	-1.3158128561668043	0.2636544015200702	nonsignificant_sensitising_direction	0.571465122104003	0.0340587989279309	0.677992618985523	0.0596933366231476	-0.268861826047786	0.514446355407458	-0.0069217968585236	0.98658932453588	consistent_up_(1/3_significant)	go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_EMBRYONIC_ORGAN_DEVELOPMENT;go_bp:GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS;go_bp:GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT;go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	8	False	1
PET117	crispr_sensitiser	crispr_sensitiser	-1.8279505886266567	0.0419031835559097	sensitising_KO	-0.0587411607946384	0.783384004604082	-0.246376118564829	0.570163539426128	0.0180744802898094	0.982753570306189	0.0463310730641482	0.922436902008411	no_significant_resistance_dataset		0	False	0
PLK1	resistance_gene	multimodal_pathway_driver	0.0903448157917585	0.9800952768605136	nonsignificant_tolerance_direction	-0.706922763585609	0.0519351509471531	-1.8384439548295	0.0661404672187792	-0.168991736421351	0.863896670214277	0.0075563956017534	0.990478760277518	no_significant_resistance_dataset	go_bp:GOBP_CHROMOSOME_SEPARATION;go_bp:GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION;go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION;go_bp:GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	15	False	0
POLA2	resistance_gene	multimodal_pathway_driver	0.775381213725244	0.6009826181172715	nonsignificant_tolerance_direction	-0.773417614658817	0.0079663571483428	-0.462991665230782	0.523864986449346	-0.233174853605749	0.5979093696508	-0.447544517391346	0.184728103007242	consistent_down_(1/3_significant)	hallmark:HALLMARK_E2F_TARGETS;hallmark:HALLMARK_G2M_CHECKPOINT;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_CHROMOSOME_MAINTENANCE	4	False	0
PPARG	multiple	multimodal_pathway_driver,resistance_leading_edge	-0.2851673524884317	0.8848707613512676	nonsignificant_sensitising_direction	4.58426124540051	2.65154115887905e-08	4.4259179475735	0.0001638321354121	1.7394882005885	0.479581760757361	0.213484929051929	0.507581428197261	consistent_up_(2/3_significant)	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_CELL_FATE_COMMITMENT;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS	53	True	1
PRKD1	leading_edge	resistance_leading_edge	-0.1844115614520882	0.9165235643995834	nonsignificant_sensitising_direction	2.1034196337943	2.19941061696923e-05	6.50933373768172	2.04149980813828e-05	1.3686705209071	0.173408129406091	-0.0426813296583226	0.949756327954637	consistent_up_(2/3_significant)	go_bp:GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION;go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID	35	True	0
PSMB6	resistance_gene	multimodal_pathway_driver	0.2006039151280259	0.9282590534909334	nonsignificant_tolerance_direction	-0.582324686712933	0.0232486457658161	-0.420062794437266	0.401484561772123	-0.23789799658011	0.687053888557334	-0.0068416039876317	0.983564004376486	consistent_down_(1/3_significant)	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	3	False	0
PSMB7	resistance_gene	multimodal_pathway_driver	-0.258429368162421	0.8917945193967844	nonsignificant_sensitising_direction	-0.52958126729004	0.025630480608207	-0.600591712792309	0.233944294976621	-0.48913178831343	0.383225850342541	0.0197909249056103	0.954545446667018	consistent_down_(1/3_significant)	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	3	False	0
PSMC3	resistance_gene	multimodal_pathway_driver	-0.9692722345050032	0.561746941082457	nonsignificant_sensitising_direction	-0.403839402815408	0.083869880633609	-0.692400110192544	0.211468816159062	-0.313275078848619	0.514446355407458	-0.0473304325667961	0.836917031198908	no_significant_resistance_dataset	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	3	False	0
PSMC5	resistance_gene	multimodal_pathway_driver	-0.2481315955117793	0.907095381656094	nonsignificant_sensitising_direction	-0.310001671283045	0.109221330961253	0.485837412273738	0.425599508675059	-0.41245650679422	0.428866061937622	-0.121455694398398	0.555611069787337	no_significant_resistance_dataset	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	3	False	0
PTEN	crispr_tolerance_associated	crispr_tolerance	3.3317870701317656	2.2317000159876773e-07	tolerance_associated_KO	-0.39072867283774	0.0738932933249503	-0.381673919910069	0.20760000996125	0.243969577554325	0.515664085755769	-0.154170795215578	0.460201654467793	no_significant_resistance_dataset	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	43	False	0
PTK7	leading_edge	resistance_leading_edge	-0.1572607322047892	0.9480782641185298	nonsignificant_sensitising_direction	2.14005017876907	6.4329312635661e-06	1.13438848045573	0.0044642604050791	0.860904545023511	0.138147854502848	-0.0414721632844747	0.908498597033251	consistent_up_(2/3_significant)	go_bp:GOBP_AXIS_ELONGATION;go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CARDIAC_CHAMBER_DEVELOPMENT;go_bp:GOBP_CARDIAC_SEPTUM_DEVELOPMENT	35	True	0
PTTG1	resistance_gene	multimodal_pathway_driver	0.6011466013859197	0.7616616496167914	nonsignificant_tolerance_direction	-0.450581173467842	0.125434545278872	-1.35477811437797	0.12073934475654	-0.350420791685288	0.683342327177314	0.552655515167972	0.314546278875952	no_significant_resistance_dataset	go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;hallmark:HALLMARK_E2F_TARGETS;hallmark:HALLMARK_G2M_CHECKPOINT;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	5	False	0
RASA2	crispr_tolerance_associated	crispr_tolerance	1.2969414819378675	0.0419031835559097	tolerance_associated_KO	0.0429116506321199	0.887661109172614	0.0979380789886833	0.78578475196137	0.0357659745041247	0.941865011592169	-0.233626979579538	0.209613985660695	no_significant_resistance_dataset		0	False	0
RPS27A	candidate_partner	candidate_string_partner	-0.7450982898956067	0.8270560220965696	nonsignificant_sensitising_direction	0.323544562467569	0.144254073101191	0.644670935235638	0.310491715201749	-0.0903867295363118	0.823113332890811	0.0058003693585594	0.98740754078825	no_significant_resistance_dataset	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	3	False	1
SIX2	leading_edge	resistance_leading_edge	0.3845220772550233	0.8014286065646663	nonsignificant_tolerance_direction	4.07888620605526	3.7430625255199e-06	6.02404524296945	6.19896158540574e-06	0.547252221494323	0.750961084898235	-0.0464556222807027	0.948302003098874	consistent_up_(2/3_significant)	go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CARTILAGE_DEVELOPMENT;go_bp:GOBP_CELL_FATE_COMMITMENT;go_bp:GOBP_CHONDROCYTE_DIFFERENTIATION;go_bp:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	39	True	0
SMAD3	leading_edge	resistance_leading_edge	0.8122212460926619	0.6847632537957313	nonsignificant_tolerance_direction	1.51219307987691	0.0002349393222842	1.99774418097056	0.0009670812322399	0.15093137101413	0.705323903644257	-0.0871192683300797	0.757131844951915	consistent_up_(2/3_significant)	go_bp:GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION;go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_BONE_MINERALIZATION;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CARTILAGE_DEVELOPMENT	93	True	1
SMC3	resistance_gene	multimodal_pathway_driver	0.5579938567968679	0.7993240766252737	nonsignificant_tolerance_direction	-0.618718527700953	0.0140896524972985	-0.93770264588787	0.101240137942883	-0.188939662303464	0.669657924280912	0.0251268025861394	0.922362433561115	consistent_down_(1/3_significant)	go_bp:GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION;go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;go_bp:GOBP_SISTER_CHROMATID_SEGREGATION;hallmark:HALLMARK_E2F_TARGETS;reactome:REACTOME_CELL_CYCLE_MITOTIC	10	False	0
SMG1	candidate_partner	candidate_string_partner	-0.173479535516686	0.9497871458388842	nonsignificant_sensitising_direction	-0.0334665854382545	0.918752009740474	-0.27437457426969	0.386863882630748	0.0951895903494545	0.826742030290986	0.0207478125911485	0.964160046712821	no_significant_resistance_dataset		0	False	1
SMPD1	resistance_gene	multimodal_pathway_driver	0.3234497980804622	0.8148293772470492	nonsignificant_tolerance_direction	1.61382138214289	0.00026191704018	2.12532580785487	0.004818433366986	0.949984892642282	0.223163982539742	0.150404649278065	0.568733207827688	consistent_up_(2/3_significant)	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION;go_bp:GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY;go_bp:GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY;go_bp:GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE	19	True	0
SOX2	crispr_tolerance_associated	crispr_tolerance	1.5125795984924384	0.012231538169301	tolerance_associated_KO	0.689938479322989	0.009274260760025	7.44086437435914	5.59971704623335e-05	0.885804950531392	0.631863307812325	-0.334393694467966	0.694290309090563	consistent_up_(2/3_significant)	go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CELL_FATE_COMMITMENT;go_bp:GOBP_DIENCEPHALON_DEVELOPMENT;go_bp:GOBP_EAR_DEVELOPMENT;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS	25	True	0
SPC25	resistance_gene	multimodal_pathway_driver	-1.093755952878943	0.2372139267819376	nonsignificant_sensitising_direction	-0.520462945047209	0.0228713169085816	-1.06814576721935	0.236124851259153	-0.178863444870425	0.843551931437516	-0.524298628094719	0.529364517785794	consistent_down_(1/3_significant)	go_bp:GOBP_CHROMOSOME_SEPARATION;go_bp:GOBP_METAPHASE_CHROMOSOME_ALIGNMENT;go_bp:GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION;go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	15	False	0
SPRED1	leading_edge	resistance_leading_edge	0.7780473566717419	0.4895895052514101	nonsignificant_tolerance_direction	1.32995925309315	3.19914319379429e-05	2.407689718309	0.0006439789864923	0.56661534947741	0.548884571256905	-0.0808025914752278	0.759145172801681	consistent_up_(2/3_significant)	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION;go_bp:GOBP_ERK1_AND_ERK2_CASCADE	29	True	0
SPRY1	multiple	multimodal_pathway_driver,resistance_leading_edge	-0.6363364710803623	0.8121550190740409	nonsignificant_sensitising_direction	2.09398827502341	4.09891711617348e-05	3.46338541571958	0.0001203036100832	0.870403371001048	0.394541278250342	0.044767492915514	0.926705009308892	consistent_up_(2/3_significant)	go_bp:GOBP_AXIS_ELONGATION;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CARDIOCYTE_DIFFERENTIATION;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	45	True	0
